Department Family,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction Number,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/05/2012,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,LEX AUTOLEASE LTD,0000190895,391.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,TURNEY WYLDE CONSTRUCTION,0000190897,557.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,VINCI CONSTRUCTION UK LTD,0000190905,17482.89
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,NEWCASTLE CITY COUNCIL,0000190906,2904.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,LEGAL COSTS,SURFACE HAZARDS,PROF SER-OPERATIONAL SERVICES,REGISTERS OF SCOTLAND,0000190910,27.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/05/2012,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ICT-SOFTWARE,IHS (GLOBAL) LIMITED,0000190911,7070.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,LEGAL COSTS,SURFACE HAZARDS,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000190915,246.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,TURNEY WYLDE CONSTRUCTION,0000190917,711.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ST ASTIER LIMITED,0000190920,6281.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/05/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000190951,37.01
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000191031,74.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000191032,77.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000191033,74.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000191034,133.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000191035,144.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000191036,144.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000191037,133.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000191038,94.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/05/2012,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,SCREENWASH & WIPES,0000191043,8.08
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,FACILITIES-ACCOMDTN SERVICES,TEMPORARY ACCOMMODATION C,0000191044,600.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191045,303.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191047,593.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191048,237.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191050,232.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191051,335.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191053,4216.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191054,7.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191055,201.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191056,34.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191057,278.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191058,343.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191059,537.39
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191060,161.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191062,225.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191064,12959.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191065,382.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191066,313.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000191067,225.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/05/2012,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,PROF SER TMP STFF-SPCLST CNTRT,VENTURE FINANCE PLC,0000191068,232.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LOGISTICS-WAREHOUSE&STORAGE,EASIMOVALS REMOVAL SERVIC,0000191082,425.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000191083,476.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000191084,577.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000191117,462.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000191118,255.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",REIMBURSE METER REMOVAL,0000191123,104.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/05/2012,LEGAL COSTS,SURFACE HAZARDS,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000191138,16.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/05/2012,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000191142,1074.23
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,COMPANY BARCLAYCARD,0000191164,142.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,INCIDENTALS,SURFACE HAZARDS,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000191164,3.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,OFFICE SOLUTIONS-OFFICE CNSMBL,COMPANY BARCLAYCARD,0000191164,44.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,10 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191165,3.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191165,56.59
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000191165,120.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,POSTAGE,SURFACE HAZARDS,OFFICE SOLUTIONS-POST&COURIER,COMPANY BARCLAYCARD,0000191168,48.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,10 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191170,15.91
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,PROFESSIONAL SUBSCRIPTIONS,SURFACE HAZARDS,PERSONNEL RLTD-STAFF SUBSCRPTN,COMPANY BARCLAYCARD,0000191173,346.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191175,39.78
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000191175,129.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,OFFICE SOLUTIONS-OFFICE CNSMBL,COMPANY BARCLAYCARD,0000191175,59.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,TRAVEL&EVENTS-EVENT ORGNSTN,COMPANY BARCLAYCARD,0000191175,75.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,COMPANY BARCLAYCARD,0000191176,4.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SUPPLIES,COMPANY BARCLAYCARD,0000191176,9.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191177,17.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,5 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191177,4.41
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,COMPANY BARCLAYCARD,0000191177,21.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000191177,67.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENGINEERING GOODS-TOOLS,COMPANY BARCLAYCARD,0000191177,45.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,COMPANY BARCLAYCARD,0000191180,4.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191180,0.89
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,FACILITIES - CLEANING,COMPANY BARCLAYCARD,0000191180,10.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,COMPANY BARCLAYCARD,0000191182,50.01
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191184,6.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000191184,97.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,TRAVEL&EVENTS-EVENT ORGNSTN,COMPANY BARCLAYCARD,0000191184,65.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,FACILITIES - SECURITY,COMPANY BARCLAYCARD,0000191189,10.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,INCIDENTALS,SURFACE HAZARDS,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000191190,22.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,12 HOUR ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191193,11.21
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191193,92.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,5 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191193,4.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,FARES - RAIL,SURFACE HAZARDS,TRAVEL&EVENTS-RAIL,COMPANY BARCLAYCARD,0000191193,115.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000191193,184.59
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,MEETINGS,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191193,1.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,FARES - RAIL,SURFACE HAZARDS,TRAVEL&EVENTS-RAIL,COMPANY BARCLAYCARD,0000191195,130.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000191196,1379.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000191199,1119.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000191200,2498.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000191202,1485.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000191203,1523.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000191206,1469.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000191207,1379.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000191208,1411.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000191209,1411.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000191210,1485.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000191211,1300.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000191214,1545.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000191218,1645.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,CORNERSTONE  PROJECTS LTD,0000191223,93.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,CORNERSTONE  PROJECTS LTD,0000191224,98.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000191229,2152.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,LEX AUTOLEASE LTD,0000191233,360.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/05/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000191246,69.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/05/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000191248,244.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/05/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000191249,88.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/05/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000191250,92.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/05/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000191251,84.03
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/05/2012,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000191253,77.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/05/2012,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000191254,77.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/05/2012,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000191255,104.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/05/2012,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,PROF SER-OPERATIONAL SERVICES,VALUATION OFFICE AGENCY,0000191257,500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/05/2012,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,PROF SER-OPERATIONAL SERVICES,VALUATION OFFICE AGENCY,0000191258,500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/05/2012,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",WINDOWS CLEANED AT 18 & 2,0000191275,60.00
