Title:,River Water Quality: 1990 to 2006,,,,,,,,,,,,,,,,,,,,,
North West,181,Trafford,2006,biology,0,0,2.9,5.6,19.2,0,27.8,0,0,10.5,20.3,69.1,0,0,30.9,69.1,0,
North West,181,Trafford,2006,chemistry,12.1,6.6,15.2,22.6,17.4,0,73.9,16.4,9,20.5,30.6,23.5,0,25.3,51.2,23.5,0,
North West,182,Vale Royal,1990,biology,0,0,0,4.2,57.5,18.2,79.9,0,0,0,5.2,72,22.8,0,5.2,72,22.8,
North West,182,Vale Royal,1990,chemistry,0,0,27.5,37.4,5.8,16.8,87.5,0,0,31.4,42.8,6.6,19.1,0,74.2,6.6,19.1,
North West,182,Vale Royal,1990,nitrate,0,0,0,0,0,0,0,,,,,,,,,,,
North West,182,Vale Royal,1990,phosphate,0,0,0,42.7,49,2.6,94.3,0,0,0,45.2,52,2.8,,,,,100
North West,182,Vale Royal,1993,chemistry,0,9.9,42.8,49,39.6,6.9,148.2,0,6.7,28.9,33.1,26.7,4.6,6.7,61.9,26.7,4.6,
North West,182,Vale Royal,1994,chemistry,0,31.3,15.5,64.4,30,6.9,148.2,0,21.1,10.5,43.5,20.3,4.6,21.1,53.9,20.3,4.6,
North West,182,Vale Royal,1995,biology,0,1.1,24.6,39.8,22.2,23.7,111.5,0,1,22.1,35.7,19.9,21.3,1,57.8,19.9,21.3,
North West,182,Vale Royal,1995,chemistry,0,41.7,22.8,51.3,26.5,5.9,148.2,0,28.1,15.4,34.6,17.9,4,28.1,50,17.9,4,
North West,182,Vale Royal,1995,nitrate,0,24.7,13.8,48.4,41.7,19.6,148.2,0,16.7,9.3,32.6,28.1,13.3,,,,,41.4
North West,182,Vale Royal,1995,phosphate,0,0,0,33.4,103,11.8,148.2,0,0,0,22.5,69.5,8,,,,,100
North West,182,Vale Royal,1996,chemistry,0,41.1,27.3,44.5,29.2,6,148.2,0,27.7,18.5,30.1,19.7,4.1,27.7,48.5,19.7,4.1,
North West,182,Vale Royal,1997,chemistry,0,32.6,32.6,57.9,19,6,148.2,0,22,22,39.1,12.8,4.1,22,61.1,12.8,4.1,
North West,182,Vale Royal,1998,chemistry,0,30.6,34.6,54.7,23.3,5,148.2,0,20.7,23.4,36.9,15.7,3.4,20.7,60.3,15.7,3.4,
North West,182,Vale Royal,1999,chemistry,0,28.8,51.3,39.8,24.2,4,148.2,0,19.4,34.6,26.9,16.4,2.7,19.4,61.5,16.4,2.7,
North West,182,Vale Royal,2000,biology,0,4.3,24.1,52.6,12.5,21.2,114.7,0,3.8,21,45.8,10.9,18.5,3.8,66.8,10.9,18.5,
North West,182,Vale Royal,2000,chemistry,0,18.7,69.3,37.2,21,2,148.2,0,12.6,46.7,25.1,14.1,1.4,12.6,71.9,14.1,1.4,
North West,182,Vale Royal,2000,nitrate,0,0,30.6,36.1,56.3,25.1,148.2,0,0,20.7,24.4,38,17,,,,,55
North West,182,Vale Royal,2000,phosphate,0,0,0,31.3,107.6,9.3,148.2,0,0,0,21.1,72.6,6.3,,,,,100
North West,182,Vale Royal,2001,chemistry,0,27.8,51.8,45.8,20.8,2,148.2,0,18.8,34.9,30.9,14,1.4,18.8,65.8,14,1.4,
North West,182,Vale Royal,2001,nitrate,0,0,35.1,36.9,58.2,18,148.2,0,0,23.7,24.9,39.3,12.2,,,,,51.4
North West,182,Vale Royal,2001,phosphate,0,0,0,27.4,116.3,4.5,148.2,0,0,0,18.5,78.5,3,,,,,100
North West,182,Vale Royal,2002,phosphate,0,0,0,27.9,115.8,4.5,148.2,0,0,0,18.8,78.1,3,,,,,100
North West,182,Vale Royal,2002,biology,0,4.2,29.7,45.5,18.4,17.6,115.5,0,3.6,25.7,39.4,16,15.3,3.6,65.2,16,15.3,
North West,182,Vale Royal,2002,chemistry,0,31.9,39.3,49.7,25.3,2,148.2,0,21.5,26.5,33.5,17.1,1.4,21.5,60,17.1,1.4,
North West,182,Vale Royal,2002,nitrate,0,24.7,12.4,54.7,44.2,12.2,148.2,0,16.7,8.3,36.9,29.8,8.2,,,,,38.1
North West,182,Vale Royal,2003,phosphate,0,0,0,31.3,111.3,5.5,148.2,0,0,0,21.1,75.1,3.7,,,,,100
North West,182,Vale Royal,2003,nitrate,0,24.7,11.4,55.6,38.9,17.6,148.2,0,16.7,7.7,37.5,26.2,11.9,,,,,38.1
North West,182,Vale Royal,2003,chemistry,0,20.7,63.3,40.3,21.8,2,148.2,0,14,42.7,27.2,14.7,1.4,14,70,14.7,1.4,
North West,182,Vale Royal,2003,biology,0,9.2,24.7,46,16.9,18.7,115.5,0,7.9,21.4,39.8,14.7,16.2,7.9,61.2,14.7,16.2,
North West,182,Vale Royal,2004,biology,0,11.8,23.1,32.3,24.5,24.7,116.4,0,10.1,19.9,27.8,21,21.2,10.1,47.6,21,21.2,
North West,182,Vale Royal,2004,chemistry,0,38,39,41.7,25.5,4,148.2,0,25.6,26.3,28.1,17.2,2.7,25.6,54.5,17.2,2.7,
North West,182,Vale Royal,2004,nitrate,0,0,32.7,55.4,48.3,11.7,148.2,0,0,22.1,37.4,32.6,7.9,,,,,40.5
North West,182,Vale Royal,2004,phosphate,0,0,0,28.1,114.5,5.5,148.2,0,0,0,19,77.3,3.7,,,,,100
North West,182,Vale Royal,2005,biology,0,7.6,26.2,39.4,18.5,24.7,116.4,0,6.5,22.5,33.9,15.9,21.2,6.5,56.3,15.9,21.2,
North West,182,Vale Royal,2005,chemistry,0,45.2,30.2,48.1,20.6,4,148.2,0,30.5,20.4,32.5,13.9,2.7,30.5,52.9,13.9,2.7,
North West,182,Vale Royal,2005,nitrate,0,0,29.3,59.6,47.5,11.7,148.2,0,0,19.8,40.2,32.1,7.9,,,,,40
North West,182,Vale Royal,2005,phosphate,0,0,0,28.1,112.9,7.2,148.2,0,0,0,19,76.2,4.8,,,,,100
North West,182,Vale Royal,2006,nitrate,0,0,30.3,60.2,43,14.6,148.2,0,0,20.4,40.7,29,9.9,,,,,38.9
North West,182,Vale Royal,2006,phosphate,0,0,2.7,29.8,109.5,6.2,148.2,0,0,1.8,20.1,73.9,4.2,,,,,98.2
North West,182,Vale Royal,2006,chemistry,0,49.6,30.9,15.6,48.1,4,148.2,0,33.5,20.9,10.5,32.4,2.7,33.5,31.4,32.4,2.7,
North West,182,Vale Royal,2006,biology,0,8.7,27.7,33.2,12.7,34.2,116.4,0,7.5,23.8,28.5,10.9,29.4,7.5,52.3,10.9,29.4,
North West,183,Warrington,1990,chemistry,0,0,0,0,27.8,4.6,32.4,0,0,0,0,85.9,14.1,0,0,85.9,14.1,
North West,183,Warrington,1990,nitrate,0,0,0,0,0,0,0,,,,,,,,,,,
North West,183,Warrington,1990,phosphate,0,0,11.2,0,0,24.7,35.9,0,0,31.2,0,0,68.8,,,,,68.8
North West,183,Warrington,1990,biology,0,0,0,0,13.7,32.2,45.9,0,0,0,0,29.9,70.1,0,0,29.9,70.1,
North West,183,Warrington,1993,chemistry,0,3.5,4.8,15.5,15.7,14,53.5,0,6.6,8.9,28.9,29.3,26.3,6.6,37.9,29.3,26.3,
North West,183,Warrington,1994,chemistry,0,3.5,9.4,14.7,26.7,25.9,80.2,0,4.4,11.7,18.3,33.3,32.3,4.4,30,33.3,32.3,
North West,183,Warrington,1995,biology,0,0,0,8.7,23.9,19.5,52.2,0,0,0,16.7,45.8,37.4,0,16.7,45.8,37.4,
North West,183,Warrington,1995,chemistry,0,2.8,8.1,22.5,27.1,19.8,80.2,0,3.5,10.1,28,33.8,24.6,3.5,38.1,33.8,24.6,
North West,183,Warrington,1995,nitrate,20.8,13.5,33.2,7.4,3,2.2,80.2,25.9,16.9,41.4,9.2,3.7,2.8,,,,,6.5
North West,183,Warrington,1995,phosphate,0,3.5,14,1.9,24.3,34.9,78.6,0,4.5,17.8,2.4,31,44.3,,,,,77.7
North West,183,Warrington,1996,chemistry,0,2.9,22.1,13.2,20,22,80.2,0,3.7,27.5,16.4,24.9,27.4,3.7,44,24.9,27.4,
North West,183,Warrington,1997,chemistry,0,2.8,18,10.9,31.5,17.1,80.2,0,3.5,22.4,13.6,39.2,21.3,3.5,36,39.2,21.3,
North West,183,Warrington,1998,chemistry,0,0,19.9,20.2,26.1,13.9,80.2,0,0,24.8,25.2,32.6,17.4,0,50,32.6,17.4,
North West,183,Warrington,1999,chemistry,0,0.4,17.6,22.2,40.1,0,80.2,0,0.4,21.9,27.7,50,0,0.4,49.6,50,0,
North West,183,Warrington,2000,biology,0,0,3.3,4.6,44.3,0,52.2,0,0,6.2,8.8,84.9,0,0,15.1,84.9,0,
North West,183,Warrington,2000,chemistry,0,0.4,26.5,10.1,40.1,3.2,80.2,0,0.4,33,12.6,50,4,0.4,45.6,50,4,
North West,183,Warrington,2000,nitrate,3.5,8.9,37.1,28.4,0,2.2,80.2,4.4,11.1,46.3,35.5,0,2.8,,,,,2.8
North West,183,Warrington,2000,phosphate,0,3.5,14,9.4,16.9,36.4,80.2,0,4.4,17.5,11.7,21,45.4,,,,,78.2
North West,183,Warrington,2001,chemistry,0,3.5,10.7,30.2,32.6,3.2,80.2,0,4.4,13.3,37.6,40.7,4,4.4,50.9,40.7,4,
North West,183,Warrington,2001,nitrate,3.5,8.7,25.7,40,0,2.2,80.2,4.4,10.9,32.1,49.9,0,2.8,,,,,2.8
North West,183,Warrington,2001,phosphate,0,3.5,14,9.5,21.6,31.5,80.2,0,4.4,17.5,11.9,27,39.3,,,,,78.2
North West,183,Warrington,2002,phosphate,0,3.5,12.7,10.8,30.6,22.5,80.2,0,4.4,15.9,13.5,38.2,28.1,,,,,79.7
North West,183,Warrington,2002,biology,0,0,3.3,7.7,28,13.3,52.2,0,0,6.2,14.7,53.7,25.4,0,20.9,53.7,25.4,
North West,183,Warrington,2002,chemistry,0,4,9,26.9,34.2,6.1,80.2,0,5,11.2,33.5,42.7,7.6,5,44.7,42.7,7.6,
North West,183,Warrington,2002,nitrate,3.5,6.9,24.6,42.9,0,2.2,80.2,4.4,8.6,30.7,53.5,0,2.8,,,,,2.8
North West,183,Warrington,2003,phosphate,0,3.5,11.4,12.2,24.8,28.4,80.2,0,4.4,14.2,15.2,30.9,35.4,,,,,81.5
North West,183,Warrington,2003,nitrate,3.5,16.7,14.8,42.9,0,2.2,80.2,4.4,20.9,18.5,53.5,0,2.8,,,,,2.8
North West,183,Warrington,2003,biology,0,0,3.3,9,26.7,13.3,52.2,0,0,6.2,17.3,51,25.4,0,23.6,51,25.4,
North West,183,Warrington,2003,chemistry,0,3.9,25.4,10.9,40.1,0,80.2,0,4.8,31.6,13.6,50,0,4.8,45.2,50,0,
North West,183,Warrington,2004,biology,0,0,7.5,11.8,19.6,13.3,52.2,0,0,14.4,22.7,37.5,25.4,0,37,37.5,25.4,
North West,183,Warrington,2004,chemistry,0,7.2,22.5,21.7,9.3,19.5,80.2,0,9,28,27.1,11.6,24.4,9,55.1,11.6,24.4,
North West,183,Warrington,2004,nitrate,3.5,20.1,26.1,28.3,0,2.2,80.2,4.4,25,32.5,35.3,0,2.8,,,,,2.8
North West,183,Warrington,2004,phosphate,0,3.5,11.4,12.2,38.5,14.7,80.2,0,4.4,14.2,15.2,48,18.3,,,,,81.5
North West,183,Warrington,2005,biology,0,0,7.5,11.8,32.9,0,52.2,0,0,14.4,22.7,63,0,0,37,63,0,
North West,183,Warrington,2005,chemistry,0,6.9,25.3,17.7,18.7,11.7,80.2,0,8.6,31.5,22,23.3,14.6,8.6,53.5,23.3,14.6,
North West,183,Warrington,2005,nitrate,3.5,22.8,11.6,40,0,2.2,80.2,4.4,28.4,14.5,49.9,0,2.8,,,,,2.8
North West,183,Warrington,2005,phosphate,0,3.5,11.4,12.2,38.5,14.7,80.2,0,4.4,14.2,15.2,48,18.3,,,,,81.5
North West,183,Warrington,2006,phosphate,3.5,0,12.9,14,32.9,16.9,80.2,4.4,0,16.1,17.4,41,21.1,,,,,79.5
North West,183,Warrington,2006,nitrate,3.5,23.2,11.3,28.3,11.7,2.2,80.2,4.4,28.9,14.1,35.3,14.6,2.8,,,,,17.4
North West,183,Warrington,2006,chemistry,3.5,3.7,22.2,23.1,27.7,0,80.2,4.4,4.6,27.6,28.8,34.5,0,9,56.5,34.5,0,
North West,183,Warrington,2006,biology,0,0,7.5,11.8,32.9,0,52.2,0,0,14.4,22.7,63,0,0,37,63,0,
North West,184,West Lancashire,1990,chemistry,0,0,10.4,14.4,54,20.5,99.3,0,0,10.4,14.5,54.4,20.6,0,25,54.4,20.6,
North West,184,West Lancashire,1990,nitrate,0,0,0,0,0,0,0,,,,,,,,,,,
North West,184,West Lancashire,1990,phosphate,0,5.8,10.4,8.3,32.3,29.1,85.9,0,6.8,12.1,9.7,37.6,33.9,,,,,81.2
North West,184,West Lancashire,1990,biology,0,0,9.2,14.4,22.2,27.9,73.7,0,0,12.5,19.6,30.1,37.8,0,32,30.1,37.8,
North West,184,West Lancashire,1993,chemistry,0,0,1,12.7,72,13.5,99.3,0,0,1,12.8,72.6,13.6,0,13.9,72.6,13.6,
North West,184,West Lancashire,1994,chemistry,0,6,3,53.6,70.7,11.6,144.9,0,4.1,2.1,37,48.8,8,4.1,39.1,48.8,8,
North West,184,West Lancashire,1995,biology,0,0,35.2,42.1,27.3,6.2,110.8,0,0,31.8,38,24.6,5.6,0,69.8,24.6,5.6,
North West,184,West Lancashire,1995,chemistry,0,0,9.7,11.2,117.2,6.7,144.9,0,0,6.7,7.7,80.9,4.6,0,14.4,80.9,4.6,
North West,184,West Lancashire,1995,nitrate,0,12.8,42.4,44.2,31.5,14,144.9,0,8.8,29.3,30.5,21.8,9.7,,,,,31.4
North West,184,West Lancashire,1995,phosphate,0,0,39.3,24.9,54.6,26.1,144.9,0,0,27.1,17.2,37.7,18,,,,,72.9
North West,184,West Lancashire,1996,chemistry,0,0,9.7,30.1,101.9,3.1,144.9,0,0,6.7,20.8,70.4,2.1,0,27.5,70.4,2.1,
North West,184,West Lancashire,1997,chemistry,0,0,21.5,22,96.4,4.9,144.9,0,0,14.9,15.2,66.5,3.4,0,30.1,66.5,3.4,
North West,184,West Lancashire,1998,chemistry,0,9,18.2,50.3,67.4,0,144.9,0,6.2,12.5,34.7,46.5,0,6.2,47.3,46.5,0,
North West,184,West Lancashire,1999,chemistry,0,23.3,43.5,50.8,27.3,0,144.9,0,16.1,30,35.1,18.8,0,16.1,65.1,18.8,0,
North West,184,West Lancashire,2000,biology,0,3.8,22.9,57.4,24.9,1.9,110.8,0,3.4,20.6,51.8,22.4,1.7,3.4,72.5,22.4,1.7,
North West,184,West Lancashire,2000,chemistry,0,29.4,39.8,58,17.7,0,144.9,0,20.3,27.5,40.1,12.2,0,20.3,67.5,12.2,0,
North West,184,West Lancashire,2000,nitrate,0,16.2,41.7,14.4,38.9,33.7,144.9,0,11.2,28.8,9.9,26.9,23.3,,,,,50.2
North West,184,West Lancashire,2000,phosphate,0,5.8,28.3,24.3,56.7,29.8,144.9,0,4,19.5,16.7,39.1,20.6,,,,,76.5
North West,184,West Lancashire,2001,chemistry,0,17,65.3,52.1,10.5,0,144.9,0,11.8,45,35.9,7.3,0,11.8,81,7.3,0,
North West,184,West Lancashire,2001,nitrate,0,22.1,35.7,22.3,41.5,23.3,144.9,0,15.3,24.6,15.4,28.6,16.1,,,,,44.7
North West,184,West Lancashire,2001,phosphate,0,5.8,28.3,32.6,48.4,29.8,144.9,0,4,19.5,22.5,33.4,20.6,,,,,76.5
North West,184,West Lancashire,2002,biology,0,4.6,22.3,57.2,24.9,1.9,110.8,0,4.1,20.1,51.6,22.4,1.7,4.1,71.7,22.4,1.7,
North West,184,West Lancashire,2002,chemistry,1.9,36.3,50.3,34.4,21.9,0,144.9,1.3,25,34.7,23.8,15.2,0,26.4,58.5,15.2,0,
North West,184,West Lancashire,2002,nitrate,0,40,17.8,14.4,49.6,23.1,144.9,0,27.6,12.3,9.9,34.2,15.9,,,,,50.2
North West,184,West Lancashire,2002,phosphate,0,5.8,28.3,30.7,57.4,22.7,144.9,0,4,19.5,21.2,39.7,15.6,,,,,76.5
North West,184,West Lancashire,2003,biology,0,4.6,26.7,59.2,18.4,1.9,110.8,0,4.1,24.1,53.4,16.7,1.7,4.1,77.5,16.7,1.7,
North West,184,West Lancashire,2003,phosphate,0,34.1,7.6,18.5,62.1,22.7,144.9,0,23.5,5.2,12.8,42.8,15.6,,,,,71.2
North West,184,West Lancashire,2003,nitrate,0,34.7,25.4,17.7,47.7,19.4,144.9,0,23.9,17.5,12.2,32.9,13.4,,,,,46.3
North West,184,West Lancashire,2003,chemistry,0,25.6,64.2,30.9,24.2,0,144.9,0,17.7,44.3,21.3,16.7,0,17.7,65.7,16.7,0,
North West,184,West Lancashire,2004,biology,0,4.6,47.9,48.9,9.4,0,110.8,0,4.1,43.2,44.1,8.5,0,4.1,87.4,8.5,0,
North West,184,West Lancashire,2004,chemistry,1.9,25,78.4,21.1,18.4,0,144.9,1.3,17.3,54.1,14.6,12.7,0,18.6,68.7,12.7,0,
North West,184,West Lancashire,2004,nitrate,0,34.7,25.4,17.7,40.4,26.8,144.9,0,23.9,17.5,12.2,27.9,18.5,,,,,46.3
North West,184,West Lancashire,2004,phosphate,0,23.7,10.4,26.1,62.1,22.7,144.9,0,16.4,7.2,18,42.8,15.6,,,,,76.5
North West,184,West Lancashire,2005,biology,0,7.1,51.7,45.4,6.7,0,110.8,0,6.4,46.6,40.9,6,0,6.4,87.6,6,0,
North West,184,West Lancashire,2005,chemistry,1.9,37.7,68.5,10.7,26,0,144.9,1.3,26,47.3,7.4,17.9,0,27.4,54.7,17.9,0,
North West,184,West Lancashire,2005,nitrate,0,37.7,25.1,39.1,16.8,26.1,144.9,0,26,17.3,27,11.6,18,,,,,29.7
North West,184,West Lancashire,2005,phosphate,0,34.1,0,36.5,51.6,22.7,144.9,0,23.5,0,25.2,35.6,15.6,,,,,76.5
North West,184,West Lancashire,2006,nitrate,0,32.7,27.9,28.5,32.7,23.1,144.9,0,22.6,19.3,19.7,22.6,15.9,,,,,38.5
North West,184,West Lancashire,2006,phosphate,0,34.1,3.8,39.2,45.2,22.7,144.9,0,23.5,2.6,27,31.2,15.6,,,,,73.9
North West,184,West Lancashire,2006,chemistry,1.9,32.3,66.8,23.3,20.6,0,144.9,1.3,22.3,46.1,16.1,14.2,0,23.6,62.2,14.2,0,
North West,184,West Lancashire,2006,biology,0,3.3,64.8,41.9,0.7,0,110.8,0,3,58.5,37.9,0.6,0,3,96.4,0.6,0,
North West,185,Wigan,1990,chemistry,0,0,11.3,26.5,25,17.8,80.7,0,0,14,32.9,31,22.1,0,46.9,31,22.1,
North West,185,Wigan,1990,nitrate,0,0,0,0,0,0,0,,,,,,,,,,,
North West,185,Wigan,1990,phosphate,0,8.2,11.3,14,25.1,21.7,80.4,0,10.2,14.1,17.4,31.2,27.1,,,,,75.7
North West,185,Wigan,1990,biology,0,0,0,7.1,18.1,27,52.3,0,0,0,13.6,34.6,51.8,0,13.6,34.6,51.8,
North West,185,Wigan,1993,chemistry,0,2.7,14.6,23.9,39.8,12.9,93.8,0,2.8,15.5,25.4,42.4,13.8,2.8,41,42.4,13.8,
North West,185,Wigan,1994,chemistry,0,2.7,20.5,33.4,40.7,15.5,112.8,0,2.4,18.2,29.6,36.1,13.8,2.4,47.8,36.1,13.8,
North West,185,Wigan,1995,biology,0,0,18.6,25.7,19.3,7.7,71.3,0,0,26.1,36.1,27,10.8,0,62.2,27,10.8,
North West,185,Wigan,1995,chemistry,0,3.6,29.4,14.9,55.4,9.5,112.8,0,3.2,26.1,13.2,49.1,8.4,3.2,39.3,49.1,8.4,
North West,185,Wigan,1995,nitrate,16.6,42.8,24.3,24.2,4.5,0.3,112.8,14.7,38,21.6,21.4,4,0.3,,,,,4.3
North West,185,Wigan,1995,phosphate,5.8,24.6,32.3,23.1,17,8.5,111.3,5.2,22.1,29,20.7,15.3,7.6,,,,,43.7
North West,185,Wigan,1996,chemistry,0,1,32.7,9,62.2,8,112.8,0,0.9,29,8,55.1,7.1,0.9,37,55.1,7.1,
North West,185,Wigan,1997,chemistry,0,1,21,29.7,53.2,8,112.8,0,0.9,18.6,26.3,47.1,7.1,0.9,44.9,47.1,7.1,
North West,185,Wigan,1998,chemistry,0,1,15.7,59.8,29.8,6.6,112.8,0,0.9,13.9,53,26.4,5.8,0.9,66.9,26.4,5.8,
North West,185,Wigan,1999,chemistry,0,5.1,48.2,33.8,19.2,6.6,112.8,0,4.5,42.8,29.9,17,5.8,4.5,72.7,17,5.8,
North West,185,Wigan,2000,biology,0,0,7.9,35.1,28.6,5.9,77.6,0,0,10.2,45.3,36.9,7.6,0,55.5,36.9,7.6,
North West,185,Wigan,2000,chemistry,0,11.2,56.1,24.2,14.7,6.7,112.8,0,9.9,49.7,21.4,13,6,9.9,71.1,13,6,
North West,185,Wigan,2000,nitrate,13.2,45.9,45.8,3.1,4.5,0.3,112.8,11.7,40.6,40.6,2.8,4,0.3,,,,,4.3
North West,185,Wigan,2000,phosphate,0,14.7,41.1,30.3,16.7,10,112.8,0,13.1,36.5,26.8,14.8,8.9,,,,,50.5
North West,185,Wigan,2001,chemistry,0,17,60.5,21.4,12.3,1.6,112.8,0,15.1,53.6,19,10.9,1.4,15.1,72.6,10.9,1.4,
North West,185,Wigan,2001,nitrate,18.6,44.6,35.1,9.7,4.5,0.3,112.8,16.5,39.6,31.1,8.6,4,0.3,,,,,4.3
North West,185,Wigan,2001,phosphate,0,23.4,31.1,40,8.4,10,112.8,0,20.7,27.5,35.4,7.4,8.9,,,,,51.7
North West,185,Wigan,2002,biology,0,3.9,4,35.5,30.1,5.9,79.5,0,4.9,5,44.6,37.9,7.5,4.9,49.7,37.9,7.5,
North West,185,Wigan,2002,chemistry,0.9,18.7,63.2,22.7,5.7,1.6,112.8,0.8,16.6,56,20.2,5.1,1.4,17.4,76.2,5.1,1.4,
North West,185,Wigan,2002,nitrate,18.6,50.3,29.4,9.7,4.5,0.3,112.8,16.5,44.6,26.1,8.6,4,0.3,,,,,4.3
North West,185,Wigan,2002,phosphate,0,24.9,33.6,33.9,12,8.5,112.8,0,22,29.8,30.1,10.6,7.5,,,,,48.2
North West,185,Wigan,2003,biology,0,3.9,6,38.3,31.3,0,79.5,0,4.9,7.5,48.2,39.3,0,4.9,55.7,39.3,0,
North West,185,Wigan,2003,phosphate,0,32.6,29.8,28.5,11.9,10,112.8,0,28.9,26.4,25.3,10.5,8.9,,,,,44.7
North West,185,Wigan,2003,chemistry,0,19.2,60.7,10.4,20.6,1.9,112.8,0,17,53.8,9.2,18.3,1.7,17,63,18.3,1.7,
North West,185,Wigan,2003,nitrate,23.1,47.9,27.2,3.1,11.1,0.3,112.8,20.5,42.5,24.1,2.8,9.8,0.3,,,,,10.1
North West,185,Wigan,2004,biology,0,3.9,8.7,32.2,34.4,0.3,79.5,0,4.9,11,40.5,43.3,0.4,4.9,51.4,43.3,0.4,
North West,185,Wigan,2004,chemistry,0.9,19.7,79.8,7.4,3.2,1.9,112.8,0.8,17.4,70.7,6.6,2.8,1.7,18.2,77.2,2.8,1.7,
North West,185,Wigan,2004,nitrate,14.9,49.7,33.7,3.1,11.1,0.3,112.8,13.2,44.1,29.8,2.8,9.8,0.3,,,,,10.1
North West,185,Wigan,2004,phosphate,0,30,18.3,42.6,13.4,8.5,112.8,0,26.5,16.3,37.8,11.9,7.5,,,,,57.2
North West,185,Wigan,2005,biology,0,0,13.9,33.1,32.2,0.3,79.5,0,0,17.4,41.7,40.5,0.4,0,59.1,40.5,0.4,
North West,185,Wigan,2005,chemistry,1.1,26.6,57,23.2,3.1,1.9,112.8,1,23.6,50.5,20.5,2.8,1.7,24.5,71,2.8,1.7,
North West,185,Wigan,2005,nitrate,14.6,48.1,35.6,1.5,12.7,0.3,112.8,12.9,42.6,31.5,1.3,11.3,0.3,,,,,11.6
North West,185,Wigan,2005,phosphate,0,29.7,16.3,45,13.4,8.5,112.8,0,26.3,14.4,39.9,11.9,7.5,,,,,59.3
North West,185,Wigan,2006,phosphate,10.5,19.2,20.4,40.8,8.8,13.1,112.8,9.3,17,18.1,36.2,7.8,11.6,,,,,55.6
North West,185,Wigan,2006,nitrate,16.9,41.6,39.8,8,6.2,0.3,112.8,15,36.9,35.2,7.1,5.5,0.3,,,,,5.8
North West,185,Wigan,2006,chemistry,0.9,13.2,60.9,25.1,12.7,0,112.8,0.8,11.7,54,22.3,11.2,0,12.5,76.3,11.2,0,
North West,185,Wigan,2006,biology,0,0,14.2,32.9,32.2,0.3,79.5,0,0,17.8,41.3,40.5,0.4,0,59.1,40.5,0.4,
North West,186,Wirral,1990,chemistry,0,0,0,3.3,11,0,14.3,0,0,0,23.2,76.8,0,0,23.2,76.8,0,
North West,186,Wirral,1990,nitrate,0,0,0,0,0,0,0,,,,,,,,,,,
North West,186,Wirral,1990,phosphate,0,0,0,0,14.3,0,14.3,0,0,0,0,100,0,,,,,100
North West,186,Wirral,1990,biology,0,0,0,0,10.8,10,20.8,0,0,0,0,52,48,0,0,52,48,
North West,186,Wirral,1993,chemistry,0,0,6.4,2.4,17.2,5,31,0,0,20.7,7.9,55.3,16.1,0,28.5,55.3,16.1,
North West,186,Wirral,1994,chemistry,0,0,7.1,7.9,16,0,31,0,0,22.9,25.5,51.6,0,0,48.4,51.6,0,
North West,186,Wirral,1995,biology,0,0,0,4.7,26.3,0,31,0,0,0,15,85,0,0,15,85,0,
North West,186,Wirral,1995,chemistry,0,0,13.3,1.7,16,0,31,0,0,42.8,5.6,51.6,0,0,48.4,51.6,0,
North West,186,Wirral,1995,nitrate,0,15.2,10.5,2.4,2.8,0,31,0,49,34,7.9,9.2,0,,,,,9.2
North West,186,Wirral,1995,phosphate,0,0,0,4.7,23.5,2.8,31,0,0,0,15,75.8,9.2,,,,,100
North West,186,Wirral,1996,chemistry,0,0,7.1,5.1,18.8,0,31,0,0,22.9,16.4,60.8,0,0,39.2,60.8,0,
North West,186,Wirral,1997,chemistry,0,2.4,1.7,8,18.8,0,31,0,7.9,5.6,25.7,60.8,0,7.9,31.4,60.8,0,
North West,186,Wirral,1998,chemistry,0,2.4,6.4,3.3,18.8,0,31,0,7.9,20.7,10.7,60.8,0,7.9,31.4,60.8,0,
North West,186,Wirral,1999,chemistry,0,4.2,4.7,6.2,16,0,31,0,13.5,15,19.9,51.6,0,13.5,34.9,51.6,0,
North West,186,Wirral,2000,biology,0,0,0,18,13,0,31,0,0,0,58.2,41.8,0,0,58.2,41.8,0,
North West,186,Wirral,2000,chemistry,0,2.4,12.6,3.8,12.2,0,31,0,7.9,40.6,12.2,39.4,0,7.9,52.8,39.4,0,
North West,186,Wirral,2000,nitrate,0,4.7,17.3,3.8,2.4,2.8,31,0,15,55.7,12.2,7.9,9.2,,,,,17.1
North West,186,Wirral,2000,phosphate,0,0,0,0,28.1,2.8,31,0,0,0,0,90.8,9.2,,,,,100
North West,186,Wirral,2001,chemistry,0,0,15,0,16,0,31,0,0,48.4,0,51.6,0,0,48.4,51.6,0,
North West,186,Wirral,2001,nitrate,0,11.9,13.8,2.4,2.8,0,31,0,38.3,44.7,7.9,9.2,0,,,,,9.2
North West,186,Wirral,2001,phosphate,0,0,0,0,28.1,2.8,31,0,0,0,0,90.8,9.2,,,,,100
North West,186,Wirral,2002,biology,0,0,0,18,13,0,31,0,0,0,58.2,41.8,0,0,58.2,41.8,0,
North West,186,Wirral,2002,chemistry,0,0,12.6,0,18.4,0,31,0,0,40.6,0,59.4,0,0,40.6,59.4,0,
North West,186,Wirral,2002,nitrate,0,11.9,13.8,2.4,2.8,0,31,0,38.3,44.7,7.9,9.2,0,,,,,9.2
North West,186,Wirral,2002,phosphate,0,0,0,0,28.1,2.8,31,0,0,0,0,90.8,9.2,,,,,100
