Department,Entity ,Transaction date,Supplier Name,amount,Expenses type ,Expenses area ,Expenses  Description ,Component Code 
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,412",Air fares,Western Asia and Stabilisation Division,,203336-101
DFID,DFID,25-May-12,Corporate Travel Provider,£656,Air fares,Western Asia and Stabilisation Division,,100011-110
DFID,DFID,25-May-12,Corporate Travel Provider,£527,Air fares,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,25-May-12,Mott MacDonald ,"£83,715",Technical and Advisory Services,Western Asia and Stabilisation Division,,108793-101
DFID,DFID,27-May-12,Recipient name withheld,£517,Hotels - Accommodation only,International Finance Division,,100098-101
DFID,DFID,28-May-12,THE SAVE THE CHILDREN FUND,"£442,395",Aid Programme - Accountable Grant Payments,"Asia, Caribbean and Overseas Territories",,202267-102
DFID,DFID,28-May-12,Transparency International Berlin,"£65,384",Aid Programme - Accountable Grant Payments,"Asia, Caribbean and Overseas Territories",,200621-101
DFID,DFID,28-May-12,EMERSON NETWORK POWER (INDIA)PVT LTD,£622,Computer hardware maintenance,"Asia, Caribbean and Overseas Territories",,100113-101
DFID,DFID,28-May-12,GHK CONSULTING LTD,"£86,062",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114168-101
DFID,DFID,28-May-12,CAMBRIDGE EDUCATION LTD,"£132,237",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,108034-101
DFID,DFID,28-May-12,PRICEWATERHOUSECOOPERS,"£24,682",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114178-103
DFID,DFID,28-May-12,Navana Toyota 3S Center,£510,Vehicle Repairs & Maintenance,"Asia, Caribbean and Overseas Territories",,100025-101
DFID,DFID,28-May-12,NAYATEL (PVT) LTD,£542,other information and communication technologies,Business Solutions Division Level,,200002-121
DFID,DFID,28-May-12,ELECTROGAZ,£683,Electricity,East and Central Africa,,100212-101
DFID,DFID,28-May-12,ELECTROGAZ,£530,Electricity,East and Central Africa,,101628-101
DFID,DFID,28-May-12,Supplier Name withheld,"£3,109",Secure staff accomodation,East and Central Africa,,101628-101
DFID,DFID,28-May-12,PricewaterhouseCoopers Advisory Ltd,"£36,732",Technical and Advisory Services,East and Central Africa,,114021-102
DFID,DFID,28-May-12,PRICEWATERHOUSECOOPERS,"£16,059",Technical and Advisory Services,East and Central Africa,,200250-111
DFID,DFID,28-May-12,MTN RWANDACELL,"£1,080",Telephone Usage & services,East and Central Africa,,101628-101
DFID,DFID,28-May-12,Bon Voyage Travel Centre Ltd(USD),£753,Training - Travel & Subsistence,East and Central Africa,,101634-101
DFID,DFID,28-May-12,FAO,"£397,013",Aid Programme - Voluntary contributions,East and Central Africa,,201294-103
DFID,DFID,28-May-12,ELECTROGAZ,£502,Water charges,East and Central Africa,,100212-101
DFID,DFID,28-May-12,Hays Specialist Recruitment Ltd,"£1,438",Contract & Agency Staff,Finance and Corporate Performance Division,,100008-101
DFID,DFID,28-May-12,DTZ DEBENHAM TIE LEUNG,"£23,080",Legal costs,Finance and Corporate Performance Division,,100008-101
DFID,DFID,28-May-12,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,£911,Contract & Agency Staff,"Human Resources,Security & Facilities Division",,100266-110
DFID,DFID,28-May-12,Penna Barkers,"£1,448",Recruitment costs,"Human Resources,Security & Facilities Division",,100269-127
DFID,DFID,28-May-12,PRICEWATERHOUSECOOPERS,"£176,186",Technical and Advisory Services,International Finance Division,,114178-101
DFID,DFID,28-May-12, Overseas Development Institute,"£51,726",Aid Programme - Accountable Grant Payments,International Relations Division,,202670-101
DFID,DFID,28-May-12,LONDON SCHOOL OF HYGIENE AND TR,"£2,096",Technical and Advisory Services,Policy Division,,203007-101
DFID,DFID,28-May-12,KPMG Development Services,"£50,184",Technical and Advisory Services,Policy Division,,114143-101
DFID,DFID,28-May-12,Recipient name withheld,£557,Hotels - Accommodation only,Research and Evidence Division,,100039-106
DFID,DFID,28-May-12,MITIE Catering Services Ltd,"£3,062",Technical and Advisory Services,Research and Evidence Division,,100088-119
DFID,DFID,28-May-12,MITIE Catering Services Ltd,£874,Entertainment & Hospitality,Security & Humanitarian and Middle East Division,,100049-101
DFID,DFID,28-May-12,THE HALO TRUST,"£236,910",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,201745-106
DFID,DFID,28-May-12,CHRISTIAN AID,"£857,240",Aid Programme - Accountable Grant Payments,West and Southern Africa,,201196-104
DFID,DFID,28-May-12,Supplier Name withheld,"£3,028",Hotels - Accommodation only,West and Southern Africa,,101622-103
DFID,DFID,28-May-12,Supplier Name withheld,"£1,458",Hotels - Accommodation only,West and Southern Africa,,100152-105
DFID,DFID,28-May-12,Supplier Name withheld,"£1,458",Hotels - Accommodation only,West and Southern Africa,,104200-103
DFID,DFID,28-May-12,Supplier Name withheld,"£1,179",Hotels - Accommodation only,West and Southern Africa,,101622-103
DFID,DFID,28-May-12,Papeterie Alpha,£925,Office Supplies,West and Southern Africa,,100068-101
DFID,DFID,28-May-12,Broll Property Management,"£6,589",Operating Lease rental of buildings,West and Southern Africa,,100220-101
DFID,DFID,28-May-12,Broll Property Management,"£9,883",Operating Lease rental of buildings,West and Southern Africa,,101631-101
DFID,DFID,28-May-12,ETS MECANIQUE BIWALA PETER METAL ,"£1,368",Other Building Costs,West and Southern Africa,,101610-101
DFID,DFID,28-May-12,PRICEWATERHOUSECOOPERS,"£23,060",Technical and Advisory Services,West and Southern Africa,,114178-102
DFID,DFID,28-May-12,PRICEWATERHOUSECOOPERS,"£26,829",Technical and Advisory Services,West and Southern Africa,,104190-108
DFID,DFID,28-May-12,ADAM SMITH INTERNATIONAL  LTD,"£35,743",Technical and Advisory Services,West and Southern Africa,,202725-103
DFID,DFID,28-May-12,Damelin,£521,Training - Course Fees,West and Southern Africa,,100220-101
DFID,DFID,28-May-12,Chelsea Hotel Abuja,"£1,776",Training Providers/Facilitation Services,West and Southern Africa,,100152-101
DFID,DFID,28-May-12,British High Commission,£927,Vehicle Petrol & Oil,West and Southern Africa,,101629-101
DFID,DFID,28-May-12,British High Commission,£618,Vehicle Petrol & Oil,West and Southern Africa,,100214-101
DFID,DFID,28-May-12,Pilgrims Group,£638,Hostile Environment Training,Western Asia and Stabilisation Division,,101624-101
DFID,DFID,28-May-12,Semiotics Consultants (Pvt) Limited,"£4,461",Technical and Advisory Services,Western Asia and Stabilisation Division,,202328-102
DFID,DFID,28-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£41,976",Training Providers/Facilitation Services,Western Asia and Stabilisation Division,Hostile Environment Awareness Training (HEAT) course for deploying staff for period June/July 2012,202288-102
DFID,DFID,28-May-12,Supplier Name withheld,"£1,329",Travel - Subsistence,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,29-May-12,CHRISTIAN AID,"£279,751",Aid Programme - Accountable Grant Payments,"Asia, Caribbean and Overseas Territories",,114532-101
DFID,DFID,29-May-12,NARINDER PAL SINGH,£711,Contract Catering Services,"Asia, Caribbean and Overseas Territories",,201689-105
DFID,DFID,29-May-12,Neptune Properties,"£1,262",Electricity,"Asia, Caribbean and Overseas Territories",,100025-101
DFID,DFID,29-May-12,John Sanday Associates Pvt. Ltd,"£1,663",Facilities Management payments,"Asia, Caribbean and Overseas Territories",,101621-103
DFID,DFID,29-May-12,R M B Engineers and Builders Pvt Ltd,£791,Facilities Management payments,"Asia, Caribbean and Overseas Territories",,101621-103
DFID,DFID,29-May-12,R M B Engineers and Builders Pvt Ltd,£515,Facilities Management payments,"Asia, Caribbean and Overseas Territories",,100150-103
DFID,DFID,29-May-12,R M B Engineers and Builders Pvt Ltd,"£1,592",Facilities Management payments,"Asia, Caribbean and Overseas Territories",,101621-103
DFID,DFID,29-May-12,ERNST &  YOUNG PRIVATE LTD,"£36,053",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,200599-101
DFID,DFID,29-May-12,ERNST &  YOUNG PRIVATE LTD,"£84,270",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,200599-101
DFID,DFID,29-May-12,ERNST &  YOUNG PRIVATE LTD,"£35,596",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,200599-101
DFID,DFID,29-May-12,NORTHGATE HR LIMITED,"£2,761",Computer software maintenance,Business Solutions Division Level,,200002-105
DFID,DFID,29-May-12,Agni Systems Limited,£859,Data Network - land lines,Business Solutions Division Level,,200002-121
DFID,DFID,29-May-12,TNT Express (UK) Ltd,"£4,489",Storage & Distribution costs,Business Solutions Division Level,,200001-101
DFID,DFID,29-May-12,Olympus Mons Foundation,"£24,500",Aid Programme - Accountable Grant Payments,East and Central Africa,,200120-119
DFID,DFID,29-May-12,Kigali Real Estate S.A,"£1,595",Hotels - Accommodation only,East and Central Africa,,101628-101
DFID,DFID,29-May-12,Kigali Real Estate S.A,"£1,595",Hotels - Accommodation only,East and Central Africa,,101628-101
DFID,DFID,29-May-12,NPK Technologies LTD (TZ),"£1,187",Office Equipment - Purchases,East and Central Africa,,100230-101
DFID,DFID,29-May-12,British High Commission(Tsh),£774,Oil - Other Utilities,East and Central Africa,,101634-101
DFID,DFID,29-May-12,British High Commission(Tsh),£706,Oil - Other Utilities,East and Central Africa,,101634-101
DFID,DFID,29-May-12,recipient withheld,"£1,725",Recruitment costs,East and Central Africa,,101634-101
DFID,DFID,29-May-12,British High Commission(Tsh),"£4,165",Facilities Management payments,East and Central Africa,,101634-101
DFID,DFID,29-May-12,K.B.M Investments Ltd,"£1,098",Facilities Management payments,East and Central Africa,,101635-101
DFID,DFID,29-May-12,Brussels Airlines Rwanda,£724,Air fares,East and Central Africa,,100212-101
DFID,DFID,29-May-12,HLSP LIMITED,"£3,850",Technical and Advisory Services,East and Central Africa,,104370-101
DFID,DFID,29-May-12,Sian Lord ,"£17,879",Technical and Advisory Services,East and Central Africa,,202913-101
DFID,DFID,29-May-12,People Performance Group,"£3,201",Technical and Advisory Services,East and Central Africa,,200787-106
DFID,DFID,29-May-12,Marriott Davies Yapp LLP,"£1,849",Technical and Advisory Services,East and Central Africa,,202692-101
DFID,DFID,29-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£12,827",Technical and Advisory Services,East and Central Africa,,200120-111
DFID,DFID,29-May-12,Bon Voyage Travel Centre Ltd(USD),"£1,130",Vehicle Petrol & Oil,East and Central Africa,,101634-101
DFID,DFID,29-May-12,Penna Barkers,"£14,029",Recruitment costs,"Human Resources,Security & Facilities Division",,100269-127
DFID,DFID,29-May-12,Recipient name withheld,£702,Hotels - Accommodation only,International Relations Division,,100240-103
DFID,DFID,29-May-12,Transcorp Hilton,£754,Hotels - Accommodation only,Policy Division,,201086-105
DFID,DFID,29-May-12,Recipient name withheld,£529,Hotels - Accommodation only,Policy Division,,201555-103
DFID,DFID,29-May-12,KPMG LLP,"£48,341",Technical and Advisory Services,Policy Division,,201242-101
DFID,DFID,29-May-12,HAREWELLE INTERNATIONAL LIMITED,"£7,600",Technical and Advisory Services,Policy Division,,202402-102
DFID,DFID,29-May-12,Triple Line Consulting Limited,"£272,053",Technical and Advisory Services,Policy Division,,201514-101
DFID,DFID,29-May-12,HAREWELLE INTERNATIONAL LIMITED,"£5,775",Technical and Advisory Services,Policy Division,,202402-102
DFID,DFID,29-May-12,Population Council,"£87,803",Research & Development costs,Research and Evidence Division,,201398-101
DFID,DFID,29-May-12,HARVARD UNIVERSITY (OFFICE FOR SPONSERED PROGRAMS),"£185,079",Aid Programme - Accountable Grant Payments,Security & Humanitarian and Middle East Division,,200507-101
DFID,DFID,29-May-12,THE HALO TRUST,"£10,332",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,201745-106
DFID,DFID,29-May-12,OXFORD POLICY MANAGEMENT,"£61,798",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,202241-104
DFID,DFID,29-May-12,INTERNATIONAL RESCUE COMMITTEE UK,"£4,180,904",Aid Programme - Accountable Grant Payments,West and Southern Africa,,105862-103
DFID,DFID,29-May-12,INTERNATIONAL RESCUE COMMITTEE UK,"£2,225,755",Aid Programme - Accountable Grant Payments,West and Southern Africa,,105861-102
DFID,DFID,29-May-12,ELTEKON SATELLITE,"£1,744",Data Network -Satellite,West and Southern Africa,,101638-104
DFID,DFID,29-May-12,Dal Enterprise,"£1,327",Furniture & Fittings,West and Southern Africa,,100215-101
DFID,DFID,29-May-12,Supplier Name withheld,"£1,218",Hotels - Accommodation only,West and Southern Africa,,101622-103
DFID,DFID,29-May-12,Pandhari Lodge,"£1,041",Hotels - Accommodation only,West and Southern Africa,,113871-131
DFID,DFID,29-May-12,Transcorp Hilton,"£1,131",Other Admin Costs,West and Southern Africa,,100152-105
DFID,DFID,29-May-12,James Thullah,£976,Facilities Management payments,West and Southern Africa,,101629-101
DFID,DFID,29-May-12,Osman Thorlley,£715,Other Building Costs,West and Southern Africa,,101629-101
DFID,DFID,29-May-12,UNHAS - WFP (DRC),£596,Air fares,West and Southern Africa,,101610-101
DFID,DFID,29-May-12,Die Tuin Consulting,"£11,689",Technical and Advisory Services,West and Southern Africa,,104187-103
DFID,DFID,29-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£123,433",Technical and Advisory Services,West and Southern Africa,,202493-102
DFID,DFID,29-May-12,HLSP LIMITED,"£1,980",Technical and Advisory Services,West and Southern Africa,,202340-101
DFID,DFID,29-May-12,Supplier Name withheld,£511,Other passenger transport,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,29-May-12,Supplier Name withheld,£511,Air fares,Western Asia and Stabilisation Division,,100011-110
DFID,DFID,29-May-12,SPECTRA  GROUP UK LTD,"£1,260",Storage & Distribution costs,Western Asia and Stabilisation Division,,102014-102
DFID,DFID,29-May-12,Supplier Name withheld,"£25,028",Technical and Advisory Services,Western Asia and Stabilisation Division,,203077-102
DFID,DFID,29-May-12,David John Morgan,"£1,200",Technical and Advisory Services,Western Asia and Stabilisation Division,,203336-105
DFID,DFID,29-May-12,ECORYS Netherlands B.V.,"£5,860",Training - Course Fees,Western Asia and Stabilisation Division,,101624-101
DFID,DFID,29-May-12,FIREBRAND TRAINING LTD,"£2,400",Training - Course Fees,Western Asia and Stabilisation Division,,202288-104
DFID,DFID,29-May-12,FIREBRAND TRAINING LTD,"£2,400",Training - Course Fees,Western Asia and Stabilisation Division,,202288-104
DFID,DFID,29-May-12,Supplier Name withheld,"£3,200",Training - Course Fees,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,29-May-12,ECORYS Netherlands B.V.,"£1,660",Training - Travel & Subsistence,Western Asia and Stabilisation Division,,101624-101
DFID,DFID,29-May-12,Supplier Name withheld,"£2,720",Training - Travel & Subsistence,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,30-May-12,M N Khan & Co,£507,"Repairs, Maint, Alter - Property & Constrct. Services","Asia, Caribbean and Overseas Territories",,201645-106
DFID,DFID,30-May-12,OMAR TRAVELS,"£1,132",Air fares,"Asia, Caribbean and Overseas Territories",,101621-101
DFID,DFID,30-May-12,BRITISH HIGH COMMISSION,£912,Subscriptions,"Asia, Caribbean and Overseas Territories",,100113-103
DFID,DFID,30-May-12,SPC MANAGEMENT SERVICES PRIVATE LIMI,"£2,216",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114177-101
DFID,DFID,30-May-12,Mamidi Bharath Bhushan,£972,Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114177-101
DFID,DFID,30-May-12,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£12,028",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,108070-101
DFID,DFID,30-May-12,Jane Foulsham Learning and Development,£843,Training Providers/Facilitation Services,East and Central Africa,,101630-101
DFID,DFID,30-May-12,Jane Foulsham Learning and Development,£843,Training Providers/Facilitation Services,East and Central Africa,,101616-101
DFID,DFID,30-May-12,ZESA,"£2,845",Electricity,West and Southern Africa,,101638-103
DFID,DFID,30-May-12,Beaconhouse National University IPP,"£4,037",Technical and Advisory Services,Western Asia and Stabilisation Division,,108715-101
