Newcastle City Council Invoices over £500 paid in October 2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KJ94,Security Services Delegated  K,379.34,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KL1B,City Pool                    K,51.60,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KL3A,City Hall                    K,187.14,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KL40,Heaton Complex               K,37.89,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KL6F,Benwell Nature Park          K,36.50,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KL6N,East End Parks               K,127.88,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KL7B,Newburn Act Centre Outdoor   K,51.60,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KR8L,CW District Heating          K,113.25,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KSCA,Corporate Charges CXO/Cserv  K,852.91,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KTC1,Liasion                      K,113.25,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KTDC,YHN Technical Team           K,104.70,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1V070,T&W Conservation Team        K,98.25,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1V209,S.278 Developers Works       K,33.00,,,,,,,,,,,,,,,
Environment & Regeneration,Walker Activity Dome       ,Supplies & Services,17 October 2012,DURHAM AIR CONDITIONING,5679915,Revenue,1KL2D,WAD                          K,2145.00,,,,,,,,,,,,,,,
HRA,Comm & Learner Funding     ,Capital Expenditure,05 October 2012,AURA NEWCASTLE LTD,5668104,Capital,2HE2O,Capital Cont 2-Monkchester   H,10000.00,,,,,,,,,,,,,,,
HRA,CXO - Treasury Mgmt Pymts -   ,Supplies & Services,17 October 2012,CHRYSTAL CONSULTIING LTD,5681556,Revenue,1HFDA,HRA Inv Del-Disabled Adapts  H,13735.00,,,,,,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Capital Expenditure,02 October 2012,BRITISH GAS,5663929,Capital,2HE01,Capital Citywide             H,275.78,,,,,,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Capital Expenditure,10 October 2012,BRITISH GAS,5653114,Capital,2HE01,Capital Citywide             H,266.77,,,,,,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Capital Expenditure,04 October 2012,N POWER NORTHERN LTD,5663928,Capital,2HE01,Capital Citywide             H,305.36,,,,,,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Capital Expenditure,04 October 2012,N POWER NORTHERN LTD,5665486,Capital,2HE01,Capital Citywide             H,314.96,,,,,,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Premises,03 October 2012,BRITISH GAS,5665487,Revenue,1HE01,HRA NHD Mngmnt - Citywide    H,555.21,,,,,,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Premises,18 October 2012,BRITISH GAS TRADING LTD,5675344,Revenue,1H019,A/S Spec Needs Cases         H,533.72,,,,,,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Premises,26 October 2012,BRITISH GAS TRADING LTD,5691114,Revenue,1H021,As Home Office Contract HRA  H,607.32,,,,,,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Premises,11 October 2012,BRITISH GAS TRADING LTD,5675338,Revenue,1H021,As Home Office Contract HRA  H,722.35,,,,,,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Premises,11 October 2012,BRITISH GAS TRADING LTD,5675347,Revenue,1H021,As Home Office Contract HRA  H,847.34,,,,,,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Premises,18 October 2012,N POWER NORTHERN LTD,5681554,Revenue,1HE01,HRA NHD Mngmnt - Citywide    H,512.37,,,,,,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Supplies & Services,24 October 2012,SSE,5688466,Revenue,1HRA8,HRA - Investment Related ExpeH,576.83,,,,,,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Transfer Payments,05 October 2012,Redacted Personal Data,5666061,Revenue,1HFDA,HRA Inv Del-Disabled Adapts  H,300.00,,,,,,,,,,,,,,,
HRA,HRA Admin                  ,Premises,24 October 2012,ADVANCE INSTALLATIONS LTD,5689259,Revenue,1HCSA,HRA - YHN House              H,2438.00,,,,,,,,,,,,,,,
HRA,HRA Assets                 ,Supplies & Services,10 October 2012,MIS ENVIROMENTAL LTD,5669433,Revenue,1HRA3,Misc Feasibility Study/SurveyH,300.00,,,,,,,,,,,,,,,
HRA,HRA Bus Dev & Proc         ,Capital Expenditure,30 October 2012,DESCO (DESIGN & CONSULTANCY) LTD,5679499,Capital,2HE3C,Capital Cont 3-Byker         H,2025.00,,,,,,,,,,,,,,,
HRA,HRA Bus Dev & Proc         ,Supplies & Services,30 October 2012,DESCO (DESIGN & CONSULTANCY) LTD,5680351,Revenue,1HGA1,D.H - Byker                  H,2300.00,,,,,,,,,,,,,,,
HRA,HRA Bus Dev & Proc         ,Supplies & Services,17 October 2012,DESCO (DESIGN & CONSULTANCY) LTD,5679500,Revenue,1HGA1,D.H - Byker                  H,1700.00,,,,,,,,,,,,,,,
HRA,HRA C.C.A.S.               ,Capital Expenditure,30 October 2012,TYNETEC LTD,5693318,Capital,2HE01,Capital Citywide             H,986.68,,,,,,,,,,,,,,,
HRA,HRA C.C.A.S.               ,Premises,15 October 2012,GOLDSHIELD SECURITY,5678026,Revenue,1HK01,HRA Comm Care Alarms-CitywideH,434.00,,,,,,,,,,,,,,,
HRA,HRA C.C.A.S.               ,Supplies & Services,30 October 2012,ALBANY OFFICE FURNITURE SOLUTIONS,5693416,Revenue,1HJ01,HRA Sheltered HSG-Citywide   H,405.00,,,,,,,,,,,,,,,
HRA,HRA Concierge              ,Supplies & Services,19 October 2012,DELTA ONE SECURITY SERVICES LTD,5682881,Revenue,1HRA8,HRA - Investment Related ExpeH,255.00,,,,,,,,,,,,,,,
HRA,HRA Concierge              ,Supplies & Services,11 October 2012,DELTA ONE SECURITY SERVICES LTD,5675336,Revenue,1HRA8,HRA - Investment Related ExpeH,280.50,,,,,,,,,,,,,,,
HRA,HRA East Area              ,Supplies & Services,30 October 2012,ICI CONTRACT DIRECT,5669438,Revenue,1HB01,Planned Cyclical/Program R&M H,329.59,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Capital Expenditure,22 October 2012,Redacted Personal Data,5684286,Capital,2HE01,Capital Citywide             H,1088.89,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Capital Expenditure,22 October 2012,Redacted Personal Data,5684242,Capital,2HE3C,Capital Cont 3-Byker         H,4592.99,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Capital Expenditure,31 October 2012,Redacted Personal Data,5694043,Capital,2HE5M,Capital Cont 5-Kenton        H,4700.00,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Premises,26 October 2012,ASTLEY SIGNS LTD,5684290,Revenue,1HBTC,Planned Tech Maintenance     H,695.00,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Premises,18 October 2012,BELL DECORATING GROUP,5681551,Revenue,1HBAP,Planned Assets & Programming H,9435.25,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Premises,26 October 2012,BELL DECORATING GROUP,5681548,Revenue,1HBAP,Planned Assets & Programming H,10154.35,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Premises,26 October 2012,BELL DECORATING GROUP,5681549,Revenue,1HBAP,Planned Assets & Programming H,583.31,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Premises,26 October 2012,BELL DECORATING GROUP,5681550,Revenue,1HBAP,Planned Assets & Programming H,704.42,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Premises,26 October 2012,BELL DECORATING GROUP,5681552,Revenue,1HBAP,Planned Assets & Programming H,26086.41,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Premises,30 October 2012,CENTRE WEST (NEWCASTLE),5693383,Revenue,1HE84,HRA Westgate NHDOff Prspct HSH,6750.00,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Premises,22 October 2012,VITAL ENERGI UTILITIES LIMITED,5684220,Revenue,1HGA7,DH - Biomass                 H,26970.94,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,"Sales, Fees & Charges",19 October 2012,MARSH UK LTD,5683103,Revenue,1HRA1,HRA-General                  H,-7099.39,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Supplies & Services,29 October 2012,FENHAM CARPETS,5690307,Revenue,1HNA4,HRA Young Peoples SVS Office H,338.76,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Supplies & Services,19 October 2012,MARSH UK LTD,5683103,Revenue,1HRA1,HRA-General                  H,46874.35,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Supplies & Services,04 October 2012,NEWCASTLE TENANTS FEDERATION,5667382,Revenue,1HDTF,Tenants Fed Grant            H,20000.00,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Supplies & Services,01 October 2012,TV LICENSING,5662022,Revenue,1HJ01,HRA Sheltered HSG-Citywide   H,255.00,,,,,,,,,,,,,,,
HRA,HRA Finance                            ,Supplies & Services,01 October 2012,TV LICENSING,5662023,Revenue,1HJ01,HRA Sheltered HSG-Citywide   H,307.50,,,,,,,,,,,,,,,
HRA,HRA Finance P&P            ,Supplies & Services,05 October 2012,XEROX (UK) LTD,5668191,Revenue,1HRA1,HRA-General                  H,437.04,,,,,,,,,,,,,,,
HRA,HRA Finance P&P            ,Supplies & Services,04 October 2012,XEROX (UK) LTD,5664166,Revenue,1HRA1,HRA-General                  H,334.20,,,,,,,,,,,,,,,
HRA,HRA Finance P&P            ,Supplies & Services,04 October 2012,XEROX (UK) LTD,5667327,Revenue,1HRA1,HRA-General                  H,255.81,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,08 October 2012,HAWDON CONTRACT SERVICES LTD,5669434,Capital,2HE01,Capital Citywide             H,2856.60,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,18 October 2012,HAWDON CONTRACT SERVICES LTD,5682111,Capital,2HE01,Capital Citywide             H,343.44,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,18 October 2012,HAWDON CONTRACT SERVICES LTD,5682112,Capital,2HE01,Capital Citywide             H,300.00,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,18 October 2012,HAWDON CONTRACT SERVICES LTD,5682113,Capital,2HE01,Capital Citywide             H,6961.60,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,18 October 2012,HAWDON CONTRACT SERVICES LTD,5682117,Capital,2HE01,Capital Citywide             H,343.44,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,18 October 2012,HAWDON CONTRACT SERVICES LTD,5682118,Capital,2HE01,Capital Citywide             H,628.56,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,18 October 2012,HAWDON CONTRACT SERVICES LTD,5682119,Capital,2HE01,Capital Citywide             H,464.48,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,18 October 2012,HAWDON CONTRACT SERVICES LTD,5682120,Capital,2HE01,Capital Citywide             H,1058.00,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,18 October 2012,HAWDON CONTRACT SERVICES LTD,5682121,Capital,2HE01,Capital Citywide             H,978.48,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,18 October 2012,HAWDON CONTRACT SERVICES LTD,5682122,Capital,2HE01,Capital Citywide             H,638.28,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,18 October 2012,HAWDON CONTRACT SERVICES LTD,5682123,Capital,2HE01,Capital Citywide             H,719.28,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,30 October 2012,HAWDON CONTRACT SERVICES LTD,5693323,Capital,2HE01,Capital Citywide             H,554.18,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,30 October 2012,HAWDON CONTRACT SERVICES LTD,5693336,Capital,2HE01,Capital Citywide             H,298.09,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,30 October 2012,HAWDON CONTRACT SERVICES LTD,5693337,Capital,2HE01,Capital Citywide             H,696.60,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,30 October 2012,HAWDON CONTRACT SERVICES LTD,5693338,Capital,2HE01,Capital Citywide             H,395.28,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,30 October 2012,HAWDON CONTRACT SERVICES LTD,5693339,Capital,2HE01,Capital Citywide             H,258.58,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23 October 2012,HAWDON CONTRACT SERVICES LTD,5686886,Capital,2HE01,Capital Citywide             H,5520.80,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23 October 2012,HAWDON CONTRACT SERVICES LTD,5686887,Capital,2HE01,Capital Citywide             H,5459.40,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23 October 2012,HAWDON CONTRACT SERVICES LTD,5686888,Capital,2HE01,Capital Citywide             H,12034.75,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23 October 2012,HAWDON CONTRACT SERVICES LTD,5686889,Capital,2HE01,Capital Citywide             H,12034.75,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23 October 2012,HAWDON CONTRACT SERVICES LTD,5686890,Capital,2HE01,Capital Citywide             H,12034.75,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23 October 2012,HAWDON CONTRACT SERVICES LTD,5686891,Capital,2HE01,Capital Citywide             H,806.76,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23 October 2012,HAWDON CONTRACT SERVICES LTD,5686892,Capital,2HE01,Capital Citywide             H,2380.50,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23 October 2012,HAWDON CONTRACT SERVICES LTD,5686893,Capital,2HE01,Capital Citywide             H,13094.08,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23 October 2012,HAWDON CONTRACT SERVICES LTD,5686894,Capital,2HE01,Capital Citywide             H,13094.08,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,09 October 2012,HAWDON CONTRACT SERVICES LTD,5671642,Capital,2HE01,Capital Citywide             H,10844.50,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,09 October 2012,HAWDON CONTRACT SERVICES LTD,5671643,Capital,2HE01,Capital Citywide             H,1500.00,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,09 October 2012,HAWDON CONTRACT SERVICES LTD,5671644,Capital,2HE01,Capital Citywide             H,740.80,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,31 October 2012,HAWDON CONTRACT SERVICES LTD,5694660,Capital,2HE01,Capital Citywide             H,579.96,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,31 October 2012,HAWDON CONTRACT SERVICES LTD,5694661,Capital,2HE01,Capital Citywide             H,272.16,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,31 October 2012,HAWDON CONTRACT SERVICES LTD,5694667,Capital,2HE01,Capital Citywide             H,4480.10,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,02 October 2012,HAWDON CONTRACT SERVICES LTD,5664198,Capital,2HE01,Capital Citywide             H,1752.00,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,02 October 2012,HAWDON CONTRACT SERVICES LTD,5664199,Capital,2HE01,Capital Citywide             H,6506.70,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,02 October 2012,HAWDON CONTRACT SERVICES LTD,5664200,Capital,2HE01,Capital Citywide             H,2380.50,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,02 October 2012,HAWDON CONTRACT SERVICES LTD,5664201,Capital,2HE01,Capital Citywide             H,5459.40,,,,,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,29 October 2012,HAWDON CONTRACT SERVICES LTD,5692285,Capital,2HE01,Capital Citywide             H,292.50,,,,,,,,,,,,,,,
