Period: Nov 2014,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Types,Detailed Expenses Type,Expense Code,Narrative,Payment Date,Transaction Number,Order ID,Amount,Capital/Revenue,Supplier Name,Supplier ID,Customer ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Communications and Computing,Licences,,21/11/2014,10406862,0,35.00,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Communications and Computing,Licences,,25/11/2014,10407772,80031544,244.95,R,Education Lincs Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Communications and Computing,Computer Licences,,14/11/2014,10404920,0,695.00,R,Alfiesoft Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Communications and Computing,Postages,,07/11/2014,10404584,80030767,5.96,R,EHd Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Communications and Computing,Postages,,25/11/2014,10407815,80031045,4.60,R,Blades Biological Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Communications and Computing,Postages,,11/11/2014,10405266,80030218,5.95,R,Westfield4Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,Communications and Computing,Postages,,11/11/2014,10405084,80031204,5.95,R,TTS Group Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,Communications and Computing,Postages,,11/11/2014,10405267,80031244,5.95,R,TTS Group Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Communications and Computing,Postages,,21/11/2014,10407141,0,7.86,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Advertising,,14/11/2014,10405724,80030987,48.00,R,Calendar Lady Promotions Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Advertising,,14/11/2014,10405767,80030970,135.00,R,Abergavenny Chronicle Co. Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Advertising,,21/11/2014,10406862,0,35.27,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Advertising,,04/11/2014,10402559,0,32.00,R,Monmouthshire Beacon Co Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Advertising,,04/11/2014,10402605,0,96.00,R,Monmouthshire Beacon Co Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Grants and Subscriptions,Subscriptions,,28/11/2014,10409046,80031629,96.00,R,The Nurture Group Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Clothes, Uniform and Laundry",Clothing And Uniforms,,18/11/2014,10406864,0,23.92,R,Picton Sports Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Clothes, Uniform and Laundry",Clothing And Uniforms,,18/11/2014,10406864,0,21.00,R,Picton Sports Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Clothes, Uniform and Laundry",Clothing And Uniforms,,04/11/2014,10403799,0,284.70,R,School Trends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Services,Training Charges,,04/11/2014,10403114,0,41.99,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Services,Training Charges,,07/11/2014,10404463,80028239,130.00,R,Attribute Sports Development Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Services,Residential Trips,,14/11/2014,10405866,0,"3,363.00",R,Chepstow Races Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Communications and Computing,ICT Support Costs ( Direct ),,21/11/2014,10405395,0,455.00,R,Network Installation Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Third Party Payments,Third Party,School Meal Service,,14/11/2014,10405813,0,90.00,R,AquAid (Midlands),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Transport,Direct Transport Costs,Transport Costs,,28/11/2014,10409047,80031632,180.00,R,Stockhams Coaches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Transport,Direct Transport Costs,Diesel,,04/11/2014,10403114,0,68.83,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/11/2014,10403808,0,490.00,R,Education People Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,21/11/2014,10406954,0,120.00,R,Capita Education Resourcing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,14/11/2014,10405720,80031302,720.00,R,Supply Desk Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,14/11/2014,10405792,0,"1,110.00",R,Meridian Business Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,21/11/2014,10407393,0,110.00,R,Education Staffing Solutions Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 1 – Pupil Capacity 1-143,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,07/11/2014,10403790,0,313.70,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 1 – Pupil Capacity 1-143,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,11/11/2014,10404871,0,135.18,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/11/2014,10402817,0,630.00,R,TeacherActive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,25/11/2014,10407776,80031505,62.48,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,25/11/2014,10407779,80031505,151.62,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/11/2014,10403862,80027809,"1,004.10",R,Teaching Personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,25/11/2014,10407424,0,120.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,21/11/2014,10406967,0,471.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,11/11/2014,10405116,0,75.81,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,11/11/2014,10405121,0,75.00,R,Bay Resourcing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,18/11/2014,10406493,0,486.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/11/2014,10402609,0,75.00,R,Bay Resourcing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/11/2014,10403433,0,338.07,R,Travail Employment Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,07/11/2014,10404271,0,75.00,R,Bay Resourcing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,14/11/2014,10404846,0,128.70,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/11/2014,10403417,0,128.70,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/11/2014,10403422,0,49.87,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,11/11/2014,10405083,0,505.00,R,Back Office Support Services Ltd (Education Supply Pool),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,28/11/2014,10409207,0,199.05,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,28/11/2014,10409210,0,265.40,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,28/11/2014,10409212,0,265.40,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 1 – Pupil Capacity 1-143,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,14/11/2014,10405705,0,85.00,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 1 – Pupil Capacity 1-143,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,18/11/2014,10406027,0,92.00,R,Capita Education Resourcing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,25/11/2014,10407869,80031576,133.32,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,14/11/2014,10406334,80031385,133.32,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,14/11/2014,10404978,0,270.36,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,14/11/2014,10404979,0,405.54,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,14/11/2014,10404985,0,305.24,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,21/11/2014,10407429,0,135.18,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,25/11/2014,10407765,80031364,625.00,R,Accent on Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,25/11/2014,10407768,80031488,80.00,R,Valley Education Services Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/11/2014,10403918,80031197,49.87,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,28/11/2014,10409028,80031647,365.00,R,Valley Education Services Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,14/11/2014,10405699,0,145.00,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,25/11/2014,10407871,80031562,133.32,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,21/11/2014,10407595,80031425,133.32,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,14/11/2014,10404916,0,135.18,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/11/2014,10403915,80031214,135.18,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,14/11/2014,10405835,0,73.80,R,Education Staffing Solutions Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,14/11/2014,10405839,0,380.00,R,Education Staffing Solutions Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,04/11/2014,10404022,0,135.00,R,Staffroom Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,21/11/2014,10407204,0,95.00,R,Education Staffing Solutions Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,25/11/2014,10408231,0,40.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,04/11/2014,10403219,0,151.62,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,04/11/2014,10403218,0,151.62,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,28/11/2014,10408662,0,117.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,04/11/2014,10402603,0,151.62,R,New Directions Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,28/11/2014,10406995,0,433.44,R,Capita Education Resourcing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,"Course, Conference And Seminar Fees",,21/11/2014,10407172,0,120.00,R,Torfaen County Borough Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Indirect Employee Expenses,"Course, Conference And Seminar Fees",,11/11/2014,10405409,0,205.00,R,Chepstow Races Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,Schools,MCC Schools,Employees,Indirect Employee Expenses,"Course, Conference And Seminar Fees",,21/11/2014,10407152,0,180.00,R,WJEC CBAC Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Indirect Employee Expenses,"Course, Conference And Seminar Fees",,11/11/2014,10405111,0,280.00,R,Playlearnplay Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Indirect Employee Expenses,"Course, Conference And Seminar Fees",,14/11/2014,10405747,80030811,80.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Indirect Employee Expenses,Enrolment/Course Fees,,07/11/2014,10404256,0,199.00,R,NACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,Staff Welfare,,04/11/2014,10403114,0,4.17,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 1 – Pupil Capacity 1-143,MCC Schools,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,04/11/2014,10384189,0,430.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,21/11/2014,10407417,0,-25.36,R,Monmouthshire C.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,28/11/2014,10408311,0,"1,090.00",R,Copper Beech Garden Design Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,14/11/2014,10404933,0,12.93,R,Robert Price Builders Merchants Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,11/11/2014,10405020,0,26.79,R,Travis Perkins Trading Co Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,11/11/2014,10405021,0,54.38,R,Travis Perkins Trading Co Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Premises,"Repairs, Alterations & Maintenance of Buildings",Premises Repairs And Maintenance,,04/11/2014,10403129,0,274.72,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
