A separate key is published alongside the data to expand on column headings A1 through to G4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOBS,KEY,SURVEY,SECTOR,LAW,COUNTRY,SIZE,A1,A2,A3,A4,A6,A8_1,A8_2,A8_3,A8_4,A8_5,A8_6,A8_7,B1,B1A,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8A,B2A,B3,B4,B3B4,C1_1,C1_2,C1_3,C1_4A,C1_5,C1_6,C1_7,C1_8,C1_9,C1_10,C1_11,D1,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2A,D5_1,D5_2,D5_3,D5_4,D5_5,D5_6,D5_7,D5_8,D5_9,D3,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_11,E2,E3,F1,F1A_1,F1A_2,F1A_3,F1A_4,F1A_5,F1A_6,F1A_7,F1A_8,F1A_9,F1A_10,F1B,G1_1,G1_2,G1_3,G1_4,G1_5,G1_6,G1_LAW,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G2_7,G2_8,G4,WEIGHT
9461,b015726,NAO SURVEY,Property/Management/Business Services,Employment,England,Small (10-49 employees),20 - 49,6 - 20 years,Stay the same,Reduce staff,Complying with regulation,Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,1,10-20 days,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Tend to agree,Yes, ,Yes,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Not very informed,Not,The Businesslink website,Government departments' websites,Not,External accountant,External insurance company,External lawyer,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Increase a lot,No, , , , , , , , , , ,No,Not,Not,Fire Safety,Health and Safety,Not,Not,Health and Safety,Fairly satisfied,Very Satisfied,Very Satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Yes,0.141375706
5891,b015732,NAO SURVEY,Property/Management/Business Services,Company,Scotland,Large (250+ employees),"1,000+",More than 20 years,Take on staff,Take on staff,Attracting and retaining customers,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,5 to 9,More than 20 days,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Don't know,Don't know,Don't know,Tend to disagree,Yes, ,Yes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fairly informed,Not,The Businesslink website,Government departments' websites,Direct contact with Government departments,External accountant,External insurance company,External lawyer,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,Don't know,Not,Not,Not,Need for assurance,Want independent advice,Not,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Increase a little,No, , , , , , , , , , ,Don't know, , , , , , , , , , , , , , , , ,0.022304804
9294,b015736,NAO SURVEY,Property/Management/Business Services,Company,Wales,Medium (50-249 employees),50 - 99,Less than a year,Take on staff,Take on staff,Access to finance,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,None / Do not employ any staff,No time at all,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Tend to agree,Yes, ,Yes,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Not very informed,Not,Not,Not,Not,Not,Not,Not,External specialist consultant,Not,Not,Not,Not,9 to 16,Not,Not,Lack of clarity in legal requirement,Not,Not,Not,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,More time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,More time consuming,Less time consuming,Become slightly less time consuming,Increase a lot,No, , , , , , , , , , ,Yes,Not,Not,Fire Safety,Health and Safety,Not,Not,Health and Safety,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,0.071993658
8660,b015758,NAO SURVEY,Property/Management/Business Services,Planning,England,Medium (50-249 employees),50 - 99,6 - 20 years,Take on staff,Stay the same,Access to finance,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,None / Do not employ any staff,Less than half a day,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Tend to agree,No,too much regulation,Too much regulation,Neither Agree nor Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Not very informed,Local Council Inspectors,Not,Government departments' websites,Direct contact with Government departments,Not,External insurance company,External lawyer,External specialist consultant,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Not,Need for assurance,Not,Not,Not,Not,Not,Not very straightforward,Less time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Don't know,No, , , , , , , , , , ,Don't know,Not,Not,Fire Safety,Health and Safety,Not,Not,Health and Safety,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No,0.071993658
1662,b015760,NAO SURVEY,Property/Management/Business Services,Company,Wales,Medium (50-249 employees),50 - 99,More than 20 years,Take on staff,Stay the same,Staff recruitment and/ or retention,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,1,1-2 days,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Tend to disagree,No,too much regulation,Too much regulation,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Fairly informed,Not,Not,Government departments' websites,Direct contact with Government departments,External accountant,External insurance company,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,Yes,Not,Not,A Government department,Not,Not,Not,Not,Not,Not,Not,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,Yes,0.071993658
4224,b015765,NAO SURVEY,Property/Management/Business Services,Planning,England,Medium (50-249 employees),50 - 99,More than 20 years,Take on staff,Stay the same,Complying with regulation,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,None / Do not employ any staff,1-2 days,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Don't know, ,Don't know,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Fairly informed,Not,The Businesslink website,Not,Not,Not,Not,Not,External specialist consultant,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Not,Not,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,Yes,Not,Not,Fire Safety,Not,Not,Not,Fire Safety,Fairly satisfied,Very Satisfied,Fairly satisfied,Very Satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,No,0.071993658
3331,b015776,NAO SURVEY,Property/Management/Business Services,Planning,England,Medium (50-249 employees),50 - 99,6 - 20 years,Take on staff,Take on staff,Level of tax,Disagree,Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,None / Do not employ any staff,No time at all,Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Tend to agree,Yes, ,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not at all informed,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,None of these,Not, , , , , , , , , , , ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Stayed the same,Don't know,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.071993658
2275,b015786,NAO SURVEY,Property/Management/Business Services,Employment,Scotland,Small (10-49 employees),20 - 49,6 - 20 years,Reduce staff,Stay the same,Access to finance,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1-2 days,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Don't know,Strongly disagree,Yes, ,Yes,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Very informed,Not,Not,Government departments' websites,Not,Not,Not,External lawyer,Not,Not,Not,Not,Not,Other,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Not,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Less time consuming,Stayed the same,Stay the same,No, , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , ,0.141375706
9864,b015807,NAO SURVEY,Property/Management/Business Services,Employment,England,Small (10-49 employees),20 - 49,More than 20 years,Take on staff,Take on staff,Access to finance,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,2 to 4,5-10 days,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,No,too much regulation,Too much regulation,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fairly informed,Local Council Inspectors,The Businesslink website,Government departments' websites,Not,External accountant,External insurance company,External lawyer,External specialist consultant,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,To get the most specialist/up-to-date advice,Not,Not,Fairly straightforward,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Stayed the same,Stayed the same,More time consuming,More time consuming,More time consuming,Become much more time consuming,Increase a lot,No, , , , , , , , , , ,No,Not,Not,Fire Safety,Health and Safety,Not,Not,Health and Safety,Neither satisfied nor dissatisfied,Fairly satisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,No,0.141375706
9293,b015823,NAO SURVEY,Property/Management/Business Services,Planning,Wales,Small (10-49 employees),20 - 49,6 - 20 years,Stay the same,Stay the same,Complying with regulation,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,None / Do not employ any staff,No time at all,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly disagree,No,too much regulation,Too much regulation,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Not at all informed,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,None of these,Not, , , , , , , , , , , ,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Become much more time consuming,Increase a lot,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,Yes,0.141375706
2731,b015885,NAO SURVEY,Property/Management/Business Services,Employment,England,Medium (50-249 employees),50 - 99,6 - 20 years,Take on staff,Take on staff,Attracting and retaining customers,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,5 to 9,More than 20 days,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither agree nor disagree,Yes, ,Yes,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Fairly informed,Not,The Businesslink website,Government departments' websites,Not,Not,External insurance company,External lawyer,External specialist consultant,Not,Not,Not,Not,1 to 4,Not,Not,Lack of clarity in legal requirement,Not,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Become much more time consuming,Increase a little,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.071993658
2666,b015911,NAO SURVEY,Property/Management/Business Services,Company,England,Medium (50-249 employees),50 - 99,More than 20 years,Reduce staff,Stay the same,Attracting and retaining customers,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,None / Do not employ any staff,No time at all,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Tend to agree,No,too much regulation,Too much regulation,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Fairly informed,Not,Not,Government departments' websites,Not,Not,External insurance company,External lawyer,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,Other,Not enough time/ lack of internal resource,Not,Not,Not,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,Yes,Not,Consumer Protection,Not,Not,Not,Not,Consumer Protection,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,N/A,N/A,Fairly satisfied,No,0.071993658
3536,b015918,NAO SURVEY,Property/Management/Business Services,Health and Safety,England,Large (250+ employees),"1,000+",1 - 3 years,Stay the same,Take on staff,Attracting and retaining customers,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,10+,More than 20 days,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Yes, ,Yes,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Very informed,Not,Not,Government departments' websites,Direct contact with Government departments,Not,External insurance company,External lawyer,External specialist consultant,Not,Not,Not,Not,1 to 4,Not,Not,Lack of clarity in legal requirement,Not,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Less time consuming,Less time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,Yes,Not,Not,A Government department,Not,A trade or business association,Not,Not,Not,Not,Not,Yes,Not,Not,Fire Safety,Not,Not,Not,Fire Safety,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,0.022304804
5628,b015919,NAO SURVEY,Property/Management/Business Services,Health and Safety,Scotland,Medium (50-249 employees),50 - 99,More than 20 years,Take on staff,Take on staff,Staff recruitment and/ or retention,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,5 to 9,More than 20 days,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,No,too much regulation,Too much regulation,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very informed,Not,The Businesslink website,Government departments' websites,Direct contact with Government departments,Not,External insurance company,External lawyer,External specialist consultant,Not,Not,Not,Not,Other,Not,Not,Not,Not,Not,Not,Not,Not,Don't know, ,Stayed the same,Stayed the same,Stayed the same,N/A,Stayed the same,N/A,More time consuming,N/A,N/A,Stayed the same,Stayed the same,Stayed the same,Don't know,No, , , , , , , , , , ,No, , , , , , , , , , , , , , , , ,0.071993658
