Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,D-U-N-S Number,Transaction number,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,KEY FUND INVESTMENTS LTD,,Small,,,7600006900,Revenue Grant To Be Paid,S9 3TY,"22,537.07",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,KEY FUND INVESTMENTS LTD,,Small,,,7600006901,Revenue Grant To Be Paid,S9 3TY,"11,184.30",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,LANCASHIRE ECONOMIC PARTNERSHIP,,,,,7600006902,Revenue Grant To Be Paid,BB5 0RE,"6,684.79",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,LANCASTER UNIVERISTY,,,,,7600006904,Revenue Grant To Be Paid,LA1 4YW,"21,101.14",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,LANCASTER UNIVERISTY,,,,,7600006905,Revenue Grant To Be Paid,LA1 4YW,"87,616.27",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,MANCHESTER METROPOLITAN UNIVERSITY,,,,,7600006911,Revenue Grant Clawback Offset,M15 6BH,-150.20,Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,MANCHESTER METROPOLITAN UNIVERSITY,,,,,7600006911,Revenue Grant To Be Paid,M15 6BH,"106,751.80",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,NORTH WEST AEROSPACE ALLIANCE,,,,,7600006906,Revenue Grant Clawback Offset,BB9 9BT,"-7,855.21",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,NORTH WEST AEROSPACE ALLIANCE,,,,,7600006906,Revenue Grant To Be Paid,BB9 9BT,"45,650.81",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,ONE EAST MIDLANDS,,,,,7600006910,Revenue Grant To Be Paid,NG1 3FB,"7,930.15",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,SOMERSET COLLEGE OF ARTS & TECH,,,,,7600006898,Revenue Grant Clawback Offset,TA1 5AX,-0.74,Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,SOMERSET COLLEGE OF ARTS & TECH,,,,,7600006898,Revenue Grant To Be Paid,TA1 5AX,"7,745.75",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,TATE LIVERPOOL,,,,,7600006908,Revenue Grant To Be Paid,L3 4BB,"53,342.99",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,TATE LIVERPOOL,,,,,7600006909,Revenue Grant To Be Paid,L3 4BB,"107,021.18",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,CHESTER UNIVERSITY,,,,,7600006899,Capital Grant To Be Paid,WA2 0DB,"230,411.96",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,CNTRL MANCHESTER UNIVERSITY HOSPITA,,,,,7600006907,Capital Grant To Be Paid,M13 0JR,"306,646.45",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,DERBY CITY COUNCIL,,Large,,,7600006903,Capital Grant To Be Paid,DE1 2FE,"863,627.49",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,KEY FUND INVESTMENTS LTD,,Small,,,7600006900,Capital Grant To Be Paid,S9 3TY,"71,539.96",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,KEY FUND INVESTMENTS LTD,,Small,,,7600006901,Capital Grant To Be Paid,S9 3TY,"90,630.22",Yes
Communities & Local Government,DCLG,25/11/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,LIVERPOOL CITY COUNCIL,,,,,7600006913,Capital Grant To Be Paid,L2 2DH,"870,540.86",Yes
Communities & Local Government,DCLG,26/11/2013,Agency Staff,Finance & Corporate Services,REED SPECIALIST RECRUITMENT LTD,,Large,,288656960,5106199017,Procurement Specialist,NN1 1UE,"2,400.00",
Communities & Local Government,DCLG,26/11/2013,Agency Staff,Finance & Corporate Services,REED SPECIALIST RECRUITMENT LTD,,Large,,288656960,5106199019,Procurement Specialist,NN1 1UE,"2,400.00",
Communities & Local Government,DCLG,26/11/2013,Agency Staff,Finance & Corporate Services,REED SPECIALIST RECRUITMENT LTD,,Large,,288656960,5106199020,Procurement Specialist,NN1 1UE,"3,000.00",
Communities & Local Government,DCLG,26/11/2013,Agency Staff,Finance & Corporate Services,REED SPECIALIST RECRUITMENT LTD,,Large,,288656960,5106199021,Procurement Specialist,NN1 1UE,"3,000.00",
Communities & Local Government,DCLG,26/11/2013,Agency Staff,Finance & Corporate Services,REED SPECIALIST RECRUITMENT LTD,,Large,,288656960,5106199024,Procurement Specialist,NN1 1UE,"3,000.00",
Communities & Local Government,DCLG,26/11/2013,Agency Staff,Finance & Corporate Services,REED SPECIALIST RECRUITMENT LTD,,Large,,288656960,5106199025,Procurement Specialist,NN1 1UE,"3,000.00",
Communities & Local Government,DCLG,26/11/2013,Agency Staff,Finance & Corporate Services,REED SPECIALIST RECRUITMENT LTD,,Large,,288656960,5106199026,Procurement Specialist,NN1 1UE,"3,000.00",
Communities & Local Government,DCLG,26/11/2013,Agency Staff,Finance & Corporate Services,REED SPECIALIST RECRUITMENT LTD,,Large,,288656960,5106199027,Procurement Specialist,NN1 1UE,"3,000.00",
Communities & Local Government,DCLG,26/11/2013,Agency Staff,Neighbourhoods,LOCAL PARTNERSHIPS LLP,,,,211702438,5106198827,Extension to Commercial Advisor,SW1P 3HZ,"12,829.56",
Communities & Local Government,DCLG,26/11/2013,Catering,Finance & Corporate Services,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100236980,Consolidated monthly catering Sept 2013,BS32 4NH,"2,933.67",
Communities & Local Government,DCLG,26/11/2013,Catering,Finance & Corporate Services,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100236984,Consolidated monthly catering Aug 2013,BS32 4NH,"1,439.85",
Communities & Local Government,DCLG,26/11/2013,Current Grants to Non Profit Bodies,Localism,URBAN PARTNERSHIP GROUP,,,,536407752,2100236983,Supporting Implementations NCBs,W12 7LL,"30,000.00",Yes
Communities & Local Government,DCLG,26/11/2013,Current Grants to Non Profit Bodies,Neighbourhoods,COWLEY RESIDENT MANAGEMENT ORG LTD,Yes,Small,,,5000238379,Right to Manage,SW9 6LZ,"1,949.00",Yes
Communities & Local Government,DCLG,26/11/2013,Current Grants to Non Profit Bodies,Neighbourhoods,STYLES HOUSE LIMITED,,Micro,,,5000238380,Right to Manage,SE1 8DF,"5,000.00",Yes
Communities & Local Government,DCLG,26/11/2013,IT Maintenance,Finance & Corporate Services,ORACLE CORPORATION UK LTD,,Large,,291601524,5106199014,Extra Domain licenses support renewal,RG6 1RA,293.40,
Communities & Local Government,DCLG,26/11/2013,IT Maintenance,Finance & Corporate Services,ORACLE CORPORATION UK LTD,,Large,,291601524,5106199014,StorageTek 2540 support renewal,RG6 1RA,"2,001.61",
Communities & Local Government,DCLG,26/11/2013,Printing,Finance & Corporate Services,STATIONERY OFFICE LTD,,Large,,779375633,5106199023,Statutory Instruments  publication,NR3 1PD,196.00,
Communities & Local Government,DCLG,26/11/2013,Printing,Finance & Corporate Services,STATIONERY OFFICE LTD,,Large,,779375633,5106199023,VAT chargeable printing services,NR3 1PD,130.00,
Communities & Local Government,DCLG,26/11/2013,Professional services,Finance & Corporate Services,GVA GRIMLEY LTD,,Large,,210158990,5106198957,PAMU RCC Marketing,B1 2JB,976.40,
Communities & Local Government,DCLG,26/11/2013,Professional services,Localism,GOVT ACTUARYS DEPARTMENT,,Public Bodies,,233567432,5106199016,GAD acturial Advice for LGPS and Fire,EC4A 1AB,"63,046.00",
Communities & Local Government,DCLG,26/11/2013,Professional services,Localism,GOVT ACTUARYS DEPARTMENT,,Public Bodies,,233567432,5106199022,GAD acturial Advice for LGPS and Fire,EC4A 1AB,"31,066.50",
Communities & Local Government,DCLG,26/11/2013,Research,Neighbourhoods,BUILDING RESEARCH ESTABLISHMENT,,Large,,896495033,5106199006,Milestones 3-8,WD25 9XX,"15,510.00",
Communities & Local Government,DCLG,26/11/2013,Research,Neighbourhoods,BUILDING RESEARCH ESTABLISHMENT,,Large,,896495033,5106199032,Milestones 3-8,WD25 9XX,"15,510.00",
Communities & Local Government,DCLG,26/11/2013,Safety equipment,Finance & Corporate Services,SKANSKA RASHLEIGH WEATHERFOIL LTD,,Large,,211986468,5106199010,RCC Fareham - Bus Coupler Installation,GU21 6HJ,"235,716.10",
Communities & Local Government,DCLG,26/11/2013,Software Licences,Finance & Corporate Services,BYTES SOFTWARE SERVICES,,Medium,,225273754,5106199018,Microsoft WinPro 8.1 SNGL Upgrd MVL,KT17 1TS,490.50,
Communities & Local Government,DCLG,26/11/2013,Training,Neighbourhoods,R T P I CONFERENCES,,Medium,,504955154,5106198997,Traning course for planners,EC1V 1NY,349.00,
Communities & Local Government,DCLG,26/11/2013,Vehicle hire,Strategy and Private Office Group,GOVERNMENT CAR & DESPATCH AGENCY,,Public Bodies,,,5106199028,Ministerial Cars,SW8 5AX,217.50,
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,ALLIA LTD,Yes,Micro,,,7600006923,Revenue Grant Clawback Offset,CB1 2QF,"-6,097.35",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,ALLIA LTD,Yes,Micro,,,7600006923,Revenue Grant To Be Paid,CB1 2QF,"30,881.77",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,ANGLIA RUSKIN UNIVERSITY,,,,,7600006921,Revenue Grant To Be Paid,CM1 1SQ,"41,064.32",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,CLIMATE ENERGY (NFP) LTD,,Small,,,7600006925,Revenue Grant To Be Paid,CR0 6BA,"9,325.62",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,FOOD &  DRINK FORUM LTD (I-NET),,Small,,,7600006927,Revenue Grant To Be Paid,NG5 9RG,"3,357.85",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,HETHEL INNOVATION LTD,,Micro,,,7600006919,Revenue Grant To Be Paid,NR14 8FB,"8,048.19",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,IFM EDUCATION & CONSULTANCY SERVICE,,Small,,,7600006922,Revenue Grant To Be Paid,CB3 0FS,"31,354.02",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,SERCO REGIONAL SERVICES LTD,,,,,7600006920,Revenue Grant To Be Paid,PL6 8BT,"148,946.38",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,SOUTH DEVON COLLEGE,,,,,7600006924,Revenue Grant To Be Paid,TQ4 7EJ,"9,689.37",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,SOUTH DEVON COLLEGE,,,,,7600006926,Revenue Grant To Be Paid,TQ4 7EJ,"32,120.47",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,SOUTHEND-ON-SEA BOROUGH COUNCIL,,Large,,,7600006915,Revenue Grant To Be Paid,SS2 6EP,"3,117.90",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,STOCKTON BOROUGH COUNCIL,,,,,7600006917,Revenue Grant To Be Paid,TS18 1LD,"1,246.63",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,CLIMATE ENERGY (NFP) LTD,,Small,,,7600006925,Capital Grant To Be Paid,CR0 6BA,"15,195.77",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,DURHAM COUNTY COUNCIL,,,,,7600006918,Capital Grant To Be Paid,DL16 6JQ,"283,045.01",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,PENDENNIS SHIPYARD LTD,,,,,7600006916,Capital Grant To Be Paid,TR11 4NR,"371,112.02",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,SOUTH DEVON COLLEGE,,,,,7600006924,Capital Grant To Be Paid,TQ4 7EJ,"121,771.12",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,SOUTH DEVON COLLEGE,,,,,7600006926,Capital Grant To Be Paid,TQ4 7EJ,"325,661.85",Yes
Communities & Local Government,DCLG,26/11/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,SOUTHEND-ON-SEA BOROUGH COUNCIL,,Large,,,7600006915,Capital Grant To Be Paid,SS2 6EP,"114,840.03",Yes
Communities & Local Government,DCLG,27/11/2013,Agency Staff,Finance & Corporate Services,ALLEN LANE FINANCIAL RECRUITMENT,,Medium,Yes,234388853,5106199040,Interim Manager (Qualified Accountant),,"3,796.08",
Communities & Local Government,DCLG,27/11/2013,Catering,Finance & Corporate Services,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,66.20,
Communities & Local Government,DCLG,27/11/2013,Catering,Finance & Corporate Services,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,17.60,
Communities & Local Government,DCLG,27/11/2013,Catering,Localism,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,53.10,
Communities & Local Government,DCLG,27/11/2013,Catering,Localism,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,343.00,
Communities & Local Government,DCLG,27/11/2013,Catering,Localism,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,88.60,
Communities & Local Government,DCLG,27/11/2013,Catering,Localism,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,39.60,
Communities & Local Government,DCLG,27/11/2013,Catering,Localism,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,24.80,
Communities & Local Government,DCLG,27/11/2013,Catering,Localism,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,65.60,
Communities & Local Government,DCLG,27/11/2013,Catering,Localism,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,28.50,
Communities & Local Government,DCLG,27/11/2013,Catering,Localism,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,50.40,
Communities & Local Government,DCLG,27/11/2013,Catering,Localism,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,28.40,
Communities & Local Government,DCLG,27/11/2013,Catering,Neighbourhoods,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,133.00,
Communities & Local Government,DCLG,27/11/2013,Catering,Neighbourhoods,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,119.90,
Communities & Local Government,DCLG,27/11/2013,Catering,Neighbourhoods,INTERSERVE (FM) LTD (AUTOGRAPH),,Large,,213632537,2100237039,Consolidated monthly catering Aug 2013,BS32 4NH,315.00,
Communities & Local Government,DCLG,27/11/2013,Domestic Services,Finance & Corporate Services,AMEY COMMUNITY LTD,,Large,,,5106199056,2013-14 Lateral Cleaning,OX4 4DQ,"4,794.13",
Communities & Local Government,DCLG,27/11/2013,Domestic Services,Finance & Corporate Services,AMEY COMMUNITY LTD,,Large,,,5106199056,2013-14 Lateral General Waste Provision,OX4 4DQ,645.65,
Communities & Local Government,DCLG,27/11/2013,Facilities Management (ISD use only),Finance & Corporate Services,AMEY COMMUNITY LTD,,Large,,,5106199056,2013-14 Lateral Asset & Prop Management,OX4 4DQ,186.20,
Communities & Local Government,DCLG,27/11/2013,Facilities Management (ISD use only),Finance & Corporate Services,AMEY COMMUNITY LTD,,Large,,,5106199056,2013-14 Lateral Estate Service,OX4 4DQ,"1,969.85",
Communities & Local Government,DCLG,27/11/2013,Facilities Management (ISD use only),Finance & Corporate Services,AMEY COMMUNITY LTD,,Large,,,5106199056,2013-14 Lateral General Requirements,OX4 4DQ,"4,896.25",
Communities & Local Government,DCLG,27/11/2013,Facilities Management (ISD use only),Finance & Corporate Services,AMEY COMMUNITY LTD,,Large,,,5106199056,2013-14 Lateral Helpdesk,OX4 4DQ,842.15,
Communities & Local Government,DCLG,27/11/2013,Facilities Management (ISD use only),Finance & Corporate Services,AMEY COMMUNITY LTD,,Large,,,5106199056,2013-14 Lateral Porterage Services,OX4 4DQ,24.80,
Communities & Local Government,DCLG,27/11/2013,Facilities Management (ISD use only),Finance & Corporate Services,AMEY COMMUNITY LTD,,Large,,,5106199056,2013-14 Lateral X-Ray devices,OX4 4DQ,55.08,
Communities & Local Government,DCLG,27/11/2013,Fixed Maintenance,Finance & Corporate Services,AMEY COMMUNITY LTD,,Large,,,5106199056,2013-14 Lateral Grounds &Gardens,OX4 4DQ,181.26,
Communities & Local Government,DCLG,27/11/2013,IT - Service Contracts,Localism,AIRWAVE SOLUTIONS LTD,,Large,,211461729,5106199085,Phase A England 2013/14,SL1 2EJ,"8,962.85",
Communities & Local Government,DCLG,27/11/2013,IT - Service Contracts,Localism,AIRWAVE SOLUTIONS LTD,,Large,,211461729,5106199086,Phase A England 2013/14,SL1 2EJ,"-8,962.85",
Communities & Local Government,DCLG,27/11/2013,IT - Service Contracts,Localism,AIRWAVE SOLUTIONS LTD,,Large,,211461729,5106199087,Phase A England 2013/14,SL1 2EJ,"6,542.27",
Communities & Local Government,DCLG,27/11/2013,IT - Service Contracts,Localism,AIRWAVE SOLUTIONS LTD,,Large,,211461729,5106199088,Phase A England 2013/14,SL1 2EJ,"-6,542.27",
Communities & Local Government,DCLG,27/11/2013,IT - Service Contracts,Localism,AIRWAVE SOLUTIONS LTD,,Large,,211461729,5106199090,Phase A England 2013/14,SL1 2EJ,"7,068.86",
Communities & Local Government,DCLG,27/11/2013,IT - Service Contracts,Localism,AIRWAVE SOLUTIONS LTD,,Large,,211461729,5106199091,Phase A England 2013/14,SL1 2EJ,"-7,068.86",
Communities & Local Government,DCLG,27/11/2013,Printing,Finance & Corporate Services,STATIONERY OFFICE LTD,,Large,,779375633,5106199043,Statutory Instruments  publication,NR3 1PD,160.00,
Communities & Local Government,DCLG,27/11/2013,Printing,Finance & Corporate Services,STATIONERY OFFICE LTD,,Large,,779375633,5106199043,VAT chargeable printing services,NR3 1PD,130.00,
Communities & Local Government,DCLG,27/11/2013,Printing,Neighbourhoods,STATIONERY OFFICE LTD,,Large,,,5106199042,TSO Printing of the NAO Report intoTTGDC,NR3 IQZ,"1,229.00",
Communities & Local Government,DCLG,27/11/2013,Professional services,Localism,GOVT ACTUARYS DEPARTMENT,,Public Bodies,,233567432,5106199092,GAD acturial Advice for LGPS and Fire,EC4A 1AB,-469.20,
Communities & Local Government,DCLG,27/11/2013,Security,Finance & Corporate Services,AMEY COMMUNITY LTD,,Large,,,5106199056,2013-14 Lateral Reception Services,OX4 4DQ,"1,119.88",
Communities & Local Government,DCLG,27/11/2013,Security,Finance & Corporate Services,AMEY COMMUNITY LTD,,Large,,,5106199056,2013-14 Lateral Security Services,OX4 4DQ,"1,644.02",
