Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode
Department for Transport,BTP,27/06/2014,PURCHASE UNIFORM,E30000,COONEEN AT WORK LIMITED,327397,2700,PEOPLE & DEVELOPMENT,SP4 7RT
Department for Transport,BTP,20/06/2014,PURCHASE UNIFORM,E30000,EARLE TRADING,327078,563.58,SCOTLAND - OPERATIONS,CA11 0DT
Department for Transport,BTP,04/06/2014,PURCHASE UNIFORM,E30000,QUAZAR INTERNATIONAL LTD,322173,1320,WALES,ME20 7SP
Department for Transport,BTP,13/06/2014,PERSONAL PROTECTION EQUIP PPE,E30200,COONEEN PROTECTION LTD,318794,670.56,LIVERPOOL,BT75 0NE
Department for Transport,BTP,20/06/2014,PRINTING,E40000,EXACTA PRINT LTD,327016,1144.99,SCOTLAND,G2 2QD
Department for Transport,BTP,27/06/2014,PRINTING,E40000,Great Yarmouth Printing Services,327303,2235.6,LEEDS,NR31 0NL
Department for Transport,BTP,18/06/2014,PRINTING,E40000,HERTFORDSHIRE CONSTABULARY,323564,3024,OPERATIONS GROUP,AL8 6XF
Department for Transport,BTP,04/06/2014,PRINTING,E40000,SELCRAFT UK LIMITED,325536,2835.36,MEDIA AND MARKETING GROUP,WR13 5DH
Department for Transport,BTP,04/06/2014,STATIONERY,E40100,CALEY PRINT & STATIONERY,323886,61.06,SCOTLAND,G13 4DJ
Department for Transport,BTP,04/06/2014,STATIONERY,E40100,CALEY PRINT & STATIONERY,323886,241.32,SCOTLAND - OPERATIONS,G13 4DJ
Department for Transport,BTP,04/06/2014,STATIONERY,E40100,CALEY PRINT & STATIONERY,323886,108.29,SCOTLAND - OPERATIONS,G13 4DJ
Department for Transport,BTP,06/06/2014,STATIONERY,E40100,Great Yarmouth Printing Services,325924,1490.4,PEOPLE & DEVELOPMENT,NR31 0NL
Department for Transport,BTP,27/06/2014,STATIONERY,E40100,SUPPLIES TEAM,327315,723.16,NEIGHBOURHOOD AND SECTOR-SOUTH,S9 1XU
Department for Transport,BTP,04/06/2014,POSTAGE,E41000,Dx Network Services Ltd,318919,450,DIVISIONAL FINANCE - EAST,NN3 6YG
Department for Transport,BTP,04/06/2014,POSTAGE,E41000,Dx Network Services Ltd,318919,90,NEIGHBOURHOOD AND SECTOR-EAST,NN3 6YG
Department for Transport,BTP,04/06/2014,POSTAGE,E41000,Dx Network Services Ltd,318919,450,OLD COST CENTRES - HOLDING,NN3 6YG
Department for Transport,BTP,04/06/2014,POSTAGE,E41000,Dx Network Services Ltd,318919,450,OLD COST CENTRES - HOLDING,NN3 6YG
Department for Transport,BTP,04/06/2014,POSTAGE,E41000,Dx Network Services Ltd,318919,225,OLD COST CENTRES - HOLDING,NN3 6YG
Department for Transport,BTP,04/06/2014,POSTAGE,E41000,Dx Network Services Ltd,322462,225,CORPORATE SERVICES,NN3 6YG
Department for Transport,BTP,04/06/2014,POSTAGE,E41000,Dx Network Services Ltd,322462,180,EAST MIDLANDS,NN3 6YG
Department for Transport,BTP,04/06/2014,POSTAGE,E41000,Dx Network Services Ltd,322462,1800,INVESTIGATIONS,NN3 6YG
Department for Transport,BTP,06/06/2014,POSTAGE,E41000,Dx Network Services Ltd,325904,8685.8,DIVISIONAL FINANCE - EAST,NN3 6YG
Department for Transport,BTP,04/06/2014,POSTAGE,E41000,NEOPOST LTD (FRANKING MACH POSTAGE ONLY),325313,700,CONTACT CENTRES,RM1 2AR
Department for Transport,BTP,27/06/2014,POSTAGE,E41000,NEOPOST LTD (FRANKING MACH POSTAGE ONLY),327380,700,CONTACT CENTRES,RM1 2AR
Department for Transport,BTP,12/06/2014,POSTAGE,E41000,ROYAL MAIL,326303,4080,CORPORATE SERVICES,PE4 5BR
Department for Transport,BTP,20/06/2014,CARRIAGE,E41100,EARLE TRADING,327078,12,SCOTLAND - OPERATIONS,CA11 0DT
Department for Transport,BTP,27/06/2014,CARRIAGE,E41100,TETRA SCENE OF CRIME LIMITED,327357,14.4,SCOTLAND - COMMAND,SS14 3WE
Department for Transport,BTP,04/06/2014,COURIER COSTS,E41200,Dx Network Services Ltd,322462,90,LEEDS,NN3 6YG
Department for Transport,BTP,04/06/2014,COURIER COSTS,E41200,ROYAL MAIL,325611,1701.98,PROFESSIONAL STANDARDS GROUP,PE4 5BR
Department for Transport,BTP,12/06/2014,SECURITY- SHREDDING,E43000,SHRED-IT LTD,326280,119.88,LIVERPOOL,M33 7JQ
Department for Transport,BTP,12/06/2014,SECURITY- SHREDDING,E43000,SHRED-IT LTD,326280,65.88,LIVERPOOL,M33 7JQ
Department for Transport,BTP,12/06/2014,SECURITY- SHREDDING,E43000,SHRED-IT LTD,326280,30.24,LIVERPOOL,M33 7JQ
Department for Transport,BTP,12/06/2014,SECURITY- SHREDDING,E43000,SHRED-IT LTD,326280,71.82,LIVERPOOL,M33 7JQ
Department for Transport,BTP,12/06/2014,SECURITY- SHREDDING,E43000,SHRED-IT LTD,326280,63.16,LIVERPOOL,M33 7JQ
Department for Transport,BTP,12/06/2014,SECURITY- SHREDDING,E43000,SHRED-IT LTD,326280,125.18,MANCHESTER,M33 7JQ
Department for Transport,BTP,12/06/2014,SECURITY- SHREDDING,E43000,SHRED-IT LTD,326280,192.24,OPERATIONS - REACTIVE,M33 7JQ
Department for Transport,BTP,18/06/2014,SECURITY- SHREDDING,E43000,SHRED-IT LTD,326141,48,SCOTLAND,M33 7JQ
Department for Transport,BTP,18/06/2014,SECURITY- SHREDDING,E43000,SHRED-IT LTD,326141,459.6,SCOTLAND - COMMAND,M33 7JQ
Department for Transport,BTP,18/06/2014,SECURITY- SHREDDING,E43000,SHRED-IT LTD,326130,1086.6,DIVISIONAL FINANCE - EAST,M33 7JQ
Department for Transport,BTP,27/06/2014,SECURITY- SHREDDING,E43000,SHRED-IT LTD,326129,933.6,SUPT COMMAND - PENNINES,M33 7JQ
Department for Transport,BTP,04/06/2014,EXTERNAL ARCHIVING,E43300,IRON MOUNTAIN (UK) LTD,325483,2749.93,TECHNOLOGY,EH54 7DF
Department for Transport,BTP,04/06/2014,EXTERNAL ARCHIVING,E43300,IRON MOUNTAIN (UK) LTD,325486,1222.4,TECHNOLOGY,EH54 7DF
Department for Transport,BTP,04/06/2014,EXTERNAL ARCHIVING,E43300,IRON MOUNTAIN (UK) LTD,325485,1259.94,TECHNOLOGY,EH54 7DF
Department for Transport,BTP,04/06/2014,EXTERNAL ARCHIVING,E43300,IRON MOUNTAIN (UK) LTD,325488,3269.77,DIVISIONAL FINANCE - TFL,EH54 7DF
Department for Transport,BTP,13/06/2014,PHOTOCOPIER SERVICE CHARGE,E44100,DANWOOD GROUP LTD,325570,33610.46,CORPORATE SERVICES,LN6 3DG
Department for Transport,BTP,13/06/2014,PHOTOCOPIER SERVICE CHARGE,E44100,DANWOOD GROUP LTD,326201,33610.46,CORPORATE SERVICES,LN6 3DG
Department for Transport,BTP,13/06/2014,PHOTOCOPIER SERVICE CHARGE,E44100,DANWOOD GROUP LTD,326203,-33610.46,CORPORATE SERVICES,LN6 3DG
Department for Transport,BTP,04/06/2014,SUBS TO OUTSIDE BODIES,E45000,ASSOCIATION OF POLICE AND CRIME COMMISSIONERS,325626,23700,FHQ POLICE AUTHORITY,SW1H 0DX
Department for Transport,BTP,12/06/2014,SUBS TO OUTSIDE BODIES,E45000,DODS PARLIAMENTARY COMMS LTD,326265,1265.37,FHQ POLICE AUTHORITY,SW1H 9BP
Department for Transport,BTP,20/06/2014,SUBS TO OUTSIDE BODIES,E45000,NLA MEDIA ACCESS LIMITED,326063,6434.4,MEDIA AND MARKETING GROUP,TN1 1NL
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE AND CRIME COMMISSIONER  WEST YORKSHIRE,323706,13871.32,STRATEGIC DEVELOPMENT DEPT,WF1 3QP
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326517,730,DIVISIONAL FINANCE - TFL,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,COMMAND - COMAND DISTRICT,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,CRIME GROUP,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,CRIME GROUP,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,CRIME GROUP,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,CRIME GROUP,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,DEPUTY CHIEF CONSTABLE SUPPORT,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,DIVISIONAL FINANCE - TFL,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,EAST COMMAND TEAM,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,INVESTIGATIONS,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,OPERATIONS GROUP,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,OPERATIONS GROUP,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,730,OPERATIONS GROUP,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,730,SCOTLAND - COMMAND,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,SOUTH COMMAND TEAM,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,SUPT COMMAND - MIDLANDS,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,SUPT COMMAND - OPERATIONS,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,SUPT COMMAND - PENNINES,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,SUPT COMMAND - WALES,RG8 7JD
Department for Transport,BTP,13/06/2014,SUBS TO OUTSIDE BODIES,E45000,POLICE SUPERINTENDENTS ASS OF ENGLAND,326519,365,SUPT COMMAND - WESTERN,RG8 7JD
Department for Transport,BTP,04/06/2014,SUBS TO OUTSIDE BODIES,E45000,PUBLIC CHAIR'S FORUM,35922,595,FHQ POLICE AUTHORITY,SW1Y 5AA
Department for Transport,BTP,18/06/2014,SUBS TO OUTSIDE BODIES,E45000,VERDANT MEDIA LTD,326710,759,MEDIA AND MARKETING GROUP,HP21 7AY
Department for Transport,BTP,13/06/2014,CONFERENCE FEES,E47000,DURHAM CONSTABULARY,326186,1435.2,STRATEGIC DEVELOPMENT DEPT,DH1 5TT
Department for Transport,BTP,18/06/2014,CONFERENCE FEES,E47000,POLICE AND CRIME COMMISSIONER FOR HAMPSHIRE,326679,882,STRATEGIC DEVELOPMENT DEPT,SO22 5DB
Department for Transport,BTP,20/06/2014,CONFERENCE FEES,E47000,UK LEADS,36178,640,STRATEGIC DEVELOPMENT DEPT,SW1P 9TQ
Department for Transport,BTP,18/06/2014,CEREMONIES,E47200,LEN FOWLER (TROPHIES) LTD,326660,881,DEPUTY CHIEF CONSTABLE SUPPORT,WC1N 3NB
Department for Transport,BTP,20/06/2014,CEREMONIES,E47200,TRANSPORT TIMES EVENTS,321310,1848,DIRECTORATE - CORP. RESOURCES,E14 9XL
Department for Transport,BTP,12/06/2014,PUBLICITY,E48000,SOLON SECURITY,325538,5107.92,OLD COST CENTRES - HOLDING,CH6 5UY
Department for Transport,BTP,20/06/2014,PUBLICITY,E48000,SOLON SECURITY,325540,8326.85,NEIGHBOURHOOD AND SECTOR-EAST,CH6 5UY
Department for Transport,BTP,27/06/2014,PUBLICITY,E48000,SOLON SECURITY,321400,839.4,NEIGHBOURHOOD AND SECTOR-EAST,CH6 5UY
Department for Transport,BTP,06/06/2014,PUBLICITY,E48000,UNSPUN,325894,47415.6,DEPUTY CHIEF CONSTABLE SUPPORT,W1F 7BE
Department for Transport,BTP,04/06/2014,CATERING COSTS,E50000,CALEY PRINT & STATIONERY,323886,167.87,SCOTLAND,G13 4DJ
Department for Transport,BTP,13/06/2014,OPERATIONAL FEEDING,E51000,WITTENS,320385,666,OPERATIONS - OPERATIONS,PR9 7JB
Department for Transport,BTP,18/06/2014,FEES ASSOCIATED WITH APPEALS,E60000,xxxxxx,36144,1699.2,FHQ POLICE AUTHORITY,xxxxxx
Department for Transport,BTP,27/06/2014,PRISONERS EXPENSES,E62000,THE APPROPRIATE ADULT SERVICE,324272,1341.6,OPS / EVENTS,NN12 8JJ
Department for Transport,BTP,18/06/2014,PRISONERS EXPENSES,E62000,VITAL INNOVATIONS LTD.,323555,660,OPS / EVENTS,AL10 9EN
Department for Transport,BTP,18/06/2014,INDEPENDENT CUSTODY VISITORS,E64000,LONDON UNDERGROUND LTD,324501,3814.13,DIVISIONAL FINANCE - TFL,SE10 1AP
Department for Transport,BTP,12/06/2014,INTELLIGENCE GATHERING,E66000,DISKLABS LIMITED,326102,1902,CRIME GROUP,B77 4DP
Department for Transport,BTP,12/06/2014,INTELLIGENCE GATHERING,E66000,EQUIFAX PLC,321899,2317.14,CRIME GROUP,BD1 5LL
Department for Transport,BTP,12/06/2014,INTELLIGENCE GATHERING,E66000,EQUIFAX PLC,323767,2555.84,CRIME GROUP,BD1 5LL
Department for Transport,BTP,18/06/2014,INTELLIGENCE GATHERING,E66000,TREBLE 5 TREBLE 1 LTD,322212,6000,CRIME GROUP,SM4 5BE
Department for Transport,BTP,13/06/2014,INTELLIGENCE GATHERING,E66000,TRL LIMITED,321765,2784,CRIME GROUP,RG40 3GA
Department for Transport,BTP,12/06/2014,PAYROLL CONTRACT,E70000,Midland Hr,326148,22767.37,PEOPLE & DEVELOPMENT,NG11 6LL
Department for Transport,BTP,12/06/2014,PAYROLL CONTRACT,E70000,Midland Hr,326149,26815.61,PEOPLE & DEVELOPMENT,NG11 6LL
Department for Transport,BTP,04/06/2014,HIRE OF CONSULTANTS,E80000,BURGES SALMON LLP,325527,8304,FHQ POLICE AUTHORITY,BS2 0ZX
Department for Transport,BTP,04/06/2014,HIRE OF CONSULTANTS,E80000,EAGLESPUR LIMITED,325629,3150,FHQ POLICE AUTHORITY,IP13 7SA
Department for Transport,BTP,27/06/2014,HIRE OF CONSULTANTS,E80000,EAGLESPUR LIMITED,327425,2625,FHQ POLICE AUTHORITY,IP13 7SA
Department for Transport,BTP,04/06/2014,HIRE OF CONSULTANTS,E80000,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,325587,2808.84,TECHNOLOGY,ST1 5UB
Department for Transport,BTP,04/06/2014,HIRE OF CONSULTANTS,E80000,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,325589,3770.71,TECHNOLOGY,ST1 5UB
Department for Transport,BTP,06/06/2014,HIRE OF CONSULTANTS,E80000,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,325867,7213.44,ACC OP REVIEW ONE,ST1 5UB
Department for Transport,BTP,13/06/2014,HIRE OF CONSULTANTS,E80000,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,326455,2545.92,ACC OP REVIEW ONE,ST1 5UB
Department for Transport,BTP,27/06/2014,HIRE OF CONSULTANTS,E80000,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,327386,3245.76,TECHNOLOGY,ST1 5UB
Department for Transport,BTP,27/06/2014,HIRE OF CONSULTANTS,E80000,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,327387,561.77,TECHNOLOGY,ST1 5UB
Department for Transport,BTP,27/06/2014,HIRE OF CONSULTANTS,E80000,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,327385,1622.88,TECHNOLOGY,ST1 5UB
Department for Transport,BTP,06/06/2014,HIRE OF CONSULTANTS,E80000,MICHAELMORES SOLICITORS LLP,325866,7200,INVESTIGATIONS,EX2 5WR
Department for Transport,BTP,04/06/2014,HIRE OF CONSULTANTS,E80000,xxxxxx,35923,2194.5,FHQ POLICE AUTHORITY,xxxxxx
Department for Transport,BTP,04/06/2014,HIRE OF CONSULTANTS,E80000,OPEN TEXT UK LTD,325256,1200,PEOPLE & DEVELOPMENT,RG6 1PU
Department for Transport,BTP,04/06/2014,HIRE OF CONSULTANTS,E80000,PUNTER SOUTHALL LTD,325630,29070,FHQ POLICE AUTHORITY,SW1Y 4UJ
Department for Transport,BTP,04/06/2014,HIRE OF CONSULTANTS,E80000,PUNTER SOUTHALL LTD,325724,25782,FHQ POLICE AUTHORITY,SW1Y 4UJ
Department for Transport,BTP,27/06/2014,HIRE OF CONSULTANTS,E80000,PUNTER SOUTHALL LTD,327424,12942,FHQ POLICE AUTHORITY,SW1Y 4UJ
Department for Transport,BTP,04/06/2014,HIRE OF CONSULTANTS,E80000,Reed Employment,325593,1046.4,FINANCE & PROCUREMENT,SW20 OBA
Department for Transport,BTP,04/06/2014,HIRE OF CONSULTANTS,E80000,Reed Employment,325595,1046.4,FINANCE & PROCUREMENT,SW20 OBA
Department for Transport,BTP,12/06/2014,HIRE OF CONSULTANTS,E80000,Reed Employment,326248,1046.4,FINANCE & PROCUREMENT,SW20 OBA
Department for Transport,BTP,18/06/2014,HIRE OF CONSULTANTS,E80000,Reed Employment,326773,1046.4,FINANCE & PROCUREMENT,SW20 OBA
Department for Transport,BTP,04/06/2014,HIRE OF CONSULTANTS,E80000,SANDRA JENNER LTD,325706,642,FHQ POLICE AUTHORITY,EN9 2NR
Department for Transport,BTP,04/06/2014,SOLICITORS FEES,E81000,BIGGART BAILLIE SOLICITORS,325628,1680,FHQ POLICE AUTHORITY,G2 5QR
Department for Transport,BTP,04/06/2014,SOLICITORS FEES,E81000,BURGES SALMON LLP,325624,2203.8,FHQ POLICE AUTHORITY,BS2 0ZX
Department for Transport,BTP,27/06/2014,SOLICITORS FEES,E81000,BURGES SALMON LLP,327423,7684.9,FHQ POLICE AUTHORITY,BS2 0ZX
Department for Transport,BTP,12/06/2014,SOLICITORS FEES,E81000,ROFFE SWAYNE,326144,1200,FHQ POLICE AUTHORITY,GU7 1LQ
Department for Transport,BTP,04/06/2014,SOLICITORS FEES,E81000,SIMONS MUIRHEAD & BURTON,325529,6000,FHQ POLICE AUTHORITY,W1D 3JB
Department for Transport,BTP,18/06/2014,SOLICITORS FEES,E81000,SIMONS MUIRHEAD & BURTON,326711,600,PROFESSIONAL STANDARDS GROUP,W1D 3JB
Department for Transport,BTP,18/06/2014,SOLICITORS FEES,E81000,SIMONS MUIRHEAD & BURTON,326713,3660,PROFESSIONAL STANDARDS GROUP,W1D 3JB
Department for Transport,BTP,18/06/2014,SOLICITORS FEES,E81000,SIMONS MUIRHEAD & BURTON,326712,1050,PROFESSIONAL STANDARDS GROUP,W1D 3JB
Department for Transport,BTP,04/06/2014,SOLICITORS FEES,E81000,WEIGHTMANS,325620,3738,FHQ POLICE AUTHORITY,L2 OGA
Department for Transport,BTP,06/06/2014,INTERPRETERS FEES,E81200,xxxxxx,35562,537.93,OPS / EVENTS,xxxxxx
Department for Transport,BTP,27/06/2014,INTERPRETERS FEES,E81200,LANGUAGE LINE SERVICES,326932,653.76,OPS / EVENTS,E14 5NR
Department for Transport,BTP,06/06/2014,MEDICAL FEES - OPERATIONAL,E81300,TASCOR MEDICAL SERVICES LTD.,323713,36750.69,INVESTIGATIONS,SW1P 1LA
Department for Transport,BTP,12/06/2014,MEDICAL FEES - OPERATIONAL,E81300,TASCOR MEDICAL SERVICES LTD.,326098,36750.69,INVESTIGATIONS,SW1P 1LA
Department for Transport,BTP,06/06/2014,SURVEYS - NON PREMISES,E81500,SPA FUTURE THINKING,325928,3384.37,STRATEGIC DEVELOPMENT DEPT,HP13 6AE
Department for Transport,BTP,27/06/2014,CABLE THEFT COSTS - DFT,E84000,POLICE AND CRIME COMM  FOR GWENT,327215,5494.4,CRIME GROUP,NP44 2XJ
Department for Transport,BTP,27/06/2014,CABLE THEFT COSTS - DFT,E84000,POLICE AND CRIME COMM  FOR GWENT,327213,4303,CRIME GROUP,NP44 2XJ
Department for Transport,BTP,27/06/2014,CABLE THEFT COSTS - DFT,E84000,POLICE AND CRIME COMM  FOR GWENT,327214,2086.08,CRIME GROUP,NP44 2XJ
Department for Transport,BTP,27/06/2014,CABLE THEFT COSTS - DFT,E84000,POLICE AND CRIME COMM  FOR GWENT,327212,3723.72,CRIME GROUP,NP44 2XJ
Department for Transport,BTP,27/06/2014,CABLE THEFT COSTS - DFT,E84000,POLICE AND CRIME COMM  FOR GWENT,327211,4928.6,CRIME GROUP,NP44 2XJ
Department for Transport,BTP,06/06/2014,CABLE THEFT COSTS - DFT,E84000,POLICE AND CRIME COMMISSIONER AVON & SOMERSET,320613,7880,CRIME GROUP,BS20 8QJ
Department for Transport,BTP,06/06/2014,CABLE THEFT COSTS - DFT,E84000,POLICE AND CRIME COMMISSIONER AVON & SOMERSET,325057,-1576,CRIME GROUP,BS20 8QJ
Department for Transport,BTP,18/06/2014,CABLE THEFT COSTS - DFT,E84000,STAFFORDSHIRE POLICE AUTHORITY,326476,19000,CRIME GROUP,ST18 0YY
Department for Transport,BTP,18/06/2014,INSURANCE - PREMIUMS,F21100,GLASGOW CALEDONIAN UNIVERSITY,326790,226.45,SCOTLAND,G4 0BA
Department for Transport,BTP,18/06/2014,CLAIM - MOTOR VEH LIABILITY,F21300,MARIEL IRVINE SOLICITORS,326717,745.2,STRATEGIC DEVELOPMENT DEPT,EC1R 0QJ
Department for Transport,BTP,18/06/2014,CLAIM - MOTOR VEH LIABILITY,F21300,MARIEL IRVINE SOLICITORS,326733,550.8,STRATEGIC DEVELOPMENT DEPT,EC1R 0QJ
Department for Transport,BTP,06/06/2014,CLAIM - MOTOR VEH LIABILITY,F21300,QBE INSURANCE,322740,5000,STRATEGIC DEVELOPMENT DEPT,LS1 2RP
Department for Transport,BTP,18/06/2014,CLAIM - PUBLIC LIABILITY,F21400,DEIGHTON PIERCE GLYNN CLIENT ACCOUNT,36122,3000,STRATEGIC DEVELOPMENT DEPT,EC1R 0QJ
Department for Transport,BTP,18/06/2014,CLAIM - PUBLIC LIABILITY,F21400,MARIEL IRVINE SOLICITORS,326726,630,STRATEGIC DEVELOPMENT DEPT,EC1R 0QJ
Department for Transport,BTP,18/06/2014,CLAIM - PUBLIC LIABILITY,F21400,xxxxxx,36121,851.88,STRATEGIC DEVELOPMENT DEPT,xxxxxx
Department for Transport,BTP,20/06/2014,CLAIM - OTHER,F21800,xxxxxx,36193,890,STRATEGIC DEVELOPMENT DEPT,xxxxxx
Department for Transport,BTP,18/06/2014,CLAIM  - HANDLING FEE,F21900,MARIEL IRVINE SOLICITORS,326696,6220.8,STRATEGIC DEVELOPMENT DEPT,EC1R 0QJ
Department for Transport,BTP,18/06/2014,CLAIM  - HANDLING FEE,F21900,MARIEL IRVINE SOLICITORS,326637,3936.6,STRATEGIC DEVELOPMENT DEPT,EC1R 0QJ
Department for Transport,BTP,20/06/2014,P&L ON SALE -VEHICLES-CASH,F35200,INCHCAPE FLEET SOLUTIONS LIMITED,327068,6525,CORPORATE FINANCE,PO6 4RP
Department for Transport,BTP,13/06/2014,LEASING - PHOTOCOPIER,F70300,DANWOOD GROUP LTD,326202,25200,CORPORATE SERVICES,LN6 3DG
Department for Transport,BTP,18/06/2014,INTANG ASSETS LICENCES-ADD,M11111,BOTTOMLINE TECHNOLOGIES EUROPE LTD,323168,1200,CAPITAL CONTROL ACCOUNT,RG1 7JX
Department for Transport,BTP,20/06/2014,INTANG ASSETS LICENCES-ADD,M11111,BOTTOMLINE TECHNOLOGIES EUROPE LTD,321049,3351.36,CAPITAL CONTROL ACCOUNT,RG1 7JX
Department for Transport,BTP,20/06/2014,INTANG ASSETS LICENCES-ADD,M11111,BOTTOMLINE TECHNOLOGIES EUROPE LTD,323553,2400,CAPITAL CONTROL ACCOUNT,RG1 7JX
Department for Transport,BTP,06/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,AVENTE LTD,323789,1652.4,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,20/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,AVENTE LTD,325348,783.6,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,12/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,Bellard Electronics Limited,326101,637.2,CAPITAL CONTROL ACCOUNT,CW6 0EU
Department for Transport,BTP,06/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,Business Moves Limited,325870,581.41,CAPITAL CONTROL ACCOUNT,RG2 0SX
Department for Transport,BTP,18/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,Carillion Planned Maintenance,324015,56860.33,CAPITAL CONTROL ACCOUNT,G72 0FT
Department for Transport,BTP,18/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,FRANCO FIRE DETECTION LTD,326782,1074,CAPITAL CONTROL ACCOUNT,M22 4JW
Department for Transport,BTP,04/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,GVA GRIMLEY,325549,7941.26,CAPITAL CONTROL ACCOUNT,B1 2JB
Department for Transport,BTP,04/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,GVA GRIMLEY,325548,5808.08,CAPITAL CONTROL ACCOUNT,B1 2JB
Department for Transport,BTP,04/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,GVA GRIMLEY,325544,4309.07,CAPITAL CONTROL ACCOUNT,B1 2JB
Department for Transport,BTP,04/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,GVA GRIMLEY,325543,9783.95,CAPITAL CONTROL ACCOUNT,B1 2JB
Department for Transport,BTP,27/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,INTEX HALL AND GRAHAM LIMITED,327399,39313.69,CAPITAL CONTROL ACCOUNT,B66 2BZ
Department for Transport,BTP,06/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,MAP INTERIORS LTD,325913,16766.4,CAPITAL CONTROL ACCOUNT,SW1Y 4DG
Department for Transport,BTP,04/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,Redhill Analysts Ltd,320955,1179,CAPITAL CONTROL ACCOUNT,RH5 5DL
Department for Transport,BTP,13/06/2014,LH IMPROVEMENTS - ADDITIONS,M31111,SEDDON PROPERTY SERVICES,321903,1890.78,CAPITAL CONTROL ACCOUNT,ST4 9JA
