YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEUBIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028590,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Argyrops Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Acanthurus Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Caranx Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Clupeidae,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Epinephelus Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Leiognathus Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Lethrinus Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Lutjanidae,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Lutjanus Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Otra Pesca,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Pampus Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Parastromateus Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Parupeneus Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Scomberomorus Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Serranidae,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Sillago Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3044500,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Xiphias Gladius,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3044990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Lutjanus Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3044990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Thunnus Albacares,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3063390,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Portunus Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3074220,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Loligo Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,970,827,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Epinephelus Spp,Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Parupeneus Spp|Portunus Spp|Serranidae|Sillago Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,970,827,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Leiognathus Spp,Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Parupeneus Spp|Portunus Spp|Serranidae|Sillago Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,970,827,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Lethrinus Spp,Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Parupeneus Spp|Portunus Spp|Serranidae|Sillago Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,970,827,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Lutjanus Spp,Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Parupeneus Spp|Portunus Spp|Serranidae|Sillago Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,970,827,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Parupeneus Spp,Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Parupeneus Spp|Portunus Spp|Serranidae|Sillago Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,970,827,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Serranidae,Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Parupeneus Spp|Portunus Spp|Serranidae|Sillago Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,970,827,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Sillago Spp,Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Parupeneus Spp|Portunus Spp|Serranidae|Sillago Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,970,827,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3063390,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Portunus Spp,Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Parupeneus Spp|Portunus Spp|Serranidae|Sillago Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,970,827,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3074220,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Loligo Spp,Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Parupeneus Spp|Portunus Spp|Serranidae|Sillago Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,970,831,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3024330,03024330|03024600|03024700|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Sardinella Spp,Carangidae|Caranx Spp|Chirocentrus Spp|Epinephelus Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Penaeus Spp|Portunus Spp|Rachycentron Canadum|Rastrelliger Kanagurta|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,970,831,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3024600,03024330|03024600|03024700|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Rachycentron Canadum,Carangidae|Caranx Spp|Chirocentrus Spp|Epinephelus Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Penaeus Spp|Portunus Spp|Rachycentron Canadum|Rastrelliger Kanagurta|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,970,831,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3024700,03024330|03024600|03024700|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Xiphias Gladius,Carangidae|Caranx Spp|Chirocentrus Spp|Epinephelus Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Penaeus Spp|Portunus Spp|Rachycentron Canadum|Rastrelliger Kanagurta|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp|Xiphias Gladius,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,970,831,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3024990,03024330|03024600|03024700|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Pampus Spp,Carangidae|Caranx Spp|Chirocentrus Spp|Epinephelus Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Penaeus Spp|Portunus Spp|Rachycentron Canadum|Rastrelliger Kanagurta|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp|Xiphias Gladius,-
