Newcastle City Council Invoices over £500 paid in June 2012,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total,
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,27 June 2012,GATESHEAD MBC,5562191,Revenue,1V060,Transport Policy Planning    K,90300.00,
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,20 June 2012,GO NORTH EAST,5553820,Revenue,1V080,CITY CENTRE WORKS            K,1195.07,
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,20 June 2012,GO NORTH EAST,5553821,Revenue,1V080,CITY CENTRE WORKS            K,1195.07,
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,20 June 2012,HEYMANHOWMAN PRODUCTIONS LTD,5553819,Revenue,1V080,CITY CENTRE WORKS            K,6000.00,
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,14 June 2012,TRL LTD,5540425,Revenue,1V060,Transport Policy Planning    K,457.50,
Environment & Regeneration,E&R-Highway&Traffic Management   ,Premises,26 June 2012,CSC (ELDON SQUARE) LTD,5560560,Revenue,1V201,ELDON SQ BUS CONCOURSE MTCE  K,2516.37,
Environment & Regeneration,E&R-Highway&Traffic Management   ,Premises,18 June 2012,NORTHERN POWERGRID NORTHEAST LTD,5546841,Revenue,1V209,CITY CENTRE MANAGEMENT       K,4178.00,
Environment & Regeneration,E&R-Highway&Traffic Management   ,Supplies & Services,14 June 2012,NORTHUMBRIAN WATER,5545459,Revenue,1KE03,Unclassified Road MaintenanceK,838.76,
Environment & Regeneration,E&R-Highway&Traffic Management   ,Supplies & Services,15 June 2012,SYMOLOGY LTD,5546836,Revenue,1KTCE,S 74 RECOVERY                K,2355.00,
Environment & Regeneration,E&R-Highway&Traffic Management   ,Third Party Payments,26 June 2012,BIKERIGHT LIMITED,5560563,Revenue,1KE88,Transport Road Safety        K,6320.00,
Environment & Regeneration,E&R-Highway&Traffic Management   ,Third Party Payments,26 June 2012,BIKERIGHT LIMITED,5560564,Revenue,1KE88,Transport Road Safety        K,2120.00,
Environment & Regeneration,E&R-Highway&Traffic Management   ,Transport,26 June 2012,ALI'S TRAVEL,5560561,Revenue,1KE88,Transport Road Safety        K,600.00,
Environment & Regeneration,EEC Housing             ,Premises,21 June 2012,DEPOSIT PROTECTION SERVICE,5555470,Revenue,1D563,Housing Management Orders    K,1768.00,
Environment & Regeneration,EEC Licensing              ,Supplies & Services,12 June 2012,LEXIS NEXIS UK,5530763,Revenue,1D525,Liquor Licensing             K,565.45,
Environment & Regeneration,EEC U/Design            ,Premises,20 June 2012,N POWER NORTHERN LTD,5552964,Revenue,1V073,Historic Monumnets           K,682.55,
Environment & Regeneration,EEC U/Design            ,Supplies & Services,20 June 2012,SOCIETY OF ANTIQUARIES OF N'CLE U TYNE,5552966,Revenue,1V073,Historic Monumnets           K,2038.68,
Environment & Regeneration,EEC U/Design               ,Supplies & Services,29 June 2012,ALAN WILLIAMS ARCHAEOLOGY,5565089,Revenue,1V073,Historic Monumnets           K,2500.00,
Environment & Regeneration,Environment & Regeneration    ,Supplies & Services,12 June 2012,NEWCASTLE THEATRE ROYAL TRUST LTD,5541648,Revenue,1DF10,Theatre Royal Contribution   M,436148.53,
Environment & Regeneration,Facility Services Store                ,Premises,08 June 2012,BUNZL CLEANING & HYGIENE SUPPLIES,5538954,Revenue,1KKK1,Cleaning Direct O/H          K,1035.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,08 June 2012,AEBI SCHMIDT UK LTD,5533577,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,734.10,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,19 June 2012,AEBI SCHMIDT UK LTD,5533624,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,437.83,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,11 June 2012,AEBI SCHMIDT UK LTD,5533578,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,713.45,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,28 June 2012,AEBI SCHMIDT UK LTD,5548619,Revenue,1KESK,Hort Workshops Code 5 RepairsK,471.09,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,25 June 2012,ALBANY MOTORS,5548975,Revenue,1KESA,Heavy Workshop Routine RepairK,595.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,28 June 2012,ASHTEAD PLANT HIRE CO LTD,5544346,Revenue,1KESY,Fleet Services Hire Office   K,593.54,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,19 June 2012,AVOR GARAGES (NORTH EAST) LTD,5544061,Revenue,1KESY,Fleet Services Hire Office   K,508.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,13 June 2012,AVOR GARAGES (NORTH EAST) LTD,5544048,Revenue,1KESY,Fleet Services Hire Office   K,508.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,20 June 2012,AVOR GARAGES (NORTH EAST) LTD,5544074,Revenue,1KESY,Fleet Services Hire Office   K,628.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,11 June 2012,BELL TRUCK SALES LTD,5533558,Revenue,1KESB,Heavy Workshop Code 5 RepairsK,573.58,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,07 June 2012,BELL TRUCK SALES LTD,5521894,Revenue,1KESH,Light Workshop Routine RepairK,894.02,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,14 June 2012,BOXER CHEMICALS LTD,5533606,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,476.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,28 June 2012,BURNT TREE GROUP LTD,5541709,Revenue,1KESY,Fleet Services Hire Office   K,501.60,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,28 June 2012,BURNT TREE GROUP LTD,5541720,Revenue,1KESY,Fleet Services Hire Office   K,968.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,28 June 2012,BURNT TREE GROUP LTD,5559157,Revenue,1KESY,Fleet Services Hire Office   K,482.20,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,25 June 2012,BURNT TREE GROUP LTD,5559155,Revenue,1KESY,Fleet Services Hire Office   K,484.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,12 June 2012,BUS AND TRUCK PARTS NORTH EAST LTD,5522285,Revenue,1KESA,Heavy Workshop Routine RepairK,3500.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,12 June 2012,BUS AND TRUCK PARTS NORTH EAST LTD,5532351,Revenue,1KESH,Light Workshop Routine RepairK,685.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,BUS AND TRUCK PARTS NORTH EAST LTD,5517148,Revenue,1KESH,Light Workshop Routine RepairK,685.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,15 June 2012,CHATFIELDS TYNE TEES,5533614,Revenue,1KESA,Heavy Workshop Routine RepairK,886.87,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,15 June 2012,CHATFIELDS TYNE TEES,5533614,Revenue,1KESB,Heavy Workshop Code 5 RepairsK,149.40,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,CHATFIELDS TYNE TEES,5533615,Revenue,1KESA,Heavy Workshop Routine RepairK,561.23,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,12 June 2012,CHATFIELDS TYNE TEES,5533570,Revenue,1KESA,Heavy Workshop Routine RepairK,845.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,CHATFIELDS TYNE TEES,5515403,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,426.56,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,19 June 2012,CHATFIELDS TYNE TEES,5533617,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,534.99,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,11 June 2012,CHATFIELDS TYNE TEES,5533567,Revenue,1KESA,Heavy Workshop Routine RepairK,871.22,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,27 June 2012,CHATFIELDS TYNE TEES,5544008,Revenue,1KESA,Heavy Workshop Routine RepairK,511.38,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,13 June 2012,CHATFIELDS TYNE TEES,5532366,Revenue,1KESA,Heavy Workshop Routine RepairK,448.42,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,06 June 2012,CHATFIELDS TYNE TEES,5517158,Revenue,1KESA,Heavy Workshop Routine RepairK,461.27,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,28 June 2012,GAP GROUP LTD,5541696,Revenue,1KESY,Fleet Services Hire Office   K,461.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,28 June 2012,JOHN NIXON LTD,5543994,Revenue,1KESY,Fleet Services Hire Office   K,519.80,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532437,Revenue,1KESY,Fleet Services Hire Office   K,823.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532438,Revenue,1KESY,Fleet Services Hire Office   K,887.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532439,Revenue,1KESY,Fleet Services Hire Office   K,823.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532440,Revenue,1KESY,Fleet Services Hire Office   K,823.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532441,Revenue,1KESY,Fleet Services Hire Office   K,645.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532442,Revenue,1KESY,Fleet Services Hire Office   K,887.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532443,Revenue,1KESY,Fleet Services Hire Office   K,1490.75,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532444,Revenue,1KESY,Fleet Services Hire Office   K,887.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532445,Revenue,1KESY,Fleet Services Hire Office   K,1386.75,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532446,Revenue,1KESY,Fleet Services Hire Office   K,1119.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532447,Revenue,1KESY,Fleet Services Hire Office   K,823.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532448,Revenue,1KESY,Fleet Services Hire Office   K,684.50,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532449,Revenue,1KESY,Fleet Services Hire Office   K,2246.75,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5532451,Revenue,1KESY,Fleet Services Hire Office   K,823.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5537467,Revenue,1KESY,Fleet Services Hire Office   K,823.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5537468,Revenue,1KESY,Fleet Services Hire Office   K,1193.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5537469,Revenue,1KESY,Fleet Services Hire Office   K,1690.26,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5537470,Revenue,1KESY,Fleet Services Hire Office   K,823.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5537471,Revenue,1KESY,Fleet Services Hire Office   K,776.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5541742,Revenue,1KESY,Fleet Services Hire Office   K,906.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,18 June 2012,KELLY PLANT HIRE,5543979,Revenue,1KESY,Fleet Services Hire Office   K,1119.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,29 June 2012,KELLY PLANT HIRE,5565187,Revenue,1KESY,Fleet Services Hire Office   K,951.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,29 June 2012,KELLY PLANT HIRE,5565188,Revenue,1KESY,Fleet Services Hire Office   K,816.75,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,29 June 2012,KELLY PLANT HIRE,5565189,Revenue,1KESY,Fleet Services Hire Office   K,1036.75,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,29 June 2012,KELLY PLANT HIRE,5565190,Revenue,1KESY,Fleet Services Hire Office   K,749.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,29 June 2012,KELLY PLANT HIRE,5565191,Revenue,1KESY,Fleet Services Hire Office   K,478.00,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,29 June 2012,KELLY PLANT HIRE,5565192,Revenue,1KESY,Fleet Services Hire Office   K,1119.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,12 June 2012,KELLY PLANT HIRE,5521928,Revenue,1KESY,Fleet Services Hire Office   K,1056.50,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,12 June 2012,KELLY PLANT HIRE,5521929,Revenue,1KESY,Fleet Services Hire Office   K,1254.88,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,12 June 2012,KELLY PLANT HIRE,5521930,Revenue,1KESY,Fleet Services Hire Office   K,645.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,12 June 2012,KELLY PLANT HIRE,5537465,Revenue,1KESY,Fleet Services Hire Office   K,935.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5518973,Revenue,1KESY,Fleet Services Hire Office   K,823.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5518974,Revenue,1KESY,Fleet Services Hire Office   K,1193.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5518975,Revenue,1KESY,Fleet Services Hire Office   K,1065.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5518976,Revenue,1KESY,Fleet Services Hire Office   K,645.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5518977,Revenue,1KESY,Fleet Services Hire Office   K,823.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5518978,Revenue,1KESY,Fleet Services Hire Office   K,1322.75,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5518979,Revenue,1KESY,Fleet Services Hire Office   K,887.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5518981,Revenue,1KESY,Fleet Services Hire Office   K,863.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5518982,Revenue,1KESY,Fleet Services Hire Office   K,1119.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5518983,Revenue,1KESY,Fleet Services Hire Office   K,1322.75,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5518984,Revenue,1KESY,Fleet Services Hire Office   K,1135.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5518985,Revenue,1KESY,Fleet Services Hire Office   K,1458.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5521904,Revenue,1KESY,Fleet Services Hire Office   K,951.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5521905,Revenue,1KESY,Fleet Services Hire Office   K,887.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5521906,Revenue,1KESY,Fleet Services Hire Office   K,887.25,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01 June 2012,KELLY PLANT HIRE,5521907,Revenue,1KESY,Fleet Services Hire Office   K,951.25,
