Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Transaction No,Sum of Amount,Item Text,Postal Code
Department for Transport,Driver & Vehicle Licensing Agency,30/06/2013,Secured Stock,Operations,MBA GROUP LTD,2000087618,2596.03,#,MK11 3ET
Department for Transport,Driver & Vehicle Licensing Agency,30/06/2013,Printing Stock ,Operations,MBA GROUP LTD,2000087618,-1.44,#,MK11 3ET
Department for Transport,Driver & Vehicle Licensing Agency,30/06/2013,Secured Stock,Information Services,MBA GROUP LTD,2000087618,6237.07,#,MK11 3ET
Department for Transport,Driver & Vehicle Licensing Agency,30/06/2013,Printing Stock ,Information Services,MBA GROUP LTD,2000087618,-0.07,#,MK11 3ET
Department for Transport,Driver & Vehicle Licensing Agency,06/06/2013,Mail Collection/Deli,Operations,ROYAL MAIL GROUP LTD,2000087619,16052,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,06/06/2013,Machinery Maintenanc,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000087620,38821.75,#,OL9 9QH
Department for Transport,Driver & Vehicle Licensing Agency,29/06/2013,Non Stock Machine Consumables,Operations,HEIDELBERG,2000087621,866.83,SAPHIRA CHEMFREE 101(PRINTING PLATES),TW8 0AA
Department for Transport,Driver & Vehicle Licensing Agency,29/06/2013,Non Stock Machine Consumables,Operations,HEIDELBERG,2000087621,123.24,SAPHIRA PROOFING PAPER,TW8 0AA
Department for Transport,Driver & Vehicle Licensing Agency,29/06/2013,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000087622,11250.36,#,SW1V 2AJ
Department for Transport,Driver & Vehicle Licensing Agency,29/06/2013,Veh Hire/Lse st <1yr,Finance & Commercial,ENTERPRISE RENT A CAR LTD,2000087623,11383.67,#,TW20 8RX
Department for Transport,Driver & Vehicle Licensing Agency,27/06/2013,Non Stock Machine Consumables,Operations,Bunzl Safety and Workwear Solutions,2000087627,593.28,7426 Wypall L40 Wiper,TW7 4EX
Department for Transport,Driver & Vehicle Licensing Agency,06/06/2013,Non Stock Machine Consumables,Operations,XEROX (UK) LIMITED,2000087629,739.87,Polypropylene Display,UB8 1HS
Department for Transport,Driver & Vehicle Licensing Agency,29/06/2013,Translation Services,Operations,THEBIGWORD INTERPRETING,2000087630,1412.67,#,LS12 6AB
Department for Transport,Driver & Vehicle Licensing Agency,30/06/2013,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000087636,3814.38,#,NR3 1PD
Department for Transport,Driver & Vehicle Licensing Agency,30/06/2013,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000087636,8921.81,#,NR3 1PD
Department for Transport,Driver & Vehicle Licensing Agency,30/06/2013,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000087636,0.21,#,NR3 1PD
Department for Transport,Driver & Vehicle Licensing Agency,30/06/2013,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000087636,8921.81,#,NR3 1PD
Department for Transport,Driver & Vehicle Licensing Agency,30/06/2013,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000087636,0.21,#,NR3 1PD
Department for Transport,Driver & Vehicle Licensing Agency,06/06/2013,Medical Examinations,Operations,XX XXXXX XXXXXX,2000087640,682.5,#,CM1 2XA
Department for Transport,Driver & Vehicle Licensing Agency,06/06/2013,Stationery (Non-stk),Operations,Banner Business Services Ltd,2000087641,1053.12,#,NR3 1QU
Department for Transport,Driver & Vehicle Licensing Agency,06/06/2013,Stationery (Non-stk),Operations,Banner Business Services Ltd,2000087641,-947.81,9150050 Banner A4 Recycled Copier Paper,NR3 1QU
Department for Transport,Driver & Vehicle Licensing Agency,29/06/2013,Machinery Maintenanc,Finance & Commercial,RR Donnelley,2000089259,6726.85,#,PE29 7YD
Department for Transport,Driver & Vehicle Licensing Agency,07/06/2013,Mail Collection/Deli,Operations,ROYAL MAIL GROUP LTD,2000089262,2450.42,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,07/06/2013,Mail Collection/Deli,Operations,ROYAL MAIL GROUP LTD,2000089262,2594.64,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,07/06/2013,Mail Collection/Deli,Operations,ROYAL MAIL GROUP LTD,2000089262,361112.36,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,07/06/2013,Mail Collection/Deli,Operations,ROYAL MAIL GROUP LTD,2000089262,40895,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,07/06/2013,Mail Collection/Deli,Operations,ROYAL MAIL GROUP LTD,2000089262,1453.92,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,27/06/2013,Professional Services,Finance & Commercial,Government Actuarys Dept,2000089265,1229.7,#,EC4A 1AB
Department for Transport,Driver & Vehicle Licensing Agency,07/06/2013,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LTD,2000089267,714,#,GU12 4UH
Department for Transport,Driver & Vehicle Licensing Agency,07/06/2013,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LTD,2000089267,25110,#,GU12 4UH
Department for Transport,Driver & Vehicle Licensing Agency,07/06/2013,Non Sec stock,Operations,WILLIAMS LEA LIMITED,2000089271,4433.23,#,NR3 1PD
Department for Transport,Driver & Vehicle Licensing Agency,07/06/2013,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000089271,-255.71,#,NR3 1PD
Department for Transport,Driver & Vehicle Licensing Agency,07/06/2013,Non Stock Machine Consumables,Operations,IBM UK LTD (EURO PAYMENTS),2000089279,479269.85,#,PO6 3AE
Department for Transport,Driver & Vehicle Licensing Agency,07/06/2013,Drivers Eye Sight Tests,Operations,DRIVING STANDARDS AGENCY,2000089280,7958,EYE TESTS/MEDICAL APPRAISALS,NG1 6LP
Department for Transport,Driver & Vehicle Licensing Agency,18/06/2013,Software Lic Cap,Information Services,IBM UNITED KINGDOM LTD,2000090601,98006.4,#,PO6 3AE
Department for Transport,Driver & Vehicle Licensing Agency,10/06/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000090605,1742.16,891-6393 My Brand Lexmark T644 HGH YLD T,S9 1XU
Department for Transport,Driver & Vehicle Licensing Agency,10/06/2013,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LTD,2000090607,909.6,TRADE PLATE - DUAL,GU12 4UH
Department for Transport,Driver & Vehicle Licensing Agency,10/06/2013,Agents Fees,Operations,CAPITA BUSINESS SERVICES LTD,2000090612,143917,#,DL1 9HN
Department for Transport,Driver & Vehicle Licensing Agency,10/06/2013,Agency Staff Costs,Human Resource & Est,NETWORKERS INTERNATIONAL PLC,2000090615,3216,#,BR1 1HP
Department for Transport,Driver & Vehicle Licensing Agency,10/06/2013,Medical Examinations,Operations,XX XXXXXXX X XXXXX,2000090616,819,#,SO16 6YD
Department for Transport,Driver & Vehicle Licensing Agency,11/06/2013,Refund of Cherished Transfer Fee,Operations,CHERISHED TRANSFERS REFUND,2000092264,80,XXXXX,SA6 7JL
Department for Transport,Driver & Vehicle Licensing Agency,11/06/2013,Sale Of Marks Refund,Operations,CHERISHED TRANSFERS REFUND,2000092264,2600,XXXXX,SA6 7JL
Department for Transport,Driver & Vehicle Licensing Agency,11/06/2013,Courier Charges,Operations,ROYAL MAIL GROUP LTD,2000092279,2163.25,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,11/06/2013,Mail Collection/Deli,Finance & Commercial,ROYAL MAIL GROUP LTD,2000092279,3682.62,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,11/06/2013,Mail Collection/Deli,Operations,ROYAL MAIL GROUP LTD,2000092279,5099.94,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,11/06/2013,Agents Fees,Operations,CAPITA BUSINESS SERVICES LTD,2000092292,91279,#,DL1 9HN
Department for Transport,Driver & Vehicle Licensing Agency,11/06/2013,Agency Staff Costs,Information Services,LAUNCHSILVER LTD,2000092295,24802.74,#,BS6 6LT
Department for Transport,Driver & Vehicle Licensing Agency,11/06/2013,Training,Human Resource & Est,Highway Agency,2000092297,-12768,#,B1 1RN
Department for Transport,Driver & Vehicle Licensing Agency,11/06/2013,Training,Human Resource & Est,Highway Agency,2000092297,15259.7,#,B1 1RN
Department for Transport,Driver & Vehicle Licensing Agency,11/06/2013,Long Service Awards,Human Resource & Est,DEPARTMENT FOR TRANSPORT,2000092298,40078.5,#,HP2 4XN
Department for Transport,Driver & Vehicle Licensing Agency,12/06/2013,Mail Collection/Deli,Operations,ROYAL MAIL GROUP LTD,2000094055,2034.92,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,12/06/2013,Mail Collection/Deli,Finance & Commercial,ROYAL MAIL GROUP LTD,2000094055,3025.32,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,12/06/2013,Mail Collection/Deli,Finance & Commercial,ROYAL MAIL GROUP LTD,2000094055,3088.56,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,12/06/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000094058,871.08,#,S9 1XU
Department for Transport,Driver & Vehicle Licensing Agency,12/06/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000094058,2613.24,#,S9 1XU
Department for Transport,Driver & Vehicle Licensing Agency,22/06/2013,Recruitment Advertising,Human Resource & Est,WORK GROUP PLC,2000094062,6648.99,#,EC1N 8EQ
Department for Transport,Driver & Vehicle Licensing Agency,12/06/2013,Purchasing Card Charges,Finance & Commercial,AMERICAN EXPRESS,2000094065,5640.48,#,BN88 1NH
Department for Transport,Driver & Vehicle Licensing Agency,12/06/2013,Medical Examinations,Operations,XXXX X X XXXXXXXXXXX,2000094069,682.5,#,PR7 1PP
Department for Transport,Driver & Vehicle Licensing Agency,12/06/2013,Medical Examinations,Operations,XX XXXXXXXX XXXX XXXXXXX,2000094070,1365,#,NP10 8TR
Department for Transport,Driver & Vehicle Licensing Agency,12/06/2013,Medical Examinations,Operations,XX XXXX XXXX XXX,2000094071,2184,#,B75 7RR
Department for Transport,Driver & Vehicle Licensing Agency,12/06/2013,Medical Examinations,Operations,XX XXXXX X XXXXXXXX,2000094072,955.5,#,AL7 4HQ
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,NI Agency Funding,Finance & Commercial,DRIVER VEHICLE LICENSING N.IRELAND,2000096730,1000000,JUNE 13 FUNDING REQUEST,BT51 3TA
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,Debt Collection,Finance & Commercial,INTER CREDIT INTERNATIONAL LTD,2000096733,1958,#,N14 6JT
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,Debt Collection,Finance & Commercial,INTER CREDIT INTERNATIONAL LTD,2000096733,2002,#,N14 6JT
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,Debt Collection,Finance & Commercial,INTER CREDIT INTERNATIONAL LTD,2000096733,19899,#,N14 6JT
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,Debt Collection,Finance & Commercial,INTER CREDIT INTERNATIONAL LTD,2000096733,54859,#,N14 6JT
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,Non Stock Machine Consumables,Human Resource & Est,SUPPLIES TEAM,2000096734,696.86,#,S9 1XU
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000096734,67.68,355-3151 SUPP.TEAM CLJ 2600N TNR CART CY,S9 1XU
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000096734,946.46,857-4224 MY LEXMARK T654 TONER CARTRIDGE,S9 1XU
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000096734,1183.08,857-4224 MY LEXMARK T654 TONER CARTRIDGE,S9 1XU
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000096734,871.08,891-6393 My Brand Lexmark T644 HGH YLD T,S9 1XU
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,Legal Consultancy,Finance & Commercial,FIELD FISHER WATERHOUSE LLP,2000096735,1836,#,EC3N 2AA
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,Drug Screening,Operations,GSTS PATHOLOGY LLP,2000096745,3717,CDT DVLA Testing,SE1 7EH
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,Agency Staff Costs,Human Resource & Est,NETWORKERS INTERNATIONAL PLC,2000096746,1286.4,#,BR1 1HP
Department for Transport,Driver & Vehicle Licensing Agency,13/06/2013,Services provided by OGD,Operations,VOSA,2000096771,180906,Driver Conduct Charges - 6 Months 2012-13,SA1 8AN
Department for Transport,Driver & Vehicle Licensing Agency,14/06/2013,Machinery Maintenanc,Operations,IBM UK LTD (EURO PAYMENTS),2000098441,111311.15,#,PO6 3AE
Department for Transport,Driver & Vehicle Licensing Agency,14/06/2013,Professional Services,Corporate Affairs,TREASURY SOLICITOR,2000098442,13667.68,#,WC2B 4TS
Department for Transport,Driver & Vehicle Licensing Agency,14/06/2013,Professional Services,Human Resource & Est,TREASURY SOLICITOR,2000098442,461.9,#,WC2B 4TS
Department for Transport,Driver & Vehicle Licensing Agency,14/06/2013,Professional Services,Information Services,TREASURY SOLICITOR,2000098442,21.6,#,WC2B 4TS
Department for Transport,Driver & Vehicle Licensing Agency,14/06/2013,Postage Meters,Operations,PITNEY BOWES PURCHASE POWER,2000098445,25763.13,#,CM20 2GZ
Department for Transport,Driver & Vehicle Licensing Agency,14/06/2013,Courier Charges,Operations,ROYAL MAIL GROUP LTD,2000098447,2407.57,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,14/06/2013,Telephone Line Rental,Corporate Affairs,HOME OFFICE SHARED SERVICE CENTRE,2000098457,582.35,TRANSACTION CHARGE SEP-DEC 2012,NP20 9BB
Department for Transport,Driver & Vehicle Licensing Agency,14/06/2013,Live Running ,Operations,CONNECT INTERNET SOLUTIONS LTD,2000098459,10732,#,L2 6SG
Department for Transport,Driver & Vehicle Licensing Agency,14/06/2013,Medical Examinations,Operations,XX XXXX XXXXXXXX,2000098467,546,#,YO3 1HE
Department for Transport,Driver & Vehicle Licensing Agency,14/06/2013,Medical Examinations,Operations,XX XXXXXXX X XXXXX,2000098468,819,#,SO16 6YD
Department for Transport,Driver & Vehicle Licensing Agency,14/06/2013,Professional Services,Corporate Affairs,HMCS,2000098486,840,HMCS,SA6 7JL
Department for Transport,Driver & Vehicle Licensing Agency,14/06/2013,Further Educ Cost,Human Resource & Est,XXX,2000098488,536,X XXXXXXX XXXXXX,SA6 7JL
Department for Transport,Driver & Vehicle Licensing Agency,17/06/2013,Mail Collection/Deli,Finance & Commercial,ROYAL MAIL GROUP LTD,2000100206,3729.68,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,17/06/2013,Mobile Phone charges,Finance & Commercial,VODAFONE CORPORATE LIMITED,2000100207,3066.91,#,RG14 5FF
Department for Transport,Driver & Vehicle Licensing Agency,17/06/2013,Mobile Phone charges,Finance & Commercial,VODAFONE CORPORATE LIMITED,2000100207,2839.97,#,RG14 5FF
Department for Transport,Driver & Vehicle Licensing Agency,17/06/2013,Mobile Phone charges,Finance & Commercial,VODAFONE CORPORATE LIMITED,2000100207,2879.38,#,RG14 5FF
Department for Transport,Driver & Vehicle Licensing Agency,17/06/2013,Mobile Phone charges,Finance & Commercial,VODAFONE CORPORATE LIMITED,2000100207,2869.61,#,RG14 5FF
Department for Transport,Driver & Vehicle Licensing Agency,17/06/2013,Debt Collection,Finance & Commercial,INTER CREDIT INTERNATIONAL LTD,2000100211,2926,#,N14 6JT
Department for Transport,Driver & Vehicle Licensing Agency,17/06/2013,Debt Collection,Finance & Commercial,INTER CREDIT INTERNATIONAL LTD,2000100211,1337.13,#,N14 6JT
Department for Transport,Driver & Vehicle Licensing Agency,17/06/2013,Drug Screening,Operations,SANDWELL & W BIRMINGHAM HOSPITALS,2000100241,12234,#,B18 7QH
Department for Transport,Driver & Vehicle Licensing Agency,18/06/2013,Mobile Phone charges,Finance & Commercial,VODAFONE CORPORATE LIMITED,2000101905,7,A/C 602012384 MOBILE CHARGES,RG14 5FF
Department for Transport,Driver & Vehicle Licensing Agency,18/06/2013,Mobile Phone charges,Finance & Commercial,VODAFONE CORPORATE LIMITED,2000101905,2899.56,#,RG14 5FF
Department for Transport,Driver & Vehicle Licensing Agency,18/06/2013,Debt Collection,Finance & Commercial,INTER CREDIT INTERNATIONAL LTD,2000101907,24110.24,#,N14 6JT
Department for Transport,Driver & Vehicle Licensing Agency,18/06/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000101908,-709.56,#,S9 1XU
Department for Transport,Driver & Vehicle Licensing Agency,18/06/2013,Agents Fees,Operations,CAPITA BUSINESS SERVICES LTD,2000101912,146306,#,DL1 9HN
Department for Transport,Driver & Vehicle Licensing Agency,19/06/2013,Mail Collection/Deli,Operations,ROYAL MAIL GROUP LTD,2000103960,2822.98,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,19/06/2013,Purchasing Card Charges,Finance & Commercial,BARCLAYCARD CARD PAYMENTS,2000103962,1111961.32,#,NN4 7BR
Department for Transport,Driver & Vehicle Licensing Agency,19/06/2013,Live Running ,Operations,CONNECT INTERNET SOLUTIONS LTD,2000103967,10732,#,L2 6SG
Department for Transport,Driver & Vehicle Licensing Agency,29/06/2013,Non-stock Printing,Operations,WILLIAMS LEA LIMITED,2000103970,14921.69,#,NR3 1PD
Department for Transport,Driver & Vehicle Licensing Agency,19/06/2013,Childcare Voucher Co,Human Resource & Est,Fideliti Limited,2000103972,19704.74,#,WA3 7GB
Department for Transport,Driver & Vehicle Licensing Agency,20/06/2013,Car Hire and Leasing,Finance & Commercial,LINDE MATERIAL HANDLING,2000111393,19192.24,#,WD18 8YN
Department for Transport,Driver & Vehicle Licensing Agency,20/06/2013,Medical Examinations,Operations,XXXX XXXX XXXXXXXX,2000111397,682.5,#,EH4 2XU
Department for Transport,Driver & Vehicle Licensing Agency,20/06/2013,Medical Examinations,Operations,XX XXXXX X XXXXX,2000111399,546,#,CH4 9DS
Department for Transport,Driver & Vehicle Licensing Agency,21/06/2013,Telephone Line Rental,Information Services,BRITISH TELECOMMUNICATIONS PLC,2000113178,4692.46,#,DH98 1BT
Department for Transport,Driver & Vehicle Licensing Agency,21/06/2013,Mail Collection/Deli,Operations,ROYAL MAIL GROUP LTD,2000113181,1878.64,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,24/06/2013,Software Licence Exp,Finance & Commercial,Vodafone,2000114874,-4571.6,#,MK3 5JP
Department for Transport,Driver & Vehicle Licensing Agency,24/06/2013,Software Licence Exp,Finance & Commercial,Vodafone,2000114874,4834.54,#,MK3 5JP
Department for Transport,Driver & Vehicle Licensing Agency,24/06/2013,Courier Charges,Operations,ROYAL MAIL GROUP LTD,2000114875,2030.91,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,24/06/2013,Mail Collection/Deli,Operations,ROYAL MAIL GROUP LTD,2000114875,749.52,#,S49 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,24/06/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000114878,522.65,#,S9 1XU
Department for Transport,Driver & Vehicle Licensing Agency,24/06/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000114878,709.85,857-4224 MY LEXMARK T654 TONER CARTRIDGE,S9 1XU
