Body Name,Body,Service label,Organisational unit,Expenditure category,Detailed Expenses type,Date,Transaction Number,Amount,"Capital/
Revenue",Supplier Name,Supplier ID
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733927,864.00,Revenue,"Foster, Kenneth",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillor Superannuation,18/12/2015,34733999,540.29,Revenue,"Smith, Peter",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733934,864.00,Revenue,"Smith, Peter",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734016,1824.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733930,864.00,Revenue,"Foster, Wendy",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733929,864.00,Revenue,"Jordan, Glenn",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734028,864.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733928,864.00,Revenue,"Leaves, Martin",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733926,864.00,Revenue,"Leaves, Michael",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Lord Mayors Allowance,18/12/2015,34734003,1200.00,Revenue,"Mahony, John",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733912,864.00,Revenue,"Mahony, John",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733900,864.00,Revenue,"Nicholson, Patricia",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733924,864.00,Revenue,"Aspinall, Mary",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734030,864.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733931,864.00,Revenue,"Rennie, Edwin",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733894,864.00,Revenue,"Wheeler, George",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Transport,Casual User Allowances,18/12/2015,34746824,545.40,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733932,864.00,Revenue,"Salter, David",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733883,864.00,Revenue,"Stevens, William",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734025,864.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733933,864.00,Revenue,"Vincent, Brian",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734027,1728.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734013,864.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733916,864.00,Revenue,"Bowyer, Ian",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733910,864.00,Revenue,"Bowie, Sallyanne",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733907,864.00,Revenue,"Mcdonald, Susan",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734005,1728.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733905,864.00,Revenue,"Ricketts, Steven",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734017,864.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734031,864.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733925,864.00,Revenue,"Beer, Therese",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733920,864.00,Revenue,"Bowyer, Lynda",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734012,864.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733917,864.00,Revenue,"Coker, Mark",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734010,1728.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733919,864.00,Revenue,"Drean, Jonathan",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734020,1728.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733906,864.00,Revenue,"Lowry, Mark",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733889,864.00,Revenue,"Ball, Richard",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733884,864.00,Revenue,"Leaves, Samantha",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733914,864.00,Revenue,"Tuohy, Christina",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733915,864.00,Revenue,"Murphy, Pauline",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733896,864.00,Revenue,"Churchill, Nigel",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734032,1728.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733918,864.00,Revenue,"Penberthy, Christopher",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734026,1728.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733898,864.00,Revenue,"Singh, Chaz",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733897,864.00,Revenue,"Tuffin, Ian",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734015,1728.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733909,864.00,Revenue,"Damarell, Danny",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733891,864.00,Revenue,"Darcy, Ian",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733913,864.00,Revenue,"Davey, John",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733899,864.00,Revenue,"Fox, Michael",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733893,864.00,Revenue,"Jarvis, Paul",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734023,864.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733892,864.00,Revenue,"Parker Delaz Ajete, Lorraine",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Special Responsibility Allowance,18/12/2015,34734014,1728.00,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733895,864.00,Revenue,"Taylor, Katie",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Planning Services,Place Directorate,Transport,Casual User Allowances,18/12/2015,34749441,932.85,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733903,864.00,Revenue,"Morris, Jonny",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Consultancy Fees,18/12/2015,34736545,551.50,Revenue,Redacted personal data,N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733904,864.00,Revenue,"Downie, David",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733886,864.00,Revenue,"Riley, John",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733908,864.00,Revenue,"Sparling, Michael",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733902,864.00,Revenue,"Hendy, Neil",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733911,864.00,Revenue,"Bridgeman, Madeline",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733890,864.00,Revenue,"Storer, Christopher",N/A-Payroll
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Corporate & Democratic Core,Executive Office,Employees,Councillors Basic Allowance,18/12/2015,34733888,864.00,Revenue,"Dann, Susan",N/A-Payroll
