Newcastle City Council Invoices over £250 paid in February 2013,,,,,,,,,
,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,06/02/2013,THE CRACK LTD,5783819,Revenue,1KL3A,City Hall                    K,750.00 
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,06/02/2013,THE CRACK LTD,5783912,Revenue,1KL3A,City Hall                    K,400.00 
Adult & Culture,Social Services-Care Support           ,Third Party Payments,20/02/2013,THE CYRENIANS,5801480,Revenue,3WH91,Supporting People            M,"109,436.44 "
Adult & Culture,Social Services-Care Support           ,Third Party Payments,20/02/2013,THE DEPAUL TRUST,5801482,Revenue,3WH91,Supporting People            M,"17,266.82 "
Childrens Services,Childrens Services Support       ,Third Party Payments,04/02/2013,THE EDWARD LLOYD TRUST,5784934,Revenue,1MD66,CWD Care Packages            E,252.72 
Childrens Services,Childrens Services Support       ,Third Party Payments,04/02/2013,THE EDWARD LLOYD TRUST,5784935,Revenue,1MD66,CWD Care Packages            E,471.58 
Childrens Services,Childrens Services Support       ,Third Party Payments,04/02/2013,THE EDWARD LLOYD TRUST,5784948,Revenue,1MD66,CWD Care Packages            E,277.40 
Childrens Services,Childrens Services Support       ,Third Party Payments,04/02/2013,THE EDWARD LLOYD TRUST,5784975,Revenue,1MD66,CWD Care Packages            E,748.98 
Childrens Services,Childrens Services Support       ,Third Party Payments,10/02/2013,THE EDWARD LLOYD TRUST,5789666,Revenue,1MD66,CWD Care Packages            E,252.72 
Childrens Services,Childrens Services Support       ,Third Party Payments,10/02/2013,THE EDWARD LLOYD TRUST,5789930,Revenue,1MD66,CWD Care Packages            E,315.90 
Childrens Services,Childrens Services Support       ,Third Party Payments,12/02/2013,THE EDWARD LLOYD TRUST,5793046,Revenue,1MD66,CWD Care Packages            E,748.98 
Childrens Services,Childrens Services Support       ,Third Party Payments,12/02/2013,THE EDWARD LLOYD TRUST,5793053,Revenue,1MD66,CWD Care Packages            E,346.75 
Childrens Services,Childrens Services Support       ,Third Party Payments,12/02/2013,THE EDWARD LLOYD TRUST,5793091,Revenue,1MD66,CWD Care Packages            E,665.76 
Childrens Services,Childrens Services Support       ,Third Party Payments,12/02/2013,THE EDWARD LLOYD TRUST,5793113,Revenue,1MD66,CWD Care Packages            E,471.58 
Childrens Services,Childrens Services Support       ,Third Party Payments,12/02/2013,THE EDWARD LLOYD TRUST,5793114,Revenue,1MD66,CWD Care Packages            E,332.88 
Childrens Services,Childrens Services Support       ,Third Party Payments,12/02/2013,THE EDWARD LLOYD TRUST,5793192,Revenue,1MD66,CWD Care Packages            E,832.20 
Childrens Services,Childrens Services Support       ,Third Party Payments,12/02/2013,THE EDWARD LLOYD TRUST,5793230,Revenue,1MD66,CWD Care Packages            E,252.72 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",18/02/2013,THE EDWARD LLOYD TRUST,5797848,Revenue,1MK50,Ind Supported Living LD      M,"-7,782.64 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,18/02/2013,THE EDWARD LLOYD TRUST,5797848,Revenue,1MK50,Ind Supported Living LD      M,"83,191.68 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,18/02/2013,THE EDWARD LLOYD TRUST,5797848,Revenue,3WH96,Continuing Care-Dom Payments M,"5,009.24 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,18/02/2013,THE EDWARD LLOYD TRUST,5797884,Revenue,1MK54,Dom Care Own Tenancy LD      M,603.20 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,18/02/2013,THE EDWARD LLOYD TRUST,5797884,Revenue,1MK55,Dom Care Family/Carer LD     M,"2,668.00 "
Childrens Services,Childrens Services Support       ,Third Party Payments,18/02/2013,THE EDWARD LLOYD TRUST,5797665,Revenue,1MD66,CWD Care Packages            E,332.88 
Adult & Culture,Social Services-Care Support           ,Third Party Payments,20/02/2013,THE EDWARD LLOYD TRUST,5801526,Revenue,3WH91,Supporting People            M,"28,292.40 "
Childrens Services,Childrens Services Support       ,Third Party Payments,28/02/2013,THE EDWARD LLOYD TRUST,5808834,Revenue,1MD66,CWD Care Packages            E,252.72 
Childrens Services,Childrens Services Support       ,Third Party Payments,28/02/2013,THE EDWARD LLOYD TRUST,5808835,Revenue,1MD66,CWD Care Packages            E,252.72 
Childrens Services,Childrens Services Support       ,Third Party Payments,28/02/2013,THE EDWARD LLOYD TRUST,5808934,Revenue,1MD66,CWD Care Packages            E,388.36 
Childrens Services,Childrens Services Support       ,Third Party Payments,28/02/2013,THE EDWARD LLOYD TRUST,5808935,Revenue,1MD66,CWD Care Packages            E,554.80 
Childrens Services,Childrens Services Support       ,Third Party Payments,28/02/2013,THE EDWARD LLOYD TRUST,5810495,Revenue,1MD66,CWD Care Packages            E,346.75 
Childrens Services,Childrens Services Support       ,Third Party Payments,28/02/2013,THE EDWARD LLOYD TRUST,5810517,Revenue,1MD66,CWD Care Packages            E,610.28 
Childrens Services,Childrens Services Support       ,Third Party Payments,28/02/2013,THE EDWARD LLOYD TRUST,5810540,Revenue,1MD66,CWD Care Packages            E,252.72 
Childrens Services,Childrens Services Support       ,Third Party Payments,28/02/2013,THE EDWARD LLOYD TRUST,5810542,Revenue,1MD66,CWD Care Packages            E,610.28 
Childrens Services,Childrens Services Support       ,Third Party Payments,28/02/2013,THE EDWARD LLOYD TRUST,5810674,Revenue,1MD66,CWD Care Packages            E,252.72 
Childrens Services,Childrens Services Support       ,Third Party Payments,28/02/2013,THE EDWARD LLOYD TRUST,5810684,Revenue,1MD66,CWD Care Packages            E,277.40 
Childrens Services,Childrens Services Support       ,Third Party Payments,28/02/2013,THE EDWARD LLOYD TRUST,5810771,Revenue,1MD66,CWD Care Packages            E,277.40 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,THE FOXWALLS,5791572,Revenue,1MG20,Ind Res Care Elderly         M,-476.80 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,THE FOXWALLS,5791572,Revenue,1MG20,Ind Res Care Elderly         M,"2,724.00 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,25/02/2013,THE GRANGE,5805648,Revenue,1MM20,Ind Res Care MH              M,"1,687.04 "
Childrens Services,Childrens Services Support       ,Supplies & Services,18/02/2013,THE GUIDE DOGS FOR THE BLIND ASSOCIATION,5797675,Revenue,1MB05,CHILDREN WITH DISABILITIESTEAE,"1,920.40 "
City Services,CD - Customer Service Devt       ,Supplies & Services,18/02/2013,THE HUMAN OFFICE LTD,5798158,Revenue,1CA05,CITY SERVICE CASHIERS        C,347.64 
Childrens Services,Schools Payment Agency                 ,Supplies & Services,26/02/2013,THE HUMAN OFFICE LTD,5807862,Revenue,1E+298,SB The Bridges-Roycroft Unit E,471.07 
Childrens Services,EDUCATION                              ,Third Party Payments,14/02/2013,THE HUNTERCOMBE GROUP,5795495,Revenue,1MC02,IND Sector Placements        E,"11,990.00 "
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,THE LAWNS,5791542,Revenue,1MG20,Ind Res Care Elderly         M,-788.40 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,THE LAWNS,5791542,Revenue,1MG20,Ind Res Care Elderly         M,"1,717.04 "
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",25/02/2013,THE MANOR HOUSE,5805639,Revenue,1MG20,Ind Res Care Elderly         M,"-1,796.88 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,25/02/2013,THE MANOR HOUSE,5805639,Revenue,1MG20,Ind Res Care Elderly         M,"7,280.00 "
Adult & Culture,Social Services-Care Support           ,Third Party Payments,20/02/2013,THE OUTPOST HOUSING PROJECT,5801484,Revenue,3WH91,Supporting People            M,"5,731.24 "
City Services,CD - Corporate Services NOR            ,Transfer Payments,25/02/2013,THE OUTPOST HOUSING PROJECT,5804342,Revenue,1CS50,BENEFITS PAYMENT ACCOUNT     C,305.40 
Childrens Services,Childrens Services Support       ,Third Party Payments,27/02/2013,THE PERCY HEDLEY FOUNDATION,5808927,Revenue,1MD66,CWD Care Packages            E,"5,586.00 "
Childrens Services,Childrens Services Support       ,Third Party Payments,28/02/2013,THE PERCY HEDLEY FOUNDATION,5810525,Revenue,1MD66,CWD Care Packages            E,"6,517.00 "
Adult & Culture,Social Services                        ,Third Party Payments,19/02/2013,THE PIERPOINT GROUP,5799077,Revenue,1MP27,DAT Residential Rehab        M,596.50 
Environment & Regeneration,CW Security Services             ,Premises,24/02/2013,THE PROTECTOR GROUP,5803752,Revenue,1KJ81,Void Service                 K,327.50 
Chief Executives,NS: Asset Man              ,Premises,28/02/2013,THE PROTECTOR GROUP,5810724,Revenue,1DQ9L,S&M Trinity Kenton Lodge     F,"2,750.00 "
Chief Executives,CD-Communications and Marketing  ,Supplies & Services,11/02/2013,THE RIP,5790700,Revenue,1VP25,SSCF Safer Stronger Comms    F,339.00 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,THE STANHOPE SUITE,5791568,Revenue,1MH10,Ind Nursing Care PD          M,-476.80 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,THE STANHOPE SUITE,5791568,Revenue,1MH10,Ind Nursing Care PD          M,"1,883.96 "
Adult & Culture,Social Services                        ,Supplies & Services,07/02/2013,THEATRE AURACARIA,5788890,Revenue,1DF66,Holocaust Memorial Day       M,"4,890.00 "
Childrens Services,Childrens Services Support       ,Supplies & Services,28/02/2013,THERAPOSTURE LTD,5810529,Revenue,1MD66,CWD Care Packages            E,500.00 
Chief Executives,CD - Legal Services              ,"Sales, Fees & Charges",24/02/2013,THOBURNS ENFORCEMENT SERVICES LTD,5803309,Revenue,3RN24,LEGAL ACTION CONTROL ACCOUNT F,310.00 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,THOMAS KNIGHT CARE HOME,5791585,Revenue,1MG10,Ind Nursing Care Elderly     M,-689.36 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,THOMAS KNIGHT CARE HOME,5791586,Revenue,1MG10,Ind Nursing Care Elderly     M,-689.36 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,THOMAS KNIGHT CARE HOME,5791585,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,905.16 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,THOMAS KNIGHT CARE HOME,5791586,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,905.16 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5793002,Revenue,3KIMD,Other Stores Stock Account   K,253.95 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5793004,Revenue,3KIMD,Other Stores Stock Account   K,"1,763.39 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5793007,Revenue,3KIMD,Other Stores Stock Account   K,963.50 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5793055,Revenue,3KIMD,Other Stores Stock Account   K,556.80 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5793056,Revenue,3KIMD,Other Stores Stock Account   K,416.00 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5793072,Revenue,3KIMD,Other Stores Stock Account   K,"1,393.50 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5793074,Revenue,3KIMD,Other Stores Stock Account   K,873.30 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5793075,Revenue,3KIMD,Other Stores Stock Account   K,"1,544.50 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5793076,Revenue,3KIMD,Other Stores Stock Account   K,711.60 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5793105,Revenue,3KIMD,Other Stores Stock Account   K,556.80 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5793106,Revenue,3KIMD,Other Stores Stock Account   K,"1,277.56 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,27/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5808979,Revenue,3KIMD,Other Stores Stock Account   K,"2,807.29 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5805879,Revenue,3KIMD,Other Stores Stock Account   K,"1,621.20 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5805881,Revenue,3KIMD,Other Stores Stock Account   K,448.63 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,THOMPSON BUILDING CENTRES (FOSSWAYS),5805886,Revenue,3KIMD,Other Stores Stock Account   K,311.31 
Environment & Regeneration,Highways                               ,Premises,10/02/2013,THOMPSONS OF PRUDHOE LTD,5789058,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,326.06 
Environment & Regeneration,Highways                               ,Premises,11/02/2013,THOMPSONS OF PRUDHOE LTD,5791233,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,334.90 
Chief Executives,NS: Admin & Finance        ,Premises,27/02/2013,THOMPSONS OF PRUDHOE LTD,5809178,Revenue,1DQ85,S&M Hare & Hounds            F,851.62 
Environment & Regeneration,Highways                               ,Premises,28/02/2013,THOMPSONS OF PRUDHOE LTD,5805319,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,329.80 
Chief Executives,CD - Finance & Resources NOR           ,Supplies & Services,12/02/2013,THOMPSONS SOLICITORS,5793297,Revenue,3RM11,EMPLOYERS LIABILITY INSURANCEF,"2,100.00 "
Chief Executives,CD - Finance & Resources NOR           ,Supplies & Services,28/02/2013,THOMSON MACKAY LTD,5811317,Revenue,3RM09,MOTOR VEHICLE INSURANCE      F,751.08 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,THORNBECK COLLEGE,5791658,Revenue,1MK20,Ind Res Care LD              M,-338.00 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,THORNBECK COLLEGE,5791658,Revenue,1MK50,Ind Supported Living LD      M,-622.80 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,THORNBECK COLLEGE,5791658,Revenue,1MK20,Ind Res Care LD              M,"9,413.68 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,THORNBECK COLLEGE,5791658,Revenue,1MK50,Ind Supported Living LD      M,"13,472.36 "
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",18/02/2013,THORNBECK COLLEGE,5797851,Revenue,1MK50,Ind Supported Living LD      M,-552.92 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,18/02/2013,THORNBECK COLLEGE,5797851,Revenue,1MK50,Ind Supported Living LD      M,"28,523.24 "
Environment & Regeneration,CW Security Services             ,Premises,28/02/2013,THROCKLEY COMMUNITY HALL LTD,5810718,Revenue,1KJ33,Wardens Overheads            K,600.00 
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,26/02/2013,TICKETLINE NETWORK LTD,5780627,Revenue,1KL3A,City Hall                    K,"1,200.00 "
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,13/02/2013,TIME TO CARE,5793876,Revenue,1MK50,Ind Supported Living LD      M,"3,376.03 "
Childrens Services,Educ Linhope PRU           ,Supplies & Services,20/02/2013,TLG (THE LIGHTHOUSE GROUP) EDUC CHARITY,5801467,Revenue,1E+254,Linhope PRU                  E,"2,389.00 "
Childrens Services,Educ Linhope PRU           ,Supplies & Services,20/02/2013,TLG (THE LIGHTHOUSE GROUP) EDUC CHARITY,5801473,Revenue,1E+254,Linhope PRU                  E,"2,389.00 "
Childrens Services,Exchequer Payroll                      ,Employees,27/02/2013,TMP (UK) LTD,5809413,Revenue,1E+97,Bridgewater Centre           E,"1,446.44 "
