Organisation Name,Invoice ID,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced (£)
Rochdale,V000840463,14/10/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"10,776.62 "
Rochdale,V000832838,01/10/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"1,199.99 "
Rochdale,V000840595,15/10/2014,THE UK ASSOCIATION FOR MUSIC EDUCATION MUSIC MARK,Financial Services,EARLY HELP AND SCHOOLS,SCHOOLS BUSINESS UNIT,575.00 
Rochdale,V000844397,24/10/2014,THE UNIVERSITY OF MANCHESTER,Human Resources,PHYSICAL DIS & OLDER PEOPLE,MENTAL HEALTH CAPACITY ACT GRANT,665.00 
Rochdale,V000844417,24/10/2014,THE UNIVERSITY OF MANCHESTER,Human Resources,PHYSICAL DIS & OLDER PEOPLE,MENTAL HEALTH CAPACITY ACT GRANT,665.00 
Rochdale,V000844418,24/10/2014,THE UNIVERSITY OF MANCHESTER,Human Resources,PHYSICAL DIS & OLDER PEOPLE,MENTAL HEALTH CAPACITY ACT GRANT,665.00 
Rochdale,V000844419,24/10/2014,THE UNIVERSITY OF MANCHESTER,Human Resources,PHYSICAL DIS & OLDER PEOPLE,MENTAL HEALTH CAPACITY ACT GRANT,665.00 
Rochdale,V000838717,06/10/2014,THE UNIVERSITY OF SALFORD,Human Resources,CHILDREN’S SOCIAL CARE,CSC TRAINING EXPENSES,850.00 
Rochdale,V000846512,31/10/2014,THE UNIVERSITY OF SALFORD,Human Resources,CHILDREN’S SOCIAL CARE,CSC TRAINING EXPENSES,850.00 
Rochdale,V000838718,06/10/2014,THE UNIVERSITY OF SALFORD,Human Resources,CHILDREN’S SOCIAL CARE,WORKFORCE DEVELOPMENT TEAM,850.00 
Rochdale,V000846513,31/10/2014,THE UNIVERSITY OF SALFORD,Human Resources,CHILDREN’S SOCIAL CARE,WORKFORCE DEVELOPMENT TEAM,850.00 
Rochdale,V000840845,16/10/2014,TIPTOES CHILD THERAPY SERVICES LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"7,580.00 "
Rochdale,V000838018,03/10/2014,TOGETHER WORKING FOR WELLBEING,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"1,274.70 "
Rochdale,V000838020,03/10/2014,TOGETHER WORKING FOR WELLBEING,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"1,001.55 "
Rochdale,V000838022,03/10/2014,TOGETHER WORKING FOR WELLBEING,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"1,274.70 "
Rochdale,V000846459,31/10/2014,TOGETHER WORKING FOR WELLBEING,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,801.24 
Rochdale,V000846460,31/10/2014,TOGETHER WORKING FOR WELLBEING,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"1,019.76 "
Rochdale,V000846461,31/10/2014,TOGETHER WORKING FOR WELLBEING,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"1,019.76 "
Rochdale,V000838727,06/10/2014,TOGETHER WORKING FOR WELLBEING,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"16,850.00 "
Rochdale,V000844167,22/10/2014,TOTAL PHYSIOTHERAPY LIMITED,Healthcare,FINANCE SERVICES,BLUE BADGES,"1,260.00 "
Rochdale,V000837710,02/10/2014,TRAKM8 LIMITED,Vehicle Management,ECONOMY AND ENVIRONMENT,EMS TRANSFORMATION PROJECT PHASE 1 REV,"2,160.00 "
Rochdale,V000840590,14/10/2014,TRANSPORT FOR GREATER MANCHESTER,Public Transport,EARLY HELP AND SCHOOLS,BUS PASSES - SECONDARY SCHOOL,"76,644.85 "
Rochdale,V000839320,09/10/2014,TRAX CARE LTD,Human Resources,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"19,285.71 "
Rochdale,V000837807,02/10/2014,TREETOPS NURSERY,Financial Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"1,000.00 "
Rochdale,V000845342,27/10/2014,TRENCH RIGHT LTD,Environmental Services,PROPERTY AND HIGHWAYS,CORING,"7,168.90 "
Rochdale,V000844186,22/10/2014,TRINITY MIRROR PUBLISHING LTD,Education,ECONOMY AND ENVIRONMENT,FLOOD RESILIENCE COMMUNITY PATHFINDER,"1,200.00 "
Rochdale,V000841678,20/10/2014,TRINITY MIRROR PUBLISHING LTD,Education,PROPERTY AND HIGHWAYS,STREET CLOSURE ORDERS,"1,250.94 "
Rochdale,V000836678,29/09/2014,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"1,267.10 "
Rochdale,V000837487,30/09/2014,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"1,300.00 "
Rochdale,V000840506,14/10/2014,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,640.00 
Rochdale,V000832853,01/10/2014,TURF HILL INITIATIVE CENTRE,Financial Services,CUSTOMERS & CORPORATE SERVICES,TURF HILL COMMUNITY CENTRE,"2,800.00 "
Rochdale,V000841746,20/10/2014,TURNING POINT SERVICES LIMITED,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"20,240.00 "
Rochdale,V000843465,21/10/2014,TURNING POINT SERVICES LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,SOCIAL EXCLUSION,"16,876.71 "
Rochdale,V000838696,06/10/2014,TYNETEC LTD,Information Communication Technology,PHYSICAL DIS & OLDER PEOPLE,CARELINE,715.80 
Rochdale,V000838773,06/10/2014,TYNETEC LTD,Information Communication Technology,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"3,604.00 "
Rochdale,V000838774,06/10/2014,TYNETEC LTD,Information Communication Technology,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"1,476.40 "
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"4,960.70 "
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,EARLY HELP AND SCHOOLS,ALKRINGTON CHILDREN CENTRE,529.05 
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,584.21 
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,563.03 
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,COUNTRYSIDE OPERATIONS,"4,960.35 "
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,FIRGROVE PLAYING FIELDS,"1,138.10 "
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,CUSTOMERS & CORPORATE SERVICES,JUMBO CTRS,997.89 
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,LAKESIDE DEMOLITIONS,922.19 
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,EARLY HELP AND SCHOOLS,LANGLEY CHILDRENS CENTRE,989.00 
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,LEARNING DIS & MENTAL HEALTH,LD COMMISSIONER CARE MANAGEMENT TEAM,654.82 
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,PROPERTY AND HIGHWAYS,LITTLEBOROUGH COMMUNITY CAMPUS,"4,124.36 "
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,CUSTOMERS & CORPORATE SERVICES,RENAISSANCE,635.73 
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,SPORTS PITCHES BOROUGHWIDE,550.04 
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,645.15 
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,CUSTOMERS & CORPORATE SERVICES,STANNYCLIFFE,641.79 
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,TELEGRAPH HOUSE SERVICE CHARGE ACCOUNT,"1,101.45 "
Rochdale,V000843467,21/10/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,TOWN HALL,"6,430.17 "
Rochdale,V000839678,10/10/2014,UNITY PARTNERSHIP LTD,Information Communication Technology,PROPERTY AND HIGHWAYS,HIGHWAYS MANAGEMENT,"2,330.15 "
Rochdale,V000837778,02/10/2014,UNITY PARTNERSHIP LTD,Information Communication Technology,PROPERTY AND HIGHWAYS,NETWORK DEVELOPMENT TEAM,"15,017.95 "
Rochdale,V000837777,02/10/2014,UNITY PARTNERSHIP LTD,Information Communication Technology,PROPERTY AND HIGHWAYS,SOUTH HEYWOOD IMP JCT 19 LINK ROAD,"6,000.00 "
Rochdale,V000845361,27/10/2014,UNITY PARTNERSHIP LTD,Information Communication Technology,PROPERTY AND HIGHWAYS,SOUTH HEYWOOD IMP JCT 19 LINK ROAD,"6,000.00 "
Rochdale,V000837618,02/10/2014,UNIVERSITY OF BIRMINGHAM,Financial Services,EARLY HELP AND SCHOOLS,RANS  MANAGEMENT,"3,215.00 "
Rochdale,V000841096,17/10/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,EDIT GENERAL,"-1,931.00 "
Rochdale,V000837835,03/10/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"5,800.00 "
Rochdale,V000837838,03/10/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"1,260.00 "
Rochdale,V000836078,29/09/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,890.75 
Rochdale,V000836251,29/09/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"3,646.44 "
Rochdale,V000837874,03/10/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"34,006.95 "
Rochdale,V000839443,09/10/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,980.00 
Rochdale,V000839444,09/10/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"2,385.00 "
Rochdale,V000839446,09/10/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,940.00 
Rochdale,V000841083,17/10/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"4,766.21 "
Rochdale,V000837883,03/10/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"-1,917.30 "
Rochdale,V000837878,03/10/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"-2,043.55 "
Rochdale,V000841096,17/10/2014,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"-2,516.78 "
Rochdale,V000840696,15/10/2014,URBAN VISION PARTNERSHIP LTD,Consultancy,ECONOMY AND ENVIRONMENT,SERVICE HEAD  PLAN AND REG,"12,736.00 "
Rochdale,V000840797,15/10/2014,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,Environmental Services,ECONOMY AND ENVIRONMENT,SITE DEVELOPMENT FUND,"36,062.00 "
Rochdale,V000840829,16/10/2014,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,Environmental Services,ECONOMY AND ENVIRONMENT,SITE DEVELOPMENT FUND,"5,000.00 "
Rochdale,V000832867,28/09/2014,VICTIM SUPPORT & WITNESS SERVICE,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,SAFER COMMUNITIES COMMISSIONING,"29,238.25 "
Rochdale,V000845368,27/10/2014,VICTIM SUPPORT & WITNESS SERVICE,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,SAFER COMMUNITIES COMMISSIONING,"12,138.00 "
Rochdale,V000840721,15/10/2014,VICTIM SUPPORT & WITNESS SERVICE,Social Community Care Supplies & Services,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"9,013.06 "
Rochdale,V000840299,14/10/2014,VIRGIN CARE BLACKPOOL LLP,Social Community Care Supplies & Services,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,588.80 
Rochdale,V000840300,14/10/2014,VIRGIN CARE BLACKPOOL LLP,Social Community Care Supplies & Services,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"7,040.00 "
Rochdale,V000839441,09/10/2014,VODAFONE - CABLE & WIRELESS,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,696.90 
Rochdale,V000844068,21/10/2014,VODAFONE LIMITED - THUS,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"1,283.77 "
Rochdale,V000841174,17/10/2014,VPS UK LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,SECURITY COSTS - DISPOSALS,"1,323.12 "
Rochdale,V000841175,17/10/2014,VPS UK LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,SECURITY COSTS - DISPOSALS,"1,359.90 "
Rochdale,V000841176,17/10/2014,VPS UK LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,SECURITY COSTS - DISPOSALS,"1,815.51 "
Rochdale,V000841177,17/10/2014,VPS UK LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,SECURITY COSTS - DISPOSALS,"1,328.27 "
Rochdale,V000841178,17/10/2014,VPS UK LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,SECURITY COSTS - DISPOSALS,"1,324.29 "
Rochdale,V000841179,17/10/2014,VPS UK LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,SECURITY COSTS - DISPOSALS,"1,650.06 "
Rochdale,V000841187,17/10/2014,VPS UK LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,SECURITY COSTS - DISPOSALS,657.92 
Rochdale,V000845414,27/10/2014,WARDLE ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,ASYLUM SEEKERS,850.00 
Rochdale,V000846267,30/10/2014,WARDLE ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,LOOKED AFTER CHILDREN PUPIL PREMIUM,"3,000.00 "
Rochdale,V000841911,20/10/2014,WARDLE ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,"6,601.33 "
Rochdale,V000841910,20/10/2014,WARDLE ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,TOP UP - UNITS,"26,034.63 "
Rochdale,V000832843,01/10/2014,WARDLEWORTH COMMUNITY CENTRE ASSOCIATION,Financial Services,CUSTOMERS & CORPORATE SERVICES,WARDLEWORTH COMMUNITY CENTRE,"11,675.00 "
Rochdale,V000844424,24/10/2014,WELCARE SECURE ESCORTS LTD,Unclassifiable,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,540.00 
Rochdale,V000844820,27/10/2014,WENDYS,Unclassifiable,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,840.00 
Rochdale,V000839339,09/10/2014,WHISTLEDAWN LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"2,500.00 "
Rochdale,V000839340,09/10/2014,WHISTLEDAWN LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"14,700.00 "
Rochdale,V000839341,09/10/2014,WHISTLEDAWN LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"10,907.15 "
Rochdale,V000840317,15/10/2014,WINTON FLOORING LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,CHILDREN`S CENTRES CAPITAL,"1,617.20 "
Rochdale,V000841433,20/10/2014,WINTON FLOORING LIMITED,Building Construction Materials,PROPERTY AND HIGHWAYS,MIDD ARENA - REPLACE SPORTS HALL FLOOR 3,709.00 
Rochdale,V000840491,14/10/2014,WLG WHOLESALERS,Catering,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,"1,961.36 "
Rochdale,V000841748,20/10/2014,WRIXON CARE SERVICES,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,REDUCING RE-OFFENDING,511.45 
Rochdale,V000845288,27/10/2014,YASIN ALI,Financial Services,ECONOMY AND ENVIRONMENT,PIF DRAKE ST. IMPS 200K 10/11,"1,500.00 "
Rochdale,V000844317,23/10/2014,YOTTA LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIGHWAYS CONTRACT RE-PROCUREMENT,"1,700.00 "
Rochdale,V000826653,30/10/2014,ZERO SIX,Consultancy,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,578.92 
