Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number, AP Amount (£) ,VAT registration number,Purchase invoice number
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,3379337," 300,000.00 ",,200229
Department of Health,NHS England,30/04/2014,Supplies and services – general,Public Health,NHS NORTH SOMERSET CCG,3406092," 300,790.95 ",,7029400389
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR POWER & PARTNERS,3331711," 301,022.10 ",,WAK000002474
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,HERTFORDSHIRE COMMUNITY NHS TRUST,3378478," 301,412.50 ",,28007967
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,GAYNOR & PARTNERS,3407479," 301,581.36 ",,LIP000006017
Department of Health,NHS England,30/04/2014,Establishment,Other (Including Central Programme),M4C,3487103," 302,266.73 ",868111714,A19770
Department of Health,NHS England,30/04/2014,Supplies and services – general,Other,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,3346490," 303,000.00 ",,22950
Department of Health,NHS North And East London CSU,30/04/2014,Capital,Capital,COMPUTACENTER (UK) LTD,3483647," 303,789.19 ",GB490334648,10008712
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,3362575," 303,879.00 ",,9810002608
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,ROTHERHAM NHS FOUNDATION TRUST,3379384," 304,301.20 ",,6000014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,HEDLEY & PTNRS,3407567," 304,327.47 ",,SOP000003354
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,INTRAHEALTH EPMG,3332008," 304,815.60 ",,DR000004691
Department of Health,NHS England,30/04/2014,Supplies and services – general,Other,NORTH EAST LONDON NHS FOUNDATION TRUST,3313025," 306,000.00 ",,NL0000021441
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR GOMERSALL & PARTNERS,3331765," 306,027.38 ",,BRA000004036
Department of Health,NHS England,30/04/2014,Establishment,NHS England Running Costs,BT GLOBAL SERVICES,3257252," 306,365.20 ",,790114136
Department of Health,NHS England,30/04/2014,Establishment,NHS England Running Costs,BT GLOBAL SERVICES,3379147," 306,365.20 ",,790115271
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Public Health,CENTRAL ESSEX COMMUNITY SERVICES CIC,3451985," 306,748.00 ",,CE4000005221
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WYCHBURY MEDICAL GROUP,3408136," 308,700.84 ",,DUD000001889
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR L A NEWLAND & PARTNERS,3331706," 308,992.58 ",,WAK000002466
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,WILSDEN MEDICAL PRACTICE,3331850," 309,495.15 ",,BRA000004138
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Health and Justice,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,3513170," 310,270.00 ",654970895,S0512887
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,GOLDSTONE & PARTNERS,3407526," 310,403.09 ",,STL000005030
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,3329688," 310,527.00 ",,21678
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR DG ANDERSON & PARTNERS,3364173," 311,008.50 ",,YW000005348
Department of Health,NHS England,30/04/2014,General Dental services and personal dental services,Primary Care & Secondary Dental,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3378375," 311,127.00 ",,D048221
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Public Health,BROMLEY HEALTHCARE CIC,3379105," 312,159.00 ",,25575955
Department of Health,NHS England,30/04/2014,General Dental services and personal dental services,Primary Care & Secondary Dental,ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST (THE),3346507," 312,219.00 ",,169091
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR N A L SMITH & PARTNERS,3316776," 313,305.51 ",,BRA000004084
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3241939," 313,558.00 ",654400165,4000378305
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR MORLEY R L & PARTNERS,3422350," 314,436.23 ",,BIR000007799
Department of Health,NHS England,30/04/2014,Supplies and services – general,Other,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,3268290," 315,338.00 ",,L0122283
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3302004," 316,000.00 ",,226083
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3436236," 316,926.97 ",,3910003339
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR DUNPHY R H & PARTNERS,3331697," 316,928.21 ",,WAK000002448
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,VIRGIN CARE PROVIDER SERVICES LTD,3288540," 317,000.00 ",918510332,2783
Department of Health,NHS England,30/04/2014,Establishment,Other (Including Central Programme),GENERAL DYNAMICS IT LTD,3362956," 317,050.01 ",,SIN004127
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3451837," 317,414.00 ",654931321,GF50005219
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,3363020," 318,080.01 ",,17411431
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,SOMERSET LOCAL MEDICAL COMMITTEE,3362461," 318,625.53 ",,825
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3330521," 320,075.00 ",,2000054127
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,3451960," 321,493.00 ",654945990,H0101300
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,TIMBER HILL HEALTH CENTRE,3318246," 322,222.34 ",,NF000007596
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other (Including Central Programme),NORTH BRISTOL NHS TRUST,3301828," 322,594.88 ",,291990
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other,CHRISTIE HOSPITAL NHS FOUNDATION TRUST,3301781," 322,833.00 ",,19404
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,MEDWAY NHS FOUNDATION TRUST,3405469," 323,083.62 ",,HCD0000290
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR DARBYSHIRE & PARTNERS,3331454," 323,117.56 ",,LDS000006873
Department of Health,NHS Cheshire And Merseyside CSU,30/04/2014,Establishment,CSUs,CSA WAVERLEY LTD,3514216," 323,191.18 ",468204442,IN659113
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,CARE UK CLINICAL SERVICES LTD,3363043," 323,282.07 ",594959072,120031125
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,CARE UK CLINICAL SERVICES LTD,3420870," 323,282.07 ",594959072,120033396
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ST MARYS SURGERY SOUTHAMPTON,3314164," 323,349.86 ",,SO000014367
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,SOUTHAMPTON UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3312754," 324,022.00 ",,7239549
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,GATESHEAD HEALTH NHS FOUNDATION TRUST,3347831," 324,197.00 ",,306833
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR SR BAXTER & PARTNERS,3453106," 324,445.85 ",,LL000007451
Department of Health,NHS England,30/04/2014,General Dental services and personal dental services,Primary Care & Secondary Dental,ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST (THE),3485568," 324,949.00 ",,169638
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR M D BROOKE & PARTNERS,3331791," 325,011.25 ",,BRA000004068
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other Commissioning,HEATHERWOOD & WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,3378815," 325,058.00 ",,5710002859
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other Commissioning,LEEDS TEACHING HOSPITALS NHS TRUST,3407115," 325,203.00 ",,433247
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other Commissioning,LEEDS TEACHING HOSPITALS NHS TRUST,3407120," 325,203.00 ",,433298
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3367185," 325,558.00 ",,8182779
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,NORTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,3484993," 325,804.00 ",,HP0000217536
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BECCLES MEDICAL CENTRE,3318073," 326,020.77 ",,NF000007406
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,3330492," 327,244.00 ",,8015000049
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,3256420," 327,409.00 ",,22050
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR N S E HAYWARD & PARTNERS,3331809," 327,771.14 ",,BRA000004088
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,ROYAL FREE LONDON NHS FOUNDATION TRUST,3329834," 327,953.00 ",654946987,1331497
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,3312694," 328,176.00 ",,22472
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Other Commissioning,FAIRHOME CARE GROUP (W L) LTD,3367038," 328,297.20 ",,1001VHIH
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Public Health,PLYMOUTH COMMUNITY HEALTHCARE CIC,3520667," 328,583.00 ",,41123087
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,ALPHA HOSPITAL BURY,3420802," 328,711.80 ",,AHW004920
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,3362804," 329,387.47 ",,LO122204
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,3329692," 329,673.00 ",,21680
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ST STEPHENS GATE MEDICAL PRACTICE,3318241," 330,775.32 ",,NF000007591
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR I CARTER & PARTNERS,3453076," 331,144.06 ",,LL000007392
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other Commissioning,DORSET HEALTHCARE NHS FOUNDATION TRUST,3366741," 331,499.00 ",,D0007548
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,ROTHERHAM NHS FOUNDATION TRUST,3330185," 331,802.00 ",,6042657
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CROWN HEIGHTS MEDICAL CENTRE,3304013," 331,819.24 ",,SO000014289
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3362806," 332,706.54 ",,164645
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,3425164," 333,161.00 ",,1000028607
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3420437," 333,613.48 ",,831111
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,NHS LINCOLNSHIRE EAST CCG,3312957," 335,000.00 ",,7016500110
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,THORNABY & BARWICK MEDICAL GROUP,3364257," 335,506.36 ",,MID000004485
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,ST GEORGE HEALTHCARE LTD,3379643," 336,000.00 ",,AS999
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,HINCHINGBROOKE HEALTH CARE NHS TRUST,3362446," 336,782.00 ",,135110
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,3282792," 337,995.00 ",654970895,S0512886
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR M M CUTHBERT & PARTNERS,3331793," 338,445.70 ",,BRA000004070
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,COMMUNITY HEALTH PARTNERSHIPS LTD,3241936," 338,502.00 ",,50368349
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,3301661," 338,851.26 ",,139743
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR WS TONKS & PARTNERS,3331829," 338,964.72 ",,BRA000004112
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR GS MCLELLAN & PARTNERS,3331767," 339,354.12 ",,BRA000004038
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR BURKILL A D & PARTNERS,3331453," 339,644.92 ",,LDS000006871
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,3242549," 340,179.31 ",,16748559
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,CARE UK CLINICAL SERVICES LTD,3243573," 340,288.55 ",594959072,120031123
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,CARE UK CLINICAL SERVICES LTD,3391989," 340,288.55 ",594959072,120033394
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3436331," 343,693.60 ",654400165,4000380854
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3363257," 343,740.00 ",654931321,GF50005234
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,3513024," 344,043.00 ",,N0064470
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,3362943," 344,204.38 ",,26304638
Department of Health,NHS Central Southern CSU,30/04/2014,Capital,Capital,SPECIALIST COMPUTER CENTRES PLC,3389076," 344,428.46 ",313651680,OPL831078
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BRAINTREE DISTRICT COUNCIL,3436903," 345,242.20 ",,169912-11-APR-2014
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,BIRMINGHAM & SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,3421077," 345,848.98 ",,27600
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,CARE UK CLINICAL SERVICES LTD,3363169," 345,895.79 ",594959072,120033075
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR GALLAGHER & PARTNERS SHEFFIELD,3318327," 346,423.11 ",,BAA000002482
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,3256885," 346,945.00 ",,M0146446
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR J HUDSON & PARTNERS,3331463," 347,296.26 ",,LDS000006895
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR B KIRKUP & PARTNERS,3271694," 347,367.35 ",,LD000007766
Department of Health,NHS North Of England CSU,30/04/2014,Establishment,CSUs,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3238745," 347,558.60 ",,3910003290
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other Commissioning,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,3241126," 348,388.00 ",,8510006774
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,BARTS HEALTH NHS TRUST,3512813," 349,083.33 ",,190095
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,NHS LINCOLNSHIRE EAST CCG,3420608," 349,471.29 ",,7016500112
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,STTHOMAS MEDICAL GROUP EXETER,3225944," 349,688.92 ",,DN000010886
Department of Health,NHS England,30/04/2014,Grants to Other public bodies,Other,OXFORD HEALTH NHS FOUNDATION TRUST,3363140," 350,000.00 ",,A0085419
