Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode,
Department for Transport,Driver and Vehicle Licensing Agency,18/02/2013,Professional Services,Corporate Affairs,PETER ACKERLEY,2000432704,660.9,,LL30 3ER,
Department for Transport,Driver and Vehicle Licensing Agency,18/02/2013,Professional Services,Corporate Affairs,PETER ACKERLEY,2000432704,-110.15,,LL30 3ER,
Department for Transport,Driver and Vehicle Licensing Agency,04/02/2013,Government Broker Costs,Operations,DWP SHARED SERVICES,2000434386,"12,779.51",,CF14 3UW,
Department for Transport,Driver and Vehicle Licensing Agency,04/02/2013,Drug Screening,Operations,SANDWELL & W BIRMINGHAM HOSPITALS,2000434387,"18,058.00",,B18 7QH,
Department for Transport,Driver and Vehicle Licensing Agency,04/02/2013,Professional Services,Operations,H M COURTS & TRIBUNALS SERVICE,2000434388,"65,049.60",,NP20 9FN,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Telecom Equipment,Information Services,AVAYA UK,2000434391,"23,934.97",,GU2 7YL,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000434396,"1,039.51",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000434396,865.34,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Printing Stock ,Information Services,MBA GROUP LTD,2000434396,-0.03,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000434396,-0.57,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Subscriptions to Professional bodies,Finance & Strategy,SMARTEX LTD,2000434398,"1,320.00",,CB9 7RL,
Department for Transport,Driver and Vehicle Licensing Agency,23/02/2013,Professional Services,Operations,MR BERNARD LO,2000436199,949.68,X XXXXX X XXX XX XXXXX 16/01/13,BN16 3DA,
Department for Transport,Driver and Vehicle Licensing Agency,05/02/2013,Further Education Leading to Qualifications,Human Resource & Estates,XXX,2000436234,549,XXXXX/XXXXXX,SA6 7JL,
Department for Transport,Driver and Vehicle Licensing Agency,05/02/2013,Further Education Leading to Qualifications,Human Resource & Estates,XXX,2000436235,750,XXXXXXX XXXXXXX,SA6 7JL,
Department for Transport,Driver and Vehicle Licensing Agency,05/02/2013,Further Education Leading to Qualifications,Human Resource & Estates,XXX,2000436236,750,XXXXXXX XXXXXXX,SA6 7JL,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000436239,517.5,162mmx236mm manilla window,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000436239,532.98,110 x 220mm 2nd class manila,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000436239,"2,217.60","114x229mm, 85gsm manila, 2nd class",MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Printing Stock ,Information Services,MBA GROUP LTD,2000436239,-0.06,"114x229mm, 85gsm manila, 2nd class",MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,05/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000436241,"3,266.01",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,05/02/2013,Machinery Maintenance,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000436244,"38,821.75",,OL9 9QH,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Secured Stock ,Information Services,OFFICE DEPOT UK LIMITED,2000436247,"7,084.80",RM WHITE A4 STEINBEIS TREND SWANSEA,SP10 4BA,
Department for Transport,Driver and Vehicle Licensing Agency,05/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000436251,352.8,106R01251 Xerox 8265 ink - Black,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,05/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000436251,352.8,106R01253 Xerox 8265 ink - Magenta,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,05/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000436251,352.8,106R01254 Xerox 8265 ink - Yellow,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,05/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000436251,352.8,106R01252 Xerox 8265 ink - Cyan,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000436253,"2,557.00",,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000436253,-34.23,,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Professional Services,Human Resource & Estates,XXX,2000438310,600,XXXX XXXXXXXXX,SA6 7JL,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Further Education Leading to Qualifications,Human Resource & Estates,XXX,2000438312,750,XXX XXXXXXX,SA6 7JL,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Non Stock Machine Consumables,Operations,BANNER BUSINESS SERVICES LTD,2000438313,696,,NR3 1PD,
Department for Transport,Driver and Vehicle Licensing Agency,23/02/2013,Subsistence UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000438315,"11,717.51",,SK4 2RZ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Courier Charges ,Operations,ROYAL MAIL GROUP LTD,2000438317,"1,552.45",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000438317,555,,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000438317,185,,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000438317,"1,901.78",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000438317,"1,104.83",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000438317,"1,066.64",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000438317,"1,828.27",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000438317,"1,280.09",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000438317,"1,075.92",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000438317,"16,052.00",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000438317,"2,061.13",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000438317,"40,895.00",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Computer equipment,Information Services,EMC COMPUTER SYSTEMS (UK) LTD,2000438320,"21,462.00",,TW8 9AN,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mobile Phone charges,Finance & Strategy,ORANGE PCS,2000438321,944.22,,BS32 4QJ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mobile Phone charges,Finance & Strategy,ORANGE PCS,2000438321,-166.37,,BS32 4QJ,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Mobile Phone charges,Finance & Strategy,ORANGE PCS,2000438321,9,Rental - January 2012,BS32 4QJ,
Department for Transport,Driver and Vehicle Licensing Agency,22/02/2013,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000438325,"9,000.00",,SW1V 2AJ,
Department for Transport,Driver and Vehicle Licensing Agency,22/02/2013,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000438325,0.29,,SW1V 2AJ,
Department for Transport,Driver and Vehicle Licensing Agency,25/02/2013,Professional Services,Operations,BIGGART BAILLIE,2000438330,600,X X XXXXX XXXXXXX-XXX - 20/11 TO 14/01/13,G2 5QR,
Department for Transport,Driver and Vehicle Licensing Agency,25/02/2013,Professional Services,Operations,BIGGART BAILLIE,2000438330,"2,106.00",XXXXXX XXXX XXXXXXXXX - 18/12 TO 14/12/12,G2 5QR,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000438331,"27,261.80",,N14 6JT,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000438331,"4,082.10",,N14 6JT,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000438332,587.09,,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Stationery (Non-stock),Operations,SUPPLIES TEAM,2000438332,"1,080.00",313671 Black Cable Ties pack x1000,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Travel Expenses UK,Finance & Strategy,BARCLAYS BANK PLC,2000438336,"16,150.00",,NN4 7SG,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Travel Expenses UK,Finance & Strategy,BARCLAYS BANK PLC,2000438336,4.89,,NN4 7SG,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Agents Fees,Operations,CAPITA BUSINESS SERVICES LTD,2000438346,"97,753.68",,DL1 9HN,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Agents Fees,Operations,CAPITA BUSINESS SERVICES LTD,2000438346,"-16,292.28",,DL1 9HN,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Agents Fees,Operations,CAPITA BUSINESS SERVICES LTD,2000438346,"94,647.84",,DL1 9HN,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Agents Fees,Operations,CAPITA BUSINESS SERVICES LTD,2000438346,"-15,774.64",,DL1 9HN,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Agency Staff Costs,Human Resource & Estates,NETWORKERS INTERNATIONAL PLC,2000438348,"1,611.96",,BR1 1HP,
Department for Transport,Driver and Vehicle Licensing Agency,06/02/2013,Agency Staff Costs,Human Resource & Estates,NETWORKERS INTERNATIONAL PLC,2000438348,7.2,,BR1 1HP,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Excess Fares,Information Services,HM COURTS & TRIBUNALS SERVICE,2000440902,"6,202.90",Travel and Expenses,NP20 9FN,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000440906,"1,185.37",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000440911,"2,530.00",,N14 6JT,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000440911,473,,N14 6JT,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000440911,"4,166.61",,N14 6JT,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000440911,"2,856.00",,N14 6JT,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000440913,923.76,,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Travel Expenses UK,Finance & Strategy,BARCLAYS BANK PLC,2000440915,"2,129.15",,NN4 7SG,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Travel Expenses UK,Finance & Strategy,BARCLAYS BANK PLC,2000440915,"7,400.00",,NN4 7SG,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Travel Expenses UK,Finance & Strategy,BARCLAYS BANK PLC,2000440915,-1.43,,NN4 7SG,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Excess Fares,Information Services,MINISTRY OF DEFENCE,2000440917,"4,837.50",Excess Fares XX - MOD 19/9/12,L2 3YL,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Excess Fares,Information Services,MINISTRY OF DEFENCE,2000440917,"5,661.00",Excess Fares XX - MOD 07/11/12,L2 3YL,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Excess Fares,Information Services,MINISTRY OF DEFENCE,2000440917,"2,797.20",Excess Fares XX - MOD 06/08/12,L2 3YL,
Department for Transport,Driver and Vehicle Licensing Agency,07/02/2013,Excess Fares,Information Services,MINISTRY OF DEFENCE,2000440917,"4,662.00",Excess Fares XX - MOD 16/10/12,L2 3YL,
Department for Transport,Driver and Vehicle Licensing Agency,08/02/2013,Subsistence Overseas,Corporate Affairs,XX XX XXXXX,2000442625,99.72,*Trip from 15.01.13 To  18.01.13 to   Official vis,SA14 6TF,
Department for Transport,Driver and Vehicle Licensing Agency,08/02/2013,Subsistence UK,Corporate Affairs,XX XX XXXXX,2000442625,4.25,*Trip from 15.01.13 To  18.01.13 to   Official vis,SA14 6TF,
Department for Transport,Driver and Vehicle Licensing Agency,08/02/2013,Travel Expenses Overseas,Corporate Affairs,XX XX XXXXX,2000442625,509.22,*Trip from 15.01.13 To  18.01.13 to   Official vis,SA14 6TF,
Department for Transport,Driver and Vehicle Licensing Agency,08/02/2013,Travel Expenses UK,Corporate Affairs,XX XX XXXXX,2000442625,20.58,*Trip from 15.01.13 To  18.01.13 to   Official vis,SA14 6TF,
Department for Transport,Driver and Vehicle Licensing Agency,08/02/2013,Travel Expenses UK,Corporate Affairs,XX XX XXXXX,2000442625,26,*Trip from 15.01.13 To  18.01.13 to   Official vis,SA14 6TF,
Department for Transport,Driver and Vehicle Licensing Agency,08/02/2013,Further Education Leading to Qualifications,Human Resource & Estates,XXX,2000442673,750,XXXX XXXXXXXX,SA6 7JL,
Department for Transport,Driver and Vehicle Licensing Agency,08/02/2013,Further Education Leading to Qualifications,Human Resource & Estates,XXX,2000442677,750,XXXXXX XXX,SA6 7JL,
Department for Transport,Driver and Vehicle Licensing Agency,08/02/2013,Courier Charges ,Operations,ROYAL MAIL GROUP LTD,2000442681,"3,059.09",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,08/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000442681,750,,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,08/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000442681,"1,977.77",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,08/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000442681,"5,099.94",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,08/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000442688,696.86,,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,11/02/2013,Software Licence Expense,Finance & Strategy,CABLE & WIRELESS COMMUNICATIONS,2000444285,"6,812.21",,MK3 5JP,
Department for Transport,Driver and Vehicle Licensing Agency,11/02/2013,Postage Meters,Operations,PITNEY BOWES PURCHASE POWER,2000444287,"26,916.50",,CM20 2GZ,
Department for Transport,Driver and Vehicle Licensing Agency,11/02/2013,Courier Charges ,Operations,ROYAL MAIL GROUP LTD,2000444288,"1,893.48",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,11/02/2013,Mail Collection/Delivery Costs,Finance & Strategy,ROYAL MAIL GROUP LTD,2000444288,"14,950.65",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,26/02/2013,Machinery Maintenance,Operations,FRIEDHEIM INTERNATIONAL LTD,2000444292,950.5,,HP2 4TT,
Department for Transport,Driver and Vehicle Licensing Agency,12/02/2013,Excess Fares,Information Services,Highway Agency,2000445806,"1,782.00",Cost recoveries OGD,B1 1RN,
Department for Transport,Driver and Vehicle Licensing Agency,12/02/2013,NI Agency Funding,Finance & Strategy,DRIVER VEHICLE LICENSING N.IRELAND,2000445809,"1,000,000.00",NI FUNDING FEB 13,BT51 3TA,
Department for Transport,Driver and Vehicle Licensing Agency,12/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000445814,137.7,C9733A HP CLJ5500 SRS LASER TONER CART M,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,12/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000445814,275.4,C9732A HP CLJ5500 SRS LASER TONER CART Y,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,12/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000445814,275.4,C9731A HP CLJ5500 SRS LASER TONER CART C,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,12/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000445814,174.22,891-6393 My Brand Lexmark T644 HGH YLD T,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,12/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000445814,"1,742.16",891-6393 My Brand Lexmark T644 HGH YLD T,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,12/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000445814,"1,183.08",857-4224 MY LEXMARK T654 TONER CARTRIDGE,S9 1XU,
