IATI-Number,Project-Number,Project name,Project Description ,Benefiting Country,Country Code,Benefitting Region,Region Code,Input Sector,Input Sector text,Delivery Channel,Delivery channel text,Aid Type,Nature of Submission,Activity Start Date,Commitment Date,Activity End Date,Activity Status,Activity Scope,Climate Change - Adaptation,Climate Change - Mitigation,Climate Change - Biodiversity,Climate Change - Desertification,Gender Equality,Aid to Environment,Good Governance,Trade Development,RMNCH,Document 1 - Type,2015 Q 4,Full Year Actuals
GB-GOV-3-PPY-SEA-1421,PPY-SEA-1421,Creation of a knowledge exchange network on sustainable palm oil production to bridge the gap between policy makers and scientists in Malaysia and Indonesia,This project aims to increase prosperity and environmental sustainability by building a knowledge exchange network between policy advisors and scientists in order to encourage evidence based policy making through the effective dissemination of scientific evidence ,,,"Asia, regional",798,51010,General budget support,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"25,607.00","25,607.00"
GB-GOV-3-PPY-SEA-1422,PPY-SEA-1422,Supporting green growth in South East Asia,"This project aims to develop the social and economic case for green growth policies and measures in cities across South East Asia, providing evidence to accelerate large-scale investment in resource efficiency and low carbon options.",,,"Asia, regional",798,51010,General budget support,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"20,000.00","20,000.00"
GB-GOV-3-PPY-SEA-1424,PPY-SEA-1424,Building  the capacity of  Burma’s policymakers on sustainable economic development ,This project aims to promote the incorporation of environmental sustainability and social inclusiveness in Burma’s future economic development planning.,Myanmar,MM,,,41010,Environmental policy and administrative management,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"1,836.00","1,836.00"
GB-GOV-3-PPY-SEA-1426,PPY-SEA-1426,Increasing the capacity of Indonesia's government authorities to support sustainable market policies in the palm oil sector.,This project aims to bolster the capacity of the Indonesian government to reduce its carbon emissions from deforestation and improve the effectiveness of its commitment towards a global climate agreement in 2015.,,,"Asia, regional",798,51010,General budget support,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"28,270.00","28,270.00"
GB-GOV-3-PPY-SEA-1427,PPY-SEA-1427,Building awareness of climate change in the Indonesian legislature.,"To build the capacity of Green Economy Caucus legislators at the national, provincial and district levels to address  issues relating to green economy and low-carbon growth and thus support green growth",,,"Asia, regional",798,41010,Environmental policy and administrative management,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"25,159.00","25,159.00"
GB-GOV-3-PPY-SEA-1428,PPY-SEA-1428,Contributing to regulatory reforms in the energy sector.,"This project aims to improve Indonesia's energy security through regulatory reform and increased private sector competition in Indonesia's downstream energy sector, using UK expertise",Indonesia,ID,,,15110,Public sector policy and administrative management,47080,Organisation for Economic Co-operation and Development (Contributions to special funds for Technical Co-operation Activities Only),C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"20,075.00","20,075.00"
GB-GOV-3-PPY-SEA-1429,PPY-SEA-1429,Supporting a national strategy on green growth,This project supports green growth by providing policy inputs and recommendations to the Economic Planning Unit in the Prime Minister's Department's in their preparation of a Strategy Paper on green growth for the National Sustainable Development Blueprint 2015 - 2030,Malaysia,MY,,,43030,Urban development and management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"7,715.00","7,715.00"
GB-GOV-3-PPY-SEA-1430,PPY-SEA-1430,Accelerating local government leadership on carbon reduction,This project aims to promote clean energy through assistance to  Malaysian local government bodies in  implementing energy efficiency measures across their estate and credibly leading city-wide carbon reduction.,Malaysia,MY,,,41010,Environmental policy and administrative management,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"21,750.00","21,750.00"
GB-GOV-3-PPY-SEA-1431,PPY-SEA-1431,Combating climate change through energy efficient technologies in Malaysia,"This project aims to support green growth by assisting with the supply of cost effective, energy efficient equipment in to business and public bodies. ",Malaysia,MY,,,31110,Agricultural policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"16,616.00","16,616.00"
GB-GOV-3-PPY-SEA-1433,PPY-SEA-1433,Assist with low carbon development,This project aims to support clean energy by providing technical assistance to the Thai government to support its ambition to scale up the deployment of solar PV energy.  The project will focus on the how to overcome the financial barriers to greater solar PV uptake and illustrate the benefits of low carbon development and potentially benefit UK providers,Thailand,TH,,,32167,Energy manufacturing,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"10,500.00","10,500.00"
GB-GOV-3-PPY-SEA-1434,PPY-SEA-1434,Support for energy efficient techniques in building refurbishments in Thailand,This project aims to build capacity and provide technical support for energy efficient techniques in building refurbishment in Thailand in order to reduce energy demand and carbon emissions. The project will focus on the financial vehicles available for such work. ,Thailand,TH,,,32167,Energy manufacturing,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,1,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"7,658.00","7,658.00"
GB-GOV-3-PPY-SEA-1435,PPY-SEA-1435,Strengthening Vietnam’s policy-making capacity on  civil nuclear energy development,"This project aims to assist economic development by providing capacity building and technical assistance to Vietnam’s Ministry of Industry & Trade, which is charged with implementing the country’s strategy on civil nuclear development.  The project will share UK expertise in areas like regulation, safety and assessment.",Vietnam,VN,,,33110,Trade policy and administrative management,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,277,277
GB-GOV-3-PPY-SEA-1436,PPY-SEA-1436,Strengthening Vietnam’s capacity to benchmark and monitor its green house gas emissions,"This project aims to enhance clean energy provision by providing capacity-building and technical support, focussed on the development of Vietnam’s national greenhouse gas inventory system, and by deploying UK consultancy expertise in this area.  The project will enable Vietnam to meet international reporting requirements, independently monitor its national GHG emissions, and plan for future emissions reductions in line with the Paris Agreement and the UK government’s international climate change objectives.",Vietnam,VN,,,41010,Environmental policy and administrative management,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"35,523.00","35,523.00"
GB-GOV-3-PPY-SEA-1437,PPY-SEA-1437,Promoting low carbon development in Vietnam’s industrial sector ,"This project aims to enhance clean energy provision by providing technical assistance and capacity building to businesses and local authorities for two, pilot Low carbon industrial Zones.  The project will develop, trial and disseminate an online Greenhouse Gas emission reporting system and a low carbon action plan.",Vietnam,VN,,,41010,Environmental policy and administrative management,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"36,615.00","36,615.00"
GB-GOV-3-PPY-SEA-1438,PPY-SEA-1438,UK South East Asia Knowledge Partnership,"To share UK expertise and encourage cooperation on education, research and innovation with countries in South East Asia.",,,"Asia, regional",798,11120,Education facilities and training,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"42,228.00","42,228.00"
GB-GOV-3-PPY-SEA-1440,PPY-SEA-1440,Provision of technical  advice on competition policy development. ,"This project aims to assist economic development through HMG technical assistance to host governments in South East Asia on competition policy, Public Private Partnerships (PPPs) and Financial services sector development using UK expertise",,,"Asia, regional",798,25010,Business support services and institutions,50000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"132,962.00","132,962.00"
GB-GOV-3-PPY-SEA-Admin-FY14-15,PPY-SEA-Admin-FY14-15,Administrative Costs of ODA Projects in SE Asia,"Project facilitation costs covering planning, implementation and resources as part of ODA projects in SE Asia",,,"Asia, regional",798,91010,Administrative costs,11000,Donor Government,G01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"2,570.00","2,570.00"
GB-GOV-3-PPY-SEA-Climate-FY14-15,PPY-SEA-Climate-FY14-15,South East Asia Regional Climate Change Project,This project identifies tactical interventions to help reduce the effects of Climate Change ,,,"Asia, regional",798,41010,Environmental policy and administrative management,12000,Recipient Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"29,175.00","29,175.00"
GB-GOV-3-PPY-SEA-Openness-FY14-15,PPY-SEA-Openness-FY14-15,  Supporting market openness in SE Asia,This project aims to support the development of more open markets by identify tactical interventions to the regulatory systems in South East Asia,,,"Asia, regional",798,25010,Business support services and institutions,12000,Recipient Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"53,948.00","53,948.00"
