Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,PSPES Level 2,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Localism,MANPOWER UK LTD,,Large,,5106196499,Contingent Labour,3 month extension,UB8 1AB,893.93,
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Localism,MANPOWER UK LTD,,Large,,5106196501,Contingent Labour,3 month extension,UB8 1AB,"1,021.02",
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Localism,MANPOWER UK LTD,,Large,,5106196502,Contingent Labour,3 month extension,UB8 1AB,893.93,
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196455,Contingent Labour,Expenses,SL6 1DP,906.74,
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196455,Contingent Labour,Interim Manager,SL6 1DP,"6,085.80",
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196456,Contingent Labour,Interim Manager,SL6 1DP,"2,375.94",
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196457,Contingent Labour,Contractor ERDF,SL6 1DP,510.00,
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196457,Contingent Labour,Contractor ERDF Expenses,SL6 1DP,275.06,
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196459,Contingent Labour,Expenses,SL6 1DP,43.44,
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196459,Contingent Labour,Interim Manager,SL6 1DP,"1,794.72",
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196461,Contingent Labour,Interim Manager,SL6 1DP,"3,415.56",
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196462,Contingent Labour,Interim Manager,SL6 1DP,"1,552.50",
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196463,Contingent Labour,Expenses,SL6 1DP,16.08,
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196463,Contingent Labour,Interim Manager,SL6 1DP,"1,614.62",
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196465,Contingent Labour,Expenses,SL6 1DP,206.72,
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196465,Contingent Labour,Interim Manager,SL6 1DP,"3,825.00",
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196467,Contingent Labour,Expenses,SL6 1DP,25.07,
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106196467,Contingent Labour,Interim Manager,SL6 1DP,"1,912.50",
Communities & Local Government,DCLG,21/08/2013,Agency Staff,Neighbourhoods,LOCAL PARTNERSHIPS LLP,,,,5106196380,Contingent Labour,Extension to Commercial Advisor,SW1P 3HZ,"10,684.68",
Communities & Local Government,DCLG,21/08/2013,Electricity,Finance & Corporate Services,BRITISH GAS TRADING LIMITED,,Large,,5106196453,Energy,Hempstead House Electricity 2013-14,OX4 2JY,"5,289.61",
Communities & Local Government,DCLG,21/08/2013,Fixed Maintenance,Finance & Corporate Services,BABCOCK SUPPORT SERVICES LTD,,Large,,5106196481,Construction Service Providers,Y&H Wakefield Fixed Maintainance2013-14,BS34 8JH,"15,300.72",
Communities & Local Government,DCLG,21/08/2013,Fixed Maintenance,Finance & Corporate Services,BABCOCK SUPPORT SERVICES LTD,,Large,,5106196482,Construction Service Providers,WM Wolv Fixed Maintainance 2013-14,BS34 8JH,"15,300.72",
Communities & Local Government,DCLG,21/08/2013,Fixed Maintenance,Finance & Corporate Services,BABCOCK SUPPORT SERVICES LTD,,Large,,5106196484,Construction Service Providers,EM Castle Don Fixed Maintainance 2,BS34 8JH,"15,300.72",
Communities & Local Government,DCLG,21/08/2013,Fixed Maintenance,Finance & Corporate Services,BABCOCK SUPPORT SERVICES LTD,,Large,,5106196487,Construction Service Providers,SW Taunton Fixed Maintainance 2013,BS34 8JH,"15,300.72",
Communities & Local Government,DCLG,21/08/2013,Fixed Maintenance,Finance & Corporate Services,BABCOCK SUPPORT SERVICES LTD,,Large,,5106196489,Construction Service Providers,EoE Waterbeach Fixed Maintainanc 2,BS34 8JH,"15,300.72",
Communities & Local Government,DCLG,21/08/2013,Furniture and Fittings at Cost,Finance & Corporate Services,NOMS AGENCY,,Public Bodies,,5106196497,"Furniture, Fixtures and Fittings",JR319  - TQH Cherry Desks,NP20 9BB,"6,657.30",
Communities & Local Government,DCLG,21/08/2013,"Furniture, Fittings and carpets",Finance & Corporate Services,NOMS AGENCY,,Public Bodies,,5106196498,"Furniture, Fixtures and Fittings",JR319 - Keys to be cut for cabinets,NP20 9BB,869.42,
Communities & Local Government,DCLG,21/08/2013,Grant in Aid to NDPBs (non budget),Neighbourhoods,HOMES & COMMUNITIES AGENCY,,Public Bodies,,2100233757,,HCA weekly Grant-In-Aid claim - Wed 21 August 2013,NE11 0NA,"15,687,444.00",Yes
Communities & Local Government,DCLG,21/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196450,Managed / Outsourced Services,On-going Sup costs (Yearly) NR00374,M14 0WN,"13,335.79",
Communities & Local Government,DCLG,21/08/2013,IT - Service Contracts,Neighbourhoods,NORTHUMBERLAND CC,,Large,,5106196496,Managed / Outsourced Services,Aggregate Working Parties secretariat costs April 2013 to March 2014,NE61 2EF,"2,190.00",
Communities & Local Government,DCLG,21/08/2013,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,Public Bodies,,5106196445,Legal,Tsol Payments(20%Vat) FY12/13,WC2B 4TS,"1,642.32",
Communities & Local Government,DCLG,21/08/2013,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,Public Bodies,,5106196448,Legal,Tsol Payments(20%Vat) FY12/13,WC2B 4TS,"5,078.94",
Communities & Local Government,DCLG,21/08/2013,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,Public Bodies,,5106196449,Legal,Tsol Payments(20%Vat) FY12/13,WC2B 4TS,303.06,
Communities & Local Government,DCLG,21/08/2013,Professional services,Finance & Corporate Services,PRGX UK LTD,,Medium,,5106196477,Financial,PRGX Spend Recovery Audit,LU1 3LU,358.68,
Communities & Local Government,DCLG,21/08/2013,Research,Finance & Corporate Services,ECORYS UK LTD,,Medium,,5106196478,Operational Services,Research - Troubled families Programme,B1 2RA,"20,179.20",
Communities & Local Government,DCLG,21/08/2013,Steady State Service Provision,Localism,FIRE & RISK MANAGEMENT SUPPORT SERV,,Medium,,5106196443,Business Process Outsourcing Services,Support of FSEC Toolkit,SK8 5JA,"7,980.00",
Communities & Local Government,DCLG,21/08/2013,Training,Finance & Corporate Services,OFFICE FOR NATIONAL STATISTICS,,Public Bodies,,5106196422,Development and Training,Government Statisticians Conference 2013,NP10 8XG,"2,745.00",
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,BARNSLEY METROPOLITAN BC,,Public Bodies,,7600005947,,Revenue Grant To Be Paid,S70 9OO,"54,329.64",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,BRADFORD  MDC,,,,7600005949,,Revenue Grant To Be Paid,BD1 1HY,"36,409.07",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,DONCASTER METROPOLITAN BC,,,,7600005953,,Revenue Grant To Be Paid,DN1 1DE,"84,116.62",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,EAST MIDLANDS BUSINESS LTD,,Medium,,7600005959,,Revenue Grant To Be Paid,LE19 1RJ,"154,268.78",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,EAST MIDLANDS CHAMBER OF COMMERCE,,Small,,7600005958,,Revenue Grant To Be Paid,S41 7NA,"51,208.62",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,HUDDERSFIELD UNIVERISTY,,,,7600005957,,Revenue Grant To Be Paid,HD1 3DH,"1,260.81",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,KEY FUND INVESTMENTS LTD,,Small,,7600005945,,Revenue Grant To Be Paid,S9 3TY,"3,283.42",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,KEY FUND INVESTMENTS LTD,,Small,,7600005946,,Revenue Grant To Be Paid,S9 3TY,"7,433.59",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,PRINCES TRUST,,Large,,7600005954,,Revenue Grant To Be Paid,LS2 8NG,"4,141.24",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,PRINCES TRUST,,Large,,7600005955,,Revenue Grant To Be Paid,LS2 8NG,"10,419.92",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,ROTHERHAM METROPOLITAN BC,,,,7600005952,,Revenue Grant To Be Paid,S65 1DJ,"8,745.94",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,SHEFFIELD CITY COUNCIL,,,,7600005950,,Revenue Grant Clawback Offset,S1 2SH,"-96,008.98",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,SHEFFIELD CITY COUNCIL,,,,7600005950,,Revenue Grant To Be Paid,S1 2SH,"215,361.25",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,WEST NORTHAMPTONSHIRE DEV CORPORATI,,Medium,,7600005960,,Revenue Grant Clawback Offset,NN5 5WU,"-2,030.66",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,WEST NORTHAMPTONSHIRE DEV CORPORATI,,Medium,,7600005960,,Revenue Grant To Be Paid,NN5 5WU,"24,631.56",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,BARNSLEY METROPOLITAN BC,,Public Bodies,,7600005951,,Capital Grant To Be Paid,S70 9OO,"177,040.04",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,WARMSALE LTD,,,,7600005948,,Capital Grant To Be Paid,HU14 3JP,"74,049.58",Yes
Communities & Local Government,DCLG,21/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,WEST NORTHAMPTONSHIRE DEV CORPORATI,,Medium,,7600005960,,Capital Grant Clawback Offset,NN5 5WU,"-17,239.82",Yes
Communities & Local Government,DCLG,22/08/2013,Accommodation Service Charges,Neighbourhoods,GVA GRIMLEY LTD,,Large,,5106196414,Accommodation Services,ERDF YH LDU Valuation Services to Dec 13,B1 2JB,"4,800.00",
Communities & Local Government,DCLG,22/08/2013,Agency Staff,Finance & Corporate Services,REED EMPLOYMENT SERVICES,,Large,,5106196507,Contingent Labour,Admin support for DG,SW20 0BA,613.87,
Communities & Local Government,DCLG,22/08/2013,Agency Staff,Finance & Corporate Services,REED EMPLOYMENT SERVICES,,Large,,5106196521,Contingent Labour,PA admin,SW20 0BA,606.88,
Communities & Local Government,DCLG,22/08/2013,Agency Staff,Finance & Corporate Services,REED EMPLOYMENT SERVICES,,Large,,5106196524,Contingent Labour,Temporary Admin Support - Agency Staff,SW20 0BA,497.64,
Communities & Local Government,DCLG,22/08/2013,Agency Staff,Neighbourhoods,REED EMPLOYMENT SERVICES,,Large,,5106196508,Contingent Labour,Extension of Support- Rate Adjustment,SW20 0BA,"1,368.19",
Communities & Local Government,DCLG,22/08/2013,Agency Staff,Neighbourhoods,REED EMPLOYMENT SERVICES,,Large,,5106196520,Contingent Labour,POLICY SUPPORT FOR HGAH,SW20 0BA,"1,104.65",
Communities & Local Government,DCLG,22/08/2013,Agency Staff,Neighbourhoods,REED EMPLOYMENT SERVICES,,Large,,5106196523,Contingent Labour,POLICY SUPPORT FOR HGAH,SW20 0BA,"1,090.30",
Communities & Local Government,DCLG,22/08/2013,Cap Grants to Private Sector Companies,Neighbourhoods,QUARRYTECH LTD,,,,2100233522,,Regional Growth Fund Qtr 2 grant payment,BT70 1NJ,"628,417.00",Yes
Communities & Local Government,DCLG,22/08/2013,Cap Grants to Private Sector Companies,Neighbourhoods,QUARRYTECH LTD,,,,2100233832,,Regional Growth Fund Qtr 2 grant payment,BT70 1NJ,"-628,417.00",Yes
Communities & Local Government,DCLG,22/08/2013,Catering,Neighbourhoods,BARNSLEY MBC,,Public Bodies,,5106196519,Catering,"ICA Event The Hub, Doncaster 6.3.13",S70 9GG,498.00,
Communities & Local Government,DCLG,22/08/2013,Current (non AEF) Grants to Local Authorities,Localism,LB OF LAMBETH,,Public Bodies,,2100233779,,Balance of costs for Lakanal House Inquest,SW1 1RW,"235,948.01",Yes
Communities & Local Government,DCLG,22/08/2013,"IT - PC, Network & Hardware",Neighbourhoods,REED SPECIALIST RECRUITMENT LTD,,Large,,5106196522,Contingent Labour,Help to Buy Temp,NN1 1UE,739.44,
Communities & Local Government,DCLG,22/08/2013,IT - Service Contracts,Finance & Corporate Services,COMPUTACENTER (UK) LTD,,Large,,5106196505,Managed / Outsourced Services,Evault data storage Sep 12-Sep 2013 KMD,AL10 9TW,"1,123.20",
Communities & Local Government,DCLG,22/08/2013,IT - Service Contracts,Finance & Corporate Services,COMPUTACENTER (UK) LTD,,Large,,5106196515,Managed / Outsourced Services,Evault circuit charges Apr 12-Sep 2013,AL10 9TW,"1,666.80",
Communities & Local Government,DCLG,22/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196503,Managed / Outsourced Services,Exit charges,M14 0WN,"58,576.34",
Communities & Local Government,DCLG,22/08/2013,IT - Service Contracts,Localism,COMPUTACENTER (UK) LTD,,Large,,5106196505,Managed / Outsourced Services,Evault data storage Sep 12-Sep 2013 FIRE,AL10 9TW,561.60,
Communities & Local Government,DCLG,22/08/2013,IT - Service Contracts,Localism,GEOINFORMATION GROUP,,Small,,5106196488,Managed / Outsourced Services,FSEC Development,CB1 5HB,"4,000.00",
Communities & Local Government,DCLG,22/08/2013,Legal Fees,Localism,FIELD FISHER WATERHOUSE LLP,,Large,,5106196532,Legal,Green Flag TM Fees (Ext),EC3N 2AA,"2,709.41",
Communities & Local Government,DCLG,22/08/2013,Training,Finance & Corporate Services,CAPITA BUSINESS SERVICES LTD,,Large,,5106196526,Development and Training,NEI: Policy Making & Development 2013/14,DL1 9HB,920.00,
Communities & Local Government,DCLG,22/08/2013,Training,Finance & Corporate Services,PROFESSIONAL CONFERENCES,,Micro,,5106196509,Development and Training,Current Property Issues 2013 (Crawley),WD7 7AR,228.00,
Communities & Local Government,DCLG,22/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,ALLIA LTD,Yes,Micro,,7600005963,,Revenue Grant To Be Paid,CB1 2QF,"6,029.97",Yes
Communities & Local Government,DCLG,22/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,EEEGR,,,,7600005962,,Revenue Grant Clawback Offset,NR32 1XH,"-37,514.67",Yes
Communities & Local Government,DCLG,22/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,EEEGR,,,,7600005962,,Revenue Grant To Be Paid,NR32 1XH,"66,081.39",Yes
Communities & Local Government,DCLG,22/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,HENDRA TOURING CARAVAN & CAMPING PA,,Medium,,7600005961,,Revenue Grant To Be Paid,TR8 4NY,"2,083.92",Yes
Communities & Local Government,DCLG,22/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,SKILLS FOR ENTERPRISE LTD,,Small,,7600005966,,Revenue Grant To Be Paid,LE1 1QA,"3,336.53",Yes
Communities & Local Government,DCLG,22/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,WEST NORTHAMPTONSHIRE DEV CORPORATI,,Medium,,7600005967,,Revenue Grant To Be Paid,NN5 5WU,"30,480.94",Yes
Communities & Local Government,DCLG,22/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,ALLIA LTD,Yes,Micro,,7600005964,,Capital Grant To Be Paid,CB1 2QF,"395,193.14",Yes
Communities & Local Government,DCLG,22/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,BORLASE SMART JOHN WELLS TRUST LTD,,,,7600005965,,Capital Grant To Be Paid,TR11 5JZ,"9,829.44",Yes
Communities & Local Government,DCLG,22/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,HENDRA TOURING CARAVAN & CAMPING PA,,Medium,,7600005961,,Capital Grant To Be Paid,TR8 4NY,"14,020.40",Yes
Communities & Local Government,DCLG,22/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,WEST NORTHAMPTONSHIRE DEV CORPORATI,,Medium,,7600005967,,Capital Grant Clawback Offset,NN5 5WU,"-29,748.58",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,ASHFORD BC,,,,5000233492,,Decentralisation and Neigbourhood Planning,TN23 1PL,"5,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,AYLESBURY VALE DC(HSG),,,,5000233493,,Decentralisation and Neigbourhood Planning,HP20 1SD,"5,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,BASINGSTOKE & DEANE BC,,,,5000233525,,Decentralisation and Neigbourhood Planning,RG21 2AJ,"20,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,BASSETLAW DC (HSG),,,,5000233494,,Decentralisation and Neigbourhood Planning,S80 2AH,"5,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,BEDFORD UNITARY AUTHORITY,,,,5000233555,,Decentralisation and Neigbourhood Planning,MK40 1SJ,"20,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,BIRMINGHAM CITY CNCL,,,,5000233526,,Decentralisation and Neigbourhood Planning,B2 2AJ,"5,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,BRISTOL CITY CNCL (HSG),,,,5000233495,,Decentralisation and Neigbourhood Planning,BS99 7BL,"5,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,CAMDEN LB,,,,5000233527,,Decentralisation and Neigbourhood Planning,WC1H 8NG,"20,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,CENTRAL BEDFORDSHIRE COUNCIL,,,,5000233552,,Decentralisation and Neigbourhood Planning,SG17 5TQ,"15,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,CHERWELL DC,,,,5000233496,,Decentralisation and Neigbourhood Planning,OX15 4AA,"20,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,CHESHIRE EAST COUNCIL,,,,5000233553,,Decentralisation and Neigbourhood Planning,SK10 1DP,"5,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,CHESHIRE WEST & CHESTER COUNCIL,,,,5000233554,,Decentralisation and Neigbourhood Planning,CH1 2NP,"45,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,CHICHESTER DC,,,,5000233497,,Decentralisation and Neigbourhood Planning,PO19 1TY,"5,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,CORNWALL UNITARY AUTHORITY,,,,5000233556,,Decentralisation and Neigbourhood Planning,TR1 3AY,"25,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,DONCASTER MBC,,,,5000233528,,Decentralisation and Neigbourhood Planning,DN1 3QA,"25,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,DOVER DC,,,,5000233498,,Decentralisation and Neigbourhood Planning,CT16 3PD,"5,000.00",Yes
Communities & Local Government,DCLG,23/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,DURHAM UNITARY AUTHORITY,,,,5000233557,,Decentralisation and Neigbourhood Planning,DH1 5UE,"5,000.00",Yes
