Newcastle City Council Invoices over £500 paid in November 2011,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WESTWOOD LODGE NURSING HOME,5296963,Revenue,1MM20,Ind Res Care MH              M,"4,188.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WESTWOOD LODGE NURSING HOME,5296963,Revenue,3WH77,Free Nursing Care Com Care   M,"10,439.60"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WESTWOOD LODGE NURSING HOME,5296963,Revenue,3WH79,Free Nursing Care Pres RightsM,"1,196.80"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WESTWOOD LODGE NURSING HOME,5296963,Revenue,3WH93,Continuing Care              M,"12,763.46"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WESTWOOD LODGE NURSING HOME,5296930,Revenue,3WH71,Free Nursing Care Self FunderM,434.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WESTWOOD LODGE NURSING HOME,5296930,Revenue,3WH78,Fre Nursing Care Out Of Area M,"1,795.20"
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,18 November 2011,WF HOWES LTD,5307121,Revenue,1EJ13,Stock Services               M,500.00
Children's Services,Int Childhood Services     ,Supplies & Services,25 November 2011,WHARRIER STREET PLAYGROUP,5316856,Revenue,1EEP5,2Yr Old Learning & Childcare E,"1,382.25"
Children's Services,Int Childhood Services     ,Supplies & Services,25 November 2011,WHARRIER STREET PLAYGROUP,5317701,Revenue,1EEP5,2Yr Old Learning & Childcare E,"1,629.60"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WHEATFIELD COURT,5311009,Revenue,1MG10,Ind Nursing Care Elderly     M,"-2,685.71"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WHEATFIELD COURT,5311009,Revenue,1MG20,Ind Res Care Elderly         M,-505.82
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WHEATFIELD COURT,5311010,Revenue,1MG10,Ind Nursing Care Elderly     M,"-6,860.45"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WHEATFIELD COURT,5311010,Revenue,1MG20,Ind Res Care Elderly         M,"-1,517.46"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WHEATFIELD COURT,5311011,Revenue,1MG10,Ind Nursing Care Elderly     M,"-9,824.84"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WHEATFIELD COURT,5311011,Revenue,1MG20,Ind Res Care Elderly         M,"-2,023.28"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311009,Revenue,1MG10,Ind Nursing Care Elderly     M,"8,861.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311009,Revenue,1MG20,Ind Res Care Elderly         M,"1,739.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311009,Revenue,3WH77,Free Nursing Care Com Care   M,"2,282.70"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311009,Revenue,3WH93,Continuing Care              M,"1,080.40"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311010,Revenue,1MG10,Ind Nursing Care Elderly     M,"22,158.09"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311010,Revenue,1MG20,Ind Res Care Elderly         M,"5,217.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311010,Revenue,3WH77,Free Nursing Care Com Care   M,"5,714.51"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311010,Revenue,3WH93,Continuing Care              M,"3,241.20"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311011,Revenue,1MG10,Ind Nursing Care Elderly     M,"32,052.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311011,Revenue,1MG20,Ind Res Care Elderly         M,"6,956.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311011,Revenue,3WH77,Free Nursing Care Com Care   M,"8,261.20"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311011,Revenue,3WH93,Continuing Care              M,"4,321.60"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311547,Revenue,3WH71,Free Nursing Care Self FunderM,"2,174.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311547,Revenue,3WH78,Fre Nursing Care Out Of Area M,434.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311548,Revenue,3WH71,Free Nursing Care Self FunderM,"2,174.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHEATFIELD COURT,5311548,Revenue,3WH78,Fre Nursing Care Out Of Area M,434.80
Children's Services,EDUCATION                              ,Third Party Payments,11 November 2011,WHICKHAM REMOVALS & STORAGE,5280744,Revenue,1MD66,CWD Care Packages            E,511.00
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WHICKHAM VILLA,5296868,Revenue,1MG10,Ind Nursing Care Elderly     M,-665.28
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WHICKHAM VILLA,5296868,Revenue,1MG20,Ind Res Care Elderly         M,-459.00
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WHICKHAM VILLA,5296868,Revenue,1MH10,Ind Nursing Care PD          M,-172.60,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WHICKHAM VILLA,5296868,Revenue,1MK10,Ind Nursing Care LD          M,-295.00,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WHICKHAM VILLA,5296868,Revenue,1MK20,Ind Res Care LD              M,-294.60,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WHICKHAM VILLA,5296868,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,720.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WHICKHAM VILLA,5296868,Revenue,1MG20,Ind Res Care Elderly         M,"1,720.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WHICKHAM VILLA,5296868,Revenue,1MH10,Ind Nursing Care PD          M,"4,851.60",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WHICKHAM VILLA,5296868,Revenue,1MK10,Ind Nursing Care LD          M,"5,378.28",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WHICKHAM VILLA,5296868,Revenue,1MK20,Ind Res Care LD              M,"7,469.52",
Environment & Regeneration,Regen Dev Team          ,Supplies & Services,11 November 2011,WHITE BOX - SPILL,5263488,Revenue,1DR54,DCLG City Revival Grant      F,"1,573.58",
Environment & Regeneration,EEC U/Design               ,Third Party Payments,28 November 2011,WHITE BROS. (NEWCASTLE ON TYNE) LTD,5319305,Revenue,1V074,Grainger Town & Public Art   K,508.00,
Children's Services,EDUCATION                              ,Third Party Payments,09 November 2011,WHITEHORSE LODGE LTD,5286433,Revenue,1MC02,IND Sector Placements        E,"11,000.00",
Children's Services,EDUCATION                              ,Third Party Payments,09 November 2011,WHITEHORSE LODGE LTD,5286434,Revenue,1MC02,IND Sector Placements        E,"11,000.00",
Children's Services,EDUCATION                              ,Third Party Payments,04 November 2011,WHITEHORSE LODGE LTD,5286432,Revenue,1MC02,IND Sector Placements        E,"11,000.00",
Children's Services,EDUCATION                              ,Third Party Payments,23 November 2011,WHITEHORSE LODGE LTD,5313406,Revenue,1MC02,IND Sector Placements        E,"5,892.86",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WHORLTON GRANGE,5311026,Revenue,1MG20,Ind Res Care Elderly         M,"-2,229.10",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WHORLTON GRANGE,5311027,Revenue,1MG20,Ind Res Care Elderly         M,"-5,966.66",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WHORLTON GRANGE,5311028,Revenue,1MG20,Ind Res Care Elderly         M,"-8,385.40"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHORLTON GRANGE,5311026,Revenue,1MG20,Ind Res Care Elderly         M,"6,666.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHORLTON GRANGE,5311027,Revenue,1MG20,Ind Res Care Elderly         M,"19,235.14"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WHORLTON GRANGE,5311028,Revenue,1MG20,Ind Res Care Elderly         M,"25,704.00"
Chief Executive's,SSD Legal Services 1       ,Capital Expenditure,03 November 2011,WILLIAMS ASSOCIATES,5290181,Capital,2DP02,Devt Capital CC              K,"2,189.60"
Environment & Regeneration,Highways                               ,Premises,11 November 2011,WILLIAMSON CONSTRUCTION EQUIPMENT LTD,5301393,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,527.50
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,03 November 2011,WILLINGS SERVICES LTD,5291671,Revenue,1V204,Car Parking Infrastructure   K,555.00
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WILLOW LODGE,5311098,Revenue,1MG10,Ind Nursing Care Elderly     M,-114.75
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WILLOW LODGE,5311098,Revenue,1MG20,Ind Res Care Elderly         M,-110.95
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WILLOW LODGE,5311099,Revenue,1MG10,Ind Nursing Care Elderly     M,-344.25
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WILLOW LODGE,5311099,Revenue,1MG20,Ind Res Care Elderly         M,-332.85
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WILLOW LODGE,5311100,Revenue,1MG10,Ind Nursing Care Elderly     M,-459.00
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WILLOW LODGE,5311100,Revenue,1MG20,Ind Res Care Elderly         M,-443.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WILLOW LODGE,5311098,Revenue,1MG10,Ind Nursing Care Elderly     M,429.20
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WILLOW LODGE,5311098,Revenue,1MG20,Ind Res Care Elderly         M,440.15
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WILLOW LODGE,5311099,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,287.60"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WILLOW LODGE,5311099,Revenue,1MG20,Ind Res Care Elderly         M,"1,320.45"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WILLOW LODGE,5311100,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,716.80"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WILLOW LODGE,5311100,Revenue,1MG20,Ind Res Care Elderly         M,"1,760.60"
Adult and Culture,Social Services                        ,Supplies & Services,03 November 2011,WINDOOR SERVICES,5291320,Revenue,1DF05,Outer West Arts Officer      M,"1,920.00"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WINDSOR COURT NURSING &,5296964,Revenue,1MG20,Ind Res Care Elderly         M,-903.52
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WINDSOR COURT NURSING &,5296964,Revenue,1MG10,Ind Nursing Care Elderly     M,"2,067.05"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WINDSOR COURT NURSING &,5296964,Revenue,1MG20,Ind Res Care Elderly         M,"4,343.03"
Children's Services,Social Services - Social Care Payments ,Third Party Payments,30 November 2011,WITHERSLACK HALL SCHOOL,5322480,Revenue,1MC12,SECTION 31A HIGH CARE NEEDS  E,"70,609.00"
Children's Services,Social Services - Social Care Payments ,Third Party Payments,22 November 2011,WITHERSLACK HALL SCHOOL,5311786,Revenue,1MC12,SECTION 31A HIGH CARE NEEDS  E,"68,226.00"
Environment & Regeneration,Allendale Building                     ,Supplies & Services,18 November 2011,WOLSELEY UK LTD,5306516,Revenue,1KBAA,Building Contracts           K,"1,298.48"
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,09 November 2011,WOLSELEY UK LTD,5294047,Revenue,3KIMD,Other Stores Stock Account   K,"1,417.44"
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,09 November 2011,WOLSELEY UK LTD,5293640,Revenue,3KIMD,Other Stores Stock Account   K,"1,542.38"
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,09 November 2011,WOLSELEY UK LTD,5293641,Revenue,3KIMD,Other Stores Stock Account   K,"1,258.38"
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,11 November 2011,WOLSELEY UK LTD,5300916,Revenue,1KR5E,Gas Serv East                K,517.84
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,11 November 2011,WOLSELEY UK LTD,5300920,Revenue,1KR5E,Gas Serv East                K,593.93
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,11 November 2011,WOLSELEY UK LTD,5300933,Revenue,1KR5E,Gas Serv East                K,493.85
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,11 November 2011,WOLSELEY UK LTD,5302090,Revenue,1KR5E,Gas Serv East                K,461.34
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,11 November 2011,WOLSELEY UK LTD,5300918,Revenue,3KIMD,Other Stores Stock Account   K,714.50
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25 November 2011,WOLSELEY UK LTD,5316375,Revenue,1KBAA,Building Contracts           K,532.80
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25 November 2011,WOLSELEY UK LTD,5314167,Revenue,1KR5E,Gas Serv East                K,574.15
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25 November 2011,WOLSELEY UK LTD,5314170,Revenue,1KR5E,Gas Serv East                K,507.69
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25 November 2011,WOLSELEY UK LTD,5314173,Revenue,1KR5E,Gas Serv East                K,548.74
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25 November 2011,WOLSELEY UK LTD,5314197,Revenue,1KR5E,Gas Serv East                K,521.88
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25 November 2011,WOLSELEY UK LTD,5314160,Revenue,3KIMD,Other Stores Stock Account   K,"2,349.12"
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25 November 2011,WOLSELEY UK LTD,5314161,Revenue,3KIMD,Other Stores Stock Account   K,"1,374.68"
