Dep,Entity,Date, Expense Type, Expense Area,Supplier  ,Transaction Number, Amount, Invoice Description
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Pekolyn Tech. Services ,101622-101 ,"£10,982.28",
DFID,DFID,30/01/2013,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,101612-101 ,"£10,043.40",
DFID,DFID,30/01/2013,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,202913-104 ,"£9,470.55",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Business Solutions Division Level ,CABLE & WIRELESS COMMUN ,200002-185 ,"£9,222.02",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Business Solutions Division Level ,CABLE & WIRELESS COMMUN ,200002-185 ,"£9,222.02",
DFID,DFID,30/01/2013,Technical and Advisory Services ,East and Central Africa ,HLSP LIMITED ,202893-101 ,"£9,097.77",
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Pekolyn Tech. Services ,100152-101 ,"£8,284.88",
DFID,DFID,30/01/2013,Technical and Advisory Services ,International Finance Division ,MAXWELL STAMP PLC ,200634-102 ,"£7,511.00",
DFID,DFID,30/01/2013,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,Revenue Watch Institute ,203601-103 ,"£7,314.92",
DFID,DFID,30/01/2013,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,"£7,118.54",
DFID,DFID,30/01/2013,Telephone Usage & services ,Business Solutions Division Level ,CABLE & WIRELESS COMMUN ,203329-103 ,"£6,763.26",
DFID,DFID,30/01/2013,Technical and Advisory Services ,West and Southern Africa ,Marriott Davies Yapp LLP ,203317-103 ,"£6,640.34",
DFID,DFID,30/01/2013,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£6,499.54",
DFID,DFID,30/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Flexiform Business Furniture Limited ,203716-101 ,"£6,295.68",
DFID,DFID,30/01/2013,Technical and Advisory Services ,West and Southern Africa ,Foreign & Commonwealth Office ,104223-101 ,"£6,283.00",
DFID,DFID,30/01/2013,Aid Programme - Accountable Grant Payments ,Policy Division ,THE ROYAL INSTITUTE OF INTERNATIONAL AFFAIRS ,202918-102 ,"£6,208.00",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,James Sharrock ,114324-102 ,"£6,002.50",
DFID,DFID,30/01/2013,Contract & Agency Staff ,Business Solutions Division Level ,ALLEGIS GROUP LIMITED ,200001-101 ,"£5,772.00",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,201942-101 ,"£5,499.79",
DFID,DFID,30/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,MITIE Technical Facilities Management Ltd ,100187-101 ,"£5,425.66",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,203035-102 ,"£5,200.00",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Business Solutions Division Level ,CABLE & WIRELESS COMMUN ,203329-103 ,"£4,750.74",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Business Solutions Division Level ,CABLE & WIRELESS COMMUN ,203329-103 ,"£4,750.74",
DFID,DFID,30/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,MITIE Technical Facilities Management Ltd ,100187-101 ,"£4,690.40",
DFID,DFID,30/01/2013,other information and communication technologies ,Western Asia and Stabilisation Division ,Supplier Name withheld ,100011-110 ,"£4,360.86",
DFID,DFID,30/01/2013,Secure Staff Accommodation ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,"£3,967.85",
DFID,DFID,30/01/2013,Secure Staff Accommodation ,International Finance Division ,Foreign & Commonwealth Office ,201723-102 ,"£3,837.82",
DFID,DFID,30/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,HUDSON GLOBAL RESOURCES LTD ,100201-101 ,"£3,768.12",
DFID,DFID,30/01/2013,Secure Staff Accommodation ,International Finance Division ,Foreign & Commonwealth Office ,201723-102 ,"£3,710.93",
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,100061-101 ,"£3,558.69",
DFID,DFID,30/01/2013,Other shared service charges ,Asia  Caribbean and Overseas Territories ,Bagha Club Dhaka ,100025-103 ,"£3,491.92",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,201942-101 ,"£3,399.00",
DFID,DFID,30/01/2013,Data Network - land lines ,Business Solutions Division Level ,CABLE & WIRELESS COMMUN ,200002-185 ,"£3,318.67",
DFID,DFID,30/01/2013,Auditors Remuneration & Expenses - Cash ,West and Southern Africa ,PricewaterhouseCoopers (SA) ,200546-101 ,"£3,200.21",
DFID,DFID,30/01/2013,Technical and Advisory Services ,West and Southern Africa ,Foreign & Commonwealth Office ,104223-101 ,"£3,174.47",
DFID,DFID,30/01/2013,Oil - Other Utilities ,East and Central Africa ,TAAM Petroleum Ltd(US$) ,202586-101 ,"£3,154.57",
DFID,DFID,30/01/2013,Furniture & Fittings ,East and Central Africa ,MAGASIN FARUKI ,101628-101 ,"£3,108.53",
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Pekolyn Tech. Services ,101622-101 ,"£2,842.22",
DFID,DFID,30/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,MITIE Technical Facilities Management Ltd ,203717-101 ,"£2,660.00",
DFID,DFID,30/01/2013,Telephone Usage & services ,Business Solutions Division Level ,CABLE & WIRELESS COMMUN ,203329-103 ,"£2,636.40",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,ORR  DIGNAM & CO ,202378-107 ,"£2,575.31",
DFID,DFID,30/01/2013,Secure Staff Accommodation ,Policy Division ,Foreign & Commonwealth Office ,100191-101 ,"£2,414.11",
DFID,DFID,30/01/2013,Vehicle Petrol & Oil ,East and Central Africa ,TAAM Petroleum Ltd(US$) ,202594-101 ,"£2,285.80",
DFID,DFID,30/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,MITIE Technical Facilities Management Ltd ,100187-101 ,"£2,156.80",
DFID,DFID,30/01/2013,Facilities Management payments ,East and Central Africa ,Mustafa Auto Garage ,202586-101 ,"£2,046.78",
DFID,DFID,30/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Flexiform Business Furniture Limited ,203716-101 ,"£2,038.32",
DFID,DFID,30/01/2013,Data Network - land lines ,Business Solutions Division Level ,CABLE & WIRELESS COMMUN ,203329-103 ,"£2,026.33",
DFID,DFID,30/01/2013,Air fares ,Western Asia and Stabilisation Division ,Recipient name withheld ,101601-110 ,"£1,962.00",
DFID,DFID,30/01/2013,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£1,949.86",
DFID,DFID,30/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Senator International  ,203716-101 ,"£1,884.96",
DFID,DFID,30/01/2013,Secure Staff Accommodation ,International Relations Division ,Foreign & Commonwealth Office ,202319-101 ,"£1,780.01",
DFID,DFID,30/01/2013,Technical and Advisory Services ,West and Southern Africa ,Foreign & Commonwealth Office ,104229-101 ,"£1,777.25",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,201129-104 ,"£1,680.00",
DFID,DFID,30/01/2013,Technical and Advisory Services ,International Finance Division ,MAXWELL STAMP PLC ,200634-102 ,"£1,677.38",
DFID,DFID,30/01/2013,Technical and Advisory Services ,International Relations Division ,Foreign & Commonwealth Office ,201399-101 ,"£1,593.04",
DFID,DFID,30/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED ,100201-101 ,"£1,513.32",
DFID,DFID,30/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED ,100201-101 ,"£1,513.32",
DFID,DFID,30/01/2013,Contract & Agency Staff ,Policy Division ,Hays Specialist Recruitment Ltd ,100191-101 ,"£1,488.48",
DFID,DFID,30/01/2013,Facilities Management payments ,East and Central Africa ,Ikondera Company Ltd ,101628-101 ,"£1,485.29",
DFID,DFID,30/01/2013,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,"£1,423.71",
DFID,DFID,30/01/2013,Vehicle Petrol & Oil ,East and Central Africa ,Gibe General-Mechanical Work Shop ,202891-107 ,"£1,413.04",
DFID,DFID,30/01/2013,Facilities Management payments ,East and Central Africa ,Ikondera Company Ltd ,101628-101 ,"£1,387.94",
DFID,DFID,30/01/2013,Other Building Costs ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£1,320.77",
DFID,DFID,30/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,MITIE Technical Facilities Management Ltd ,100106-101 ,"£1,320.00",
DFID,DFID,30/01/2013,Vehicle Petrol & Oil ,East and Central Africa ,TAAM Petroleum Ltd(US$) ,202594-101 ,"£1,302.52",
DFID,DFID,30/01/2013,Furniture & Fittings ,East and Central Africa ,BRICOTECH SARL ,101628-101 ,"£1,256.89",
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,Asia  Caribbean and Overseas Territories ,K H Enterprise ,100026-102 ,"£1,250.50",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,203035-102 ,"£1,247.04",
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,Western Asia and Stabilisation Division ,Foreign & Commonwealth Office ,100305-101 ,"£1,216.29",
DFID,DFID,30/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Search Consultancy Ltd ,100201-101 ,"£1,200.00",
DFID,DFID,30/01/2013,Office Supplies ,Asia  Caribbean and Overseas Territories ,M/S Nahar Enterprise ,100025-101 ,"£1,198.20",
DFID,DFID,30/01/2013,Training - Travel & Subsistence ,West and Southern Africa ,British Airways PLC ,100152-101 ,"£1,195.16",
DFID,DFID,30/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,MITIE Technical Facilities Management Ltd ,203717-101 ,"£1,182.50",
DFID,DFID,30/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED ,100201-101 ,"£1,150.02",
DFID,DFID,30/01/2013,Data Network - land lines ,Business Solutions Division Level ,COLT TELECOMMUNICATIONS ,200002-124 ,"£1,125.00",
DFID,DFID,30/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Senator International  ,203716-101 ,"£1,104.58",
DFID,DFID,30/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,"£1,102.50",
DFID,DFID,30/01/2013,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,100227-101 ,"£1,081.30",
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,Western Asia and Stabilisation Division ,Foreign & Commonwealth Office ,100305-101 ,"£1,038.60",
DFID,DFID,30/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,"£1,036.80",
DFID,DFID,30/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,£990.00,
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Pekolyn Tech. Services ,101622-101 ,£987.46,
DFID,DFID,30/01/2013,Technical and Advisory Services ,Business Solutions Division Level ,Parity Resources ,200003-154 ,£970.92,
DFID,DFID,30/01/2013,Storage & Distribution costs ,Middle East & North Africa Division (MENAD) ,Foreign & Commonwealth Office ,100303-101 ,£969.18,
DFID,DFID,30/01/2013,Technical and Advisory Services ,Business Solutions Division Level ,Parity Resources ,200003-154 ,£937.44,
DFID,DFID,30/01/2013,Furniture & Fittings ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,£935.18,
DFID,DFID,30/01/2013,Technical and Advisory Services ,Business Solutions Division Level ,Parity Resources ,200003-154 ,£870.48,
DFID,DFID,30/01/2013,Furniture & Fittings ,East and Central Africa ,Mutara Enterprises LTD ,101628-101 ,£834.16,
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,Asia  Caribbean and Overseas Territories ,M N Khan & Co ,100026-102 ,£824.62,
DFID,DFID,30/01/2013,Hostile Environment Training ,Internal Audit ,Pilgrims Group ,100121-101 ,£802.14,
DFID,DFID,30/01/2013,Training - Course Fees ,Human Resources Security & Facilities Division ,Pilgrims Group ,100268-101 ,£802.14,
DFID,DFID,30/01/2013,Conferences  Seminars & Meeting/Event Resource ,Research and Evidence Division ,BIS ,202332-103 ,£760.00,
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,Western Asia and Stabilisation Division ,Foreign & Commonwealth Office ,100305-101 ,£753.95,
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Pekolyn Tech. Services ,100152-101 ,£744.92,
DFID,DFID,30/01/2013,Training - Travel & Subsistence ,East and Central Africa ,Foreign & Commonwealth Office ,100227-101 ,£742.80,
DFID,DFID,30/01/2013,Technical and Advisory Services ,Middle East & North Africa Division (MENAD) ,Supplier Name withheld ,203216-110 ,£710.06,
DFID,DFID,30/01/2013,Technical and Advisory Services ,Policy Division ,PRICEWATERHOUSECOOPERS ,202372-102 ,£689.16,
DFID,DFID,30/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,HCS Business Interiors ,100106-101 ,£684.00,
DFID,DFID,30/01/2013,Electricity ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£676.57,
DFID,DFID,30/01/2013,Training Providers/Facilitation Services ,Finance and Corporate Performance Division ,QA Limited ,202836-102 ,£670.00,
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,Asia  Caribbean and Overseas Territories ,Abdur Rahim ,101603-101 ,£658.12,
DFID,DFID,30/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,£647.46,
DFID,DFID,30/01/2013,Data Network - land lines ,International Relations Division ,Foreign & Commonwealth Office ,201711-101 ,£642.53,
DFID,DFID,30/01/2013,Air fares ,East and Central Africa ,Highlight Travel SS T/A BCD Travel ,202594-101 ,£621.52,
DFID,DFID,30/01/2013,Facilities Management payments ,West and Southern Africa ,Pryme Soluhyns ,101613-101 ,£602.39,
DFID,DFID,30/01/2013,Generators & spares ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£601.47,
DFID,DFID,30/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,MITIE Technical Facilities Management Ltd ,203717-101 ,£589.60,
DFID,DFID,30/01/2013,Contract & Agency Staff ,Human Resources Security & Facilities Division ,Anderson Knight Ltd ,100270-104 ,£578.31,
DFID,DFID,30/01/2013,Technical and Advisory Services ,Policy Division ,Revenue Watch Institute ,203608-106 ,£573.60,
DFID,DFID,30/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,MITIE Technical Facilities Management Ltd ,100187-101 ,£555.50,
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,Asia  Caribbean and Overseas Territories ,M N Khan & Co ,100026-102 ,£549.36,
DFID,DFID,30/01/2013,Vehicle Petrol & Oil ,East and Central Africa ,TAAM Petroleum Ltd(US$) ,202586-101 ,£543.85,
DFID,DFID,30/01/2013,Other Building Costs ,Middle East & North Africa Division (MENAD) ,Foreign & Commonwealth Office ,202887-101 ,£542.74,
DFID,DFID,30/01/2013,Technical and Advisory Services ,International Relations Division ,Foreign & Commonwealth Office ,201711-101 ,£538.51,
DFID,DFID,30/01/2013,Telephone Usage & services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101615-101 ,£522.93,
DFID,DFID,31/01/2013,Aid Programme - Core contributions ,International Finance Division ,IBRD HSBC T ,200758-101 ,"£14,900,000.00",
DFID,DFID,31/01/2013,Aid Programme - Voluntary contributions ,West and Southern Africa ,UNFPA ,202342-103 ,"£1,388,610.72",
DFID,DFID,31/01/2013,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,UCEP - Underpriveliged Childrens Education Programs ,203228-102 ,"£1,274,204.35",
DFID,DFID,31/01/2013,Aid Programme - Other Financial Aid to Government ,East and Central Africa ,Stengthening Public Audit Rwanda ,202169-102 ,"£750,000.00",
DFID,DFID,31/01/2013,Aid Programme - Accountable Grant Payments ,East and Central Africa ,ACTION AGAINST HUNGER UK ,203183-102 ,"£740,309.00",
DFID,DFID,31/01/2013,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict Humanitarian and Security Division ,INTERNATIONAL MEDICAL CORPS (UK) ,203755-102 ,"£300,000.00",
DFID,DFID,31/01/2013,Aid Programme - Other Financial Aid to Government ,East and Central Africa ,MINISTRY OF HEALTH  RWANDA ,203639-101 ,"£275,000.00",
DFID,DFID,31/01/2013,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,Government of Nepal RRRSDP GBP ,114453-101 ,"£263,415.52",
DFID,DFID,31/01/2013,Research & Development costs ,Research and Evidence Division ,LIVERPOOL SCHOOL OF TROPICAL MEDICINE ,201400-101 ,"£263,081.46",
DFID,DFID,31/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,HLSP LIMITED ,203390-101 ,"£243,957.57",
DFID,DFID,31/01/2013,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,UCEP - Underpriveliged Childrens Education Programs ,203228-103 ,"£239,888.65",
DFID,DFID,31/01/2013,Technical and Advisory Services ,Conflict Humanitarian and Security Division ,THE HALO TRUST ,201745-106 ,"£236,910.00",
DFID,DFID,31/01/2013,Aid Programme - Accountable Grant Payments ,Policy Division ,Heath Action International ,202779-101 ,"£168,065.00",
DFID,DFID,31/01/2013,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,WWF-UK ,203174-101 ,"£165,150.00",
