Newcastle City Council Invoices over £250 paid in September 2013,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006499,Revenue,1MC20,In-House Foster Carer Costs,"2,227.72 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006324,Revenue,1MF35,Special Guardianship Allow,899.04 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006329,Revenue,1MF10,Adoption Payments,571.98 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006317,Revenue,1MF35,Special Guardianship Allow,896.64 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006551,Revenue,1MC20,In-House Foster Carer Costs,"3,135.52 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006307,Revenue,1MC20,In-House Foster Carer Costs,807.44 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006306,Revenue,1MC20,In-House Foster Carer Costs,807.44 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006443,Revenue,1MC20,In-House Foster Carer Costs,798.00 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006401,Revenue,1MC20,In-House Foster Carer Costs,706.94 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006401,Revenue,1MC21,Fostering Unit,295.47 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006407,Revenue,1MC20,In-House Foster Carer Costs,"1,624.94 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006279,Revenue,1MC20,In-House Foster Carer Costs,"1,190.80 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006315,Revenue,1MC20,In-House Foster Carer Costs,706.94 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006493,Revenue,1MC20,In-House Foster Carer Costs,"2,722.32 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006288,Revenue,1MC20,In-House Foster Carer Costs,"1,413.88 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006321,Revenue,1MC20,In-House Foster Carer Costs,"1,402.84 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006451,Revenue,1MF35,Special Guardianship Allow,993.86 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006416,Revenue,1MF35,Special Guardianship Allow,806.96 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006597,Revenue,1MF35,Special Guardianship Allow,"1,007.88 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006294,Revenue,1MC20,In-House Foster Carer Costs,"1,786.20 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006337,Revenue,1MC20,In-House Foster Carer Costs,"1,897.74 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006304,Revenue,1MC20,In-House Foster Carer Costs,"1,190.80 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006410,Revenue,1MC20,In-House Foster Carer Costs,"2,112.06 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006430,Revenue,1MC20,In-House Foster Carer Costs,782.18 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006342,Revenue,1MC20,In-House Foster Carer Costs,459.00 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006344,Revenue,1MC20,In-House Foster Carer Costs,595.40 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006530,Revenue,1MC20,In-House Foster Carer Costs,"1,524.38 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006347,Revenue,1MC20,In-House Foster Carer Costs,706.94 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006528,Revenue,1MC20,In-House Foster Carer Costs,987.60 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006423,Revenue,1MC20,In-House Foster Carer Costs,873.50 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006362,Revenue,1MC20,In-House Foster Carer Costs,"1,413.88 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006368,Revenue,1MC20,In-House Foster Carer Costs,"1,190.80 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006345,Revenue,1MC20,In-House Foster Carer Costs,"2,450.61 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006372,Revenue,1MC20,In-House Foster Carer Costs,"2,028.80 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006341,Revenue,1MC20,In-House Foster Carer Costs,798.00 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006547,Revenue,1MC20,In-House Foster Carer Costs,"1,077.16 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006441,Revenue,1MF35,Special Guardianship Allow,462.40 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006316,Revenue,1MC20,In-House Foster Carer Costs,610.05 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006360,Revenue,1MC20,In-House Foster Carer Costs,"2,120.82 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006377,Revenue,1MC20,In-House Foster Carer Costs,"1,872.88 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006330,Revenue,1MC20,In-House Foster Carer Costs,"1,398.68 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006298,Revenue,1MC20,In-House Foster Carer Costs,"1,615.86 ",,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006298,Revenue,1MC21,Fostering Unit,65.66 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006248,Revenue,1MC20,In-House Foster Carer Costs,519.54 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006576,Revenue,1MC20,In-House Foster Carer Costs,706.94 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006569,Revenue,1MC20,In-House Foster Carer Costs,405.44 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006217,Revenue,1MF10,Adoption Payments,483.04 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006468,Revenue,1MD85,Residence Orders,398.72 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006471,Revenue,1MD85,Residence Orders,412.72 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006598,Revenue,1MF10,Adoption Payments,472.76 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006474,Revenue,1MF10,Adoption Payments,302.64 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006212,Revenue,1MC20,In-House Foster Carer Costs,459.00 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006236,Revenue,1MC20,In-House Foster Carer Costs,405.44 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006470,Revenue,1MD85,Residence Orders,398.72 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006479,Revenue,1MF10,Adoption Payments,472.76 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006252,Revenue,1MF10,Adoption Payments,300.00 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006481,Revenue,1MF10,Adoption Payments,366.60 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006478,Revenue,1MF10,Adoption Payments,472.76 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006589,Revenue,1MC20,In-House Foster Carer Costs,491.80 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006448,Revenue,1MD85,Residence Orders,467.52 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006220,Revenue,1MC20,In-House Foster Carer Costs,459.00 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006490,Revenue,1MC20,In-House Foster Carer Costs,918.00 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006502,Revenue,1MD85,Residence Orders,353.02 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006497,Revenue,1MD85,Residence Orders,398.72 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006563,Revenue,1MF10,Adoption Payments,472.88 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006582,Revenue,1MF10,Adoption Payments,263.46 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006518,Revenue,1MF10,Adoption Payments,329.60 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006520,Revenue,1MF10,Adoption Payments,329.60 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006519,Revenue,1MF10,Adoption Payments,329.60 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006522,Revenue,1MF10,Adoption Payments,318.78 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006532,Revenue,1MF10,Adoption Payments,324.04 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006462,Revenue,1MC20,In-House Foster Carer Costs,535.49 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006540,Revenue,1MF10,Adoption Payments,324.16 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006397,Revenue,1MF10,Adoption Payments,492.78 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006398,Revenue,1MF10,Adoption Payments,446.22 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006396,Revenue,1MF10,Adoption Payments,414.86 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006429,Revenue,1MF10,Adoption Payments,324.04 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006527,Revenue,1MD85,Residence Orders,307.32 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006433,Revenue,1MF10,Adoption Payments,329.60 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006436,Revenue,1MF10,Adoption Payments,458.62 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006432,Revenue,1MF10,Adoption Payments,398.40 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006403,Revenue,1MF35,Special Guardianship Allow,362.82 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006431,Revenue,1MF35,Special Guardianship Allow,253.30 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006424,Revenue,1MF35,Special Guardianship Allow,267.10 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006269,Revenue,1MC20,In-House Foster Carer Costs,405.44 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006289,Revenue,1MF10,Adoption Payments,472.76 ,,,,,,,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,24/09/2013,Redacted Personal Data,6006290,Revenue,1MF35,Special Guardianship Allow,534.20 ,,,,,,,,,
