Data is Unweighted,,,Q8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National NHS Staff Survey 2012,,,How satisfied are you with each of the following?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do the following statements apply to you and your job?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This sheet contains questions relating to: job satisfaction,,,a) The recognition I get for good work,,,,,,b) The support I get from my immediate manager,,,,,,c) The freedom I have to choose my own method of working,,,,,,d) The support I get from my work colleagues,,,,,,e) The amount of responsibility I am given,,,,,,f) The opportunities I have to use my skills,,,,,,g) The extent to which my organisation values my work,,,,,,h) My level of pay,,,,,,a) I am satisfied with the quality of care I give to patients / service users,,,,,,,b) I feel that my role makes a difference to patients / service users,,,,,,,c) I am able to deliver the patient care I aspire to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note: In order to the preserve anonymity of individual staff, where there were fewer than 11 responses to a question responses are not displayed",,,Very dissatisfied,Dissatisfied,Neither satis. Nor dissatisfied,Satisfied,Very satisfied,Base (number of respondents),Very dissatisfied,Dissatisfied,Neither satis. Nor dissatisfied,Satisfied,Very satisfied,Base (number of respondents),Very dissatisfied,Dissatisfied,Neither satis. Nor dissatisfied,Satisfied,Very satisfied,Base (number of respondents),Very dissatisfied,Dissatisfied,Neither satis. Nor dissatisfied,Satisfied,Very satisfied,Base (number of respondents),Very dissatisfied,Dissatisfied,Neither satis. Nor dissatisfied,Satisfied,Very satisfied,Base (number of respondents),Very dissatisfied,Dissatisfied,Neither satis. Nor dissatisfied,Satisfied,Very satisfied,Base (number of respondents),Very dissatisfied,Dissatisfied,Neither satis. Nor dissatisfied,Satisfied,Very satisfied,Base (number of respondents),Very dissatisfied,Dissatisfied,Neither satis. Nor dissatisfied,Satisfied,Very satisfied,Base (number of respondents),Strongly disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Not applicable to me,Base (number of respondents),Strongly disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Not applicable to me,Base (number of respondents),Strongly disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Not applicable to me,Base (number of respondents),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Gay Male staff,--,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,--,2,--,--,--,--,--,--,2,--,--,--,--,--,--,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Gay Female staff,--,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,--,3,--,--,--,--,--,--,3,--,--,--,--,--,--,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Bisexual staff,--,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,--,2,--,--,--,--,--,--,2,--,--,--,--,--,--,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,I would prefer not to say,--,5,24,29,34,7,45,6,9,33,28,24,45,4,4,36,39,18,45,0,0,30,62,8,43,12,8,14,56,10,44,13,21,19,35,12,45,27,14,19,35,5,45,25,16,22,30,6,45,4,7,11,22,5,52,45,1,15,5,28,19,32,45,4,6,5,6,5,76,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,No religion,--,7,16,17,48,12,204,4,12,14,42,28,205,3,7,11,55,26,205,4,6,11,59,20,205,1,13,12,54,20,205,3,17,15,53,12,205,6,17,29,39,9,205,4,22,21,45,8,205,0,4,6,21,10,58,202,2,3,13,38,13,32,204,0,4,12,12,4,69,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Christian staff,--,5,11,25,48,11,429,6,9,14,47,24,428,3,4,13,54,26,427,1,3,16,57,23,426,3,7,16,57,17,429,4,10,16,54,16,429,7,13,32,36,11,428,7,18,27,42,5,429,0,2,7,24,11,55,427,1,3,12,35,19,31,429,0,4,10,11,5,70,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Buddhist staff,--,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,--,3,--,--,--,--,--,--,3,--,--,--,--,--,--,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Hindu staff,--,--,--,--,--,--,7,--,--,--,--,--,7,--,--,--,--,--,7,--,--,--,--,--,6,--,--,--,--,--,7,--,--,--,--,--,7,--,--,--,--,--,7,--,--,--,--,--,7,--,--,--,--,--,--,7,--,--,--,--,--,--,7,--,--,--,--,--,--,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Jewish staff,--,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,--,1,--,--,--,--,--,--,1,--,--,--,--,--,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Muslim staff,--,--,--,--,--,--,10,--,--,--,--,--,10,--,--,--,--,--,10,--,--,--,--,--,10,--,--,--,--,--,10,--,--,--,--,--,10,--,--,--,--,--,10,--,--,--,--,--,10,--,--,--,--,--,--,10,--,--,--,--,--,--,10,--,--,--,--,--,--,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Sikh staff,--,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,--,5,--,--,--,--,--,--,5,--,--,--,--,--,--,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Other religion,--,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,--,8,--,--,--,--,--,--,8,--,--,--,--,--,--,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,I would prefer not to say,--,8,31,38,21,3,41,9,8,43,20,20,42,6,5,47,30,12,42,0,1,44,48,6,40,19,10,19,45,8,41,20,27,22,24,7,42,40,15,17,27,1,41,34,14,25,23,4,41,2,7,15,20,5,51,42,0,20,4,22,18,36,42,4,7,1,7,2,78,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BREAKDOWN BY STAFF GROUP: COMMUNITY TRUSTS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,"Allied Health Professionals, Healthcare Scientists and Scientific & Technical staff",--,5,17,29,41,8,"1,865",3,10,16,45,25,"1,868",2,7,19,52,19,"1,863",1,2,10,54,33,"1,867",1,6,13,61,19,"1,867",3,10,15,56,17,"1,866",9,22,30,32,7,"1,861",6,22,27,40,5,"1,863",2,9,10,42,35,2,"1,867",0,1,4,46,49,1,"1,868",4,18,15,39,22,2,"1,865",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Occupational therapy,--,5,18,30,41,7,335,3,7,19,45,26,335,1,10,19,52,18,336,0,3,12,48,37,336,0,9,12,60,19,336,2,12,16,55,15,335,9,25,31,28,7,330,3,22,25,45,6,334,1,15,13,43,27,2,337,0,0,3,49,48,0,337,5,22,22,33,18,1,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Physiotherapy,--,6,14,32,40,7,523,4,8,16,48,24,524,2,6,15,57,19,521,0,2,7,57,33,522,2,5,11,62,20,524,3,9,15,54,19,524,10,22,31,30,7,523,4,20,29,42,6,522,2,9,9,42,35,3,522,0,1,3,47,48,1,522,5,21,12,42,17,4,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Radiography,--,13,15,48,18,5,28,0,2,54,20,24,28,10,4,18,61,8,28,0,0,28,42,31,28,0,0,30,60,9,28,10,0,27,56,7,28,13,4,57,20,5,28,3,5,45,41,5,28,0,0,30,37,33,0,28,0,1,11,41,46,0,28,10,1,29,28,28,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Pharmacy,--,2,14,22,51,12,31,0,21,9,39,32,31,0,3,16,58,23,31,0,3,7,68,22,31,2,5,7,66,20,31,8,6,8,58,20,31,7,16,27,38,12,31,9,5,23,57,5,31,0,10,20,29,17,23,31,0,0,12,44,41,3,31,0,20,16,34,8,22,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Clinical Psychology,--,1,19,8,65,7,37,3,11,11,38,37,37,2,0,21,45,32,37,0,1,10,51,38,37,2,9,7,46,36,37,2,11,6,52,28,37,4,18,19,37,22,37,2,11,22,28,37,37,1,8,8,40,43,0,37,0,0,5,43,52,0,37,1,11,16,28,44,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Psychotherapy,--,3,16,22,48,10,38,2,7,14,49,29,39,3,7,10,52,28,39,0,3,13,59,25,39,3,19,15,38,26,39,4,11,16,49,19,39,16,18,25,33,8,39,17,25,8,50,0,38,0,2,3,48,47,0,39,0,0,0,33,67,0,39,0,17,3,47,33,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Arts Therapy,--,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,--,5,--,--,--,--,--,--,5,--,--,--,--,--,--,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Other qualified Allied Health Professionals,--,6,24,25,38,8,537,3,16,14,43,24,536,2,13,21,45,18,535,1,2,9,59,29,537,0,5,14,61,19,536,3,9,16,56,17,537,10,23,31,29,6,537,7,21,29,40,4,537,2,10,9,45,32,1,536,1,1,3,47,48,0,536,4,23,16,35,22,1,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Other qualified Scientific and Technical or Healthcare Scientists,--,3,17,28,43,10,270,5,9,16,44,26,272,3,6,25,49,17,271,1,5,11,49,33,271,3,7,17,59,14,271,4,11,16,54,14,270,6,22,32,32,8,271,13,24,34,27,2,271,3,4,6,40,47,1,271,1,0,5,43,51,0,272,3,7,10,47,32,2,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Support to Allied Health Professionals,--,2,23,30,32,12,25,2,12,23,29,34,25,0,2,15,47,36,25,0,9,18,37,36,25,0,5,26,42,28,25,0,2,34,28,35,25,5,18,42,28,7,25,8,31,21,29,11,25,0,0,9,53,37,0,25,0,0,4,37,59,0,25,0,5,19,63,12,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Support to Scientific and Technical or Healthcare Scientists,--,8,6,29,56,2,36,0,15,12,62,11,36,0,9,20,65,6,35,0,4,3,72,20,36,0,3,20,68,9,35,3,6,7,76,8,35,0,13,34,51,2,35,4,47,14,35,0,35,0,2,1,36,44,18,36,0,1,6,48,42,3,36,0,1,12,36,30,21,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Ambulance staff (operational),--,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,7,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,--,8,--,--,--,--,--,--,8,--,--,--,--,--,--,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Emergency Care Practitioners,--,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,--,3,--,--,--,--,--,--,3,--,--,--,--,--,--,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Ambulance Control staff,--,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,--,1,--,--,--,--,--,--,1,--,--,--,--,--,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  Patient Transport Service,--,--,--,--,--,--,4,--,--,--,--,--,4,--,--,--,--,--,4,--,--,--,--,--,4,--,--,--,--,--,3,--,--,--,--,--,4,--,--,--,--,--,4,--,--,--,--,--,4,--,--,--,--,--,--,4,--,--,--,--,--,--,4,--,--,--,--,--,--,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Medical / Dental staff,--,12,20,29,32,8,339,7,11,24,41,17,339,4,10,31,40,15,338,1,5,16,59,20,337,4,9,15,56,16,338,3,10,19,52,16,338,15,15,28,35,8,335,9,19,27,39,7,335,1,5,7,44,41,3,337,0,1,6,45,47,1,338,2,9,14,45,28,3,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  medical / dental (consultants),--,14,12,26,39,8,81,6,9,25,38,21,81,5,7,24,52,13,81,0,7,10,63,20,81,3,4,10,63,22,81,0,8,17,62,14,81,18,11,16,50,5,80,9,9,16,55,10,81,1,2,7,48,40,4,81,0,0,4,43,52,1,81,1,8,13,52,24,4,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  medical / dental (in training),--,13,16,39,21,13,14,13,16,17,55,0,14,13,0,35,33,19,14,0,3,17,53,27,14,0,16,17,49,19,14,0,13,35,29,23,14,0,16,51,33,0,14,14,18,19,45,4,13,0,13,0,65,23,0,14,0,0,0,81,19,0,14,13,0,4,65,19,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  medical / dental (other),--,10,21,29,32,8,244,7,11,22,44,17,244,3,11,33,37,16,243,1,4,16,60,20,242,3,10,16,56,15,243,5,10,18,51,16,243,13,16,30,31,10,241,8,22,31,33,6,241,1,6,7,39,45,3,242,0,1,7,42,48,2,243,2,10,14,40,31,3,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Registered Nurses and Midwives,--,6,20,27,39,8,"2,569",5,11,17,42,25,"2,573",2,9,22,50,17,"2,570",1,5,13,50,31,"2,569",2,6,15,58,19,"2,568",3,10,14,56,18,"2,571",12,23,30,29,7,"2,566",10,23,25,37,5,"2,568",3,8,8,38,39,3,"2,570",1,2,5,41,50,1,"2,571",5,15,14,36,26,4,"2,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  adult / general nurses,--,6,18,28,40,8,947,6,12,15,44,24,950,2,8,21,52,17,949,2,5,12,54,27,950,2,5,16,59,18,949,3,7,13,59,18,950,10,20,30,33,6,948,9,21,25,40,4,949,2,6,6,39,43,4,949,1,1,5,38,54,1,949,4,12,12,39,30,4,946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  mental health nurses,--,4,11,15,51,19,100,2,6,17,52,23,100,2,4,18,42,34,100,1,2,9,52,37,100,2,11,10,48,29,100,11,5,11,40,33,100,7,10,35,37,12,100,10,18,25,42,5,100,2,5,8,32,50,3,100,1,1,7,34,57,0,99,3,9,13,35,37,3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  learning disabilities nurses,--,4,19,27,35,14,67,10,5,25,26,34,67,1,6,28,32,33,67,1,7,26,32,34,66,3,3,21,42,31,67,7,6,15,46,26,67,13,20,40,17,11,67,11,15,27,38,9,67,1,7,1,48,43,1,67,1,1,4,49,43,3,67,5,10,13,38,32,2,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  children nurses,--,2,23,20,52,3,113,2,7,21,44,25,113,0,5,23,48,24,113,3,2,11,54,30,113,1,8,11,59,22,113,2,5,16,58,18,113,5,18,27,44,5,112,5,16,31,44,4,112,4,8,8,33,46,2,112,2,0,4,36,57,1,113,2,17,12,33,34,2,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  midwives,--,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,--,8,--,--,--,--,--,--,8,--,--,--,--,--,--,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  health visitors,--,7,21,32,33,7,426,5,10,20,42,23,425,4,14,21,46,16,427,1,5,10,46,37,425,2,9,14,54,20,425,2,15,16,49,17,426,12,23,29,29,7,426,10,26,26,33,4,426,4,12,9,42,30,3,424,2,2,9,49,37,0,426,7,22,15,34,18,4,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  district / community nurses,--,7,23,26,38,6,750,5,11,17,42,25,752,2,8,20,54,16,748,1,5,14,50,30,748,2,6,16,59,17,748,2,8,13,59,18,749,14,25,29,26,6,748,11,25,25,34,4,747,4,9,9,35,39,4,751,0,2,4,39,52,2,750,5,17,13,34,25,5,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  other registered nurses,--,4,18,21,48,8,158,3,9,14,42,33,158,2,9,21,47,21,158,0,3,14,50,32,159,1,8,10,59,22,158,1,13,15,49,21,158,7,23,30,32,8,157,8,22,24,36,9,159,1,4,8,32,51,3,159,1,1,6,37,54,1,159,3,12,12,36,31,6,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Nursing or Healthcare Assistants,--,6,16,26,43,8,640,4,9,20,44,23,639,2,9,29,48,12,639,1,3,16,52,28,640,1,8,19,58,13,637,4,11,18,54,13,638,9,17,30,37,7,637,13,32,26,27,2,636,1,4,5,37,52,1,639,0,2,6,39,52,1,641,2,8,10,37,42,2,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Social care staff,--,11,16,21,51,2,127,2,9,7,51,31,127,1,7,28,42,21,127,0,1,10,71,18,127,1,9,12,71,7,127,2,11,16,63,9,127,16,6,47,30,1,126,13,11,41,27,7,127,3,5,14,31,44,4,127,2,0,3,40,53,1,127,8,12,14,29,32,5,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  social workers,--,16,11,20,51,2,38,4,8,5,46,37,38,2,7,25,52,15,38,2,2,5,73,19,38,2,13,19,62,5,38,4,19,12,61,5,38,26,7,41,25,1,37,20,9,34,18,18,38,0,14,32,21,33,1,38,0,2,3,41,54,0,38,14,30,18,18,19,2,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  social care managers,--,3,22,9,57,9,19,19,8,4,20,49,19,13,3,31,41,13,19,0,0,22,25,52,19,3,3,21,64,9,19,3,18,3,36,40,19,8,21,13,55,3,19,6,15,50,26,4,19,0,19,9,25,34,13,19,0,0,15,34,50,0,19,3,22,6,23,33,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,-  social care support staff,--,6,17,37,39,1,70,2,8,12,55,24,70,3,8,34,33,22,70,0,0,13,69,17,70,1,3,8,76,12,70,3,4,24,60,10,70,6,8,53,31,2,70,7,22,35,35,1,70,5,1,2,35,49,9,70,3,0,5,36,52,4,70,1,2,13,38,34,11,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Public Health / Health Improvement,--,5,15,24,43,12,168,6,12,17,41,24,167,3,9,22,49,19,168,0,3,19,51,26,167,0,8,22,55,15,168,3,11,25,45,15,167,10,13,36,33,8,168,11,21,23,34,12,168,1,3,4,35,48,10,167,1,1,8,35,50,5,167,1,9,21,26,32,11,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Commissioning managers / support staff,--,17,4,15,65,0,14,11,6,11,50,22,14,11,0,33,41,15,14,11,0,22,46,20,14,11,11,22,46,9,14,11,20,28,20,20,14,17,15,43,22,4,14,17,30,22,26,6,14,0,0,11,24,11,54,14,0,0,22,24,31,22,14,0,0,11,22,11,56,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,Wider Healthcare Team,--,6,16,25,42,10,"1,841",5,10,19,41,24,"1,845",3,6,20,53,20,"1,836",2,6,15,54,24,"1,842",3,8,19,54,15,"1,841",4,11,20,51,13,"1,835",10,16,33,33,8,"1,837",13,25,27,31,4,"1,835",1,2,6,30,23,36,"1,828",1,2,10,39,25,23,"1,831",1,4,10,22,12,50,"1,822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
