 ,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction Number, Amount, Invoice Description
DFID,DFID,28/03/2014,Conferences  Seminars & Meeting/Event Resource ,Internal Audit ,E-Payment System  ,100121-101 ,£795.00,
DFID,DFID,28/03/2014,Conferences  Seminars & Meeting/Event Resource ,Internal Audit ,E-Payment System  ,100121-101 ,£795.00,
DFID,DFID,28/03/2014,Conferences  Seminars & Meeting/Event Resource ,Internal Audit ,E-Payment System  ,100121-101 ,£795.00,
DFID,DFID,28/03/2014,Hotels - Accommodation only ,Internal Audit ,Holiday Inn Accra ,100121-101 ,"£1,309.58",
DFID,DFID,28/03/2014,Hotels - Accommodation only ,Internal Audit ,Holiday Inn Accra ,100121-101 ,"£1,309.58",
DFID,DFID,28/03/2014,Reproduction & Printing Materials ,Group Operations ,E-Payment System  ,100106-101 ,£508.32,
DFID,DFID,28/03/2014,Reproduction & Printing Materials ,Group Operations ,E-Payment System  ,100106-101 ,£535.50,
DFID,DFID,28/03/2014,Training - Course Fees ,Business Solutions Division Level ,E-Payment System  ,200001-101 ,£660.99,
DFID,DFID,28/03/2014,Conferences  Seminars & Meeting/Event Resource ,Business Solutions Division Level ,E-Payment System  ,200001-101 ,£738.00,
DFID,DFID,28/03/2014,Data Network -Satellite ,Business Solutions Division Level ,E-Payment System  ,200002-153 ,£823.82,
DFID,DFID,28/03/2014,Training - Course Fees ,Business Solutions Division Level ,E-Payment System  ,200001-101 ,"£1,572.00",
DFID,DFID,28/03/2014,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,200002-185 ,"£5,020.92",
DFID,DFID,28/03/2014,Telephone Usage & services ,Business Solutions Division Level ,VODAFONE LIMITED ,200002-185 ,"£5,259.08",
DFID,DFID,28/03/2014,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,200002-185 ,"£5,439.15",
DFID,DFID,28/03/2014,Data Network - land lines ,Business Solutions Division Level ,BT BACS PAYMENTS ,200002-130 ,"£8,758.86",
DFID,DFID,28/03/2014,Data Network - land lines ,Business Solutions Division Level ,(Vodafone)Cable & Wireless Global Networks Ltd ,200002-185 ,"£8,843.50",
DFID,DFID,28/03/2014,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,200002-185 ,"£305,180.61",Rental charges for Telecommunication links in DFID sites outwith the European Union. Administration budget portion. February and March 2014 payment. 
DFID,DFID,28/03/2014,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,100088-101 ,£926.63,
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,£604.75,
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,£671.55,
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,£820.70,
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-106 ,"£1,270.75",
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-106 ,"£1,270.75",
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£1,313.50",
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£1,313.50",
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-106 ,"£1,498.80",
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-106 ,"£1,498.80",
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£1,595.65",
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£1,595.65",
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-105 ,"£3,147.72",
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£5,769.85",
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£5,769.85",
DFID,DFID,28/03/2014,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-103 ,"£5,769.85",
DFID,DFID,28/03/2014,Air fares ,Conflict Humanitarian and Security Division ,Corporate Travel Provider ,100049-101 ,£829.58,
DFID,DFID,28/03/2014,Air fares ,Conflict Humanitarian and Security Division ,Corporate Travel Provider ,100049-101 ,"£1,700.34",
DFID,DFID,28/03/2014,Air fares ,Conflict Humanitarian and Security Division ,Corporate Travel Provider ,100049-101 ,"£1,770.04",
DFID,DFID,28/03/2014,Air fares ,International Relations Division ,Corporate Travel Provider ,100240-101 ,£880.39,
DFID,DFID,28/03/2014,Air fares ,International Finance Division ,Corporate Travel Provider ,100098-101 ,£665.13,
DFID,DFID,28/03/2014,Travel documentation costs ,International Finance Division ,Corporate Travel Provider ,100098-101 ,£688.74,
DFID,DFID,28/03/2014,Air fares ,International Finance Division ,Corporate Travel Provider ,100098-101 ,£770.09,
DFID,DFID,28/03/2014,Air fares ,International Finance Division ,Corporate Travel Provider ,100098-101 ,£828.66,
DFID,DFID,28/03/2014,Air fares ,International Finance Division ,Corporate Travel Provider ,100098-101 ,£847.11,
DFID,DFID,28/03/2014,Air fares ,International Finance Division ,Corporate Travel Provider ,100098-101 ,£944.47,
DFID,DFID,28/03/2014,Air fares ,International Finance Division ,Corporate Travel Provider ,100098-101 ,£952.85,
DFID,DFID,28/03/2014,Air fares ,International Finance Division ,Corporate Travel Provider ,100098-101 ,"£1,073.85",
DFID,DFID,28/03/2014,Other Professional Development ,West and Southern Africa ,E-Payment System  ,100189-101 ,£607.00,
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,100189-101 ,£844.77,
DFID,DFID,28/03/2014,Contract & Agency Staff ,Human Resources ,Anderson Knight Ltd ,100270-103 ,£597.18,
DFID,DFID,28/03/2014,Contract Catering Services ,Human Resources ,MITIE Catering Services Ltd ,100269-155 ,£864.00,
DFID,DFID,28/03/2014,Air fares ,Human Resources ,Recipient name withheld ,100269-128 ,£930.10,
DFID,DFID,28/03/2014,Project delivery costs - supplier services ,Human Resources ,SODEXHO PASS LTD ,100269-139 ,"£1,312.58",
DFID,DFID,28/03/2014,Air fares ,Human Resources ,Recipient name withheld ,100269-128 ,"£1,323.66",
DFID,DFID,28/03/2014,Training - Course Fees ,Human Resources ,BOND ,100269-153 ,"£2,816.85",
DFID,DFID,28/03/2014,Air fares ,Policy Division ,Corporate Travel Provider ,100275-101 ,£924.75,
DFID,DFID,28/03/2014,Air fares ,Policy Division ,Corporate Travel Provider ,100277-103 ,£649.75,
DFID,DFID,28/03/2014,Training - Course Fees ,Policy Division ,E-Payment System  ,100274-111 ,£607.50,
DFID,DFID,28/03/2014,Training - Course Fees ,Policy Division ,E-Payment System  ,100274-102 ,£700.00,
DFID,DFID,28/03/2014,Training - Course Fees ,Policy Division ,E-Payment System  ,100274-102 ,£700.00,
DFID,DFID,28/03/2014,Training - Course Fees ,Policy Division ,E-Payment System  ,100274-111 ,£900.00,
DFID,DFID,28/03/2014,Hotels - Accommodation only ,Finance and Corporate Performance Division ,Corporate Travel Provider ,200173-101 ,£636.58,
DFID,DFID,28/03/2014,Vehicle Repairs & Maintenance ,Middle East & North Africa Division (MENAD) ,Foreign & Commonwealth Office ,100307-101 ,£612.43,
DFID,DFID,28/03/2014,Office Supplies ,Middle East & North Africa Division (MENAD) ,Foreign & Commonwealth Office ,100307-101 ,£690.18,
DFID,DFID,28/03/2014,Courier & Bag Services ,Middle East & North Africa Division (MENAD) ,Foreign & Commonwealth Office ,100307-101 ,£712.90,
DFID,DFID,28/03/2014,Travel - Subsistence ,Middle East & North Africa Division (MENAD) ,Foreign & Commonwealth Office ,100307-101 ,£726.47,
DFID,DFID,28/03/2014,Travel - Subsistence ,Middle East & North Africa Division (MENAD) ,Foreign & Commonwealth Office ,100307-101 ,£844.73,
DFID,DFID,28/03/2014,Air fares ,Group Operations ,Corporate Travel Provider ,201157-102 ,£500.55,
DFID,DFID,28/03/2014,Air fares ,Group Operations ,Corporate Travel Provider ,201157-102 ,£954.15,
DFID,DFID,28/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,201932-101 ,£749.05,
DFID,DFID,28/03/2014,Air fares ,International Finance Division ,Corporate Travel Provider ,202259-101 ,£762.19,
DFID,DFID,28/03/2014,Hotels - Accommodation only ,Finance and Corporate Performance Division ,Recipient name withheld ,202836-103 ,£516.74,
DFID,DFID,28/03/2014,Air fares ,Finance and Corporate Performance Division ,Corporate Travel Provider ,202836-103 ,£538.75,
DFID,DFID,28/03/2014,Air fares ,Finance and Corporate Performance Division ,Corporate Travel Provider ,202836-103 ,£551.70,
DFID,DFID,28/03/2014,Air fares ,Finance and Corporate Performance Division ,Corporate Travel Provider ,202836-103 ,£642.35,
DFID,DFID,28/03/2014,Air fares ,Finance and Corporate Performance Division ,Corporate Travel Provider ,202836-103 ,"£1,493.94",
DFID,DFID,28/03/2014,Project delivery costs - supplier services ,Non-Departmental Public Body ,COMMUNITIES AND LOCAL GOVERNMENT ,203064-101 ,"£16,722.04",
DFID,DFID,28/03/2014,Recruitment costs ,Research and Evidence Division ,Recipient name withheld ,202348-104 ,£573.70,
DFID,DFID,28/03/2014,Training - Course Fees ,Research and Evidence Division ,E-Payment System  ,202333-101 ,£575.00,
DFID,DFID,28/03/2014,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202348-101 ,£717.25,
DFID,DFID,28/03/2014,Office Equipment - Purchases ,Group Operations ,E-Payment System  ,203717-101 ,£798.00,
DFID,DFID,28/03/2014,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,204084-101 ,"£1,146.55",
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£792.95,
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£682.50,
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£840.05,
DFID,DFID,28/03/2014,Travel documentation costs ,West and Southern Africa ,Corporate Travel Provider ,101622-105 ,£581.12,
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£1,502.75",
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£1,502.75",
DFID,DFID,28/03/2014,Computer hardware maintenance ,West and Southern Africa ,Osmat Network Solutions Ventures ,101622-107 ,"£1,977.39",
DFID,DFID,28/03/2014,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,KOIZA INTERNATIONAL LTD ,101622-105 ,"£2,198.00",
DFID,DFID,28/03/2014,Office Equipment - Purchases ,West and Southern Africa ,E-Payment System  ,101629-101 ,£564.84,
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£761.45,
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£761.45,
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£832.71,
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101631-101 ,"£1,208.02",
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101638-101 ,£663.82,
DFID,DFID,28/03/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-102 ,£546.10,
DFID,DFID,28/03/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-102 ,£561.22,
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£605.59,
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£675.84,
DFID,DFID,28/03/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£807.24,
DFID,DFID,28/03/2014,Generators & spares ,East and Central Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,101628-101 ,"£1,829.82",
DFID,DFID,28/03/2014,Facilities Management payments ,East and Central Africa ,Rachel Waterhouse1 ,101635-101 ,£532.09,
DFID,DFID,28/03/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,101630-101 ,£659.65,
DFID,DFID,28/03/2014,Hostile Environment Training ,East and Central Africa ,Pilgrims Group ,101630-101 ,£802.14,
DFID,DFID,28/03/2014,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£521.70,
DFID,DFID,28/03/2014,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£536.19,
DFID,DFID,28/03/2014,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£553.95,
DFID,DFID,28/03/2014,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£631.20,
DFID,DFID,28/03/2014,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£653.40,
DFID,DFID,28/03/2014,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£677.80,
DFID,DFID,28/03/2014,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£875.05,
DFID,DFID,28/03/2014,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,"£1,110.71",
DFID,DFID,28/03/2014,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,"£1,256.30",
DFID,DFID,28/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,201689-106 ,"£4,829.19",
DFID,DFID,28/03/2014,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Summit Hotel Pvt Ltd ,101621-101 ,£531.40,
DFID,DFID,28/03/2014,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,R M B Engineers and Builders Pvt Ltd ,101621-103 ,£614.26,
DFID,DFID,28/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101621-101 ,£655.35,
DFID,DFID,28/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101621-101 ,£826.55,
DFID,DFID,28/03/2014,Medical/Health Services ,Asia  Caribbean and Overseas Territories ,Premire Insurance Co. (Nepal) Ltd ,101621-101 ,"£5,849.06",
DFID,DFID,28/03/2014,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101624-101 ,£527.17,
DFID,DFID,28/03/2014,Training - Course Fees ,Western Asia and Stabilisation Division ,E-Payment System  ,101624-101 ,£594.69,
DFID,DFID,28/03/2014,Training - Course Fees ,Western Asia and Stabilisation Division ,E-Payment System  ,101624-101 ,£594.69,
DFID,DFID,28/03/2014,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101624-101 ,£786.10,
DFID,DFID,28/03/2014,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,Recipient name withheld ,101624-101 ,"£1,346.48",
DFID,DFID,28/03/2014,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,Recipient name withheld ,101624-101 ,"£3,085.27",
DFID,DFID,28/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101605-101 ,£554.20,
DFID,DFID,28/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101636-101 ,"£1,020.12",
DFID,DFID,28/03/2014,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,101619-101 ,£516.63,
DFID,DFID,28/03/2014,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,101619-101 ,£602.80,
DFID,DFID,28/03/2014,Printer Consumables ,Western Asia and Stabilisation Division ,E-Payment System  ,201699-101 ,"£1,311.16",
DFID,DFID,28/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,201739-101 ,£656.59,
DFID,DFID,28/03/2014,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,201701-101 ,£500.73,
DFID,DFID,28/03/2014,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,201701-101 ,£545.59,
DFID,DFID,28/03/2014,Air fares ,Policy Division ,Corporate Travel Provider ,200659-115 ,£619.75,
DFID,DFID,28/03/2014,Air fares ,Policy Division ,Corporate Travel Provider ,202419-102 ,"£1,146.75",
DFID,DFID,28/03/2014,Air fares ,Policy Division ,Corporate Travel Provider ,202419-102 ,"£1,288.95",
DFID,DFID,28/03/2014,Air fares ,Policy Division ,Corporate Travel Provider ,202402-105 ,£513.02,
DFID,DFID,28/03/2014,Hotels - Accommodation only ,Policy Division ,Corporate Travel Provider ,202402-103 ,£527.17,
DFID,DFID,28/03/2014,Air fares ,Policy Division ,Corporate Travel Provider ,202402-103 ,£585.91,
DFID,DFID,28/03/2014,Air fares ,Policy Division ,Corporate Travel Provider ,202402-103 ,£628.93,
DFID,DFID,28/03/2014,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-102 ,£638.30,
DFID,DFID,28/03/2014,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-107 ,£652.35,
DFID,DFID,28/03/2014,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-102 ,£654.88,
DFID,DFID,28/03/2014,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-113 ,£715.30,
DFID,DFID,28/03/2014,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-102 ,£881.95,
DFID,DFID,28/03/2014,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-105 ,"£1,323.25",
DFID,DFID,28/03/2014,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,203944-107 ,£719.55,
