Dept family,Entity,Date Paid,Expense Type,Expense Area,Supplier,Trans no.,Amount exc VAT
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,-9262.49
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,-7538.03
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,-2001
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,178
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,429.74
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1116.22
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1622.22
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,3082.24
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,-444.1
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,83.04
Communities and Local Government,Homes and Communities Agency,29/04/2010,LAND MAINT-AWAITING DEV/ DISP,PLACE MAKING,BALDWIN LANDSCAPING,289240,450
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,-2001
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,412.11
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,514.54
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,817.99
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,412.43
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,710.52
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-VACANT RATES,PLACE MAKING,WELWYN HATFIELD COUNCIL,288438,545.66
Communities and Local Government,Homes and Communities Agency,29/04/2010,EXTERNAL BUILDING MAINTENANCE,PLACE MAKING,J L HILL,289250,1669.77
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,134.44
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,468.28
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,550.25
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,695.15
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1067.56
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,3990.73
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ELECTRICITY,PLACE MAKING,E.ON,288614,961.69
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ELECTRICITY,PLACE MAKING,E.ON,288616,963.24
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,PLACE MAKING,PELL FRISCHMANN MILTON KEYNES LTD,288482,787.36
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,PLACE MAKING,PELL FRISCHMANN MILTON KEYNES LTD,288476,1466.67
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,PLACE MAKING,PELL FRISCHMANN MILTON KEYNES LTD,288481,2195.93
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,PLACE MAKING,PELL FRISCHMANN MILTON KEYNES LTD,288478,4958.33
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES LSCAPE ARCH,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,333.7
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-LEGAL,PLACE MAKING,FORSHAWS DAVIES RIDGWAY LLP,289409,8
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-LEGAL,PLACE MAKING,FORSHAWS DAVIES RIDGWAY LLP,289409,450
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-LEGAL,PLACE MAKING,FORSHAWS DAVIES RIDGWAY LLP,289159,622.8
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL SCALE FEES AGENTS,PLACE MAKING,KING STURGE,286379,1020
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-LEGAL,PLACE MAKING,DENTON WILDE SAPTE,285186,319
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-LEGAL,PLACE MAKING,DENTON WILDE SAPTE,285186,2718.5
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-LEGAL,PLACE MAKING,DENTON WILDE SAPTE,285186,2764.4
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-ENGINEERING,PLACE MAKING,PELL FRISCHMANN MILTON KEYNES LTD,288649,5876.5
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-LEGAL,PLACE MAKING,FORSHAWS DAVIES RIDGWAY LLP,289394,91.23
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-LEGAL,PLACE MAKING,FORSHAWS DAVIES RIDGWAY LLP,289394,591.5
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-LEGAL,PLACE MAKING,FORSHAWS DAVIES RIDGWAY LLP,289161,655.6
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-PROPERTY,PLACE MAKING,COLLIERS CRE,289157,450
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,PLACE MAKING,HM LAND REGISTRY,287920,98
Communities and Local Government,Homes and Communities Agency,29/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,PLACE MAKING,NODA TAXIS,288277,9.2
Communities and Local Government,Homes and Communities Agency,29/04/2010,MISC PROFESSIONAL FEES,PLACE MAKING,SEEDA,288681,53786.5
Communities and Local Government,Homes and Communities Agency,29/04/2010,COST OF ACQUISITION,PLACE MAKING,VICKERY HOLMAN PROPERTY CONSULTANTS,287346,1750
Communities and Local Government,Homes and Communities Agency,29/04/2010,MISC PROFESSIONAL FEES,PLACE MAKING,OFFICE ANGELS LIMITED,288550,634.88
Communities and Local Government,Homes and Communities Agency,29/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,PLACE MAKING,NODA TAXIS,288277,20
Communities and Local Government,Homes and Communities Agency,29/04/2010,REV GRNTS PUB SECTOR EXCL L A,PLACE MAKING,NATIONAL COMMUNITIES RESOURCE CENTRE LTD,289517,34873
Communities and Local Government,Homes and Communities Agency,29/04/2010,MISC PROFESSIONAL FEES,PLACE MAKING,WALKGROVE LIMITED,283988,13115.94
Communities and Local Government,Homes and Communities Agency,29/04/2010,MISC PROFESSIONAL FEES,PLACE MAKING,ARUP,286891,6153.42
Communities and Local Government,Homes and Communities Agency,29/04/2010,MISC PROFESSIONAL FEES,PLACE MAKING,ARUP,283616,43657.54
Communities and Local Government,Homes and Communities Agency,29/04/2010,MISC PROFESSIONAL FEES,PLACE MAKING,FAELIX LTD,287682,4846.88
Communities and Local Government,Homes and Communities Agency,29/04/2010,MISC PROFESSIONAL FEES,PLACE MAKING,IBP ACADEMY,289283,77931.87
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,SOUTH EAST,BERWIN LEIGHTON PAISNER,287674,585.62
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,SOUTH EAST,BERWIN LEIGHTON PAISNER,287676,585.62
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,SOUTH EAST,BERWIN LEIGHTON PAISNER,287652,1655.99
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,SOUTH EAST,BERWIN LEIGHTON PAISNER,287670,1861.72
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,SOUTH EAST,BERWIN LEIGHTON PAISNER,287669,1910.72
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,BARRATT DEVELOPMENTS PLC,41661,12600
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,BARRATT DEVELOPMENTS PLC,41664,18112
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,BARRATT DEVELOPMENTS PLC,41663,25775
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,CATALYST COMMUNITIES HOUSING ASSOCIATION,41611,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,SWAYTHLING HOUSING SOCIETY LIMITED,41609,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,SWAYTHLING HOUSING SOCIETY LIMITED,41610,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,SOUTH EAST,MITIE SECURITY LIMITED,288741,13258.91
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECONDED STAFF COSTS,SOUTH EAST,BBP REGENERATION LTD,288778,7645
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECONDED STAFF COSTS,SOUTH EAST,KING STURGE LLP,286967,3618.47
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECONDED STAFF COSTS,SOUTH EAST,KNIGHT FRANK LLP,288549,3290.12
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,SOUTH EAST,LEGION GROUP PLC,286584,-12470.58
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,SOUTH EAST,LEGION GROUP PLC,286539,-2492.62
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,SOUTH EAST,LEGION GROUP PLC,286584,-1385.62
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,SOUTH EAST,LEGION GROUP PLC,286586,-1385.62
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,SOUTH EAST,SK SYSTEMS LTD,288800,1134
Communities and Local Government,Homes and Communities Agency,29/04/2010,PANEL FEES PROPERTY SERVICES,SOUTH WEST,GVA GRIMLEY,287350,6000
Communities and Local Government,Homes and Communities Agency,29/04/2010,PANEL FEES-PROPERTY SERVICES,SOUTH WEST,GVA GRIMLEY,288777,3000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,BARRATT DEVELOPMENTS PLC,41670,8700
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,BARRATT DEVELOPMENTS PLC,41667,18027
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,BARRATT DEVELOPMENTS PLC,41669,31863
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,DEVON AND CORNWALL HA LTD,41614,56000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,41627,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,41628,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,41629,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,41630,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,41631,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,41632,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,WESTBURY PARTNERSHIPS - PROJECTS,41653,22600
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,WESTBURY PARTNERSHIPS - PROJECTS,41652,27355
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,WESTBURY PARTNERSHIPS - PROJECTS,41655,27934
Communities and Local Government,Homes and Communities Agency,29/04/2010,GROUNDS ITINERANT PREVENTION,SOUTH WEST,C.M.A. (NEMESIS) LTD,288798,1110
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,SOUTH WEST,FOOT ANSTEY,287340,50
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,SOUTH WEST,FOOT ANSTEY,287340,400
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,SOUTH WEST,FOOT ANSTEY,287348,1000
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ROOF,SOUTH WEST,ISIS CONSTRUCTION & PROPERTY MAINTENANCE,288737,570
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ROOF,SOUTH WEST,ISIS CONSTRUCTION & PROPERTY MAINTENANCE,288737,1050
Communities and Local Government,Homes and Communities Agency,29/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,SOUTH WEST,R.S.P LTD,288658,4952.7
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,SOUTH WEST,SCOTT WILSON LTD,287777,1459.71
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,SOUTH WEST,STEPHENS & SCOWN,289241,3805.83
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE MAINT-FUTURE CRA DIS,SOUTH WEST,TEAM MAINTENANCE SERVICES LTD,288739,800
Communities and Local Government,Homes and Communities Agency,29/04/2010,HOMEBUY AGENTS FEES,SOUTH WEST,WESTCOUNTRY HOUSING ASSOCIATION (HOME2OWN),289389,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,WEST MIDLANDS,MAXIMEYES SECURITY LTD,289127,552
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,WEST MIDLANDS,MAXIMEYES SECURITY LTD,286514,950.4
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ELECTRICITY,WEST MIDLANDS,SOUTHERN ELECTRIC,288447,-617.5
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ELECTRICITY,WEST MIDLANDS,SOUTHERN ELECTRIC,288448,771.59
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-GAS,WEST MIDLANDS,E.ON,287718,10274.38
Communities and Local Government,Homes and Communities Agency,29/04/2010,MAIN CONTRACT 1,WEST MIDLANDS,MCPHILLIPS (WELLINGTON) LTD,289208,2072.04
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ELECTRICITY,WEST MIDLANDS,NPOWER LIMITED,287884,2445.6
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MAR CITY DEVELOPMENTS LIMITED,41679,30000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MAR CITY DEVELOPMENTS LIMITED,41680,30000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MAR CITY DEVELOPMENTS LIMITED,41677,35000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MAR CITY DEVELOPMENTS LIMITED,41678,105000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MAR CITY DEVELOPMENTS LIMITED,41676,210000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MAR CITY DEVELOPMENTS LIMITED,41673,280000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MAR CITY DEVELOPMENTS LIMITED,41674,315000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MAR CITY DEVELOPMENTS LIMITED,41675,350000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MAR CITY DEVELOPMENTS LIMITED,41672,420000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WATERLOO HOUSING ASSOCIATION LIMITED,41619,310200
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,ACCENT GROUP LIMITED,41649,391506
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,BARRATT DEVELOPMENTS PLC,41665,21449
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,BARRATT DEVELOPMENTS PLC,41657,22499
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,BARRATT DEVELOPMENTS PLC,41662,23549
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,BARRATT DEVELOPMENTS PLC,41660,24299
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,BARRATT DEVELOPMENTS PLC,41666,24749
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,GREAT PLACES HOUSING ASSOCIATION,41617,1500
