Merchant Category,Supplier Name,Service,Summary of Purpose of Expenditure,Date,Net Amount
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,133.72
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,82.94
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,91.25
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,107.90
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,171.10
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,4.64
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,154.48
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,206.25
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,155.89
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,96.00
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,141.92
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,23/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,23/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,23/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,23/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,23/03/2017,136.29
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,23/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,23/03/2017,96.00
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,23/03/2017,218.66
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,23/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,23/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,23/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,23/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,23/03/2017,146.03
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,96.00
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,13.92
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,58.80
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,29.52
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,96.00
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,184.66
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,91.25
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,107.90
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,113.68
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,58.80
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,97.44
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,60.19
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,170.32
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,183.15
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,144.69
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,225.39
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,128.32
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,91.25
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,107.90
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,218.66
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,285.51
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,58.80
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,58.21
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,20.11
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,131.19
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,172.50
