Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-580850-144892,"106,399.00",Applied Research Programme,NG7 2UK,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-580158-144156,"106,555.10",HTA Clinical Evaluation Trial,NE7 7DN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-580687-144646,"107,483.64",HTA commissioned workstream,EH1 1HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-580627-144596,"107,593.00",Applied Research Programme,NE3 3XT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,DUNDEE UNIVERSITY OF,ERS-580793-144912,"108,080.25",Commissioned EME,DD1 4HN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,WARWICK UNIVERSITY OF,ERS-580036-144459,"109,097.55",Health Tech Assessment,CV4 7AL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-580814-144927,"109,110.00",Other PRP Research,WC1E 7HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-580846-144885,"109,273.50",Commissioned EME,M13 0JR,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-580671-144836,"109,452.00",Applied Research Programme,NG3 6AA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-580678-144578,"109,540.03",Health Tech Assessment,BR3 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH BRISTOL NHS TRUST,ERS-580732-144879,"109,790.00",Research for patients benefit programme,BS1 2NP,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-580262-144215,"110,532.00",HTA Clinical Evaluation Trial,AB24 3FX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-580818-144828,"110,857.00",Applied Research Programme,CM8 2TL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580603-144620,"110,984.89",Service Delivery & Org,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-580051-144173,"111,207.33",Applied Research Programme,BR3 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-580672-144874,"111,322.00",Applied Research Programme,OX4 2PG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-579907-144128,"111,598.00",Applied Research Programme,OX4 2GX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CARDIFF UNIVERSITY,ERS-580727-144637,"111,637.62",Service Delivery & Org,CF24 0DE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,ERS-580758-144601,"111,820.80",HTA Clinical Evaluation Trial,EX2 7HY,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK UNIVERSITY OF,ERS-580642-145005,"112,126.29",Health Tech Assessment,YO10 5DD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-580235-144125,"112,164.96",Health Service Recharge,M6 8HD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,PLYMOUTH HOSPITALS NHS TRUST,ERS-580172-144116,"112,716.40",HTA commissioned workstream,WF3 1WE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,PLYMOUTH HOSPITALS NHS TRUST,ERS-580315-144118,"112,716.40",HTA commissioned workstream,WF3 1WE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580475-144940,"113,314.50",HTA commissioned workstream,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-580430-144550,"113,379.14",HTA Pragmatic Trials,EC1V 2PD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS BRISTOL CCG 11H,ERS-580516-145012,"114,127.32",HTA Topic Areas & Genetics Technology,BS1 3NX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,PENNINE CARE NHS FOUNDATION TRUST,ERS-580506-144562,"114,410.00",Applied Research Programme,OL6 7SR,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH BRISTOL NHS TRUST,ERS-580123-144177,"115,056.41",HTA Clinical Evaluation Trial,BS1 2NP,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580659-144984,"115,297.10",HTA Clinical Evaluation Trial,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580137-144323,"115,389.90",EME NETSCC,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-580524-144568,"115,627.00",Applied Research Programme,NE12 8EW,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-580573-144521,"116,513.00",Applied Research Programme,BS99 1YF,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-580491-144837,"116,564.00",Applied Research Programme,S5 7AU,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CARDIFF UNIVERSITY,ERS-580265-144266,"116,664.51",HTA commissioned workstream,CF24 0DE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS Cambridgeshire and Peterborough CCG 06H,ERS-580798-144779,"117,351.00",Applied Research Programme,CB2 8FH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ERS-579908-144169,"117,953.00",Applied Research Programme,NW1 7QY,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-580109-144045,"118,423.00",Applied Research Programme,WF3 1WE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EAST LONDON NHS FOUNDATION TRUST,ERS-580370-144194,"119,616.00",Applied Research Programme,E1 1RD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,ERS-580820-144999,"119,651.40",Health Tech Assessment,SO17 1BJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-580195-144085,"121,713.00",Applied Research Programme,NG3 6AA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-579883-144093,"122,691.00",Applied Research Programme,S5 7AU,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-580134-144084,"123,655.00",Applied Research Programme,NG3 6AA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-580337-144440,"124,142.00",Other PRP Research,S10 2UH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-579896-144331,"124,750.00",Other PRP Research,LS2 9JT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH WEST LONDON AND ST GEORGES MENTAL HEALTH NHS TRUST,ERS-580794-144556,"125,885.00",Applied Research Programme,SW17 7DJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,ERS-579964-144483,"126,314.22",HTA Clinical Evaluation Trial,S10 3TH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ERS-579927-144139,"126,354.03",HTA Clinical Evaluation Trial,B4 6NL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580599-144707,"126,809.69",NIHR Public Health Research NETSCC,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-580849-144937,"126,837.51",Commissioned EME,SW7 2AZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CARDIFF UNIVERSITY,ERS-580460-144635,"127,108.86",HTA - Public Health (Disease Prevention),CF24 0DE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY OF,ERS-580169-144398,"127,897.68",Commissioned EME,NG7 2RD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY OF,ERS-580501-144966,"129,573.00",Other PRP Research,M13 9PL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580707-144986,"129,664.92",Commissioned EME,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580164-144237,"130,283.64",HTA commissioned workstream,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-580638-144546,"132,007.00",Applied Research Programme,NR4 7UY,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580682-144622,"132,109.22",HTA Clinical Evaluation Trial,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-580476-144913,"132,769.48",HTA Clinical Evaluation Trial,EH1 1HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580204-144361,"132,824.62",HTA Clinical Evaluation Trial,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580466-144734,"133,273.34",Commissioned EME,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-579910-144209,"133,574.77",TARs,AB24 3FX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-580415-144629,"133,670.00",HTA Pragmatic Trials,BS8 1TH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,WARWICK UNIVERSITY OF,ERS-580613-144758,"136,224.30",HTA Clinical Evaluation Trial,CV4 7AL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY OF,ERS-579956-144394,"137,650.65",HTA Clinical Evaluation Trial,NG7 2RD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-580469-144954,"139,650.07",HTA commissioned workstream,LS2 9JT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-580174-144222,"140,824.47",HTA commissioned workstream,BT7 1NN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-580316-144225,"140,824.47",HTA commissioned workstream,BT7 1NN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS BECKETT UNIVERSITY,ERS-580726-144953,"142,405.79",Large Scale Clinical Trials,LS1 3HE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-580502-144608,"143,343.76",HTA Clinical Evaluation Trial,AB24 3FX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GLASGOW UNIVERSITY OF,ERS-580838-144923,"145,013.03",NIHR Public Health Research NETSCC,G12 8QQ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-580805-144936,"146,304.96",Health Tech Assessment,SW7 2AZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-580684-144553,"147,166.73",HTA Clinical Evaluation Trial,EC1V 2PD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,ERS-580073-144106,"147,533.61",HTA Clinical Evaluation Trial,ST4 7LN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580709-144962,"148,250.00",Health Tech Assessment,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580230-144415,"149,449.05",Health Service Recharge,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-579890-144241,"154,511.00",NHS Blood & Transplant,BS8 1TH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY OF,ERS-580065-144377,"155,000.00",Other PRP Research,M13 9PL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-579991-144095,"156,000.00",HTA commissioned workstream,S5 7AU,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH BRISTOL NHS TRUST,ERS-580507-144581,"156,762.07",HTA Clinical Evaluation Trial,BS1 2NP,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK UNIVERSITY OF,ERS-580620-145004,"157,250.00",Other PRP Research,YO10 5DD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NEWCASTLE UNIVERSITY,ERS-580558-144719,"160,486.50",Health Tech Assessment,NE1 7RU,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NEWCASTLE UNIVERSITY,ERS-580655-144721,"161,564.00",Health Protection Agency research funding,NE1 7RU,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-579996-144350,"162,818.34",HTA Topic Areas & Genetics Technology,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,QUEEN MARGARET UNIVERSITY,ERS-580350-144485,"164,460.00",Global Health Research Units,EH21 6UU,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY OF,ERS-580360-144403,"165,543.95",Invention for Innovation,NG7 2RD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-580391-144655,"176,733.00",UNITS,WC1E 7HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,ERS-579973-144445,"179,360.46",TARs,SO17 1BJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EXETER UNIVERSITY OF,ERS-579909-144280,"179,360.47",TARs,EX4 4QJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580646-144683,"179,614.00",Health Protection Agency research funding,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GLASGOW UNIVERSITY OF,ERS-580784-144922,"180,287.10",EME NETSCC,G12 8QQ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580643-144709,"180,481.00",Health Protection Agency research funding,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-580653-144667,"181,250.00",Health Protection Agency research funding,SW7 2AZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-580651-144666,"181,500.00",Health Protection Agency research funding,SW7 2AZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-580656-144668,"183,156.00",Health Protection Agency research funding,SW7 2AZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-580287-144112,"183,672.00",Applied Research Programme,SE5 9RS,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-580368-144114,"183,672.00",Applied Research Programme,SE5 9RS,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580660-144684,"190,000.00",Health Protection Agency research funding,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-580657-144658,"190,900.00",Health Protection Agency research funding,WC1E 7HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-580641-144657,"192,236.00",Health Protection Agency research funding,WC1E 7HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LIVERPOOL UNIVERSITY OF,ERS-580648-144697,"195,413.00",Health Protection Agency research funding,L69 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NEWCASTLE UNIVERSITY,ERS-580536-144718,"196,939.00",Rus Regional Design Service,NE1 7RU,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-579886-144252,"206,231.00",NHS Blood & Transplant,CB2 1TN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-580366-144052,"207,210.00",Applied Research Programme,CM8 2TL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-579888-144253,"213,569.00",NHS Blood & Transplant,CB2 1TN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LIVERPOOL UNIVERSITY OF,ERS-579913-144341,"217,110.09",TARs,L69 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580650-144738,"221,250.00",Health Protection Agency research funding,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-580644-144630,"226,247.00",Health Protection Agency research funding,BS8 1TH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LIVERPOOL UNIVERSITY OF,ERS-580658-144698,"239,000.00",Health Protection Agency research funding,L69 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,WARWICK UNIVERSITY OF,ERS-579974-144458,"244,985.45",TARs,CV4 7AL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,PUBLIC HEALTH ENGLAND PHE033,ERS-580254-144494,"245,183.00",Other PRP Research,SP4 0JG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-580335-144121,"254,813.00",Applied Research Programme,M23 9LT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LANCASTER UNIVERSITY,ERS-580541-144686,"254,960.00",Rus Regional Design Service,LA1 4YT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SUSSEX UNIVERSITY OF,ERS-580324-144453,"257,782.00",Global Health Research Units,BN1 9RH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEICESTER UNIVERSITY OF,ERS-580542-144694,"260,271.25",Rus Regional Design Service,LE1 7RH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KENT UNIVERSITY OF,ERS-580537-144674,"262,033.25",Rus Regional Design Service,CT2 7NZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-580539-144533,"264,687.75",Rus Regional Design Service,EX2 5DW,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-580548-144748,"265,793.25",Rus Regional Design Service,S10 2UH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ESSEX UNIVERSITY OF,ERS-580532-144650,"266,177.75",Rus Regional Design Service,CO4 3SQ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-580392-144746,"277,334.00",UNITS,S10 2UH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580544-144619,"277,529.75",Rus Regional Design Service,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-580394-144632,"277,630.00",UNITS,CB2 1TN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,ERS-580534-144753,"279,895.00",Rus Regional Design Service,SO17 1BJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580431-144676,"280,857.00",UNITS,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-580340-144278,"283,027.00",Global Health Research Units,EH1 1HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580546-144678,"287,129.50",Rus Regional Design Service,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,WARWICK UNIVERSITY OF,ERS-580290-144463,"291,654.00",Global Health Research Units,CV4 7AL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-580323-144277,"295,887.00",Global Health Research Units,EH1 1HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580289-144364,"306,798.00",Global Health Research Units,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,National Institute for Biological Standards and Control,ERS-580585-144784,"308,293.00",Other PRP Research,EN6 3QG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK UNIVERSITY OF,ERS-579912-144464,"308,380.46",TARs,YO10 5DD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-580403-144656,"314,000.00",UNITS,WC1E 7HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580551-144960,"314,954.00",Other PRP Research,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-580390-144742,"320,952.00",UNITS,E1 2AX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580325-144238,"323,464.00",Global Health Research Units,B15 2TT,PUBLIC,,,
