Y (Latitude),X (Longitude),Stone type,Name,Commissioned by,Location,Inscription/Notes,Interpretation/Description,Link to Image
50.3921501,-4.1457995,Manor and Parish Stones,PPP-BSPCX 1 Plymouth Corporation Boundary Stone†,Plymouth Corporation,Venn LaneOn north side of lane 5 metres west of stone LSES 5. †,J.T.BOND/1896 † IncisedBenchmark incised on wall above stone.Interpretation, Boundary extension 1896 (J T Bond mayor)Motif,https://lh3.googleusercontent.com/proxy/ly2reoU0khnXgsml73Hx2zA4sAhrzxQtJHqU6k2lGSNtXhSAcLRkdYkJyjaOGE8KIi4BfxHtora2R99nCCnCmKErFM0prd8FfROS_Q-HNcr4WXTLnG552q9VyPmvsWU_8RDt9wGYBTiCaBfIKZ_fw_YEbStYdWxgruJL-O1zoGfgYQ4_V-AaI26k https://lh5.googleusercontent.com/proxy/OwloBufs1q98A_9FRYv8SQisV6fJ3wl30m8uBWbyCKIjVCNbSUxr8epf87X6-X2qQ6vYX3I6TLN_DVPvFkvEqgQN5O7uR93q_K2G_rtwF-WPMWM_i4eJjhMatSOtnk3FJLR2NncxV1YtCa9G5qwre9kKw3OyZGHEFVy1_KSf2vgsGXMAMOV0LerGBQ https://lh4.googleusercontent.com/proxy/9QOuRdqwHsdo-yiqJTToA4EJW83k9ww_yKix3NR9FcYzR1HpNk4bEz93sZQ3ziGCOiGmny4UA_kETO9GhH5ZLKnrlr8fC-TH6B40FCL32rajfOtCBjizTpCiMIEorGOHRT1Jk-uuVfcszixl5JAEZyPgV68_DNx31V7AL7FZsIQi-IlqJyW3HTAS
50.3921,-4.14481,Manor and Parish Stones,PPP-BSPC X2 †Plymouth Corporation Boundary Stone,Plymouth Corporation,"Venn Lane, HartleyIn Venn Lane 50 metres to west of Weston Park Road on north side near gate",'Plymouth Coat of Arms'/J.T.BOND/1896 †Incised.Interpretation, Boundary Extension 1896 (J T Bond mayor),https://lh4.googleusercontent.com/proxy/tRgbr9TcHwSYnVRNXXv-pzlnBgXxueGkJ25NDWIdFwT3WUyEqeDrKc9vnY-o4K5o-NeM4abfZdmDS79ld6Ogk4IVjzAGlrhTT4N2OBXfJyC4V9KsYXntkCfOLD3LDw0NWcLtGgYop7ccyWAHODd0VT_vhv4MWynEAUC3jd-LrK1yXXzu_4Oid0KY https://lh5.googleusercontent.com/proxy/N6hG9s26dNV3JwBedzFAWm6FZhwF8gUnmODD84Ak1k6bRITqfW_NkkN9Uqvi-CtEaZUSttTUHI-fvZf7Yy7xPQbEZGvBCqZYfpdbQ2C75VjD1saqPbJK03OH4NQQwObSWZJz3353hSLTwZkVgv9zqnGGlsm4G8BzUtDuUrqzTw6eoelk80gFW1EE
50.3920067,-4.1447475,Manor and Parish Stones,PPP-BSPCX 3 Plymouth Corporation Boundary Stone†,Plymouth Corporation,Burleigh LaneJust off Weston Park Road. †By wall on north side†opposite 2 Burleigh Lane†,J.T.BOND/1896 † IncisedInterpretation, Boundary Extension 1896 (J T Bond mayor)Motif,https://lh3.googleusercontent.com/proxy/YoFM0FoW81rd9K8satcakMb2T-5wXuC1cBfxTUSOr9cU1eAB7ofSxIjnGAO4UgmEAPt_nzCL5xfmpE5BbnRSVPYk94HZ1fPhm2fvbumNJZLzxIpG-D99ej3KUJbCscvcmqeGoYscFQYI5t-7w9oD7YPVVtgROb6LqKK2rwMtsy8LQ6mkAzSPrwzY https://lh6.googleusercontent.com/proxy/2zl1kYmkkoudQXbxLQyWMNxG37AI27Q_3HaBwJesWcE5biji75mGavWGEfmb_pW2Ct1yAi8TyZ7oQ6U7mVWmv54bIyt2iRuthkj7Cxjxar_z_PXCo-bpjELUwKqvQqUl4EraVcjgUIa2ASQOnloWHk-pgkmDUx1bEId3TDsq7wL6BIJtwzUAD19U
50.392005,-4.144745,Manor and Parish Stones,PPP-BSPCX 3 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Burleigh LaneJust off Weston Park Road opposite 2 Burleigh Lane by wall on north side ,J.T.BOND/1896 (Insised) Motif,Plymouth Co at of Arms (Incised),https://lh3.googleusercontent.com/proxy/YoFM0FoW81rd9K8satcakMb2T-5wXuC1cBfxTUSOr9cU1eAB7ofSxIjnGAO4UgmEAPt_nzCL5xfmpE5BbnRSVPYk94HZ1fPhm2fvbumNJZLzxIpG-D99ej3KUJbCscvcmqeGoYscFQYI5t-7w9oD7YPVVtgROb6LqKK2rwMtsy8LQ6mkAzSPrwzY https://lh6.googleusercontent.com/proxy/2zl1kYmkkoudQXbxLQyWMNxG37AI27Q_3HaBwJesWcE5biji75mGavWGEfmb_pW2Ct1yAi8TyZ7oQ6U7mVWmv54bIyt2iRuthkj7Cxjxar_z_PXCo-bpjELUwKqvQqUl4EraVcjgUIa2ASQOnloWHk-pgkmDUx1bEId3TDsq7wL6BIJtwzUAD19U
50.3940202,-4.1337903,Manor and Parish Stones,PPP-BSPCX 5 Plymouth Corporation Boundary Stone†,Plymouth Corporation,"Torr Lane, HartleySet in footpath at junction with Mannamead Road",J.T.BOND/1896 † IncisedInterpretation,Boundary Extension 1896 (J T Bond mayor)Motif,https://lh5.googleusercontent.com/proxy/bzfCGheuD4WpRs1Rbq9Q86LSwT4vMm6Z0bIuQQe-Rb0jGeXkbAheyqTXye4ZfbEzh4SZp7UqgsqCQCEyh2936r1nwjtBryBvv8qeplRztj1aUCQCdYi9GS9AW9WyZCv4k0s4po3dv7SWM8EmZLibGSGKKXtyNv1TjCGkFYBjD3eSwhKvn7boSv5x https://lh6.googleusercontent.com/proxy/YZH-SqL-lUUsUE00UtPB1YBCLiHn6CH_swCBfJLEzkene9cP0QFBwW0JiU4pPZKXIeuVSQQuXgKvuCq_QPOAhKB56kYvMSm1ciNTKnf4zXMmrv5zue_LylMh9w7wcOAFH3pWKRv00D0Jwu7cXya2vH6y3kviK12wyblowRI9C3ynCjMgnQM_nKRJ
50.3931878,-4.131842,Manor and Parish Stones,PPP-BSPCX 6 Plymouth Corporation Boundary Stone†,Plymouth Corporation,Lockington AvenueOn corner with Higher Compton Road on path against wall,J.T.BOND/1896 † †IncisedInterpretation, Boundry Extension 1896 (J T Bond mayor).Motif,https://lh6.googleusercontent.com/proxy/x4nalE_v2ZottsWiZRNcb9Pb2IxKs5TaGFtcouuy4S_0qTsKbrxwe9oduLN7bC45jW_SyEOCpj4EFlmoLn9hPomveg4fR-EiY75q6CJmxDisvgUzY1eXEkTvGWIWvsIHvAQ_1qGBfpxtgLJF698y9dYyG_D8L0Tse2xICpelCjLCO3umrXL7viBK https://lh5.googleusercontent.com/proxy/XbrhbZjHzynOuhKzx-QK2HDmkf7SbEiZicxMXhCkXJM0dGNMSEIrhGxYUqMJDSDNmuSSFVrDqtlUpkKAxhpf-qYP8jnRgIbpQ_CenO6nf36fhVnycFG0lBEgIqXUUblugqhKt-3G8WWBGbyaX2mhEgZ9ujjCoq-jwJqt3FVH5YiwyEoVOu7ohH4a
50.392125,-4.118079,Manor and Parish Stones,PPP-BSPCX 8 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Eggbuckland RoadOpposite Compton Post Office on north side of road on path in wall at corner of Efford/Eggbuckland Road ,J.T.BOND/1896/ (Incised) Motif,Plymouth Coat of Arms (Incised),https://lh4.googleusercontent.com/proxy/kHlHczhmncj_AegV8DT52uUXcAjBY0qhYwQefsIe_bGrTnH6xlMbWVqc0xTlROHqen4lOoYV6rfBb3Z9BQcW5u4U8SjRrD8qrAT5BbFKzHtCs8F4vvsF6y5CsBOW6LGkT4JQtcn7zksI4eslye6HFytd-QgpIDXtDtD-vvmoHcLzht2cMwxKhKPr https://lh4.googleusercontent.com/proxy/jApJfxdhjgC_WFb9SR2Eq2N0BjTPrSqwT80xk4Jax0EqqGonwYAptak0Cw30eav-kQOFbWjG4l1COjgAku6q32t-VHPzgxYAFIAP8MH34WHzk3ATDmkcmx2IgsN_sxmCYpm0tIIJXn3P3cpehSrqhd2ILrNxOjz8kmNWgX9iqRNC28SRIHv1SuoJ
50.385217,-4.113115,Manor and Parish Stones,PPP-BSPCX 10 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Efford LaneSouth side of Efford Lane opposite Higher Efford Road at start of footpath,J.T.BOND/1896/ (Incised) Motif,Plymouth Coat of Arms (Incised),https://lh3.googleusercontent.com/proxy/0bOKHE-sRfbWvCzkeirSb69mdcLMDXxLJhNR4yPYHJssL-TC27c93QxbWtPtROZ551PCcuZ0p446fzEorXb6a_AuCjL-5ZJpz7HSz2C6_vPM8vqTNqIm-YnYW_D7T2Wt9AWtkEgamYEtU0EwAZxxYrogl846wJSvOYqTQi0c__1EsXZLHPsR33nkww https://lh3.googleusercontent.com/proxy/5i2vgE4g7BdaLE-Z7d72D4Y911l4XuV-1hRcsxDP8TWFFMhov14C9k6J20gWm50J28Vwk4ju5IG7P5wURk_jCelO_HPGwnPbAntSmT5m6yS70hWtxOGFeWXvOp0EunjZRNl1JEZkum_tpdegVjMyNXarWyzqos1KVJxAN330i6QsPWK6NWI19C7UqA
50.384917,-4.099327,Manor and Parish Stones,PPP-BSPCX 11 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,"Manor LaneAt start of Manor Lane on †north side of grass against brick wall on corner of 396, Old Laira Road ",J.T.BOND/1896 (Incised) Motif,Plymouth Coat of Arms (Incised),https://lh3.googleusercontent.com/proxy/eNYpdkrySqbo7l9z8k66mnN1KGZPfoxEu_j0XC61fFGnMw4-TIFhk9ivBWVxwcxZFQJ9523MxGrc__SBepFrWx5OGvr7JZMFaxyt0iH8vmzssObHmx2rrfHH5ziXqvnVtE20i5luEhuPDuCrgqN7nP_6NrsG7eMdXlMG3Ai37XUxHNpq4M1wnf0xqw https://lh6.googleusercontent.com/proxy/p6NElfiHYzFmQMWUfo4Mp-PEEt1B7HbV4cGaMM-d4VG0z5DbNBxVRwtSkNs9G86dgXweuZHAoCSMVgGCdOeW9Bx4bLr7m4KeMjJTTjtKoYcOs1KpNIYJFvZd8cIU1AQhw05DYHDInkywQRZDGjlkgC3XeOTNfiCZ34kBkBNF_B_FNcepTWfyO33rLw
50.384735,-4.099267,Manor and Parish Stones,PPP-BSPCX 12 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Old Laira RoadWhere Old Laira Road joins Plymout Road on the Embankment. On grass verge by path east side of road. ,C.H.RADFORD/1897/ (Incsied) Motif,Plymouth Coat of Arms (Incised),https://lh3.googleusercontent.com/proxy/Vc9oJ8wPUPWUnminV4m1wDAwkGX5vM_MpB6fG4_Fx7RQ_XxCTINEgwEi0WxjdRqHCUvqjf4A-S0-WfhOvVfu0OxDQqtviCj0qTLFviWvMTnFiHWFcFc5HWYuMQVayUgZD_1Heamz23VgE7AU2PO2mKLbp4Vtvr-vXn5e2gVvbUo3T2pdM7e_GdXRvw https://lh3.googleusercontent.com/proxy/mtVmZ5s6VkGNdleYs0MYycQAl2NiS3BOESUw-vcQJ3nvb_fM0yE16WCZgTiPJNAbsDH_N3pLsPy49RdnrWpJ64UtrageGFQtuiwEtUpdnJ8_BWYGBE4GqUXBrVzVe0UEQcITeDMHtJQ7XHsp4oWj6URGmSGbh5mQB3ontlOmTzrotM9DQgqOF0u2JQ
50.384464,-4.098898,Manor and Parish Stones,PPP-BSPCX 13 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Embankment RoadSouth east side of Embankment Road opposite Old Laira Road/Plymouth Road junction on wide grass verge next to barrier/fence ,J.T.BOND/????/ (Incised) Motif,Plymouth Coat of Arms (Incised),https://lh6.googleusercontent.com/proxy/JEHDr-HWmTxzMmbOKJYPqRqjlYmBSDw4UNfoQDpSEjel3rEPXm25TC1k1EHzC3V_NMpCzwJ_k4zzx0J8vL6sayBI5Nbf-Hrncl0yLz6tgIvoFvNgo76OaJctf5bZhO1G8R43br2EUdmTNgHFN_ahC5xiiukI9sIYhUNm_U5ih5Jm9VDKb5FZafB7dg https://lh3.googleusercontent.com/proxy/ad4wiwsjcy_1s6V_5f_LlKxbkj9jcpF4ylH6ZQmt0EtJaR2Gpie_WGWm4BaoTIZUxN0jeMv9VhZ3p2bvwGorUvPqTMeMYSYaiFnu3dRv357OcaB3AvWG7FCHjAkwttuXnEiDilSR9JwqA5h0QtqRoV-QTlR2boOnwCuZGOS-vBAUBHP9mKx7DQv-2A
50.392499,-4.149041,Manor and Parish Stones,PPP-BSPCX 17 †Plymouth Corporation Boundary Stone†,Plymouth Corporation ,"Outland RoadApproximately 50mtrs north of pedestrian footbridge, set behind rainlings on east side in grounds of Pounds House opposite Meredith Road. Beside Borough of Devonport stone (BSDBX1) ",JOHN PETHICK/1900/ (Incised (large letters)) Motif,Plymouth Coat of Arms (Incised),https://lh4.googleusercontent.com/proxy/W4juaVOFxyw_9WUAkqRgSnUWsrP2-qC1LMoqHliFt9FHBw_qLiF_-W70OnyfNHeuuj45wYmyNoLluuXvMEHQUj6HKOjaAv9tEP22bLDxOmqutrwcLTEPbGVeokaOQG--INr4r7xSAfelhlKRpaxnohH2-ptsGjcDDt6PvOqh2RpjLOK1UNGdzoYLtQ https://lh3.googleusercontent.com/proxy/Lf_Nmv2tEyANkgFjJtJMDlFFJdceWtW6_QJ98WZf7--67fhKJKwtXin0PnUqJO2xVtGD0lcPQwxK-oGpgCtbiSXpq43bHqlYBA1jO28hzLV-bHePEHgmVD0yMtA0-T6axKnjnitD0RVK5twXjX4-qY7lyOLExTjvayCtRjt0hhZmO6gsTcARTTBcmA
50.396814,-4.14221,Manor and Parish Stones,PPP-BSPCX 18 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Torr LaneAt junction with Outland Road on east side by traffic lights ,†JOHN PETHICK/1900 (Incised) Motif,Plymouth Coat of Arms (Incised),https://lh5.googleusercontent.com/proxy/wryig0mPybTZW2m8_bIZRLNBNOOwKw4ruGpUrUGzUcWOExEbua4aGuFBHvyB0DvgmhAURRSasWOMifMzqypvVB44d4Zsky_VsH3SciixU-qpK1B4EZuwa9KjSQ395Z81Yvwd_34T_P34nnOMtqhwxytBZCgKnHd3NIbvvFZG4Nx17PhREKbuOh2X_Q https://lh4.googleusercontent.com/proxy/GsV0pPsOoIzT4okqdF2fu3sYUsJVHo84qkNviPGUKQX9LUQvbrJS_9n60z1OyUfz6YpRSqgkzIvqM7tnkHJLZt9HSRbMbd0KVGge1uVQMSpbKBwGK4LNK2KiUj5db-8uZo_GGsi9-IroRK2Cn1N6YvBeIs6XOo8IwwxCSxJeeZ-cFVMKz6b6wmwQug
50.368501,-4.106902,Manor and Parish Stones,PPP-BSPCX 19 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,"The Ride, PlymstockRoadside on east side of The Ride 30 metres north of Laira Bridge Road ",C.H.RADFORD/1897 (Incised) Motif,Plymouth Coat of Arms (Incised),https://lh6.googleusercontent.com/proxy/ObCjCt_WgiUN4_iDPVL24Rse1VIBaIu9z2Ajx2CuZoyBtdSokkBp94ACtry28X-Nst1PVvMP5MVgt6edCABf2bwB_TM57VbTjEE3j_hB4fXf6DqVcOqggP5Gy5ItdjDTkRreK4KHJptcu5blhuh-yJnh9iT6znHYjejFLrPKwe7IddNPGaZXxP3XsA https://lh5.googleusercontent.com/proxy/ppMupF1X26ntMYRDWkkF7Jtse1S0HGcfNKi5hGl1UvAj2DNISi5Vn6cAcVAC6xXPpwE40eeOrfXN-nV38IY2S6w-w7zhaV2LvdrKdgs-CIamP2T6Je6ibwjSScnhiI0FhzAnObUUmAkWVkrw5ZC0s075bOAGxbeAO7Zb9aQzpusJmBH6KEEZKRxjVw
50.3689122,-4.139423,Manor and Parish Stones,PPP-BSPC 110 Plymouth Corporation Boundary Stone,,,,,
50.391948,-4.083881,Manor and Parish Stones,PPP-BS PSM 1 Plympton St. Mary Parish Boundary Stone,Plympton St. Mary Parish,PlymptonAt the east end of Longbridge set against wall on north side of B3416. Approx 150 metres east of Marsh Mills roundabout.,†Plympton / St / Mary †Incised.,,https://lh6.googleusercontent.com/proxy/TYFBToEWh-vkpx6o8ReJ-fve44wHp7_b1UW63c2WDaifC9C_skOj9fZlKgNvz2e47uzRmc1s3MACTHfO5YxF2or_sknxbyYiCz6IrE_5Gu3zR-RS9xRc7lFhInYNL2VBOcRrF0AZGZLTTAlo9GCTKITlLeu9rmOmyeq8ToOIbvd6wtKX https://lh6.googleusercontent.com/proxy/07SevyorZ55-bMXe3zPXOxxlSJSgxvEnsSItbh3xU67E6z9ugUe4TeXZpw5dHvavX4q_pa5ThYX_1pbDnPntgN_ghqinmh72jqVNQU9qzdbeweaV6eUyFk3QcR_oturBRd_7D7Xym6ZppxMdIfCIqyO0F8jcoFE2KQzQo5N3iivvlj8L
50.42161,-4.0473,Manor and Parish Stones,PPP-BS PSM 4 †Plympton St Mary Parish Boundary Stone,Plympton St Mary parish. ,"PlymptonAt Boringdon Hill, Plympton (north east of Boringdon Camp) on east side of road - on eastern edge of Cann Wood.",†'Broad arrow' †Incised. Description, On top of stone†above arrow is Ordance Survey rivet.,https://lh5.googleusercontent.com/proxy/BcJiOivYw70SI7o1a8d2TiEsTZOih_7SBsEW9FKQM2pDF_yNC_HEgrsEGZapguL9oYRqoJfcq25KNduIJncknBvkgJKXv0GSwgs00HChacKiLBhRySaGL7Xsb0DuIVgaizWDkxPKKIt2ypllibttd4-FlQ_PSpLnwmOKgPzKn3ymzyIV https://lh3.googleusercontent.com/proxy/v5OfmBVMBDq7HBupkxE5E7X45jodQBLm9oclV7hkPlQFRReGBR0pP-101v1s4tM0XWnROgV5VEL4AprRHyHPLGxoyXZnYU1lWV3maDm8ofPz0MOE_t98ZJUfd6XJaejKgUe3fTzRovkxMUnFVI8wWTykyY0Wvi9isqLS22RGMrqvwuqG
50.42052,-4.02663,Manor and Parish Stones,PPP-BS PSM 5 †Plymption St Mary Parish Boundary Stone,Plymption St Mary parish. ,Crownhill DownSet in ground beside Lee Moor to Plympton road (B3417) on east side of road.,†'Arrow or cross' †Incised. Description,Ordnance Survey rivet inset at head of arrow/centre of cross,
50.420515,-4.024741,Manor and Parish Stones,PPP-BS PSM 6 Plympton St Mary Parish Boundary Stone, Plympton St Mary parish.,Crownhill DownSeen to east of Lee Moor to Plympton road (B3417) before obliteration by Hemerdon tungsten mine works in 2014.Description,Pile of stones (cairn) possibly marking boundary now covered by mine earthworks.,,https://lh3.googleusercontent.com/proxy/Kx4I2XVdwetnbZWd_wRybVfupXI_Q_bLvMi1rIJJtZku5Hio8jmPLaz1T4VL59tQdLHqD0vTgv313kLu3LayB1jkdm7z-PCWeojKtccTKlW0U-0Z0RiO-6q_GqxMXA49YVm2lTEUedApHapEgp0UfxmcXhfVlJm3wkk2fbhcr-At6Y1-
50.421383,-4.021399,Manor and Parish Stones,PPP-BS PSM 7 †Plympton St Mary Parish Boundary Stone.,Plympton St Mary parish.,Crownhill DownTo north east of BS PSM 6 on Lee Moor to Plympton road (B3417) before obliteration by Hemerdon tungsten mine works in 2014.Description,Pile of stones (cairn) possibly marking boundary now covered by mine earthworks.,,https://lh3.googleusercontent.com/proxy/khu2HyP9C2Zem3TftNfp8cMjd6c0rhXtBt3B8EVosYGFSWAibImfuEw_VzBNCuZ-vtdfiLiPs3NzU3ZSwaRepA8po9bFiXfLXrlHu2G2UisETtDgofY4jojN8C8bC1OIg2Jt5LVJIbFHkQJAMYwqaK264Z1Ni0UsTqcsoQ6oddi7wQwP
50.421279,-4.01703,Manor and Parish Stones,PPP-BS PSM 8 †Plympton St Mary Parish Boundary Stone,Plympton St Mary parish.,Crownhill DownTo south east of BS PSM 7 on Lee Moor to Plympton road (B3417) before obliteration by Hemerdon tungsten mine works in 2014.Description,Pile of stones (cairn) possibly marking boundary now covered by mine earthworks.,,https://lh4.googleusercontent.com/proxy/UJTwJFca9KYtjEOb8jtGTKRnHBfYEHp197zmXnLesTNLKKmG6aoWj0FHL319U0JlzibvVt4dut8il9iFVs7-HbSllfbRr-lEVz-fmB1ikmJbB9xt_QL-WsiKilg3ByiJNWpgvo7z_1yvQvsDn8Kj3eo3OQgz1wXANAuct3nokoZzI6cN
50.39721,-3.96971,Manor and Parish Stones,PPP-BS PSM 14 †Plympton St Mary Parish Boundary Stone. ,Plympton St Mary parish.,"Mark's Bridge, north of Lee Mill†Low down at roadside on south side of road, to west of gate pillar of private driveway.",West face, † P M † Incised.East face,https://lh3.googleusercontent.com/proxy/4cG4MOgTur2uLqKk59erjbsLVrg6gKPTMXXWcRcp8F38_OzraeG0Eovs23GmrkwpD8q_xDmYHiNzrEuqFBxBpj5pVEbAFpdgmiDAC0qc9Z8XOi-Cfz4NUls5Q_tC3OEABIAVeZt3ipGGg0wVL1oRKFPrcARYgDGpueZIGJ-qOgR5aZKs https://lh6.googleusercontent.com/proxy/ggMXqjP-YO8SSKt7a_NuRC8UINXheHWLvry0hL2UQD4TZZab76PuFDWlj2QtQYhd8qpU7cyyM3beMU8tAD1WWU_bWSyDxdWaBipVO4v_bvw2cxnSCuv3gIRNgbB0m4n3HVYm9dFqPDN3UjF6DxSOASYnUtWnNYyB--sH3K592EBVuz7S
50.385,-3.97084,Manor and Parish Stones,PPP-BS PSM 15 †Plympton St Mary Parish Boundary Stone.,Plympton St Mary parish.,Lee MillLee Mill road bridge. Partly set into wall.at west end on north side.,Plymton / St / Mary †Incised.Description, Cement infilling of inscription possibly World War II measure under Removal of Direction Signs Order 1940.,https://lh6.googleusercontent.com/proxy/TkMglnAOhiWz_DLsAFE2rDOoaaPsY6IToaE6b0ho-Z-XnvenrDwcfWSWzgqkeEgdsbqUZHZx6AYwPTzuCz3sQesUKcuB7GYmQJVoX2-UDJ4-VmNuPUv7TP2fPt-oStcX7T-Rlaer_Q_Ojuw8r1kOdxbHYUSfMRA9JQvglk2Y7G1rSNae https://lh6.googleusercontent.com/proxy/1ZfAKPLvwVO1t_689m_bgq8de-X3839J2s85njNOiNnbAu6IBqB93fGnR_J8ueas72VNQvWJp6xmBCEkwqzBLXgAURnRA2nqVg3L_msNQnapeYi65v_DAZjbBspWVfvA_yavh5SWpzkqw6E9C5N7lMjoEPKExxD1K8hs_lL0G9RjJ1YM
50.377535,-4.050238,Manor and Parish Stones,PPP-BS PSM 23 †Plympton St Mary Parish Boundary Stone.,Plympton St Mary parish.,"Ridge Road, PlymptonSet in bank on south west side of junction of Ridge Road with New Barn Hill above Plympton.",B † †Incised.Interpretation, B = Brixton. On Brixton / Plympton St Mary / Plympton Earle (St Maurice) boundary.,https://lh4.googleusercontent.com/proxy/K0cDWJPgq3FPp-VSPJCl5FiUTMFac0a4cxuc2Ao9DMvHqRTWvm-Gp5NHvq2zlEQ8271zwVI4dSt0drT-QhwbKdyKhNHmz66Sf3msVFs3GI5GrXko_PgFSE7l-mdthDWS7bSi--3vliwLl_c6MuSHcLqLEj-OiOxKyd9-TStYBy93dUJJ https://lh5.googleusercontent.com/proxy/2WaWO3Cv7L8JDiM05wkeMVagQf8IqpljPchNzzekzxa-66dzbTXoYhhsCd2bcC8qc4s-kb4-ZKRQBmu1tlOg6Imf8i_HwzdSXqxyiFC5coQbsT2GQT4MmVrQVp8lEXlXiRV02sP2KMTaoWm1zqBGTfJgPFBrMqX1enx9vTG8zVGRYuiw
50.4195,-4.1203,Manor and Parish Stones,PPP-BSTF 1 Tamerton Parish Boundary Marker,Tamerton Parish,"Tavistock RoadOn private property. †No public access. In garden of 451 Tavistock Road, fronting onto road, on south west side of A386, some 70 metres south of Woolwell Roundabout.",One face, † † † † † T † Incised.Opposite face,https://lh3.googleusercontent.com/proxy/dGiXWWUWLFIzWNiefOnke5EyH3MSU-TAYsXRu_GASZUj6HiOI7H5ODp8q9JQqpJDiE4KKdR-Nct2el-hQJV5gO82qoUcuN0rHHDJ01hMOBWr0nA8dMzprqXPIRf0pktCXIIEOsIFgFpPcvXwEI2xyK2hwaMcmecxfXSrii3I8NMqJeU https://lh5.googleusercontent.com/proxy/Y8mscAtNMpsCLktXUbFjuuITf5UzZ9PD6xCFjirUCP-CY-wXuJ7Il1G6qmuAoglrGIq0m4KiU8BMIwQ9Opow5xE_nxtBXZHxsDbP_aPQ_SqwzBTmar63RmXrqu1iyoV1SxLnyf7OQ4Pngje4yEzGL3TeHh2n-fKw-Z5FvVnqJ1WYFN8
50.4323,-4.1119,Manor and Parish Stones,PPP-BSTF 2/BSBL 2 †Tamerton Parish Boundary Marker,Tamerton Parish,"Tavistock RoadOn private property. No public access. In garden of 451 Tavistock Road, fronting onto road, on south west side of A386, some 70 metres south of Woolwell Roundabout.",One face, † † † † † T † † Incised.Opposite face,https://lh3.googleusercontent.com/proxy/dGiXWWUWLFIzWNiefOnke5EyH3MSU-TAYsXRu_GASZUj6HiOI7H5ODp8q9JQqpJDiE4KKdR-Nct2el-hQJV5gO82qoUcuN0rHHDJ01hMOBWr0nA8dMzprqXPIRf0pktCXIIEOsIFgFpPcvXwEI2xyK2hwaMcmecxfXSrii3I8NMqJeU https://lh5.googleusercontent.com/proxy/Y8mscAtNMpsCLktXUbFjuuITf5UzZ9PD6xCFjirUCP-CY-wXuJ7Il1G6qmuAoglrGIq0m4KiU8BMIwQ9Opow5xE_nxtBXZHxsDbP_aPQ_SqwzBTmar63RmXrqu1iyoV1SxLnyf7OQ4Pngje4yEzGL3TeHh2n-fKw-Z5FvVnqJ1WYFN8
50.4323,-4.1119,Manor and Parish Stones,PPP-BSTF 3 Tamerton Parish Boundary Marker,Tamerton Parish,Tavistock RoadOn private property †No Public access.Set in recess of garden wall of 451 Tavistock Road. On south west side some 70 metres south of Woolwell Roundabout. Next to BSBL 1.,Tamerton/??????????? †Incised.Interpretation,"Second line recorded as ""Foliott"" by E Masson Phillips in 1985",https://lh3.googleusercontent.com/proxy/cqXOjt1tC8D-mMYvkRqJuoEUFI0g8hCKCgmByZ74j8ncNYal_N9szlfcMQDoQSoHPlUMQ9r_C1oNRb5wHNcV18Jn1waK1h1rWRNr8bRL8V9eGtdjOuREoGQJ_iRHDDzwqhYKtMB_g4PvfpwRYi0dvFiB9ht5dwCmC84vHkXmWO5S1x4 https://lh6.googleusercontent.com/proxy/iLsceX45_rsfYOBLN7MAKt6PSr055vb6xx3k_luw8cAcyoUPYV1TowKyEn5UwCIX-XP4YgTWwAiDKmw1hr0JDPER9HN1dc3BApNdx0aLp458sdkUSm5NL2YIGy1oqvtOKO10IJVhLmre4G5W2-s91WnoKu0qWdodqa1zXFab4fcRHCc
50.4026,-4.1348,Manor and Parish Stones,PPP-BSWP 1 †Weston Peverell Boundary Marker,Weston Peverell,Tavistock RoadOn grass verge by railings in section of old road above dual carriageway (A386). West side of Tavistock Road on Manadon Hill. Back to back with Eggbuckland parish stone BSEB 1.,Tything/of/Weston/Peverell †Incised.,,https://lh3.googleusercontent.com/proxy/Z6s8GynTiO6xy6GPXC6NJ12CTrpFkv-jITJqb69emtgyEt9i7zMv1yKQxkwRUBKw37U57EjikbLbTeKhB_0EO8LYtR0-47TFDgZ_DaeCVJ4XVEpI5cHYmCuY-S5w5HGGsvVK66I8qZF8UdPQS4eYdO5AIq1tMnAHUmnS-TyXiCeOZu0 https://lh3.googleusercontent.com/proxy/japnJ4V2IKh7qt0HTl6mTLa2QCNXdT8tYdatvEY9WgYiwjeN-tBykrkWEe2IoClDdUV82IaO41qtvi2uTKd1NTIS6s_BDhHfTpUG_6H98PaEY4hadBHgnSHrSQvYDjpOIk-ccvjwYeANeyernZ3RD2PnTpRXSumb9cc1-9I8vEspeIM
