Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,TOTNES & DARTMOUTH RING & RIDE,2000008753,1467.42,TOTNES & DARTMOUTH RING & RIDE,TQ9 5EW
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,TRANSLINC LTD,2000008754,106975.1,TRANSLINC LTD,LN6 3RS
Department For Transport,Department for Transport,13.07.2012,Research,Local,TRANSPORT RESEARCH LABORATORY,2000007723,4385,,RG40 3GA
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,TRANS-VOL,2000008755,12290.81,TRANS-VOL THURROCK`S COMMUNITY TRANSPORT,RM17 5DX
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,TRAVELLERS CHOICE,2000007620,16193.55,TRAVELLERS CHOICE,LA5 9RQ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,TURNERS TOURS,2000007621,17726.44,Turner's Tours,EX18 7AA
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,TYRER TOURS LTD,2000007622,57539.45,TYRER TOURS LTD,BB9 6RS
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,UK PRIVATE VEHICLE HIRE,2000007648,2539.05,UK Private Vehicle Hire LTD,BL6 5UE
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,UNITY COACHES,2000007623,1729.98,Unity Coaches,DN22 9AQ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,UNIVERSITYBUS,2000007624,216055.03,UNIVERSITYBUS,AL10 9BS
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,UNO BUSES LTD,2000007645,55967.2,Uno Buses Ltd,AL10 9BS
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,UTOPIA COACHES LTD,2000007625,2390.16,UTOPIA COACHES LTD,LS25 6EZ
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,UTTLESFORD COMMUNITY TRAVEL,2000008757,3345.77,UTTLESFORD COMMUNITY TRAVEL,CM6 1XJ
Department For Transport,Department for Transport,13.07.2012,BUS FDR Wales,Local,VARTEG MOTORS LTD T/A,2000007683,12876.98,Phil Anslow Travel,NP4 7PA
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,VILLAGER COMMUNITY BUS SERVICES LTD,2000007626,593.92,THE VILLAGER COMMUNITY BUS SERVICES LTD,GL56 0XA
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,W T & H HOLDER,2000007655,12839.15,COASTAL COACHES OF WARTON,PR4 1BD
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,W YORKS PTA,2000008034,4829500,IT Block - second quarterly payment - 2012/13,LS1 1QS
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,W YORKS PTA,2000008034,6546250,Highway Maintenance Block - 2012/13 Quarter 2,LS1 1QS
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,WALLINGFORD COACH FOR DISABLED,2000008759,1025.97,THE WALLINGFORD COACH FOR THE DISABLED,OX10 9LB
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,WALSALL COMMUNITY TRANSPORT,2000007680,3062.75,Walsall Community Transport,WS3 3DH
Department For Transport,Department for Transport,27.07.2012,Current Grants to LAs within AEF/AEG,Local,WALSALL MBC,2000008771,5969.91,Walsall MBC,WS1 1TP
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,WALTON COACH HIRE LTD,2000007628,672.29,Walton Coach Hire Ltd,PR4 1UN
Department For Transport,Department for Transport,27.07.2012,Current Grants to LAs within AEF/AEG,Local,WARRINGTON BC,2000008760,5952.92,WARRINGTON BOROUGH COUNCIL,WA1 1BN
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WARRINGTON BC,2000008095,371750,IT Block - second quarterly payment - 2012/13,WA1 1BN
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WARRINGTON BC,2000008095,812500,Highway Maintenance Block - 2012/13 Quarter 2,WA1 1BN
Department For Transport,Department for Transport,13.07.2012,Current Grants to LAs within AEF/AEG,Local,WARRINGTON BOROUGH TRANS LTD,2000007629,185794.86,Warrington Borough Transport Ltd,WA4 6PT
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WARWICKSHIRE CC,2000008048,842500,IT Block - second quarterly payment - 2012/13,CV34 4SX
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WARWICKSHIRE CC,2000008048,2533500,Highway Maintenance Block - 2012/13 Quarter 2,CV34 4SX
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,WATBUS,2000008761,10221.3,Wansbeck Accessible Transport,NE22 7DD
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,WAVERLEY HOPPA COM TRANSPORT,2000008762,6984.75,WAVERLEY HOPPA COMMUNITY TRANSPORT,GU8 5SZ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,WEBBERBUS LIMITED,2000007631,52754.97,WEBBERBUS LTD,TA6 5LT
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,WELLINGBOROUGH VOLUNTEER BUREAU,2000008763,2833.19,WELLINGBOROUGH VOLUNTEER BUREAU,NN8 4PG
Department For Transport,Department for Transport,27.07.2012,BUS FDR Wales,Local,WELSH BORDER COMMUNITY TRANSPORT,2000008764,2668.34,WELSH BORDER COMMUNITY TRANSPORT,CH7 2JB
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WEST BERKSHIRE DC,2000008035,196000,IT Block - second quarterly payment - 2012/13,RG14 2AF
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WEST BERKSHIRE DC,2000008035,855000,Highway Maintenance Block - 2012/13 Quarter 2,RG14 2AF
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WEST SUSSEX CC,2000008036,1144500,IT Block - second quarterly payment - 2012/13,PO19 1RG
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WEST SUSSEX CC,2000008036,2611750,Highway Maintenance Block - 2012/13 Quarter 2,PO19 1RG
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,WESTERN GREYHOUND LTD,2000007633,264452.81,WESTERN GREYHOUND LTD,TR8 5DR
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,WESTWARD TRAVEL,2000007634,6212.77,Westward Travel,GL12 8RT
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,WHITTAKER'S LTD,2000008799,6857.02,Whittaker's Ltd,PR26 7QL
Department For Transport,Department for Transport,27.07.2012,Current Grants to LAs within AEF/AEG,Local,WIGAN COUNCIL,2000008779,21815.75,Wigan Council,WN1 1AZ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,WIGHT COMMUNITY ACCESS LTD,2000007699,678.7,Wight Community Access Ltd,PO39 0AX
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WILTSHIRE COUNTY COUNCIL,2000008037,667000,IT Block - second quarterly payment - 2012/13,BA14 8JJ
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WILTSHIRE COUNTY COUNCIL,2000008037,3453250,Highway Maintenance Block - 2012/13 Quarter 2,BA14 8JJ
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WINDSOR & MAIDENHEAD,2000008038,174250,IT Block - second quarterly payment - 2012/13,SL6 1RF
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WINDSOR & MAIDENHEAD,2000008038,495750,Highway Maintenance Block - 2012/13 Quarter 2,SL6 1RF
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,WOKING COMMUNITY TRANSPORT LTD,2000008766,11699.72,WOKING COMMUNITY TRANSPORT LTD,GU22 9LY
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WOKINGHAM DC,2000008039,219250,IT Block - second quarterly payment - 2012/13,RG40 1JW
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WOKINGHAM DC,2000008039,634000,Highway Maintenance Block - 2012/13 Quarter 2,RG40 1JW
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WORCESTERSHIRE COUNTY COUNCIL,2000008049,769500,IT Block - second quarterly payment - 2012/13,WR5 2NP
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,WORCESTERSHIRE COUNTY COUNCIL,2000008049,3043500,Highway Maintenance Block - 2012/13 Quarter 2,WR5 2NP
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,WRIGHT BROS (COACHES) LTD,2000007636,549.63,WRIGHT BROS COACHES LTD,CA9 3NP
Department For Transport,Department for Transport,16.07.2012,IT Consultancy,Local,WSP UK LTD T/A,2000007813,19202.48,,RG21 4HJ
Department For Transport,Department for Transport,16.07.2012,IT Consultancy,Local,WSP UK LTD T/A,2000007813,18992.52,,RG21 4HJ
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,WYRE COACHES,2000008767,1779.87,WYRE COACHES,FY6 0HB
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,WYRE FOREST DIAL A RIDE LTD,2000008768,1804.1,WYRE FOREST DIAL A RIDE LTD,DY10 1AQ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,XELABUS LIMITED,2000007685,3999.75,Xelabus Limited,SO50 6RR
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,YARRANTON BROS LTD,2000007637,6749.85,YARRANTON BROS LTD,WR15 8JL
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,YEOMANS CANYON TRAVEL,2000007638,2536.85,YEOMANS CANYON TRAVEL,HR4 9PU
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,YORKSHIRE TERRIER LTD,2000007639,305331.13,ANDREWS (SHEFFIELD) LTD,SK3 0DU
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,Z & S INTERNATIONAL SERVICES,2000007640,42794.29,Z & S INTERNATIONAL SERVICES,HP19 3DY
Department For Transport,Department for Transport,10.07.2012,Current Grants to LAs within AEF/AEG,London and Olympics,GREATER LONDON AUTHORITY,2000007197,108807000,,SE1 2UT
Department For Transport,Department for Transport,24.07.2012,Current Grants to LAs within AEF/AEG,London and Olympics,GREATER LONDON AUTHORITY,2000008400,108807000,GLA Grant Payment - No 9,SE1 2UT
Department For Transport,Department for Transport,12.07.2012,Further Education Leading to Qualifications,London and Olympics,NATIONAL POLICING,2000007384,2160,,RG27 0JW
Department For Transport,Department for Transport,12.07.2012,Further Education Leading to Qualifications,London and Olympics,NATIONAL POLICING,2000007384,2160,,RG27 0JW
Department For Transport,Department for Transport,12.07.2012,Further Education Leading to Qualifications,London and Olympics,NATIONAL POLICING,2000007384,2160,,RG27 0JW
Department For Transport,Department for Transport,12.07.2012,Computer Consumables,London and Olympics,SUPPLIES TEAM,2000007378,94.44,279-8918 - CB390A Black toner,S9 1XU
Department For Transport,Department for Transport,12.07.2012,Computer Consumables,London and Olympics,SUPPLIES TEAM,2000007378,520.66,"279-8723, CB383A Magenta toner",S9 1XU
Department For Transport,Department for Transport,12.07.2012,Computer Consumables,London and Olympics,SUPPLIES TEAM,2000007378,520.66,"279-8686, CB381A cyan toner",S9 1XU
Department For Transport,Department for Transport,12.07.2012,Computer Consumables,London and Olympics,SUPPLIES TEAM,2000007378,520.66,"279-8687, CB382A yellow toner",S9 1XU
Department For Transport,Department for Transport,12.07.2012,Computer Consumables,London and Olympics,SUPPLIES TEAM,2000007378,148.1,ST HP 5500 LASER TONER BLACK,S9 1XU
Department For Transport,Department for Transport,12.07.2012,Computer Consumables,London and Olympics,SUPPLIES TEAM,2000007378,154.03,ST HP LASER TONER 5500 CART CYAN,S9 1XU
Department For Transport,Department for Transport,12.07.2012,Computer Consumables,London and Olympics,SUPPLIES TEAM,2000007378,154.03,ST HP LASER TONER CART 5500 YELLOW,S9 1XU
Department For Transport,Department for Transport,12.07.2012,Computer Consumables,London and Olympics,SUPPLIES TEAM,2000007378,154.03,ST HP LASER TONER CART 5500 MAGENTA,S9 1XU
Department For Transport,Department for Transport,12.07.2012,Computer Consumables,London and Olympics,SUPPLIES TEAM,2000007378,210.84,ST HP LJ 4200 LASER TONER BLACK,S9 1XU
Department For Transport,Department for Transport,12.07.2012,Computer Consumables,London and Olympics,SUPPLIES TEAM,2000007378,115.24,279-8799 Hp Imaging Drum Black,S9 1XU
Department For Transport,Department for Transport,12.07.2012,Computer Consumables,London and Olympics,SUPPLIES TEAM,2000007378,212.71,279-8815 Hp Imaging Drum Cyan,S9 1XU
Department For Transport,Department for Transport,12.07.2012,Computer Consumables,London and Olympics,SUPPLIES TEAM,2000007378,212.71,279-8868 Hp Imaging Drum Magenta,S9 1XU
Department For Transport,Department for Transport,12.07.2012,Computer Consumables,London and Olympics,SUPPLIES TEAM,2000007378,212.71,279-8818 Hp Imaging Drum Yellow,S9 1XU
Department For Transport,Department for Transport,25.07.2012,DVO Payments,Managing Director Motoring Services,DRIVER & VEHICLE LICENSING AGENCY,2000008468,1359163.54,RFT from DfT to DVLA,SA6 7JL
Department For Transport,Department for Transport,18.07.2012,Legal Consultancy,Managing Director Motoring Services,FIELD FISHER WATERHOUSE LLP,2000008105,56401.85,,EC3N 2AA
Department For Transport,Department for Transport,19.07.2012,Legal Consultancy,Managing Director Motoring Services,FIELD FISHER WATERHOUSE LLP,2000008183,43189.26,,EC3N 2AA
Department For Transport,Department for Transport,18.07.2012,Investigation Services,Managing Director Motoring Services,IAN BYNOE,2000008116,10579.73,Manual Payment - Services to DVLA,BA4 4NG
Department For Transport,Department for Transport,09.07.2012,Agency Staff Costs,Managing Director Motoring Services,NETWORKERS INTERNATIONAL (UK) PLC,2000007075,3939.6,,BR1 1HP
Department For Transport,Department for Transport,26.07.2012,Agency Staff Costs,Managing Director Motoring Services,NETWORKERS INTERNATIONAL (UK) PLC,2000008541,6743.3,,BR1 1HP
Department For Transport,Department for Transport,26.07.2012,Agency Staff Costs,Managing Director Motoring Services,NETWORKERS INTERNATIONAL (UK) PLC,2000008541,3545.64,,BR1 1HP
Department For Transport,Department for Transport,26.07.2012,Agency Staff Costs,Managing Director Motoring Services,NETWORKERS INTERNATIONAL (UK) PLC,2000008541,7492.56,,BR1 1HP
Department For Transport,Department for Transport,10.07.2012,Research,Managing Director Motoring Services,PRICEWATERHOUSECOOPERS LLP,2000007212,58635,,E14 9SQ
Department For Transport,Department for Transport,23.07.2012,Agency Staff Costs,Marine Accident Investigation Branch,BROOK STREET BUREAU,2000008317,572.88,,AL1 4JB
Department For Transport,Department for Transport,23.07.2012,Agency Staff Costs,Marine Accident Investigation Branch,BROOK STREET BUREAU,2000008317,-67.58,,AL1 4JB
Department For Transport,Department for Transport,23.07.2012,Agency Staff Costs,Marine Accident Investigation Branch,BROOK STREET BUREAU,2000008317,114.42,,AL1 4JB
Department For Transport,Department for Transport,13.07.2012,Travel Expenses UK,Marine Accident Investigation Branch,CLYDE TRAVEL,2000007710,732.09,CLYDE  02.07.2012,G51 1HJ
Department For Transport,Department for Transport,04.07.2012,Computer equipment,Marine Accident Investigation Branch,COMPUTACENTER,2000006871,883.92,WD Caviar Blk 1TB,AL10 9TW
Department For Transport,Department for Transport,03.07.2012,Contract Cleaning,Marine Accident Investigation Branch,PROGRESS CLEANING SERVICES,2000006763,702,,SO14 6GH
Department For Transport,Department for Transport,09.07.2012,Rent - L&B (non-PFI),Marine Accident Investigation Branch,SKANDIA LIFE BUSINESS SERVICES LTD,2000007078,136114.24,Skandia - July - Dec 12,SO14 7AY
Department For Transport,Department for Transport,09.07.2012,Building Service Charges,Marine Accident Investigation Branch,SKANDIA LIFE BUSINESS SERVICES LTD,2000007078,56461.42,Skandia - July - Dec 12,SO14 7AY
Department For Transport,Department for Transport,09.07.2012,Building Insurance,Marine Accident Investigation Branch,SKANDIA LIFE BUSINESS SERVICES LTD,2000007078,2683.9,Skandia - July - Dec 12,SO14 7AY
