Department ,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name, Component Code, Amount, Invoice Description
DFID,DFID,20/10/2014,Training - Course Fees ,East and Central Africa ,THE SPRINGFIELD CENTRE ,101612-101 ,"£3,400.00",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,IMC Worldwide Ltd. ,203819-103 ,"£39,833.96",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,HTSPE LTD ,204087-101 ,"£3,100.00",
DFID,DFID,09/10/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,ACTION AGAINST HUNGER UK ,203775-108 ,"£112,520.00",
DFID,DFID,23/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,BMB Mott MacDonald-PO6116 ,202946-108 ,"£60,631.38",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,BMB Mott MacDonald-PO6116 ,202946-108 ,"£18,851.19",
DFID,DFID,20/10/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,WAR CHILD UK ,203823-105 ,"£51,480.64",
DFID,DFID,15/10/2014,Research & Development costs ,Research and Evidence Division ,INASP ,203778-106 ,"£226,206.64",
DFID,DFID,17/10/2014,Project delivery costs â€“ supplier services ,Communications Division ,CENTRE FOR GLOBAL EDUCATION live ,201469-104 ,"£4,480.13",
DFID,DFID,03/10/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,MEDECINS SANS FRONTIERES BELGIQUE ,202909-111 ,"£1,269,040.00",
DFID,DFID,07/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,SixtyOne Whitehall ,203939-103 ,"£1,620.00",
DFID,DFID,23/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,BMB Mott MacDonald-PO6116 ,202946-105 ,"£130,390.31",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,BMB Mott MacDonald-PO6116 ,202946-105 ,"£140,092.53",
DFID,DFID,21/10/2014,Data Network - land lines ,Middle East  Humanitarian & Security Division , FCO SERVICES ,203944-102 ,"£9,720.00",
DFID,DFID,31/10/2014,Data Network - land lines ,Middle East  Humanitarian & Security Division , FCO SERVICES ,203944-102 ,"£4,860.00",
DFID,DFID,22/10/2014,Data Network - land lines ,Business Solutions Division Level ,VERIZON UK LIMITED ,200002-126 ,"£3,317.88",
DFID,DFID,24/10/2014,Storage & Distribution costs ,Business Solutions Division Level ,TNT Express (UK) Ltd ,200001-101 ,"£4,700.98",
DFID,DFID,02/10/2014,Storage & Distribution costs ,Business Solutions Division Level ,TNT Express (UK) Ltd ,200001-101 ,"£4,492.49",
DFID,DFID,23/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,IMC Worldwide Ltd. ,200221-105 ,"£250,740.43",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Sion Haworth ,200221-105 ,"£12,500.00",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,IMC Worldwide Ltd. ,201879-101 ,"£161,685.60",
DFID,DFID,21/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,113961-106 ,"£17,517.86",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,UPPER QUARTILE ,202377-103 ,"£8,930.19",
DFID,DFID,24/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,HTSPE LTD ,203164-104 ,"£16,837.00",
DFID,DFID,21/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,ICF Consulting Services Ltd ,203484-101 ,"£103,983.00",
DFID,DFID,31/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,ICF Consulting Services Ltd ,203484-101 ,"£41,788.00",
DFID,DFID,31/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,ICF Consulting Services Ltd ,203484-101 ,"£3,201.00",
DFID,DFID,31/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,ICF Consulting Services Ltd ,203484-101 ,"£13,321.00",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,Anton Eberhard ,201433-104 ,"£5,847.89",
DFID,DFID,13/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,OXFORD POLICY MANAGEMENT ,203186-105 ,"£186,930.00",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,HTSPE LTD ,203595-101 ,"£21,820.80",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,202637-106 ,"£5,925.30",
DFID,DFID,23/10/2014,Aid Programme - Pooled/Basket funding ,East and Central Africa ,Democratic Governance Facility (DGF) ,200250-108 ,"£521,666.00",
DFID,DFID,23/10/2014,Aid Programme - Joint programme contribution ,East and Central Africa ,Democratic Governance Facility (DGF) ,202802-101 ,"£1,021,670.00",
DFID,DFID,23/10/2014,Aid Programme - Core contributions ,East and Central Africa ,Democratic Governance Facility (DGF) ,200779-104 ,"£855,000.00",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,CAB INTERNATIONAL ,112152-102 ,"£25,428.60",
DFID,DFID,17/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,CAB INTERNATIONAL ,112152-102 ,"£38,424.76",
DFID,DFID,13/10/2014,Repairs  Maint  Alter - Removal & waste disposal services ,Group Operations ,BYWATERS ,203717-101 ,"£4,087.81",
DFID,DFID,21/10/2014,DFID Purchased Relief Supplies ,East and Central Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202513-101 ,"£10,125.00",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,202637-106 ,"£98,258.80",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,202637-106 ,"£208,368.20",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,HTSPE LTD ,202900-105 ,"£1,935.53",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,202775-109 ,"£9,560.00",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,203035-102 ,"£1,948.41",
DFID,DFID,23/10/2014,Training Providers/Facilitation Services ,Business Solutions Division Level ,Emergn ,200001-101 ,"£1,207.67",
DFID,DFID,28/10/2014,Training Providers/Facilitation Services ,Business Solutions Division Level ,Emergn ,200001-101 ,"£10,755.00",
DFID,DFID,13/10/2014,Aid Programme - Partnership Programme Arrangements ,Policy Division ,FARM-Africa ,202624-101 ,"£769,567.00",
DFID,DFID,08/10/2014,Aid Programme - Partnership Programme Arrangements ,Policy Division ,SAFERWORLD ,202709-101 ,"£434,790.00",
DFID,DFID,22/10/2014,Aid Programme - Partnership Programme Arrangements ,Policy Division ,WATERAID ,202621-101 ,"£1,050,410.00",
DFID,DFID,10/10/2014,Aid Programme - Partnership Programme Arrangements ,Policy Division ,WWF-UK ,202661-101 ,"£772,589.00",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,OXFORD POLICY MANAGEMENT ,113965-103 ,"£23,000.00",
DFID,DFID,10/10/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,Agency for Technical Cooperation and Development (ACTED) ,202921-120 ,"£33,964.49",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,104227-102 ,"£16,270.59",
DFID,DFID,02/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,ICF Consulting Services Ltd ,107891-102 ,"£10,413.00",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,ICF Consulting Services Ltd ,107891-102 ,"£6,559.00",
DFID,DFID,27/10/2014,Aid Programme - Accountable Grant Payments ,International Finance Division ,Water & Sanitation for the Urban Poor ,203583-101 ,"£503,211.00",
DFID,DFID,03/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,HTSPE LTD ,202534-103 ,"£41,556.19",
DFID,DFID,09/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,203174-102 ,"£16,430.54",
DFID,DFID,21/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,HTSPE LTD ,200681-101 ,"£153,510.98",
DFID,DFID,17/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,UPPER QUARTILE ,201857-101 ,"£69,696.00",
DFID,DFID,24/10/2014,Other Admin Costs ,International Relations Division ,CSC ,202861-102 ,"£406,000.00",3rd Quarterly Payment to the Commonwealth Scholarship Commission in respect of 2014/15 Programme Contribution 
DFID,DFID,24/10/2014,Aid Programme - Programme Contribution ,International Relations Division ,CSC ,202861-101 ,"£5,907,000.00",
DFID,DFID,03/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Integrity Research and Consultancy ,203383-105 ,"£28,510.00",
DFID,DFID,02/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Integrity Research and Consultancy ,203383-105 ,"£12,256.70",
DFID,DFID,16/10/2014,Contract Catering Services ,Western Asia Division ,Supplier Name withheld ,101601-110 ,"£1,093.32",
DFID,DFID,23/10/2014,Contract Catering Services ,Western Asia Division ,Supplier Name withheld ,101601-110 ,"£1,061.36",
DFID,DFID,16/10/2014,Contract Catering Services ,Western Asia Division ,Supplier Name withheld ,100011-110 ,£601.82,
DFID,DFID,23/10/2014,Contract Catering Services ,Western Asia Division ,Supplier Name withheld ,100011-110 ,£525.67,
DFID,DFID,16/10/2014,Contract Catering Services ,Western Asia Division ,Supplier Name withheld ,100011-110 ,£501.52,
DFID,DFID,16/10/2014,Contract Catering Services ,Western Asia Division ,Supplier Name withheld ,101601-110 ,£712.16,
DFID,DFID,01/10/2014,Further Education costs ,Western Asia Division ,Supplier Name withheld ,101601-110 ,"£1,623.90",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,  CfBT Education Trust ,202377-103 ,"£15,625.14",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,Sightsavers ,203146-103 ,"£101,767.00",
DFID,DFID,24/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,Sightsavers ,203146-103 ,"£81,698.00",
DFID,DFID,27/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,202706-102 ,"£11,309.51",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,HTSPE LTD ,104189-101 ,"£739,198.08",
DFID,DFID,21/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,202978-101 ,"£14,639.42",
DFID,DFID,17/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,HTSPE LTD ,203164-103 ,"£70,577.58",
DFID,DFID,21/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,HTSPE LTD ,202242-108 ,"£51,323.54",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,OXFORD POLICY MANAGEMENT ,202125-115 ,"£22,954.00",
DFID,DFID,22/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,202214-104 ,"£28,394.54",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202524-115 ,"£4,783.71",
DFID,DFID,06/10/2014,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Security Division ,Business Development Center ,203236-106 ,"£38,724.78",
DFID,DFID,06/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,Olive Group FZ-LLC ,204309-102 ,"£38,615.00",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,203491-102 ,"£55,833.92",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,204640-101 ,"£28,024.26",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,SEARCH FOR COMMON GROUND ,200856-103 ,"£174,049.00",
DFID,DFID,26/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Innovision Consulting Private Limited ,107370-103 ,"£4,811.15",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,HTSPE LTD ,202900-102 ,"£196,088.96",
DFID,DFID,21/10/2014,Aid Programme - Challenge Fund payments ,Western Asia Division ,HTSPE LTD ,202491-106 ,"£80,688.59",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Foreign & Commonwealth Office ,202913-101 ,"£1,886.10",
DFID,DFID,08/10/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,WATERAID ,202944-102 ,"£57,254.44",
DFID,DFID,13/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,Sonkita Conteh ESQ ,203585-102 ,"£3,544.98",
DFID,DFID,13/10/2014,Conferences  Seminars & Meeting/Event Resource ,East and Central Africa ,Foreign & Commonwealth Office ,202913-101 ,"£2,120.08",
DFID,DFID,31/10/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,Forest Trends ,201724-122 ,"£436,073.00",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,Western Asia Division ,OXFORD POLICY MANAGEMENT ,202367-103 ,"£451,502.74",
DFID,DFID,06/10/2014,Project delivery costs â€“ supplier services ,Western Asia Division ,OXFORD POLICY MANAGEMENT ,202367-103 ,"£235,373.20",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,Southern African AIDS Trust ,203811-106 ,"£11,142.52",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,203811-106 ,"£4,985.06",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,HTSPE LTD ,204258-101 ,"£56,652.62",
DFID,DFID,22/10/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,International Relief and Development ,202921-123 ,"£174,483.71",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,SeeSaw ,204436-102 ,"£1,691.71",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,SeeSaw ,204436-102 ,"£6,929.79",
DFID,DFID,17/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,202819-108 ,"£150,000.00",
DFID,DFID,02/10/2014,Project delivery costs â€“ supplier services ,Western Asia Division ,IMC Worldwide Ltd. ,202328-106 ,"£367,565.23",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,HTSPE LTD ,202948-113 ,"£12,000.00",
DFID,DFID,23/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,MINES ADVISORY GROUP ,203243-111 ,"£90,740.00",
DFID,DFID,06/10/2014,Contract & Agency Staff ,East and Central Africa ,MORSON INTERNATIONAL ,100083-102 ,"£6,256.73",
DFID,DFID,31/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Africa Development Professional Group ,204793-101 ,"£6,651.00",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,Western Asia Division ,McKinsey & Co  Inc UK ,202697-109 ,"£124,650.00",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,MINES ADVISORY GROUP ,203243-111 ,"£92,480.00",
DFID,DFID,02/10/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,THE ASIA FOUNDATION ,202798-102 ,"£271,248.12",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,HTSPE LTD ,202948-113 ,"£17,530.21",
DFID,DFID,27/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,HTSPE LTD ,202900-102 ,"£64,000.00",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,HTSPE LTD ,202900-102 ,"£283,582.93",
DFID,DFID,06/10/2014,Training - Course Fees ,West and Southern Africa ,People Aspects Ltd ,101620-101 ,£600.00,
DFID,DFID,21/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,OXFORD POLICY MANAGEMENT ,202377-103 ,"£29,100.00",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,OXFORD POLICY MANAGEMENT ,202377-103 ,"£21,718.50",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,UPPER QUARTILE ,202377-103 ,"£33,175.77",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,OXFORD POLICY MANAGEMENT ,202377-103 ,"£10,025.00",
DFID,DFID,28/10/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,European Timber Trade Federation ,201724-107 ,"£71,498.37",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,HTSPE LTD ,202921-101 ,"£6,567.60",
