Newcastle City Council Invoices over £250 paid in February 2014,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1E48A,Additional Needs Improv Team,13.42 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1EEL2,EYFS Improvement Team,49.60 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KR7E,Electrical East,19.58 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KLFA,Getting Ncle Active - Staff,61.76 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1VH24,Temporary Accomodation Servce,114.55 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1EP93,Playcare West Jesmond,15.89 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1E51J,Childrens Centre,11.25 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KEG4,Blue Bin Recycling Scheme,72.11 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KE05,Winter Maintenance,414.62 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KSA1,Operational Support,79.48 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KEKA,Landscape Construction,7.44 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KE11,Highways Planned Maintenance,63.17 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1D508,Investment & Development Exec,1.86 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1FF51,Finance,75.05 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1D560,Resilience Planning,33.61 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1D500,Food Safety & Training,134.57 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1D501,Health & Safety,21.83 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1FT40,Communications Support,33.75 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KR8C,Door Entry & CCTV,178.40 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1MR23,Continuity & Incident Response,9.20 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KEAV,Flood Prevention,10.88 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1D503,Night Time Noise Enforcement,123.85 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1MB12,Camhs Social Work Team,62.33 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1FGT3,CX Admin Teams,33.78 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KEG3,Garden Waste Collection Scheme,82.43 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1D526,Gambling Act 2005,51.69 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW27,Localised Working East,18.76 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KR8G,Landlords Elec Test,44.03 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW25,Wingrove,42.67 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1E+269,SB Risk Management Projects,11.92 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KEFA,Condercum Overheads,23.37 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW31,Gully Working North,14.09 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1EJ9C,Regional Delivery Service,0.07 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KEYQ,Energy Unit,173.39 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1V002,H & T Contingency,0.09 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1MR14,Cruddas Park Social Work offi,118.76 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1DTP4,Facilities Management,33.85 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1MB21,Social Work Team East,667.30 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW12,Lemington,45.23 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1MG27,General Resource Centres,22.50 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KKT6,Misc Telephone Works,11.37 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KE49,Skips - Rear End Loader,11.38 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KR5C,Gas Serv Central,84.70 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1DTP3,Operations Management,33.89 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1V105,Supervision & Enforcement,506.25 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KE48,Skips - HL20,11.25 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1MB01,Aspire,58.40 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1MB03,Childcare (Hospitals),207.06 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1DTP6,Tech Vals. & Support Team,52.72 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW21,Walkergate,37.50 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW17,Parklands,49.71 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1DTP1,Portfolio Team Surveyors,34.04 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW24,Westgate,60.29 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW08,Elswick,77.26 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KKP1,Public Conv O/H,0.34 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1E+222,Attendance Core Service,234.13 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW15,North Jesmond,30.41 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1MB17,Children's Rights Team,45.41 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KM2E,Void Clear East,12.79 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1MX08,Out of Hrs Soc Care Duty Team,88.69 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW10,Fenham,37.50 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1E31P,General Admin Pool Children S,130.84 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW04,Castle,7.21 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KKU3,Handyman Service,11.73 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1FC42,Cee East Team,118.26 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KENA,Fleet OH,143.27 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1EA04,Curriculum East FE,12.70 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KKA9,Adult Catering Transport,51.06 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW14,North Heaton,0.51 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1E727,SB Behaviour & Attendance,0.54 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KL00,Leisure Serv Gen Manager & O/H,2.37 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW02,Blakelaw,3.66 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KR5W,Gas Serv West,351.12 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW01,Benwell & Scotswood,60.96 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1V001,HP&T Executive,191.05 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KR8B,Lightning Conductors,11.25 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW09,Fawdon,66.41 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1FR09,Major Project Team,11.25 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1EP01,Play Service Management,77.85 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW05,Dene,18.90 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW22,Westerhope,12.88 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW26,Woolsington,30.55 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KB12,D&CS Strategic Management,1.80 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KB21,Apprentices O/H,41.25 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1E+239,SB SENTASS,33.75 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1MP18,Shine Project (Womens HIV),66.11 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KJ54,Northumberland Cash in Transit,2.20 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KW29,Localised Working West,119.04 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1MW05,Workfirst,40.14 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1FK06,Council Leaders Section,31.53 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1MR17,Sheriff Leas LAC office,80.77 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KKT3,Civic Services,153.54 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KEYY,Climate Change Strategy,14.17 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KB20,Mats Conts O/H,37.36 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KR2C,Rapid Central,37.50 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KL63,Parks - Spare,67.50 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KE69,City Centre Cleansing Dayshift,72.80 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KM2C,Void Clear Central,42.00 ,
Chief Executive's,Utilities                              ,Supplies & Services,05/02/2014,VODAFONE CORPORATE,6131476,Revenue,1KE97,High Rise Recycling,3.75 ,
