Creditor Name ,Invoice Line Amount,Payment Date,LA Department,Expenditure Category/Description
REDACTED PERSONAL INFORMATION,1337.72, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,275, 23/12/2015,Childrens Services,Contact Services Agency
REDACTED PERSONAL INFORMATION,1065.28, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,875.68, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,350, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1175.44, 23/12/2015,Childrens Services,Services Vol Associations
REDACTED PERSONAL INFORMATION,864.92, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,484.7, 23/12/2015,Childrens Services,Services Vol Associations
REDACTED PERSONAL INFORMATION,2079.84, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,667.38, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1116.22, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,914.92, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,2200.98, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,954.92, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,2298.2, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,944.92, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1732.66, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1065.28, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,2277.68, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1497.6, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,816.22, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1786.14, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,321.56, 23/12/2015,Childrens Services,Equipment
REDACTED PERSONAL INFORMATION,914.92, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1631.14, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1334.76, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1065.28, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,667.38, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,766.22, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,2277.98, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,610.3, 23/12/2015,Childrens Services,Children Looked After
REDACTED PERSONAL INFORMATION,1412.76, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,2721.48, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,717.38, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,980.28, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1015.28, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1495.66, 23/12/2015,Childrens Services,Government Grants Clg Inc Gol
REDACTED PERSONAL INFORMATION,663.58, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,709.88, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,766.22, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,667.38, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1422.21, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,717.38, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1623.43, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1779.84, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1395.28, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,2360.96, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1681.14, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1311.8, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1483.6, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,864.92, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1064, 23/12/2015,Systems Control Accounts,Advances
REDACTED PERSONAL INFORMATION,766.22, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1930.2, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,920.38, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1880.2, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,766.22, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,3286.36, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,2496.06, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,864.92, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1720, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,2281.74, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1015.28, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,667.38, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,2469.54, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1015.28, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1836.14, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1513.24, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,832.44, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,832.44, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1695.2, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1850.12, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1664.88, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1017.68, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,920.12, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1080, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1827.88, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1228.4, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1420, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1228.4, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,2737.68, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1017.68, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1080, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1850.12, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,3115.36, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,2978.8, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,832.44, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,894.8, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,2479.88, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,3023.12, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,1228.4, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,832.44, 23/12/2015,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,4200, 23/12/2015,Chief Executives,Consultants
THE OYSTER PARTNERSHIP,1480.46, 23/12/2015,Housing Services HRA,Agency Staff
ARCADIA FLOORING LLP,1506, 23/12/2015,Regeneration Enterprise and Sk,R & M Buildings Other
ORANGE PROJECTS LIMITED,894.58, 23/12/2015,Regeneration Enterprise and Sk,R & M Buildings Other
ELEMENT ROOFING CO LTD,3372, 23/12/2015,Housing Services HRA,Direct Orders
POLLARD THOMAS EDWARDS LLP,2520, 23/12/2015,Modernisation,Ground Exploration
GRAHAM HOLMES ASTRASEAL LIMITED,660, 23/12/2015,Housing Services HRA,Direct Orders
REDACTED PERSONAL INFORMATION,2400, 23/12/2015,Systems Control Accounts,Refund Of Bacs Over Pymt
REDACTED PERSONAL INFORMATION,2400, 23/12/2015,Systems Control Accounts,Refund Of Bacs Over Pymt
REDACTED PERSONAL INFORMATION,540, 23/12/2015,Chief Executives,Photography
REDACTED PERSONAL INFORMATION,1116.6, 23/12/2015,Capital Housing Revenue Acc,Disturbance
REDACTED PERSONAL INFORMATION,1170.9, 23/12/2015,Capital Housing Revenue Acc,Disturbance
REDACTED PERSONAL INFORMATION,600, 23/12/2015,Childrens Services,S17 child minders/nursery
REDACTED PERSONAL INFORMATION,1374, 23/12/2015,Capital Housing Revenue Acc,Disturbance
HERTEL SOLUTIONS LTD,1362, 23/12/2015,Housing Services HRA,Direct Orders
EMERALD ELEVATORS LIMITED,1510.14, 23/12/2015,Housing Services HRA,Lift Maintenance
LBS SECURITY SERVICES LTD,21230.4, 23/12/2015,Housing Services HRA,Commercial Premises
REDACTED PERSONAL INFORMATION,1500, 23/12/2015,Housing Services,Landlord Incentive Payments
REDACTED PERSONAL INFORMATION,1000, 23/12/2015,Housing Services,Landlord Incentive Payments
REDACTED PERSONAL INFORMATION,1651.56, 23/12/2015,Housing Services,Repairs Bonds
REDACTED PERSONAL INFORMATION,1651.56, 23/12/2015,Housing Services,Rent Bond/ Arrears
SKM PROPERTIES LIMITED,275, 23/12/2015,Housing Services,Rent Bond/ Arrears
SKM PROPERTIES LIMITED,250, 23/12/2015,Housing Services,Repairs Bonds
INDIGO PROPERTY MANAGEMENT,936.99, 23/12/2015,Housing Services,Repairs Bonds
REDACTED PERSONAL INFORMATION,540, 23/12/2015,Chief Executives,Professional Fees
FACULTATIEVE TECHNOLOGIES LTD,1097.78, 23/12/2015,Eltham Crematorium Revenue,R & M Buildings Other
GLOBAL SOLUTION SERVICES (UK) LTD,1728, 23/12/2015,Regeneration Enterprise and Sk,Other Services
ORANGE PROJECTS LIMITED,6420, 23/12/2015,Regeneration Enterprise and Sk,R & M Buildings Other
REDACTED PERSONAL INFORMATION,540, 23/12/2015,Chief Executives,Professional Fees
CHESTNUT PRODUCTS LTD,660, 23/12/2015,Regeneration Enterprise and Sk,R & M Buildings Other
THE APPROPRIATE ADULT SERVICE LIMITED,1836, 23/12/2015,Childrens Services,Appropriate Adults Commi
REDACTED PERSONAL INFORMATION,1000, 23/12/2015,Housing Services,Rent Bond/ Arrears
REDACTED PERSONAL INFORMATION,1000, 23/12/2015,Housing Services,Repairs Bonds
REDACTED PERSONAL INFORMATION,600, 23/12/2015,Housing Services,Rent Bond/ Arrears
REDACTED PERSONAL INFORMATION,600, 23/12/2015,Housing Services,Repairs Bonds
REDACTED PERSONAL INFORMATION,2098.36, 23/12/2015,Housing Services,Landlord Incentive Payments
REDACTED PERSONAL INFORMATION,2000, 23/12/2015,Housing Services,Landlord Incentive Payments
REDACTED PERSONAL INFORMATION,2800, 23/12/2015,Housing Services,Landlord Incentive Payments
REDACTED PERSONAL INFORMATION,2100, 23/12/2015,Housing Services,Rent in Advance
REDACTED PERSONAL INFORMATION,1000, 23/12/2015,Housing Services,Deposits
REDACTED PERSONAL INFORMATION,695.5, 23/12/2015,Childrens Services,Prof Serv Consult Advice Curri
MUSIC ROOM SOLUTIONS LTD,3120, 23/12/2015,Chief Executives,Other Services
CIVICA UK LIMITED,6312, 23/12/2015,Chief Executives,Computer Software
ROYAL BOROUGH OF GREENWICH HERITAGE TRUST CIO,2371.3, 23/12/2015,Childrens Services,Other Services
ALERE LIMITED,11880, 23/12/2015,Adult and Older People,Equipment
THE METRO CENTRE,10750, 23/12/2015,Chief Executives,Contributions Other Bodies
LIFELINE PROJECT LTD,49000.83, 23/12/2015,Adult and Older People,Lifeline
LIBERTY PRINTERS (AR & RF REDDIN) LIMITED,2371.2, 23/12/2015,Regeneration Enterprise and Sk,Stationery
LIBERTY PRINTERS (AR & RF REDDIN) LIMITED,2371.2, 23/12/2015,Regeneration Enterprise and Sk,Stationery
LIBERTY PRINTERS (AR & RF REDDIN) LIMITED,1675.2, 23/12/2015,Regeneration Enterprise and Sk,Stationery
LIBERTY PRINTERS (AR & RF REDDIN) LIMITED,1675.2, 23/12/2015,Regeneration Enterprise and Sk,Stationery
IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,7471.73, 23/12/2015,Regeneration Enterprise and Sk,Software Licences
FREE4M CONSULTING,9417.6, 23/12/2015,Regeneration Enterprise and Sk,Specialist Prof Services
EUROVIA INFRASTRUCTURE LTD,1278, 23/12/2015,Transportation Schemes,General Payments
DAVID J WEBB SURVEYS LTD,1140, 23/12/2015,Transportation Schemes,Ext Consultants Fees
SOMALI EDUCATION & CULTURAL DEVELOPMENT PROJECT,2500, 23/12/2015,Comm Safety and Environment,Other Services
REDACTED PERSONAL INFORMATION,3145.75, 23/12/2015,Systems Control Accounts,Advances
WOLSELEY UK LTD (VARIOUS SUPPLIES),534.08, 23/12/2015,Housing Services,Materials
REDACTED PERSONAL INFORMATION,6000, 23/12/2015,Systems Control Accounts,Advances
REDACTED PERSONAL INFORMATION,696, 23/12/2015,Systems Control Accounts,Advances
REDACTED PERSONAL INFORMATION,1125, 23/12/2015,Childrens Services,Supply/Sessional Normal TIme
GREENWICH SERVICE PLUS LIMITED,769.22, 23/12/2015,Regeneration Enterprise and Sk,FM Services External Contract
GREENWICH SERVICE PLUS LIMITED,1117.21, 23/12/2015,Regeneration Enterprise and Sk,FM Services External Contract
GREENWICH SERVICE PLUS LIMITED,1334.65, 23/12/2015,Regeneration Enterprise and Sk,FM Services External Contract
GREENWICH SERVICE PLUS LIMITED,640, 23/12/2015,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,672, 23/12/2015,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,12960, 23/12/2015,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,1920.35, 23/12/2015,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,2880, 23/12/2015,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,6345.79, 23/12/2015,Regeneration Enterprise and Sk,FM Services External Contract
GREENWICH SERVICE PLUS LIMITED,3840, 23/12/2015,Regeneration Enterprise and Sk,Cleaning Services - Contract
ANDARA TOOLS AND PLANT HIRE,733.37, 23/12/2015,Housing Services HRA,Equipment
GREENWICH SERVICE PLUS LIMITED,4608.86, 23/12/2015,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,38288.24, 23/12/2015,Regeneration Enterprise and Sk,Cleaning Services - Contract
ANDARA TOOLS AND PLANT HIRE,600, 23/12/2015,Housing Services HRA,Equipment
GREENWICH SERVICE PLUS LIMITED,6759.65, 23/12/2015,Regeneration Enterprise and Sk,FM Services External Contract
GREENWICH SERVICE PLUS LIMITED,309454.5, 23/12/2015,Regeneration Enterprise and Sk,FM Services External Contract
GREENWICH SERVICE PLUS LIMITED,83577.9, 23/12/2015,Regeneration Enterprise and Sk,FM Services External Contract
GREENWICH SERVICE PLUS LIMITED,6316.7, 23/12/2015,Regeneration Enterprise and Sk,FM Services External Contract
GREENWICH SERVICE PLUS LIMITED,6316.7, 23/12/2015,Regeneration Enterprise and Sk,FM Services External Contract
GREENWICH SERVICE PLUS LIMITED,8162, 23/12/2015,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,2407.75, 23/12/2015,Regeneration Enterprise and Sk,Cleaning Services - Contract
REDACTED PERSONAL INFORMATION,1980, 23/12/2015,Childrens Services,Prof Serv Consult Advice Curri
HARMONY HOME AID SERVICES LTD,688.44, 23/12/2015,Adult and Older People,Private Home Help Domest Misc
HARMONY HOME AID SERVICES LTD,1805.04, 23/12/2015,Adult and Older People,ISF Personal Care
HARMONY HOME AID SERVICES LTD,1693.4, 23/12/2015,Adult and Older People,ISF Personal Care
HARMONY HOME AID SERVICES LTD,2038.4, 23/12/2015,Adult and Older People,ISF Personal Care
HARMONY HOME AID SERVICES LTD,1281.48, 23/12/2015,Adult and Older People,ISF Personal Care
HARMONY HOME AID SERVICES LTD,1804.56, 23/12/2015,Adult and Older People,ISF Personal Care
THE AVENUE TRUST GROUP,1544.16, 23/12/2015,Adult and Older People,Supported Living
HARMONY HOME AID SERVICES LTD,654, 23/12/2015,Adult and Older People,ISF Personal Care
THE AVENUE TRUST GROUP,3302.56, 23/12/2015,Adult and Older People,Supported Living
THE AVENUE TRUST GROUP,2582.56, 23/12/2015,Adult and Older People,Supported Living
THE AVENUE TRUST GROUP,960, 23/12/2015,Adult and Older People,Client Support
REDACTED PERSONAL INFORMATION,1272.32, 23/12/2015,Childrens Services,Agency Support
REDACTED PERSONAL INFORMATION,8769, 23/12/2015,Childrens Services,Agency Placements
CAREWATCH CARE SERVICES LTD,591.87, 23/12/2015,Adult and Older People,ISF Personal Care
CAREWATCH CARE SERVICES LTD,696.51, 23/12/2015,Adult and Older People,ISF Personal Care
CAREWATCH CARE SERVICES LTD,1200.09, 23/12/2015,Adult and Older People,ISF Personal Care
CAREWATCH CARE SERVICES LTD,882.9, 23/12/2015,Adult and Older People,ISF Personal Care
CAREWATCH CARE SERVICES LTD,735.75, 23/12/2015,Adult and Older People,ISF Personal Care
HARMONY HOME AID SERVICES LTD,836.88, 23/12/2015,Adult and Older People,ISF Personal Care
HARMONY HOME AID SERVICES LTD,1281.48, 23/12/2015,Adult and Older People,ISF Personal Care
HARMONY HOME AID SERVICES LTD,654, 23/12/2015,Adult and Older People,ISF Personal Care
HARMONY HOME AID SERVICES LTD,699.78, 23/12/2015,Adult and Older People,ISF Personal Care
HARMONY HOME AID SERVICES LTD,1281.48, 23/12/2015,Adult and Older People,ISF Personal Care
REDACTED PERSONAL INFORMATION,5757.14, 23/12/2015,Adult and Older People,Supported Living
REDACTED PERSONAL INFORMATION,5039.71, 23/12/2015,Adult and Older People,Supported Living
REDACTED PERSONAL INFORMATION,8060, 23/12/2015,Adult and Older People,Services Private Contractor
CAREWATCH CARE SERVICES LTD,699.78, 23/12/2015,Adult and Older People,ISF Personal Care
REDACTED PERSONAL INFORMATION,608.8, 23/12/2015,Adult and Older People,Client Support
REDACTED PERSONAL INFORMATION,4499.43, 23/12/2015,Adult and Older People,Services Private Contractor
CRAEGMOOR OAKS SIDCUP PRIORY,2832.4, 23/12/2015,Adult and Older People,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,2197.5, 23/12/2015,Adult and Older People,Private Sector Nursing Homes
CLEARWATER CARE (HACKNEY) LTD,6400, 23/12/2015,Adult and Older People,Services Private Contractor
REDACTED PERSONAL INFORMATION,2249.22, 23/12/2015,Adult and Older People,Services Private Contractor
REDACTED PERSONAL INFORMATION,5522.65, 23/12/2015,Adult and Older People,Services Private Contractor
HOMELEIGH HOUSE,3985.67, 23/12/2015,Adult and Older People,Services Private Contractor
REDACTED PERSONAL INFORMATION,6288.66, 23/12/2015,Adult and Older People,PS Residential Respite Care
HOMELEIGH HOUSE,4808.41, 23/12/2015,Adult and Older People,Services Private Contractor
REDACTED PERSONAL INFORMATION,2773.84, 23/12/2015,Adult and Older People,Private Sector Nursing Homes
HOMELEIGH HOUSE,3764.33, 23/12/2015,Adult and Older People,Services Private Contractor
HOMELEIGH HOUSE,2225.33, 23/12/2015,Adult and Older People,Services Private Contractor
HOMELEIGH HOUSE,2225.34, 23/12/2015,Adult and Older People,Services Private Contractor
REDACTED PERSONAL INFORMATION,5092.86, 23/12/2015,Adult and Older People,Services Private Contractor
