Department Family,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction Number,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,OFFICE SOLUTIONS-OFFICE CNSMBL,COMPANY BARCLAYCARD,0000185149,36.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENGINEERING GOODS-INDUSTRIAL,COMPANY BARCLAYCARD,0000185149,6.31
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,OFFICE SOLUTIONS-OFFICE CNSMBL,COMPANY BARCLAYCARD,0000185158,16.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,OFFICE SOLUTIONS-OFFICE CNSMBL,COMPANY BARCLAYCARD,0000185170,7.08
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SUPPLIES,COMPANY BARCLAYCARD,0000185176,41.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,OFFICE SOLUTIONS-PRINT,COMPANY BARCLAYCARD,0000185177,2.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENGINEERING GOODS-TOOLS,COMPANY BARCLAYCARD,0000185177,4.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,FACILITIES - CLEANING,COMPANY BARCLAYCARD,0000185177,8.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,OPRTNL GOODS&SERV-CLOTHING,COMPANY BARCLAYCARD,0000185177,0.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,OFFICE SOLUTIONS-OFFCE SPPLIES,COMPANY BARCLAYCARD,0000185184,5.82
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,COMPANY BARCLAYCARD,0000185184,208.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,OFFICE SOLUTIONS-POST&COURIER,COMPANY BARCLAYCARD,0000185184,0.61
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,PROF SER-ENVIRONMENTAL SRVICES,WEEDKILLER,0000185251,4.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENGINEERING GOODS-TOOLS,RETRACTABLE STEEL TAPE ME,0000185251,3.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,OFFICE SOLUTIONS-POST&COURIER,FIRST CLASS STAMPS,0000185251,5.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENGINEERING GOODS-TOOLS,OUTSTANDING HIRE CHARGE F,0000185252,4.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/11/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SUPPLIES,CA088628 HERRAS FENCING,32001300,-240.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2011,OUTSOURCED MGT- SURFACE HZARDS,SURFACE HAZARDS,SOCIAL CARE-EMERGENCY SERVICES,MINES RESCUE SERVICE LIMI,0000184865,23333.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2011,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,PROF SER TMP STFF-SPCLST CNTRT,VENTURE FINANCE PLC,0000184540,1098.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/10/2011,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,PROF SER TMP STFF-SPCLST CNTRT,VENTURE FINANCE PLC,0000184752,464.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/10/2011,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,PROF SER TMP STFF-SPCLST CNTRT,VENTURE FINANCE PLC,0000184886,959.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/10/2011,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,PROF SER TMP STFF-SPCLST CNTRT,VENTURE FINANCE PLC,0000185046,1113.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2011,PROFESSIONAL SUBSCRIPTIONS,SURFACE HAZARDS,PERSONNEL RLTD-STAFF SUBSCRPTN,PROFESSIONAL SUBSCRIPTIONS,0000185048,306.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,PUBLICATIONS,SURFACE HAZARDS,PERSONNEL RLTD-STAFF SUBSCRPTN,COMPANY BARCLAYCARD,0000185145,22.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,PUBLICATIONS,SURFACE HAZARDS,PERSONNEL RLTD-STAFF SUBSCRPTN,COMPANY BARCLAYCARD,0000185148,53.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,PUBLICATIONS,SURFACE HAZARDS,PERSONNEL RLTD-STAFF SUBSCRPTN,COMPANY BARCLAYCARD,0000185176,6.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,PUBLICATIONS,SURFACE HAZARDS,PERSONNEL RLTD-STAFF SUBSCRPTN,COMPANY BARCLAYCARD,0000185184,168.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,SAFETY CLOTHING,SURFACE HAZARDS,OPRTNL GOODS&SERV-CLOTHING,COMPANY BARCLAYCARD,0000185184,4.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000184607,537.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000184142,1671.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000184196,1411.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000184349,5034.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184366,1.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000184491,1300.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000184492,1560.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000184493,1281.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000184494,1379.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000184495,1281.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000184496,1281.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000184497,-1411.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000184498,1411.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000184499,-1671.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000184501,77.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000184502,77.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000184503,283.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000184504,89.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000184506,156.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000184510,74.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",FORM OF DISCHARGE,0000184541,396.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",INCIDENTAL EXPENDITURE,0000184549,170.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",FORM OF DISCHARGE,0000184552,500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",FULL & FINAL SETTLEMENT O,0000184553,4000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,FACILITIES-ACCOMDTN SERVICES,RENT FOR  OCTOBER 2011,0000184591,575.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,FACILITIES-ACCOMDTN SERVICES,RENT FOR OCTOBER 2011,0000184592,600.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000184602,1192.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000184603,240.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000184604,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,THOMAS MENZIES(BUILDERS)L,0000184605,1047.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000184608,485.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000184609,476.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000184610,320.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000184611,120.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000184612,2528.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,HPS CHARTERED SURVEYORS,0000184613,2492.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,FACILITIES-ACCOMDTN SERVICES,HPS CHARTERED SURVEYORS,0000184614,6297.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,L & G PLANT HIRE,0000184616,1887.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,L & G PLANT HIRE,0000184617,747.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,L & G PLANT HIRE,0000184618,12360.21
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184621,803.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184622,1235.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184623,4097.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184624,1504.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",SETTLEMENT PAYMENT,0000184625,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",REIMBURSE INCIDENTAL EXPE,0000184627,13.49
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,L & G PLANT HIRE,0000184705,958.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,L & G PLANT HIRE,0000184706,2862.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,EMERGENCY GAS WORKS,0000184749,1473.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,FACILITIES-ACCOMDTN SERVICES,HPS CHARTERED SURVEYORS,0000184753,8233.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,HPS CHARTERED SURVEYORS,0000184754,3300.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000184756,2307.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184757,112.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184758,21.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184759,25.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184760,17.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184761,42.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184762,21.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184763,60.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184764,222.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000184765,150.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,PROF SER CNSLTNCY-PROP/CNSTRCN,APPLICATION PAYMENT,0000184766,335.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",REIMBURSE BT BILL,0000184767,51.03
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000184785,2150.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000184787,893.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,FACILITIES-ACCOMDTN SERVICES,WEST DUNBARTONSHIRE COUNC,0000184788,2439.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,FACILITIES-ACCOMDTN SERVICES,WEST DUNBARTONSHIRE COUNC,0000184789,2037.76
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000184790,516.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,HPS CHARTERED SURVEYORS,0000184791,-165.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,L & G PLANT HIRE,0000184792,856.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,PROF SER-OPERATIONAL SERVICES,FINAL SETTLEMENT,0000184794,1320.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,VINCI CONSTRUCTION UK LTD,0000184797,13983.31
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",FORM OF DISCHARGE,0000184840,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",DISCHARGE PAYMENT,0000184841,9090.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,PROF SER-OPERATIONAL SERVICES,VALUATION OFFICE AGENCY,0000184853,690.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,FACILITIES-ACCOMDTN SERVICES,ACCOMMODATION FOR 14.10.1,0000184861,300.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",STORAGE UNIT COSTS,0000184878,235.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",FORM OF DISCHARGE,0000184890,500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,L & G PLANT HIRE,0000184899,1416.51
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,PROF SER CNSLTNCY-TCHNL CNSLTY,STOBBARTS LIMITED,0000184900,227.16
