Newcastle City Council Invoices over £250 paid in July 2013,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926493,Revenue,1MF35,Special Guardianship Allow   E,253.30 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926484,Revenue,1MF35,Special Guardianship Allow   E,267.10 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926325,Revenue,1MC20,In-House Foster Carer Costs  E,405.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926347,Revenue,1MF10,Adoption Payments            E,411.40 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926348,Revenue,1MF35,Special Guardianship Allow   E,534.20 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926675,Revenue,1MF35,Special Guardianship Allow   E,364.84 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926358,Revenue,1MF10,Adoption Payments            E,280.92 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926319,Revenue,1MC20,In-House Foster Carer Costs  E,405.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926367,Revenue,1MF10,Adoption Payments            E,365.64 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926370,Revenue,1MF35,Special Guardianship Allow   E,364.84 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926371,Revenue,1MF10,Adoption Payments            E,294.72 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926326,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926667,Revenue,1MF35,Special Guardianship Allow   E,267.10 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926350,Revenue,1MC20,In-House Foster Carer Costs  E,804.26 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926659,Revenue,1MF35,Special Guardianship Allow   E,364.84 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926385,Revenue,1MF10,Adoption Payments            E,318.52 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926524,Revenue,1MF35,Special Guardianship Allow   E,267.10 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926557,Revenue,1MF35,Special Guardianship Allow   E,364.84 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926351,Revenue,1MF35,Special Guardianship Allow   E,364.84 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926398,Revenue,1MF10,Adoption Payments            E,471.72 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926381,Revenue,1MF35,Special Guardianship Allow   E,484.50 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926337,Revenue,1MD85,Residence Orders             E,353.02 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926478,Revenue,1MC20,In-House Foster Carer Costs  E,293.90 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926392,Revenue,1MC20,In-House Foster Carer Costs  E,"3,328.75 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926409,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926463,Revenue,1MC20,In-House Foster Carer Costs  E,"2,422.32 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926372,Revenue,1MC20,In-House Foster Carer Costs  E,405.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926437,Revenue,1MC20,In-House Foster Carer Costs  E,405.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926671,Revenue,1MC20,In-House Foster Carer Costs  E,405.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926414,Revenue,1MC20,In-House Foster Carer Costs  E,405.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926628,Revenue,1MC20,In-House Foster Carer Costs  E,405.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926407,Revenue,1MC20,In-House Foster Carer Costs  E,258.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926425,Revenue,1MF03,Supported Lodgings LC        E,460.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926615,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926428,Revenue,1MC20,In-House Foster Carer Costs  E,132.20 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926443,Revenue,1MC20,In-House Foster Carer Costs  E,258.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926408,Revenue,1MC20,In-House Foster Carer Costs  E,"1,054.40 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926634,Revenue,1MC20,In-House Foster Carer Costs  E,258.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926438,Revenue,1MC20,In-House Foster Carer Costs  E,559.50 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926472,Revenue,1MF35,Special Guardianship Allow   E,"3,115.36 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926446,Revenue,1MC20,In-House Foster Carer Costs  E,405.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926303,Revenue,1MC20,In-House Foster Carer Costs  E,425.28 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926289,Revenue,1MC20,In-House Foster Carer Costs  E,"1,054.89 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926660,Revenue,1MD85,Residence Orders             E,261.26 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926512,Revenue,1MC20,In-House Foster Carer Costs  E,"1,281.00 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926559,Revenue,1MC20,In-House Foster Carer Costs  E,927.74 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926457,Revenue,1MF35,Special Guardianship Allow   E,253.30 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926460,Revenue,1MF35,Special Guardianship Allow   E,253.30 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926488,Revenue,1MF35,Special Guardianship Allow   E,291.06 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926673,Revenue,1MD85,Residence Orders             E,261.26 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926318,Revenue,1MC20,In-House Foster Carer Costs  E,896.14 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926330,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926509,Revenue,1MC20,In-House Foster Carer Costs  E,798.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926342,Revenue,1MF35,Special Guardianship Allow   E,484.50 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926329,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926609,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926359,Revenue,1MF35,Special Guardianship Allow   E,364.84 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926391,Revenue,1MC20,In-House Foster Carer Costs  E,"1,413.88 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926315,Revenue,1MC20,In-House Foster Carer Costs  E,285.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926475,Revenue,1MC20,In-House Foster Carer Costs  E,"1,377.00 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926444,Revenue,1MC20,In-House Foster Carer Costs  E,258.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926447,Revenue,1MF10,Adoption Payments            E,"1,015.38 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926369,Revenue,1MC20,In-House Foster Carer Costs  E,"1,897.04 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926655,Revenue,1MC20,In-House Foster Carer Costs  E,979.09 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926520,Revenue,1MC20,In-House Foster Carer Costs  E,918.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926574,Revenue,1MC21,Fostering Unit               E,295.47 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926324,Revenue,1MC20,In-House Foster Carer Costs  E,559.50 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926410,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926421,Revenue,1MF03,Supported Lodgings LC        E,486.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926415,Revenue,1MF35,Special Guardianship Allow   E,596.04 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926436,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926604,Revenue,1MC20,In-House Foster Carer Costs  E,"1,038.50 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926424,Revenue,1MC20,In-House Foster Carer Costs  E,809.90 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926305,Revenue,1MC20,In-House Foster Carer Costs  E,695.90 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926264,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926354,Revenue,1MC20,In-House Foster Carer Costs  E,"1,190.80 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926405,Revenue,1MF03,Supported Lodgings LC        E,268.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926431,Revenue,1MC20,In-House Foster Carer Costs  E,405.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926433,Revenue,1MC20,In-House Foster Carer Costs  E,"1,302.34 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926451,Revenue,1MC20,In-House Foster Carer Costs  E,258.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926434,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926420,Revenue,1MC20,In-House Foster Carer Costs  E,293.90 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926450,Revenue,1MC20,In-House Foster Carer Costs  E,587.80 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926581,Revenue,1MC20,In-House Foster Carer Costs  E,405.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926627,Revenue,1MF03,Supported Lodgings LC        E,268.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926642,Revenue,1MC20,In-House Foster Carer Costs  E,185.60 ,,,,,,,,,,,
