Newcastle City Council Invoices over £250 paid in May 2013,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST CATHERINES,5887104,Revenue,1MG20,Ind Res Care Elderly         M,"11,316.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST CATHERINES,5887104,Revenue,3WH77,Free Nursing Care Com Care   M,"2,661.12 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST CATHERINES,5887104,Revenue,3WH78,Fre Nursing Care Out Of Area M,887.04 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST CATHERINES,5887104,Revenue,3WH93,Continuing Care              M,"7,453.35 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST CATHERINES,5887188,Revenue,3WH71,Free Nursing Care Self FunderM,"3,000.84 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST CATHERINES,5887188,Revenue,3WH78,Fre Nursing Care Out Of Area M,443.52 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST CUTHBERTS CAR (ALAN SHEARER BREAK),5887173,Revenue,1MH20,Ind Res Care PD              M,865.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,16/05/2013,ST CUTHBERTS CARE,5882211,Revenue,1MX51,SP Block Subsidy             M,"24,241.04 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",14/05/2013,ST CUTHBERTS CARE,5878947,Revenue,1MK50,Ind Supported Living LD      M,"-3,582.13 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ST CUTHBERTS CARE,5878947,Revenue,1MK50,Ind Supported Living LD      M,"38,513.52 ",,,,,,,,,,,,
Childrens Services,Carefirst - Independant Foster payments,Third Party Payments,07/05/2013,ST CUTHBERTS CARE,5874150,Revenue,1MC22,IND Sector Foster Carer CostsE,"9,760.00 ",,,,,,,,,,,,
Childrens Services,Childrens Services Support       ,Third Party Payments,31/05/2013,ST FRANCIS CHILDRENS SOCIETY,5885396,Revenue,1MF12,Adoption Interagency         E,"2,512.00 ",,,,,,,,,,,,
Adult & Culture,EEC Homeless               ,Employees,28/05/2013,ST JOHN AMBULANCE,5885060,Revenue,1VH26,Housing Services             M,265.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Long Term Assets,21/05/2013,ST JOSEPHS,5887138,Revenue,4WX13,Ind Sector Client Loan Fund  M,"1,068.72 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,ST JOSEPHS,5887138,Revenue,1MG10,Ind Nursing Care Elderly     M,"-2,677.70 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,ST JOSEPHS,5887138,Revenue,1MG20,Ind Res Care Elderly         M,"-5,386.45 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST JOSEPHS,5887138,Revenue,1MG10,Ind Nursing Care Elderly     M,"9,126.96 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST JOSEPHS,5887138,Revenue,1MG20,Ind Res Care Elderly         M,"16,900.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST JOSEPHS,5887138,Revenue,3WH77,Free Nursing Care Com Care   M,"2,229.35 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST JOSEPHS,5887138,Revenue,3WH93,Continuing Care              M,"13,660.80 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST JOSEPHS,5887195,Revenue,3WH71,Free Nursing Care Self FunderM,981.14 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,ST MARKS COURT,5873943,Revenue,1MG10,Ind Nursing Care Elderly     M,-486.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,ST MARKS COURT,5873943,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,752.00 ",,,,,,,,,,,,
Chief Executives,CD - Communities                 ,Supplies & Services,28/05/2013,ST MARTINS CENTRE,5893130,Revenue,1KN60,Byker Ward                   F,"1,375.00 ",,,,,,,,,,,,
Childrens Services,Educ Fossway S/Start       ,Third Party Payments,28/05/2013,ST MARTIN'S CENTRE,5892928,Revenue,1EEE1,East CC Central Costs        E,"5,500.00 ",,,,,,,,,,,,
Childrens Services,Childrens Services Support       ,Third Party Payments,28/05/2013,ST OSWALDS HOSPICE,5893173,Revenue,1MD66,CWD Care Packages            E,"4,364.00 ",,,,,,,,,,,,
Childrens Services,Childrens Services Support       ,Third Party Payments,03/05/2013,ST OSWALDS HOSPICE,5872644,Revenue,1MD66,CWD Care Packages            E,"8,728.00 ",,,,,,,,,,,,
Childrens Services,Childrens Services Support       ,Third Party Payments,28/05/2013,ST OSWALDS HOSPICE LTD,5893172,Revenue,1MD66,CWD Care Packages            E,"4,364.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,ST PETERS COURT,5887140,Revenue,1MG20,Ind Res Care Elderly         M,-486.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST PETERS COURT,5887140,Revenue,1MG20,Ind Res Care Elderly         M,"1,754.52 ",,,,,,,,,,,,
Environment & Regeneration,Cityworks  Eldon           ,Supplies & Services,31/05/2013,STAIRMASTER FITNESS UK LTD,5897339,Revenue,1KLV0,PHYSICAL ACT STRAT           K,"3,930.00 ",,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services       ,Premises,23/05/2013,STANDARD LIFE INVESTMENTFUNDS LTD,5890414,Revenue,1V132,Quayside MSCP Running Costs  K,449.10 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,STANLEY BURN RESIDENTIAL CARE HOME,5873860,Revenue,1MG20,Ind Res Care Elderly         M,-486.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,STANLEY BURN RESIDENTIAL CARE HOME,5873860,Revenue,1MG20,Ind Res Care Elderly         M,"1,844.36 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,STANLEY PARK CARE CENTRE,5873926,Revenue,1MG20,Ind Res Care Elderly         M,-706.72 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,STANLEY PARK CARE CENTRE,5873926,Revenue,1MG20,Ind Res Care Elderly         M,"1,818.84 ",,,,,,,,,,,,
Childrens Services,EDUCATION                              ,Transport,21/05/2013,STANLEY TRAVEL (NORTH EAST) LTD,5882309,Revenue,1MC22,IND Sector Foster Carer CostsE,339.00 ,,,,,,,,,,,,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,10/05/2013,STANNAH LIFT SERVICES LTD,5866627,Capital,2N101,Capital Grants               K,"2,861.00 ",,,,,,,,,,,,
HRA,HRA Invest/Del             ,Capital Expenditure,08/05/2013,STANNAH LIFT SERVICES LTD,5870815,Capital,2HE01,Capital Citywide             H,"2,287.00 ",,,,,,,,,,,,
HRA,HRA Invest/Del             ,Capital Expenditure,15/05/2013,STANNAH LIFT SERVICES LTD,5871668,Capital,2HE01,Capital Citywide             H,"4,771.00 ",,,,,,,,,,,,
HRA,HRA Invest/Del             ,Capital Expenditure,17/05/2013,STANNAH LIFT SERVICES LTD,5870847,Capital,2HE01,Capital Citywide             H,840.00 ,,,,,,,,,,,,
HRA,HRA Invest/Del             ,Capital Expenditure,24/05/2013,STANNAH LIFT SERVICES LTD,5884987,Capital,2HE01,Capital Citywide             H,"4,152.00 ",,,,,,,,,,,,
HRA,HRA Invest/Del             ,Capital Expenditure,03/05/2013,STANNAH LIFT SERVICES LTD,5861533,Capital,2HE01,Capital Citywide             H,675.00 ,,,,,,,,,,,,
HRA,HRA Invest/Del             ,Capital Expenditure,10/05/2013,STANNAH LIFT SERVICES LTD,5861531,Capital,2HE01,Capital Citywide             H,"3,655.00 ",,,,,,,,,,,,
HRA,HRA Invest/Del             ,Capital Expenditure,10/05/2013,STANNAH LIFT SERVICES LTD,5861532,Capital,2HE01,Capital Citywide             H,"4,117.00 ",,,,,,,,,,,,
HRA,HRA Invest/Del             ,Capital Expenditure,31/05/2013,STANNAH LIFT SERVICES LTD,5878329,Capital,2HE01,Capital Citywide             H,"3,976.00 ",,,,,,,,,,,,
HRA,HRA Invest/Del             ,Capital Expenditure,31/05/2013,STANNAH LIFT SERVICES LTD,5884986,Capital,2HE01,Capital Citywide             H,"4,355.00 ",,,,,,,,,,,,
HRA,HRA Invest/Del             ,Capital Expenditure,31/05/2013,STANNAH LIFT SERVICES LTD,5885027,Capital,2HE01,Capital Citywide             H,"4,449.00 ",,,,,,,,,,,,
HRA,HRA Invest/Del             ,Capital Expenditure,23/05/2013,STANNAH LIFT SERVICES LTD,5870814,Capital,2HE01,Capital Citywide             H,625.00 ,,,,,,,,,,,,
HRA,HRA Invest/Del             ,Capital Expenditure,16/05/2013,STANNAH LIFT SERVICES LTD,5870846,Capital,2HE01,Capital Citywide             H,"4,248.00 ",,,,,,,,,,,,
HRA,HRA Invest/Del             ,Capital Expenditure,22/05/2013,STANNAH LIFT SERVICES LTD,5884988,Capital,2HE01,Capital Citywide             H,665.00 ,,,,,,,,,,,,
HRA,HRA Invest/Del             ,Supplies & Services,08/05/2013,STANNAH LIFT SERVICES LTD,5870815,Revenue,1HBSP,Planned Service&Plant Maint  H,462.00 ,,,,,,,,,,,,
HRA,HRA Invest/Del             ,Supplies & Services,15/05/2013,STANNAH LIFT SERVICES LTD,5871668,Revenue,1HBSP,Planned Service&Plant Maint  H,462.00 ,,,,,,,,,,,,
HRA,HRA Invest/Del             ,Supplies & Services,24/05/2013,STANNAH LIFT SERVICES LTD,5884987,Revenue,1HBSP,Planned Service&Plant Maint  H,462.00 ,,,,,,,,,,,,
HRA,HRA Invest/Del             ,Supplies & Services,10/05/2013,STANNAH LIFT SERVICES LTD,5861531,Revenue,1HBSP,Planned Service&Plant Maint  H,462.00 ,,,,,,,,,,,,
HRA,HRA Invest/Del             ,Supplies & Services,31/05/2013,STANNAH LIFT SERVICES LTD,5878329,Revenue,1HBSP,Planned Service&Plant Maint  H,462.00 ,,,,,,,,,,,,
HRA,HRA Invest/Del             ,Supplies & Services,31/05/2013,STANNAH LIFT SERVICES LTD,5884986,Revenue,1HBSP,Planned Service&Plant Maint  H,462.00 ,,,,,,,,,,,,
HRA,HRA Invest/Del             ,Supplies & Services,31/05/2013,STANNAH LIFT SERVICES LTD,5885027,Revenue,1HBSP,Planned Service&Plant Maint  H,462.00 ,,,,,,,,,,,,
HRA,HRA Invest/Del             ,Supplies & Services,16/05/2013,STANNAH LIFT SERVICES LTD,5870846,Revenue,1HBSP,Planned Service&Plant Maint  H,462.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Long Term Assets,07/05/2013,STANTON LODGE,5873850,Revenue,4WX13,Ind Sector Client Loan Fund  M,785.24 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,STANTON LODGE,5873850,Revenue,1MG20,Ind Res Care Elderly         M,71.04 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,STANTON LODGE NDS (NEURO DISABILITY SUIT,5873962,Revenue,1MH20,Ind Res Care PD              M,-696.60 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,STANTON LODGE NDS (NEURO DISABILITY SUIT,5873962,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,542.32 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,STANTON LODGE NDS (NEURO DISABILITY SUIT,5873962,Revenue,1MH20,Ind Res Care PD              M,"1,542.32 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,STANTON LODGE NDS (NEURO DISABILITY SUIT,5873962,Revenue,1MK20,Ind Res Care LD              M,"1,542.32 ",,,,,,,,,,,,
Environment & Regeneration,NS: Energy                 ,Supplies & Services,14/05/2013,STARK SOFTWARE INTERNATIONAL LTD,5879128,Revenue,1KEYQ,Energy Unit                  K,"2,268.81 ",,,,,,,,,,,,
Environment & Regeneration,E&R Resilience Planning    ,Third Party Payments,02/05/2013,STATE 8 PROMOTIONS,5871512,Revenue,1D560,Resilience Planning FSS MoneyK,983.00 ,,,,,,,,,,,,
Adult & Culture,EEC Homeless               ,Supplies & Services,07/05/2013,STATEX PRESS NORTHERN LTD,5873277,Revenue,1VH26,Housing Services             M,531.00 ,,,,,,,,,,,,
Adult & Culture,EEC Homeless               ,Supplies & Services,01/05/2013,STATEX PRESS NORTHERN LTD,5847241,Revenue,1VH26,Housing Services             M,531.00 ,,,,,,,,,,,,
Adult & Culture,EEC Homeless               ,Supplies & Services,02/05/2013,STATEX PRESS NORTHERN LTD,5854695,Revenue,1VH26,Housing Services             M,531.00 ,,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,08/05/2013,STAUFF NEWCASTLE,5868449,Revenue,1KESJ,Hort Workshops Routine RepairK,370.00 ,,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,24/05/2013,STAUFF NEWCASTLE,5879711,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,500.00 ,,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,22/05/2013,STAUFF NEWCASTLE,5879574,Revenue,1KESA,Heavy Workshop Routine RepairK,260.00 ,,,,,,,,,,,,
Childrens Services,Schools Payment Agency                 ,Supplies & Services,22/05/2013,STEPNEY BANK STABLES,5880214,Revenue,1E+254,Linhope PRU                  E,400.00 ,,,,,,,,,,,,
Chief Executives,Invoice,Supplies & Services,15/05/2013,STEVE BROCK PHOTOGRAPHY,5880450,Revenue,1FA53,Reg Of Births Deaths & Margs F,826.25 ,,,,,,,,,,,,
Environment & Regeneration,Cityworks  Eldon           ,Supplies & Services,21/05/2013,STEVE BROCK PHOTOGRAPHY,5887968,Revenue,1KL0A,Central                      K,480.00 ,,,,,,,,,,,,
Childrens Services,Invoice,Supplies & Services,23/05/2013,STONE COMPUTERS,5890566,Revenue,1MC28,Personal Education Fund      E,"2,005.00 ",,,,,,,,,,,,
Environment & Regeneration,NS: Repairs & Maintenance  ,Supplies & Services,21/05/2013,STONE COMPUTERS,5884633,Revenue,1KR01,R & M Trading                K,"5,469.54 ",,,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,14/05/2013,STONE TECHNICAL SERVICES LTD,5879246,Capital,2KE01,Environmental Services       K,"2,131.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,16/05/2013,STONHAM,5882179,Revenue,1MX50,SP Block Gross               M,"47,909.28 ",,,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,16/05/2013,STONHAM,5882180,Revenue,1MX51,SP Block Subsidy             M,"13,358.56 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",14/05/2013,STONHAM,5878922,Revenue,1MK50,Ind Supported Living LD      M,"-3,048.32 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,STONHAM,5878886,Revenue,1MK54,Dom Care Own Tenancy LD      M,978.57 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,STONHAM,5878887,Revenue,1MK54,Dom Care Own Tenancy LD      M,"2,160.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,STONHAM,5878922,Revenue,1MK50,Ind Supported Living LD      M,"32,413.72 ",,,,,,,,,,,,
Childrens Services,Carefirst - Independant Foster payments,Third Party Payments,07/05/2013,STONHAM,5874163,Revenue,1MF01,16+ Team (YP)                E,"1,062.12 ",,,,,,,,,,,,
Childrens Services,Comm & Learner Funding     ,Supplies & Services,29/05/2013,STONHAM,5894128,Revenue,1E875,EFA - Youth Contract C/CitiesE,"3,780.00 ",,,,,,,,,,,,
Childrens Services,AS - Learning City         ,Supplies & Services,31/05/2013,STONHAM,5891463,Revenue,1E875,EFA - Youth Contract C/CitiesE,"3,120.00 ",,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,03/05/2013,STRAIGHT RECYCLING SYSTEMS,5862796,Revenue,3KIMD,Other Stores Stock Account   K,"10,222.20 ",,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,20/05/2013,STRAIGHT RECYCLING SYSTEMS,5884763,Revenue,3KIMD,Other Stores Stock Account   K,726.00 ,,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,20/05/2013,STRAIGHT RECYCLING SYSTEMS,5885040,Revenue,3KIMD,Other Stores Stock Account   K,"14,765.40 ",,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,20/05/2013,STRAIGHT RECYCLING SYSTEMS,5885045,Revenue,3KIMD,Other Stores Stock Account   K,"10,222.20 ",,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,20/05/2013,STRAIGHT RECYCLING SYSTEMS,5885046,Revenue,3KIMD,Other Stores Stock Account   K,378.60 ,,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,20/05/2013,STRAIGHT RECYCLING SYSTEMS,5885047,Revenue,3KIMD,Other Stores Stock Account   K,"9,843.60 ",,,,,,,,,,,,
HRA,HRA Modern Homes           ,Capital Expenditure,08/05/2013,STRAIGHTLINE CONSTRUCTION CO LTD,5875168,Capital,2HE01,Capital Citywide             H,"208,647.73 ",,,,,,,,,,,,
HRA,HRA Modern Homes           ,Capital Expenditure,23/05/2013,STRAIGHTLINE CONSTRUCTION CO LTD,5890592,Capital,2HE01,Capital Citywide             H,"159,528.79 ",,,,,,,,,,,,
HRA,HRA Modern Homes           ,Capital Expenditure,23/05/2013,STRAIGHTLINE CONSTRUCTION CO LTD,5890598,Capital,2HE01,Capital Citywide             H,"176,138.69 ",,,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,13/05/2013,STREETWISE YOUNG PEOPLES PROJECT,5878200,Revenue,1ML06,"PH-Sexual health- Advice, etcM","5,995.36 ",,,,,,,,,,,,
Adult & Culture,Social Services                        ,Third Party Payments,13/05/2013,SUE ROSS CONSULTING LTD,5877686,Revenue,1MM94,Mental Capacity Act          M,533.70 ,,,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,13/05/2013,SUNDERLAND DANCE,5878215,Revenue,1ML07,PH -Obesity and phys activityM,"2,309.16 ",,,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,28/05/2013,SUNLIGHT SERVICE GROUP,5890001,Revenue,1KENB,Fleet Workshops OH           K,676.72 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,SUNNINGDALE LODGE EMI UNIT,5873890,Revenue,1MG10,Ind Nursing Care Elderly     M,-486.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,SUNNINGDALE LODGE EMI UNIT,5873890,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,848.80 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,SUNNYFIELD CARE HOME,5873977,Revenue,1MK20,Ind Res Care LD              M,"7,555.68 ",,,,,,,,,,,,
Adult & Culture,Library Admin              ,Supplies & Services,20/05/2013,SUPPLIES TEAM LTD,5882331,Revenue,1EJ12,ICT                          M,284.01 ,,,,,,,,,,,,
Adult & Culture,Adult Serv Capability's    ,Supplies & Services,20/05/2013,SUPPLIES TEAM LTD,5880803,Revenue,1MW04,WorkChoice                   M,457.49 ,,,,,,,,,,,,
Chief Executives,CD - Legal Services              ,Supplies & Services,21/05/2013,SUPPLIES TEAM LTD,5882333,Revenue,1FJX1,Legal - Expenditure OverheadsF,390.26 ,,,,,,,,,,,,
Chief Executives,CD - Democratic Service          ,Supplies & Services,28/05/2013,SUPPLIES TEAM LTD,5891005,Revenue,1FK22,Members IT                   F,317.66 ,,,,,,,,,,,,
HRA,HRA C.C.A.S.               ,Capital Expenditure,16/05/2013,SUPRA UK LTD,5881571,Capital,2HE01,Capital Citywide             H,"3,970.89 ",,,,,,,,,,,,
Environment & Regeneration,NS: Admin & Finance        ,Capital Expenditure,15/05/2013,SURGO CONSTRUCTION LTD,5877276,Capital,2DP02,Devt Capital CC              K,"114,569.37 ",,,,,,,,,,,,
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,24/05/2013,SURVEY & MARKETING SERVICES,5883825,Capital,2DP02,Devt Capital CC              K,600.00 ,,,,,,,,,,,,
