Newcastle City Council Invoices over £250 paid in August 2013,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,
Adult and Culture,Adult - Learning & Development   ,Supplies & Services,16/08/2013,UNIVERSITY OF NORTHUMBRIA,5975075,Revenue,1MB20,Workforce Reform,600.00 ,,,,,,,,,,,
Adult and Culture,Adult - Learning & Development   ,Supplies & Services,16/08/2013,UNIVERSITY OF NORTHUMBRIA,5975310,Revenue,1MB20,Workforce Reform,275.00 ,,,,,,,,,,,
Adult and Culture,Adult - Learning & Development   ,Supplies & Services,16/08/2013,UNIVERSITY OF NORTHUMBRIA,5975346,Revenue,1MB20,Workforce Reform,262.00 ,,,,,,,,,,,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,12/08/2013,UPNORTH ENGINEERING SERVICES  LTD,5965896,Revenue,1KBM0,Public & Educ O/H,258.79 ,,,,,,,,,,,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,16/08/2013,UPNORTH ENGINEERING SERVICES  LTD,5974845,Revenue,1KBM0,Public & Educ O/H,444.95 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",13/08/2013,VALLEY LODGE CARE HOME,5968804,Revenue,1MG20,Ind Res Care Elderly,-486.00 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,VALLEY LODGE CARE HOME,5968804,Revenue,1MG20,Ind Res Care Elderly,"1,607.04 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",27/08/2013,VALLEY VIEW RESIDENTIAL HOME,5983831,Revenue,1MG20,Ind Res Care Elderly,"-1,040.08 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,27/08/2013,VALLEY VIEW RESIDENTIAL HOME,5983831,Revenue,1MG20,Ind Res Care Elderly,"3,416.00 ",,,,,,,,,,,
Environment & Regeneration,NS: District Heating       ,Supplies & Services,21/08/2013,VALVE SERVICES,5978244,Revenue,1KR8L,Wide District Heating,510.05 ,,,,,,,,,,,
Environment & Regeneration,NS: District Heating       ,Supplies & Services,21/08/2013,VALVE SERVICES,5978512,Revenue,1KR8L,Wide District Heating,416.05 ,,,,,,,,,,,
Environment & Regeneration,NS: District Heating       ,Supplies & Services,12/08/2013,VALVE SERVICES,5961857,Revenue,1KR8L,Wide District Heating,433.90 ,,,,,,,,,,,
Environment & Regeneration,NS: District Heating       ,Supplies & Services,12/08/2013,VALVE SERVICES,5963971,Revenue,1KR8L,Wide District Heating,684.15 ,,,,,,,,,,,
Environment & Regeneration,NS: City Transport         ,Supplies & Services,19/08/2013,VEHICLE & OPERATOR SERVICES AGENCY,5976795,Revenue,1KENG,MOT,410.00 ,,,,,,,,,,,
HRA,HRA IT/Ngate               ,Supplies & Services,02/08/2013,VIGLEN LTD,5935843,Revenue,1HC04,HRA ICT Engagement,"1,440.00 ",,,,,,,,,,,
HRA,HRA IT/Ngate               ,Supplies & Services,30/08/2013,VIGLEN LTD,5962844,Revenue,1HC04,HRA ICT Engagement,"12,280.00 ",,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Capital Expenditure,16/08/2013,VIGLEN LTD,5974804,Capital,2CITC,IT Services,"40,450.00 ",,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,21/08/2013,VIGLEN LTD,5978208,Revenue,1KTDX,Architecture Building Design,938.00 ,,,,,,,,,,,
Chief Executive's,CD - ICT Services (Sch & Child)  ,Supplies & Services,29/08/2013,VIRGIN MEDIA,5986389,Revenue,1EEG1,W River CC Central Costs,"2,280.00 ",,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Capital Expenditure,28/08/2013,VIRGIN MEDIA,5982459,Capital,2CITC,IT Services,"2,048.16 ",,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,27/08/2013,VIRGIN MEDIA PAYMENTS LIMITED,5981310,Revenue,1CC24,Telecoms,255.00 ,,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,22/08/2013,VIRGIN MEDIA PAYMENTS LIMITED,5980335,Revenue,1CC24,Telecoms,577.59 ,,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,23/08/2013,VIRGIN MEDIA PAYMENTS LIMITED,5982580,Revenue,1CC24,Telecoms,"13,128.00 ",,,,,,,,,,,
Chief Executive's,Revenues/Council Tax                   ,Supplies & Services,23/08/2013,VIRGIN MEDIA PAYMENTS LIMITED,5981655,Revenue,1CH03,Income & Recovery,288.91 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,16/08/2013,VISHAY PM ONBOARD LTD,5950369,Revenue,1KESA,Heavy Workshop Routine Repair,315.00 ,,,,,,,,,,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,02/08/2013,VISION FOR EDUCATION LTD,5959835,Revenue,1E+254,Linhope PRU,"1,030.60 ",,,,,,,,,,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,06/08/2013,VISION FOR EDUCATION LTD,5961645,Revenue,1E+254,Linhope PRU,354.00 ,,,,,,,,,,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,06/08/2013,VISION FOR EDUCATION LTD,5961648,Revenue,1E+254,Linhope PRU,525.00 ,,,,,,,,,,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,06/08/2013,VISION FOR EDUCATION LTD,5961650,Revenue,1E+254,Linhope PRU,"1,030.60 ",,,,,,,,,,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,06/08/2013,VISION FOR EDUCATION LTD,5961660,Revenue,1E+254,Linhope PRU,364.00 ,,,,,,,,,,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,07/08/2013,VISION FOR EDUCATION LTD,5961643,Revenue,1E+254,Linhope PRU,919.60 ,,,,,,,,,,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,07/08/2013,VISION FOR EDUCATION LTD,5961644,Revenue,1E+254,Linhope PRU,420.00 ,,,,,,,,,,,
Environment & Regeneration,CW Security Services             ,Premises,16/08/2013,VISUAL SECURITY SYSTEMS,5973577,Revenue,1FN02,Mansion House,"2,900.00 ",,,,,,,,,,,
HRA,HRA Finance                            ,Premises,09/08/2013,VITAL ENERGI UTILITIES LIMITED,5965047,Revenue,1HGA7,DH - Biomass,"25,625.76 ",,,,,,,,,,,
Children's Services,Invoice,Premises,22/08/2013,VITAL ENERGI UTILITIES LIMITED,5981373,Revenue,1DY02,The Cedars Block,"3,820.16 ",,,,,,,,,,,
Children's Services,Invoice,Premises,13/08/2013,VITAL ENERGI UTILITIES LIMITED,5968857,Revenue,1DY02,The Cedars Block,"4,449.57 ",,,,,,,,,,,
Chief Executive's,Utilities                              ,Premises,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KKX1,Civic Centre Direct Costs,11.61 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1CC00,Customer Service Management,69.51 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1CM00,IT Management & Admin,953.70 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1CP17,Digital Printing,11.86 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1CR01,Revenues Management,349.18 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1CS10,Systems & Admin Support,61.50 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1D520,Trading Standards,62.96 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1D521,Hackney Carriage & Privte Hire,240.81 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1DE48,i8 - Lynwood NEC,14.52 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1DF71,High Bridge Studios & Gallery,11.25 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1DR03,Grainger Market,134.16 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1E462,Dunstanburgh Rd Comm C C P,29.17 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1E463,Ryehill Community C C P,11.28 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1E465,Willow Avenue Community C C P,11.25 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1EA06,Curriculum West FE,11.25 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1EA15,Newcastle City Learning,742.78 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1EA34,Skills For Life FE Resources,55.00 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1EED1,North Moor CC Central Costs,214.96 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1EEE1,East CC Central Costs,133.90 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1EEG1,W River CC Central Costs,321.59 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1EEG8,W River Nuns Moor CC,56.67 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1EEK1,Fenham Childrens Centre,12.08 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1EEK4,Northern Villages C Centre,23.30 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1EJ01,Administration,106.50 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1EM10,Youth offending Team,"1,421.67 ",,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1EY10,Youth Management,128.04 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1FA51,Coroner,11.28 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1FA53,Reg of Births Deaths & Margs,23.00 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1FC40,Cee Central Team,692.68 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1FJX1,Legal - Expenditure Overheads,35.42 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1FN01,Lord Mayors Secretariat,36.37 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1FP30,Occupational Health,11.25 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1FT04,Communications And Marketing,149.24 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KBAA,Building Contracts,"2,208.63 ",,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KBM0,Public & Educ O/H,120.14 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KE03,Unclassified Road Maintenance,"5,161.10 ",,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KE14,Waste Disposal General O/H,222.85 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KE27,Bereavement Services Overhead,342.11 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KE42,Waste Collect Trade Overhead,188.14 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KE88,Transport Road Safety,33.75 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KEAT,Hortic Services Overhead,199.25 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KELA,Traffic Sig General O/H,680.97 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KELD,Planned Maintenance Sunderland,431.51 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KEMC,Highways,453.15 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KEMV,Blacksmiths,102.35 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KENB,Fleet Workshops OH,87.57 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KEND,Fleet Fuel Account,30.00 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KEYV,Carbon Management Programme,60.29 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KF07,Banqueting Suite,27.91 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KF08,Gosforth Civic Hall,24.22 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KFHH,Harehills,11.25 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KJ01,Security Overheads,62.22 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KJ28,New Deal Wardens,163.08 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KJ31,Security - Manned Guards,59.15 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KKA4,Pest Control,288.75 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KKX1,Civic Centre Direct Costs,140.35 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KL0C,Leisure Mainenance Unit,40.96 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KL1C,Outer West Pool,11.91 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KL1D,East End Pool,11.93 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KL1G,Gosforth Pool,22.95 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KL2B,Eldon Leisure,16.09 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KL3A,City Hall,32.71 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KL3D,City Hall Catering,16.18 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KL6F,Benwell Nature Park,13.28 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KM1C,Voids 2.5 Central,326.88 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KM1W,Voids 2.5 West,"1,028.35 ",,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KR01,R & M Trading,344.68 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KR1C,Response Central,875.47 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KR1E,Response East,"1,694.60 ",,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KR1W,Response West,"1,382.96 ",,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KR5E,Gas Serv East,"1,315.66 ",,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KR8E,Build Surv Team,65.37 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KR8L,Wide District Heating,215.07 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KSCA,Corporate Charges,"3,874.08 ",,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KTC1,Liasion,125.07 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KTDX,Architecture Building Design,631.81 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KVEM,Mechanical Stand Alone Works,11.25 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KVWC,Minor Works Contracts,46.24 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1KW00,Localised Working O/H,51.73 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1MB22,Initial Response Service,"1,181.81 ",,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1MC05,Slatyford Lane Childrens Unit,173.23 ,,,,,,,,,,,
Chief Executive's,Utilities                              ,Supplies & Services,02/08/2013,VODAFONE CORPORATE,5952807,Revenue,1MC09,Phillipson Street,58.36 ,,,,,,,,,,,
