Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum Of Amount
Department For Transport,Highways Agency,28/02/2011,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,497702,"61,434.85"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,497675,"75,805.57"
Department For Transport,Highways Agency,28/02/2011,Call costs - Mobile phones,BUSINESS SERVICES DIRECTORATE,ATOS ORIGIN IT SERVICES UK LIMITED,497683,"82,000.00"
Department For Transport,Highways Agency,28/02/2011,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,497693,"70,995.77"
Department For Transport,Highways Agency,28/02/2011,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,497691,"175,000.00"
Department For Transport,Highways Agency,28/02/2011,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,497690,"372,514.13"
Department For Transport,Highways Agency,28/02/2011,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,497548,"541,571.34"
Department For Transport,Highways Agency,28/02/2011,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,468898,"-100,708.69"
Department For Transport,Highways Agency,28/02/2011,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,478171,"-100,708.68"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,TRAFFIC MANAGEMENT DIRECTORATE,BALFOUR BEATTY MOTT MACDONALD,497590,"11,569.73"
Department For Transport,Highways Agency,28/02/2011,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,497578,"45,806.00"
Department For Transport,Highways Agency,28/02/2011,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,497587,"58,112.71"
Department For Transport,Highways Agency,28/02/2011,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,497588,"76,924.89"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,497572,"79,267.63"
Department For Transport,Highways Agency,28/02/2011,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,497573,"117,143.98"
Department For Transport,Highways Agency,28/02/2011,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,497569,"129,101.14"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,497573,"286,230.28"
Department For Transport,Highways Agency,28/02/2011,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,497578,"527,735.89"
Department For Transport,Highways Agency,28/02/2011,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,497586,"597,058.90"
Department For Transport,Highways Agency,28/02/2011,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,497590,"1,158,645.99"
Department For Transport,Highways Agency,28/02/2011,CM External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,CAPITA SYMONDS GROUP LTD,497566,"46,667.06"
Department For Transport,Highways Agency,28/02/2011,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION CONSTRUCTION LIMITED,495188,"-1,131,392.44"
Department For Transport,Highways Agency,28/02/2011,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CHEVRON TRAFFIC MANAGEMENT LIMITED,497694,"126,884.41"
Department For Transport,Highways Agency,28/02/2011,Safety Audits,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,497602,92.18
Department For Transport,Highways Agency,28/02/2011,CM - Development Control,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,497602,235.88
Department For Transport,Highways Agency,28/02/2011,CM - Current Horticulture Maintenance,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,497602,538.61
Department For Transport,Highways Agency,28/02/2011,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,497602,"2,638.67"
Department For Transport,Highways Agency,28/02/2011,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,497602,"7,640.85"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,497602,"30,814.13"
Department For Transport,Highways Agency,28/02/2011,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,497604,"59,379.47"
Department For Transport,Highways Agency,28/02/2011,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,GEOFFREY OSBORNE LTD,497665,"103,795.33"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,497667,"26,596.08"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,497532,"31,000.80"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,497539,"32,824.65"
Department For Transport,Highways Agency,28/02/2011,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,HANSON CONTRACTING,497547,"231,008.64"
Department For Transport,Highways Agency,28/02/2011,TA Cost AUC - Programme,MAJOR PROJECTS,IPL INFORMATION PROCESSING LTD,497583,147.34
Department For Transport,Highways Agency,28/02/2011,CM External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,IPL INFORMATION PROCESSING LTD,497583,"3,357.27"
Department For Transport,Highways Agency,28/02/2011,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,IPL INFORMATION PROCESSING LTD,497583,"31,215.16"
Department For Transport,Highways Agency,28/02/2011,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,IPL INFORMATION PROCESSING LTD,497583,"39,959.90"
Department For Transport,Highways Agency,28/02/2011,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,J MCCANN AND CO (NOTTM) LTD,497692,"126,397.62"
Department For Transport,Highways Agency,28/02/2011,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,J MCCANN AND CO (NOTTM) LTD,497696,"242,888.40"
Department For Transport,Highways Agency,28/02/2011,Contractor Costs,NETWORK SERVICES DIRECTORATE,JACOBS ENGINEERING UK LIMITED,497625,"42,531.96"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,JMP CONSULTANTS LTD,497585,"39,070.29"
Department For Transport,Highways Agency,28/02/2011,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,JOE ROOCROFT & SONS LTD,497698,"184,404.29"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,MOTT MACDONALD GROUP LTD,497600,"25,255.19"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK SERVICES DIRECTORATE,MOTT MACDONALD GROUP LTD,497550,"25,838.87"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK SERVICES DIRECTORATE,MOTT MACDONALD GROUP LTD,497626,"27,495.20"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK SERVICES DIRECTORATE,MOTT MACDONALD GROUP LTD,497631,"31,068.66"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK SERVICES DIRECTORATE,MOTT MACDONALD GROUP LTD,497682,"34,735.00"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK SERVICES DIRECTORATE,MOTT MACDONALD GROUP LTD,497639,"37,154.51"
Department For Transport,Highways Agency,28/02/2011,ICT Software Maintenance,NETWORK SERVICES DIRECTORATE,MOTT MACDONALD GROUP LTD,497645,"43,832.62"
Department For Transport,Highways Agency,28/02/2011,TA Cost AUC - Programme,NETWORK SERVICES DIRECTORATE,MOTT MACDONALD GROUP LTD,497647,"52,983.88"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,497564,"42,096.82"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,OVE ARUP & PARTNERS,497598,"55,947.18"
Department For Transport,Highways Agency,28/02/2011,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,QINETIQ LTD,497597,"29,348.30"
Department For Transport,Highways Agency,28/02/2011,TA Cost AUC - Programme,MAJOR PROJECTS,QINETIQ LTD,497597,"43,151.53"
Department For Transport,Highways Agency,28/02/2011,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,QINETIQ LTD,497597,"123,259.49"
Department For Transport,Highways Agency,28/02/2011,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,RINGWAY INFRASTRUCTURE SERVICES LTD,497705,"550,359.40"
Department For Transport,Highways Agency,28/02/2011,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,TARMAC LIMITED,497688,"245,461.73"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK SERVICES DIRECTORATE,TURNER & TOWNSEND,497662,"25,323.44"
Department For Transport,Highways Agency,28/02/2011,CM - Term Maintenance Preliminaries,NETWORK DELIVERY & DEVELOPMENT,WILLIAM POLLARD & CO LTD T/A POLLARDS,497713,"28,734.90"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,WSP UK LIMITED,497679,"28,290.36"
Department For Transport,Highways Agency,28/02/2011,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,497670,"49,582.80"
Department for Transport,London and Continental Railways ,04/02/2011,HS1 Land obligations - CPO sums,LCR,Cripps Harries Hall (Client Account),PIN012071,"450,387.67"
Department for Transport,London and Continental Railways ,10/02/2011,HS1 Land obligations - CPO sums,LCR,Cripps Harries Hall (Client Account),PIN012189,"100,757.14"
Department for Transport,London and Continental Railways ,18/02/2011,Restructuring & sale-HS1/EIL-prof fees,LCR,RPMI (RPS pensions advice),PIN012108,"41,768.00"
Department for Transport,London and Continental Railways ,25/02/2011,"D&O, Fidelity & PL Insurance",LCR,Willis Limited,PIN012152,"29,750.00"
Department for Transport,London and Continental Railways ,25/02/2011,"D&O, Fidelity & PL Insurance",LCR,Willis Limited,PIN012148,"37,750.00"
Department for Transport,London and Continental Railways ,18/03/2011,Profl fees re HS1 surp'land sales,LCR,Ashurst Morris Crisp,PIN012169,"31,112.95"
Department for Transport,London and Continental Railways ,18/03/2011,Prof fees re HS1 Land CPO commit/claim,LCR,Ashurst Morris Crisp,PIN012167,"56,536.54"
Department for Transport,London and Continental Railways ,18/03/2011,Prof fees re HS1 Land CPO commit/claim,LCR,Cripps Harries Hall,PIN012221,"73,925.82"
Department for Transport,London and Continental Railways ,29/03/2011,Public affairs support/media services,LCR,Brunswick Public Relations Ltd,PIN012097,"50,000.00"
Department for Transport,Maritime and Coastguard Agency,04/02/2011,Tugs,Asset Management,J P KNIGHT (LOWESTOFT) LTD,496312,"189,700.00"
Department for Transport,Maritime and Coastguard Agency,04/02/2011,Tugs,Asset Management,J P KNIGHT (LOWESTOFT) LTD,496312,970
Department for Transport,Maritime and Coastguard Agency,04/02/2011,Tugs,Asset Management,J P KNIGHT (LOWESTOFT) LTD,496313,"190,000.90"
Department for Transport,Maritime and Coastguard Agency,04/02/2011,Tugs,Asset Management,J P KNIGHT (LOWESTOFT) LTD,496314,"189,938.10"
Department for Transport,Maritime and Coastguard Agency,04/02/2011,Tugs,Asset Management,J P KNIGHT (LOWESTOFT) LTD,496315,"190,941.90"
Department for Transport,Maritime and Coastguard Agency,09/02/2011,It - Tangible,ICT,AMTEC CONSULTING GROUP plc,496751,"51,840.00"
Department for Transport,Maritime and Coastguard Agency,09/02/2011,Overseas T&S,Maritime Services,CAPITA BUSINESS TRAVEL,496708,"15,748.60"
Department for Transport,Maritime and Coastguard Agency,09/02/2011,Uk T&S,Office Of Chief Executive,CAPITA BUSINESS TRAVEL,496708,539.99
Department for Transport,Maritime and Coastguard Agency,09/02/2011,Uk T&S,Maritime Services,CAPITA BUSINESS TRAVEL,496708,"8,104.35"
Department for Transport,Maritime and Coastguard Agency,09/02/2011,Overseas T&S,Maritime Services,CAPITA BUSINESS TRAVEL,496708,"4,703.27"
Department for Transport,Maritime and Coastguard Agency,09/02/2011,Overseas T&S,Maritime Services,CAPITA BUSINESS TRAVEL,496708,847.77
Department for Transport,Maritime and Coastguard Agency,09/02/2011,Removals,Human Resources,CAPITA BUSINESS TRAVEL,496708,"1,466.16"
Department for Transport,Maritime and Coastguard Agency,09/02/2011,Uk T&S,Human Resources,CAPITA BUSINESS TRAVEL,496708,"7,679.08"
Department for Transport,Maritime and Coastguard Agency,09/02/2011,Uk T&S,Office Of Chief Executive,CAPITA BUSINESS TRAVEL,496708,"2,887.41"
Department for Transport,Maritime and Coastguard Agency,09/02/2011,Uk T&S,Maritime Services,CAPITA BUSINESS TRAVEL,496708,"2,201.69"
Department for Transport,Maritime and Coastguard Agency,09/02/2011,Uk T&S,Maritime Services,CAPITA BUSINESS TRAVEL,496708,671.3
Department for Transport,Maritime and Coastguard Agency,10/02/2011,Aerial Spraying & Surveillance,Asset Management,RVL SURVEY LTD,496701,"127,432.93"
Department for Transport,Maritime and Coastguard Agency,10/02/2011,Aerial Spraying & Surveillance,Asset Management,RVL SURVEY LTD,496702,"56,969.53"
Department for Transport,Maritime and Coastguard Agency,10/02/2011,Cg Ancillary Services,Asset Management,RVL SURVEY LTD,496702,"2,286.28"
Department for Transport,Maritime and Coastguard Agency,11/02/2011,Helicopter Expenditure,Asset Management,CHC SCOTIA LTD,496944,"234,169.72"
Department for Transport,Maritime and Coastguard Agency,11/02/2011,Helicopter Expenditure,Asset Management,CHC SCOTIA LTD,496945,"604,703.94"
Department for Transport,Maritime and Coastguard Agency,11/02/2011,Helicopter Expenditure,Asset Management,CHC SCOTIA LTD,496947,"436,569.86"
Department for Transport,Maritime and Coastguard Agency,11/02/2011,Helicopter Expenditure,Asset Management,CHC SCOTIA LTD,496703,"200,033.60"
Department for Transport,Maritime and Coastguard Agency,11/02/2011,Helicopter Expenditure,Asset Management,CHC SCOTIA LTD,496704,"134,232.40"
Department for Transport,Maritime and Coastguard Agency,11/02/2011,Helicopter Expenditure,Asset Management,CHC SCOTIA LTD,496705,"60,082.22"
Department for Transport,Maritime and Coastguard Agency,11/02/2011,Helicopter Expenditure,Asset Management,CHC SCOTIA LTD,496706,"77,159.37"
Department for Transport,Maritime and Coastguard Agency,11/02/2011,Helicopter Expenditure,Asset Management,CHC SCOTIA LTD,497051,"594,800.76"
Department for Transport,Maritime and Coastguard Agency,14/02/2011,Helicopter Expenditure,Asset Management,MINISTRY of DEFENCE & PUBLIC SUB ACCOUNT,497218,"30,329.25"
Department for Transport,Maritime and Coastguard Agency,15/02/2011,Telecoms Other,Maritime Services,BRITISH TELECOM,497329,"26,270.51"
Department for Transport,Maritime and Coastguard Agency,16/02/2011,Counter Pollution,Maritime Services,BRAEMAR HOWELLS,497443,"29,145.75"
Department for Transport,Maritime and Coastguard Agency,17/02/2011,Rent,Asset Management,SIEMENS BENEFIT SCHEME LTD,497556,"49,414.50"
Department for Transport,Maritime and Coastguard Agency,18/02/2011,Met Office,Maritime Services,MET OFFICE,497763,"360,166.67"
Department for Transport,Maritime and Coastguard Agency,21/02/2011,Civil Hydrography,Maritime Services,NET SURVEY Ltd,497887,"31,477.75"
Department for Transport,Maritime and Coastguard Agency,22/02/2011,Estate Projects,Asset Management,LOVIE CONSTRUCTION LTD,497747,"26,860.09"
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Overseas T&S,Maritime Services,CAPITA BUSINESS TRAVEL,497714,"1,397.67"
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Uk T&S,Finance,CAPITA BUSINESS TRAVEL,497714,873.32
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Overseas T&S,Corporate Governance,CAPITA BUSINESS TRAVEL,497714,"3,948.23"
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Overseas T&S,Maritime Services,CAPITA BUSINESS TRAVEL,497714,"14,218.01"
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Removals,Human Resources,CAPITA BUSINESS TRAVEL,497714,784.7
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Uk T&S,Asset Management,CAPITA BUSINESS TRAVEL,497714,806.86
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Uk T&S,Maritime Services,CAPITA BUSINESS TRAVEL,497714,"2,479.88"
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Uk T&S,Corporate Development,CAPITA BUSINESS TRAVEL,497714,735.39
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Uk T&S,Human Resources,CAPITA BUSINESS TRAVEL,497714,"4,061.04"
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Uk T&S,Office Of Chief Executive,CAPITA BUSINESS TRAVEL,497714,"2,496.12"
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Overseas T&S,Maritime Services,CAPITA BUSINESS TRAVEL,497714,"1,361.94"
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Overseas T&S,Maritime Services,CAPITA BUSINESS TRAVEL,497714,766.14
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Uk T&S,Maritime Services,CAPITA BUSINESS TRAVEL,497714,"2,854.65"
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Uk T&S,Maritime Services,CAPITA BUSINESS TRAVEL,497714,757.65
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Uk T&S,Maritime Services,CAPITA BUSINESS TRAVEL,497714,"6,138.10"
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Uk T&S,Maritime Services,CAPITA BUSINESS TRAVEL,497714,"1,333.23"
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Uk T&S,Maritime Services,CAPITA BUSINESS TRAVEL,497714,"1,075.04"
Department for Transport,Maritime and Coastguard Agency,23/02/2011,Uk T&S,Maritime Services,CAPITA BUSINESS TRAVEL,497714,579.7
Department for Transport,Maritime and Coastguard Agency,24/02/2011,Telecoms Other,Maritime Services,BRITISH TELECOM,498159,"9,961.97"
Department for Transport,Maritime and Coastguard Agency,24/02/2011,Telecoms Other,Maritime Services,BRITISH TELECOM,498159,"18,986.15"
Department for Transport,Maritime and Coastguard Agency,25/02/2011,"Inst/Maint Telecoms, Pws & Rls",ICT,BRITISH TELECOMMUNICATIONS PLC,498416,"28,302.97"
Department for Transport,Maritime and Coastguard Agency,25/02/2011,"Inst/Maint Telecoms, Pws & Rls",ICT,BT GLOBAL SERVICES,497779,"118,102.53"
Department for Transport,Vehicle and Operator Services Agency,01/02/2011,Computer Costs,Strategy and Customer,ATOS ORIGIN IT SERVICES UK LTD,664623,"60,000.00"
Department for Transport,Vehicle and Operator Services Agency,01/02/2011,Computer Costs,Chief Information Officer,ATOS ORIGIN IT SERVICES UK LTD,664623,"1,215,733.39"
Department for Transport,Vehicle and Operator Services Agency,01/02/2011,Telecommunication,Chief Information Officer,BT,666490,"50,910.61"
Department for Transport,Vehicle and Operator Services Agency,03/02/2011,Major Maintenance,Finance Estates and Performance,AMEC GROUP LIMITED,667200,"54,500.00"
Department for Transport,Vehicle and Operator Services Agency,03/02/2011,Testing Equipment Maintenance,Finance Estates and Performance,BM AUTOTEKNIK,667201,"46,745.63"
Department for Transport,Vehicle and Operator Services Agency,04/02/2011,Telecommunication,Chief Information Officer,CABLE & WIRELESS,667553,"30,534.65"
Department for Transport,Vehicle and Operator Services Agency,04/02/2011,Payroll ,Human Resources,DWP,667551,"32,715.48"
Department for Transport,Vehicle and Operator Services Agency,07/02/2011,Telecommunication,Chief Information Officer,BT,667908,"60,297.65"
Department for Transport,Vehicle and Operator Services Agency,07/02/2011,Telecommunication,Chief Information Officer,VODAFONE,667911,"36,085.11"
