Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Uk Contract Car Hire,Maritime Services,INCHCAPE FLEET SOLUTIONS,514554,"2,565.03",Car Hire Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Uk Contract Car Hire,ICT,INCHCAPE FLEET SOLUTIONS,514554,"1,111.54",Car Hire Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Uk Contract Car Hire,Maritime Services,INCHCAPE FLEET SOLUTIONS,514554,669.3,Car Hire Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Vat On Rents,Asset Management,CBRE PROPERTY INCOME SUSPENSE ACCOUNT,514535,"63,675.00",Spring Place Rent - 01/10/11 T,EC4M 7HP
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Civil Hydrographic Work,Maritime Services,NET SURVEY Ltd,514661,"154,041.40",Hi 1362 Completed,OX16 2SB
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS - ELECTRICITY INVOICES,514670,"-1,002.39",May 2009 - Charges,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS - ELECTRICITY INVOICES,514671,-624.61,July - Sept 2009 - Charges,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS - ELECTRICITY INVOICES,514672,"-1,014.99",July 2009 Chgs,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS - ELECTRICITY INVOICES,514678,-980.42,May - June 2009 Charges,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS - ELECTRICITY INVOICES,514679,-971.55,April 2009 Charges,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS - ELECTRICITY INVOICES,514681,-523.97,Aug 2009 Charges,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Electricity,Asset Management,BRITISH GAS BUSINESS,514565,742.85,Portland Hu Electric August 11,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Energy Eff Measures (Hq Only),Asset Management,IMSERV EUROPE LTD,514534,621.82,Smart Meter Installs X 2,MK14 6LY
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Legal Fees Property - Non Asse,Asset Management,BLAKE LAPTHORN  TARLO LYONS,514571,"1,563.00",Legal Fees Polgigga Lease Rene,SO53 3LG
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Prop Consultants Lump Sum Fees,Maritime Services,PARSONS BRINCKERHOFF Ltd,514682,"1,021.20",Reactive Works Eastern Region,NE4 7YQ
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Rent,Asset Management,DTZ DTL (DEFRA),514525,900.63,Beverley Depreciation Charges,B2 2BT
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Rent,Asset Management,MR T ROSE,514518,"2,340.00",Morecambe Rent 29/10/11-28/10/,LA4 5AH
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Rent,Asset Management,SOUTH WALES FIRE AND RESCUE SERVICE,514528,"19,500.00",Llantwit Major Rent 31/10/07-3,CF72 8LX
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Rent,Asset Management,SOUTH WALES FIRE AND RESCUE SERVICE,514529,"6,343.75",Llantwit Major Rent 31/10/10-2,CF72 8LX
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Rent,Asset Management,SOUTH WALES FIRE AND RESCUE SERVICE,514530,"19,711.27",Llantwit Major S/C 31/10/07-25,CF72 8LX
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Rent,Asset Management,SOUTH WALES FIRE AND RESCUE SERVICE,514531,"1,286.40",Llantwit Major S/C 26/6/11-28/,CF72 8LX
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Rent,Asset Management,SOUTH WALES FIRE AND RESCUE SERVICE,514532,"1,750.00",Llantwit Major Rent 29/9/11-24,CF72 8LX
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Rent,Asset Management,SOUTH WALES FIRE AND RESCUE SERVICE,514533,"1,286.40",Llantwit Major S/C 29/9/11-24/,CF72 8LX
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Rent,Asset Management,TELEREAL SERVICES LTD,514523,"29,900.00",Lyme Bay Back Rent 29/9/05-23/,W1S 1HZ
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Rent,Asset Management,TELEREAL SERVICES LTD,514524,"1,300.00",Lyme Bay Rent 29/9/11-24/12/11,W1S 1HZ
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Rent,Asset Management,WOODSIDE COURT,514516,625,Lynmouth Rent 1/10/11-31/12/11,EX35 6AW
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Safetynet Nav Warnings,Maritime Services,STRATOS WIRELESS INC,514662,954.12,Ship To Shore Communications,SE1 9DZ
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Vat On Rents,Asset Management,SOUTH WALES FIRE AND RESCUE SERVICE,514528,"3,900.00",Llantwit Major Rent 31/10/07-3,CF72 8LX
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Vat On Rents,Asset Management,SOUTH WALES FIRE AND RESCUE SERVICE,514529,"1,268.75",Llantwit Major Rent 31/10/10-2,CF72 8LX
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Vat On Rents,Asset Management,SOUTH WALES FIRE AND RESCUE SERVICE,514530,"3,942.25",Llantwit Major S/C 31/10/07-25,CF72 8LX
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Vat On Rents,Asset Management,TELEREAL SERVICES LTD,514523,"5,980.00",Lyme Bay Back Rent 29/9/05-23/,W1S 1HZ
Department for Transport,Maritime and Coastguard Agency,19/09/2011,Water & Sewage,Maritime Services,SOUTHERN WATER,514687,528.78,Solent 12/2/11-19/7/11,BN13 3NZ
Department for Transport,Maritime and Coastguard Agency,20/09/2011,Contract Cleaning,Maritime Services,SPECIAL SPARKLE,514714,"1,313.05",Thames Aug11,CO13 0JB
Department for Transport,Maritime and Coastguard Agency,20/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS,514760,"1,878.11",40756,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,20/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS,514760,"6,203.94",40756,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,20/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS,514760,"2,140.72",40756,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,20/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS,514760,829.54,40756,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,20/09/2011,M&E Contracts,Maritime Services,CARILLION PLANNED MAINTENANCE,514715,"10,123.64", Eastern-Planned Works Aug11,G72 0FT
Department for Transport,Maritime and Coastguard Agency,20/09/2011,M&E Contracts,Maritime Services,CARILLION PLANNED MAINTENANCE,514716,"14,650.31",Eastern Extra Works Aug11,G72 0FT
Department for Transport,Maritime and Coastguard Agency,20/09/2011,Masts & Towers Maint Non Asset,ICT,SWANN SERVICES GROUP LTD,514701,"8,715.30",Falmouth Lightening Protection,TN9 2AH
Department for Transport,Maritime and Coastguard Agency,20/09/2011,Software Maintenance,ICT,DATACENTA SECURE HOSTING,514700,"12,975.98",O/S Websense Invoice,BH2 6AW
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Boat Berthing Fees,Asset Management,TITCHMARSH MARINA,514781,"1,645.14",Berthing Fees Mca Osprey,CO14 8SL
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Commercial File Storage,Corporate Development,IRON MOUNTAIN (UK) LTD,511483,662.91, Im File Storage July 2011,EH54 7DF
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Comp H/Ware - Non-Asset Reg,ICT,INSIGHT DIRECT (UK) LTD,514758,"13,608.00",50x Eclypt Sata 9.5mm Baseline,UB8 1PH
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Comp S/Ware - Non-Asset Reg,ICT,SOFTWARE BOX LTD,514717,"1,071.36",Mind Manager 9 For Windows,YO61 1ET
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Contract Cleaning,Maritime Services,MINSTER CLEANING SERVICES,514848,507.14,Cleaning Sept 11mrsc Forth,DD1 5LX
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Contract Cleaning,Maritime Services,MITIE CLEANING & ENVIRONMENTAL SERVICES Ltd,514810,"2,063.01",Cleaning 1-30/9/11 Aberdeen,G73 1AU
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS,514808,"3,781.96",Electric Aug 2011,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS,514808,"6,630.56",Electric Aug 2011,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS,514874,"10,806.87", August Electric 2011,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Electricity,Maritime Services,BRITISH GAS BUSINESS,514874,706.52, August Electric 2011,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Ff At Sea Equipmnt Maintenance,Maritime Services,SURVITEC SERVICES & DISTRIBUTION LTD,514833,"1,137.35",Service 14 X Mirg Training,DN37 9TZ
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Ff At Sea Equipmnt Maintenance,Maritime Services,SURVIVAL ONE LTD,514796,773.71,Repair Of Immersion Suits,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514770,642.52,Own Fleet Fuel Sep 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514782,548.28,Own Fleet Fuel Sep 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514783,644.07,Own Fleet Fuel Sep 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514787,"1,138.73",Own Fleet Fuel Sep 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514788,891.98,Own Fleet Fuel Sep 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514789,856.84,Own Fleet Fuel Sep 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514797,"1,077.83",Own Fleet Fuel Sep 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514879,"1,355.71",Own Fleet Fuel Sep 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Interpreters/Translation Servs,Maritime Services,FOREIGN AND COMMONWEALTH OFFICE,514837,"1,097.28",Fco Services  - Translation,MK19 7BH
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Interpreters/Translation Servs,Maritime Services,FOREIGN AND COMMONWEALTH OFFICE,514841,914.4,Fco Services - Translation,MK19 7BH
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Interpreters/Translation Servs,Maritime Services,FOREIGN AND COMMONWEALTH OFFICE,514838,"-1,097.28",Fco Service - Translation,MK19 7BH
Department for Transport,Maritime and Coastguard Agency,21/09/2011,M&E Contracts,Maritime Services,CARILLION PLANNED MAINTENANCE,514821,"10,524.80",Service Work 1-30/9/11,G72 0FT
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Maint/Repair Cg Vehicles,Asset Management,C R ALLEN,514871,"1,150.16",Vehicle Repairs N47rcg,BN10 8AP
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Non-Technical Training,Human Resources,QA LIMITED,514096,"1,499.00",Cfip Forensic Investigation 18,LS12 6BD
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Non-Technical Training,Human Resources,QA LIMITED,514496,747,Interconnecting Cisco Networki,LS12 6BD
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Non-Technical Training,Human Resources,QA LIMITED,514497,"1,092.00",Iseb Intermediate Cert. Enterp,LS12 6BD
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Non-Technical Training,Human Resources,QA LIMITED,514098,"-1,499.00",Cfip Forensic Investigation 8/,LS12 6BD
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Non-Technical Training,Human Resources,QA LIMITED,514309,"-2,020.00",Cissp Certified Info Ststem Se,LS12 6BD
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Other Consultancies,Office Of Chief Executive,DEPARTMENT FOR TRANSPORT  - CENTRAL,514829,"1,531.00",C/Guard Moderisation March,SW1P 4DR
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Public Weather Service Funding,Maritime Services,MET OFFICE,514835,"348,333.33",Wholesale - Met Office Data,EX1 3PB
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Purchase Coast Rescue Equip,Asset Management,CFM SERVICES,514777,573.12,Razor Hand Torch X 24,GL12 7JH
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Purchase Coast Rescue Equip,Asset Management,LYON EQUIPMENT LTD,514778,"1,074.72",Tikkaplus2 Headlamp Etc X 40,LA10 5QL
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Radio Licence Fees,ICT,CIVIL AVIATION AUTHORITY INTERNATIONAL,514880,"4,500.00",Ofcom Aeronautical Licence 31/,RH6 0YR
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Technical Training,Human Resources,MECHANICAL TRAINING SERVICES,514811,900, 10-11/1909,SA66 7NQ
Department for Transport,Maritime and Coastguard Agency,21/09/2011,Uniforms - Regular,Asset Management,MILLER RAYNER LTD,514765,"2,138.82",Uniform,SO14 3EW
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Agency Staff,Finance,AMBRIDGE HARRIS,514960,"3,026.70",40802,BS32 4NE
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Agency Staff,Shared Services,BADENOCH & CLARK,514971,942.61,W/E 16/09/11,W1T 5AE
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Agency Staff,Shared Services,SHERIDAN MAINE LTD,514958,"1,110.36",W/E 09/09/11,SO18 2RZ
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Agency Staff,Shared Services,VENN GROUP Ltd,514956,587.86,W/E 18/09/11,WC2R 0AA
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Consultancy Fees Non-Asset Reg,Asset Management,JAMES BARR LTD,514972,"2,070.00",Mrcc Aberdeen Radio Room Advic,G2 2LN
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Disposal Expired Pyrotechnics,Asset Management,RAMORA UK,514881,"2,374.80",Mrcc Brixham Tep Collection 19,P06 4PY
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Electricity,Human Resources,BRITISH GAS BUSINESS,514993,"2,037.10",Electricity - Aug 2011,OX4 2JY
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Ff At Sea Equipmnt Maintenance,Maritime Services,APEKS MARINE EQUIPMENT LTD,514992,"1,436.90",Pstass 30 Month Service,BB1 2BT
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Helicopters - Royal Navy,Asset Management,MINISTRY of DEFENCE & PUBLIC SUB ACCOUNT,514953,"70,859.27",Culdrose Charges Aug 11,L2 3YL
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Legal Fees Property - Non Asse,Asset Management,BLAKE LAPTHORN  TARLO LYONS,514845,"1,973.40",Legal Fees Llantwit Major Leas,SO53 3LG
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Maj Maint-Buildings Non Asset,Asset Management,PARSONS BRINCKERHOFF Ltd,514968,"2,355.37",Fairlight Fuel Tank Advice Fee,NE4 7YQ
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Mirg Theory,Maritime Services,HUMBERSIDE FIRE AUTHORITY,514987,"4,827.90",Mirg Training Course 2011,HU4 7BB
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Mirg/1 Sea Survival And Huet,Maritime Services,HUMBERSIDE FIRE AUTHORITY,514986,"1,005.30",Hota On The 16/09/11,HU4 7BB
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Overseas Aeroplane Flights Etc,Maritime Services,CAPITA BUSINESS TRAVEL,514946,500.52,313566 26/09 Paris,DE1 3HB
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Overseas Aeroplane Flights Etc,Maritime Services,CAPITA BUSINESS TRAVEL,514946,629.02,315941 11/09 Paris,DE1 3HB
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Overseas Aeroplane Flights Etc,Maritime Services,CAPITA BUSINESS TRAVEL,514946,574.56,315219 13/09 Marseill,DE1 3HB
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Overseas Aeroplane Flights Etc,Maritime Services,CAPITA BUSINESS TRAVEL,514946,"1,303.28",315859 19/09 Barcelon,DE1 3HB
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Overseas Aeroplane Flights Etc,Maritime Services,CAPITA BUSINESS TRAVEL,514946,"2,414.11",315307 09/09 Dar Es Sal,DE1 3HB
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Overseas Aeroplane Flights Etc,Maritime Services,CAPITA BUSINESS TRAVEL,514946,755.56,315179 21/09 Madrid,DE1 3HB
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Rates/Cilor (In Lieu Of Rates,Maritime Services,CARDIFF COUNTY COUNCIL,514977,"-15,903.00",Refund Rates C/N Post As Inv,CF10 3WD
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Rates/Cilor (In Lieu Of Rates,Maritime Services,CEREDIGION COUNTY COUNCIL,514864,-963,Refund Of Rates Borth,SY23 2EB
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Rates/Cilor (In Lieu Of Rates,Maritime Services,CEREDIGION COUNTY COUNCIL,514867,-674.1,Refund Of Rates Aberystwth,SY23 2EB
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Uk Aeroplane Flights,Human Resources,CAPITA BUSINESS TRAVEL,514946,561.38,312991 14/09 Stornow,DE1 3HB
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Uk Aeroplane Flights,Human Resources,CAPITA BUSINESS TRAVEL,514946,512.63,316064 19/09 Edinburgh,DE1 3HB
Department for Transport,Maritime and Coastguard Agency,22/09/2011,Uk Aeroplane Flights,Maritime Services,CAPITA BUSINESS TRAVEL,514946,501.34,317646 19/09 Aberdeen,DE1 3HB
Department for Transport,Maritime and Coastguard Agency,23/09/2011,Aerial Surveillance Patrol,Asset Management,CONSULTAVIA LTD,515014,"1,031.52",Advice On As&S Tenders Etc.,BH2 5HL
Department for Transport,Maritime and Coastguard Agency,23/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,515015,690.17,Own Fleet Fuel Sep 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,23/09/2011,Gas,Asset Management,CORONA ENERGY,514983,563.96,Daedalus Gas Charges Aug 11,WD17 1JW
Department for Transport,Maritime and Coastguard Agency,23/09/2011,Planned Maintenance Under #5k,Asset Management,ROYAL & SUN ALLIANCE ENGINEERING,514831,980.27,Eng/Plant Inspection Insurance,L69 3EN
Department for Transport,Maritime and Coastguard Agency,23/09/2011,Rates/Cilor (In Lieu Of Rates,Asset Management,SOUTHAMPTON CITY COUNCIL,514817,"42,653.00",National Non-Dom Rates - Oct 2,SO14 7LF
Department for Transport,Maritime and Coastguard Agency,23/09/2011,Royal Mail,Asset Management,ROYAL MAIL CENTRAL REMITTANCE CENTRE,514690,"1,441.07",Mail Charges To 15/09/11,PE4 5PG
Department for Transport,Maritime and Coastguard Agency,23/09/2011,Uniforms - Regular,Asset Management,MILLER RAYNER LTD,514994,"2,868.00",Uniform,SO14 3EW
