"#","Page","Popularity","Impressions","Sessions","Re-Visits"
"8542","home and community > cy > buyingandsellingyourhome/homebuyingschemes/ dg_186973 discounts available to buy your home through right to buy : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8543","home and community > cy > buyingandsellingyourhome/homebuyingschemes/ dg_4001345 pwy sy'n gymwys i fod yn weithiwr allweddol : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8544","home and community > cy > buyingandsellingyourhome/rentingahome/ dg_4001369 beth i'w wneud pan fydd problemau wrth rentu : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8545","young people > cy > healthandrelationships/concernedabout/ dg_068643 os ydych chi'n meddwl eich bod yn feichiog : directgov - pobl ifanc",0.00,1,1,0.01
"8546","home and community > cy > buyingandsellingyourhome/rentingahome/ dg_10020862 problemau gyda'ch landlord - sut gall y cyngor helpu : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8547","home and community > cy > buyingandsellingyourhome/sellingyourhome/ dg_4001329 defnyddio gwerthwr tai gwerthu eiddo : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8548","home and community > cy > buyingandsellingyourhome/sellingyourhome/ dg_4001329 using an estate agent - selling a property : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8549","home and community > cy > gettinginvolvedinyourcommunity/charitiesandcommunitygroups/ dg_10025966 grwpiau gwirfoddol a chymunedol - gwneud cais am arian : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8550","home and community > cy > gettinginvolvedinyourcommunity/volunteering/ dg_070089 gwirfoddoli yn y gemau: bod yn rhan o lundain 2012 : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8551","home and community > cy > gettinginvolvedinyourcommunity/volunteering/ dg_10038493 wildlife volunteering : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8552","home and community > cy > inyourhome/animalsandpets/ dg_10025980 lles anifeiliaid a chyngor : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8553","home and community > cy > inyourhome/animalsandpets/ dg_10038504 bod yn berchen ar geffyl : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8554","home and community > cy > inyourhome/escapingandrecoveringfromafire/ dg_071793 llunio llwybr dianc : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8555","home and community > cy > inyourhome/escapingandrecoveringfromafire/ dg_180620 cychod a charafannau - diogelwch tân : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8556","home and community > cy > inyourhome/escapingandrecoveringfromafire/ dg_180682 diogelwch tân - barbiciws, gwersylla a'r awyr agored : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8557","pensions and retirement planning > cy > benefits/  cymorth ariannol a chonsesiynau : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8558","home and community > cy > inyourhome/firesafety/ dg_180798 defnyddio canhwyllau, goleuadau addurniadol ac addurniadau yn ddiogel : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8559","home and community > cy > inyourhome/firesafety/ dg_10030963 diogelwch tân yn y cartref : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8560","home and community > cy > inyourhome/keepingsafeathome/ dg_10027531 cyngor ynghylch tywydd poeth : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8561","pensions and retirement planning > cy > companyandpersonalpensions/personalpensions/  pensiynau personol : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8562","home and community > cy > inyourhome/keepingsafeathome/ dg_10027755 cymryd gofal yn y gaeaf : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8563","home and community > cy > inyourhome/pestandweedcontrol/ dg_10026736 cael gwared ar chwain : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8564","home and community > cy > inyourhome/pestandweedcontrol/ dg_10037530 delio â phlanhigion ymwthiol a chwyn niweidiol : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8565","home and community > cy > keepingyourhomeevictionsandhomelessness/losingyourhome/  troi allan a digartrefedd : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8566","money tax and benefits > cy > managingdebt/courtclaimsandbankruptcy/ dg_10013083 county court claims and county court judgments (ccjs) : directgov - arian, treth a budd-daliadau",0.00,1,1,0.01
"8567","pensions and retirement planning > cy >  dg_180420 pwy i gysylltu â nhw yn y gwasanaeth pensiwn - archebu taflenni hwylus : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8568","pensions and retirement planning > cy > over50healthandwellbeing/lookingafteryourself/ dg_10026833 aros yn gorfforol weithgar : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8569","directories > en >  dg_10011084 voice uk : directgov - directories",0.00,1,1,0.01
"8570","home and community > cy > leisureandrecreation/ dg_064865 amgueddfeydd ac orielau : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8571","pensions and retirement planning > cy > over50healthandwellbeing/supportandyoureverydayhealth/ dg_10026840 brechiadau ffliw ac imiwneiddio : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8572","directories > en >  dg_10011079 after 16 : directgov - directories",0.00,1,1,0.01
"8573","pensions and retirement planning > cy > pensioncredit/ dg_180159 credyd pensiwn - enghreifftiau : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8574","home and community > cy > leisureandrecreation/ dg_064868 parciau a meysydd glas : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8575","home and community > cy > planning/choosingtradersandserviceproviders/ dg_4018092 dewis adeiladwr da : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8576","home and community > cy > planning/choosingtradersandserviceproviders/ dg_4018096 dod o hyd i drydanwr : directgov - y cartref aâ¬""r gymuned",0.00,1,1,0.01
"8577","home and community > cy > planning/doingworkyourself/ dg_10030945 llogi sgip a'i ddefnyddio'n ddiogel : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8578","home and community > cy > planning/planningpermission/ dg_172073 newidiadau i reoliadau cynllunio i berchnogion tai : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8579","britons living abroad > cy > educationandjobs/  addysg a swyddi : directgov - prydeinwyr syn byw dramor",0.00,1,1,0.01
"8580","home and community > cy > socialhousingandcarehomes/councilhousing/ dg_10022543 cytundebau tenantiaeth - newid a throsglwyddo : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8581","home and community > cy > technologyinyourhome/internettechnologies/ dg_10038595 gwahanol fathau o fand eang : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8582","home and community > cy > whereyoulive/derelictbuildingsandsquatters/ dg_10022452 sgwatwyr a phreswylwyr diawdurdod : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8583","pensions and retirement planning > cy > planningforretirement/abouttoretire/ dg_10014634 rhestr atgoffa wrth ymddeol: rhoi gwybod i bwy, pryd a pham : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8584","home and community > cy > whereyoulive/derelictbuildingsandsquatters/ dg_10030253 rhoi gwybod am eiddo gwag neu adfeilion : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8585","home and community > cy > whereyoulive/floodinginyourarea/ dg_10014605 egluro rhybuddion llifogydd : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8586","home and community > cy > whereyoulive/floodinginyourarea/  llifogydd yn eich ardal : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8587","home and community > cy > whereyoulive/noisenuisanceandlitter/ dg_10029682 anghydfodau rhwng cymdogion a niwsans swn : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8588","young people > cy > healthandrelationships/concernedabout/ dg_10030631 ysmygu a rhoi'r gorau iddi : directgov - pobl ifanc",0.00,1,1,0.01
"8589","pensions and retirement planning > cy > planningforretirement/ dg_184445 waled y dyfodol : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8590","home and community > cy > whereyoulive/saferstreets/ dg_10030003 oriau agor 24/7, cyfreithiau trwyddedu - sut y maent yn effeithio arnoch chi : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8591","home and community > cy > whereyoulive/saferstreets/ dg_10034524 camerâu teledu cylch cyfyng yn eich cymuned, a sut mae gofyn am gael gweld lluniau : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8592","home and community > cy > whereyoulive/streetcleaninglitterandillegaldumping/ dg_10015935 cael gwared ar eitemau swmpus : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8593","pensions and retirement planning > cy > statepension/ dg_180156 rhoi gwybod am newid cyfeiriad, manylion banc neu amgylchiadau eraill i'r gwasanaeth pensiwn : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8594","home and community > cy > whereyoulive/streetcleaninglitterandillegaldumping/ dg_10025986 baw ci : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8595","home and community > cy > whereyoulive/streetcleaninglitterandillegaldumping/  glanhau strydoedd, gwastraff a dympio anghyfreithlon : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8596","home and community > cy > yourlocalcouncilandcounciltax/counciltax/ dg_10037383 y dreth gyngor - pwy sy'n talu a faint a delir : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8597","pensions and retirement planning > cy > statepension/ dg_183760 cael credydau tuag at bensiwn y wladwriaeth : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8598","directories > en >  dg_10011030 british film institute : directgov - directories",0.00,1,1,0.01
"8599","home and community > cy > yourlocalcouncilandcounciltax/counciltax/ dg_10037422 gostyngiadau ar y dreth gyngor, eithriadau a chymorth ariannol : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8600","money tax and benefits > cy > managingdebt/debtsandarrears/ dg_10013093 beth sy'n digwydd i ddyledion pan fydd rhywun yn marw? : directgov - arian, treth a budd-daliadau",0.00,1,1,0.01
"8601","young people > cy > healthandrelationships/concernedabout/ dg_10031257 rhywioldeb : directgov - pobl ifanc",0.00,1,1,0.01
"8602","home and community > cy > yourlocalcouncilandcounciltax/  eich cyngor lleol a threth cyngor : directgov - y cartref ar gymuned",0.00,1,1,0.01
"8603","motoring > cy > motoringtransactions/beforeyouapplyb/ dg_178258 print your application completion form : directgov - moduro",0.00,1,1,0.01
"8604","directories > en >  dg_10011020 channel 4 : directgov - directories",0.00,1,1,0.01
"8605","young people > cy > healthandrelationships/familyandrelationships/ dg_10031389 ymdopi â marwolaeth : directgov - pobl ifanc",0.00,1,1,0.01
"8606","motoring > cy > learnerandnewdrivers/theorytest/ dg_4022538 taking your theory test if you have special needs : directgov - moduro",0.00,1,1,0.01
"8607","motoring > cy > learnerandnewdrivers/theorytest/ dg_4022535 egluro'r prawf adnabod peryglon (hpt) : directgov - moduro",0.00,1,1,0.01
"8608","directories > en >  dg_10011013 connect : directgov - directories",0.00,1,1,0.01
"8609","pensions and retirement planning > cy > statepension/ dg_10014671 bod yn gymwys i gael pensiwn sylfaenol y wladwriaeth : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8610","pensions and retirement planning > cy > statepension/statepensiondeferral/ dg_10027570 gohirio pensiwn y wladwriaeth - hawlio pensiwn y wladwriaeth yn nes ymlaen : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8611","home and community > en > buyingandsellingyourhome/buyingyourhome/ dg_191691 settling leasehold disputes - leasehold valuation tribunal  : directgov - home and community",0.00,1,1,0.01
"8612","pensions and retirement planning > cy > taxandnationalinsuranceinretirement/gettingyourtaxandnationalinsuranceright/ dg_171912 gwneud yn siwr eich bod wedi rhoi'r gorau i dalu yswiriant gwladol : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8613","pensions and retirement planning > cy > taxandnationalinsuranceinretirement/gettingyourtaxandnationalinsuranceright/ dg_10014681 oes rhaid i chi dalu treth ar ol ymddeol? : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8614","pensions and retirement planning > cy > taxandnationalinsuranceinretirement/gettingyourtaxandnationalinsuranceright/ dg_10014855 pensiynau, budd-daliadau a threth wrth ymddeol dramor : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8615","directories > en >  dg_10010998 no title",0.00,1,1,0.01
"8616","pensions and retirement planning > cy > taxandnationalinsuranceinretirement/gettingyourtaxandnationalinsuranceright/ dg_10024687 hawlio treth neu yswiriant gwladol yn ôl ar ôl cyrraedd oedran pensiwn y wladwriaeth : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8617","pensions and retirement planning > cy > travelandleisure/travellingathomeandabroad/  teithio gartref a thramor : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8618","pensions and retirement planning > cy > working/lookingforwork/  chwilio am waith : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8619","pensions and retirement planning > cy > working/lookingforwork/ dg_10026752 gwella'ch cv ar ôl 50 : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8620","pensions and retirement planning > cy > working/workingtosuityou/ dg_10027003 dod yn hunan-gyflogedig dros 50 : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8621","directories > en >  dg_10010987 food standards agency  : directgov - directories",0.00,1,1,0.01
"8622","motoring > cy > learnerandnewdrivers/theorytest/ dg_4022531 do you need to take a driving theory test? : directgov - moduro",0.00,1,1,0.01
"8623","pensions and retirement planning > cy > working/workingtosuityou/  newid y ffordd yr ydych yn gweithio yn y dyfodol : directgov - pensiynau a chynllunio ar gyfer ymddeol",0.00,1,1,0.01
"8624","motoring > cy > learnerandnewdrivers/ridingmotorcyclesandmopeds/ dg_4022568 beiciau modur y cewch chi eu gyrru : directgov - moduro",0.00,1,1,0.01
"8625","motoring > cy > learnerandnewdrivers/practicaltest/  prawf ymarferol : directgov - moduro",0.00,1,1,0.01
"8626","money tax and benefits > cy > taxcreditsandchildbenefit/childbenefits/paymentsandentitlements/benefitsforparents/ dg_073790 a yw budd-dal plant yn effeithio ar fudd-daliadau eraill? : directgov - arian, treth a budd-daliadau",0.00,1,1,0.01
"8627","pensions and retirement planning > en > benefits/benefitsinretirement/ dg_179916 xxx : winter fuel payment - getting paid : directgov - pensions and retirement planning",0.00,1,1,0.01
"8628","motoring > cy > learnerandnewdrivers/practicaltest/ dg_189979 gyrru'n annibynnol fel rhan o'ch prawf gyrru ymarferol : directgov - moduro",0.00,1,1,0.01
"8629","motoring > cy > learnerandnewdrivers/practicaltest/ dg_173036 safety notice: renault clio ii, renault campus : directgov - moduro",0.00,1,1,0.01
"8630","motoring > cy > learnerandnewdrivers/passplusdrivingcoursefornewdrivers/ dg_182845 cymorth gan awdurdodau lleol i dalu ffi'r cwrs pass plus : directgov - moduro",0.00,1,1,0.01
"8631","motoring > cy > findyournearest/  dod o hyd ir agosaf atoch chi : directgov - moduro",0.00,1,1,0.01
