OrganisationLabel,OrganisationURI,Account Name 1,Account Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Address 6,Property Postcode,BA Reference,Account Address 1,Account Address 2,Account Address 3,Account Address 4,Account Postcode,Liability Start,Empty Prop,Empty From,Account Exemption,Property Exemption,2010 RV,2005 RV,VOA Description,Rv Chargeable,Charge 2015/16,MIN Date From   Sbrr,MAX Date To   Sbrr,Sbrr Relief,Lower Multiplier,Trans Relief,Charity Relief From,Mandatory,Mand Relief,Discretionary,Disc Relief,Retail Relief,ReOccupation Relief
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DAY LEWIS PLC,,,,14-16 CROSS LANE,WIRRAL,MERSEYSIDE,,CH63 3AL,000621400014BB,2 PETERWOOD WAY,CROYDON,,,CR0 4UQ,01/05/2014,,,,,10500,9200,SHOP AND PREMISES,5040,"£3,540.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL GRAMMAR SCHOOL FOR BOYS,,,,WIRRAL BOYS GRAMMAR SCHOOL,CROSS LANE,WIRRAL,MERSEYSIDE,CH63 3AQ,000621400002A6,,,,,,01/09/2011,,,,,186000,155000,SCHOOL AND PREMISES,91698,"£18,339.60",,,£0.00,,£0.00,01/09/2011,80%,"-£71,721.60",0%,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL GRAMMAR SCHOOL FOR GIRLS,ACADEMY,,,WIRRAL GRAMMAR SCHOOL FOR GIRLS,HEATH ROAD,WIRRAL,MERSEYSIDE,CH63 3BP,000639500065A7,,,,,,01/08/2011,,,,,277500,144000,SCHOOL AND PREMISES,136807,"£27,361.50",,,£0.00,,£0.00,01/08/2011,80%,"-£107,004.00",0%,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MITCHELLS & BUTLERS RETAIL LTD,,,,THREE STAGS HOTEL,CHURCH ROAD,WIRRAL,MERSEYSIDE,CH63 3EA,61910008705,C/O GERALD EVE,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,01/04/2004,,,,,170000,150000,PUBLIC HOUSE AND PREMISES,83810,"£83,810.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PJS CARE LIMITED,,,,66 CHURCH ROAD,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 3EB,61910006606,,,,,,01/04/2011,,,,,8300,2700,SURGERY AND PREMISES,3984,"£3,984.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MALTHURST  LTD,,,,SPITAL GARAGE,BRIMSTAGE ROAD,WIRRAL,MERSEYSIDE,CH63 3EL,000612000001A4,C/O MUA PROPERTY SERVICES LTD,WARLIES PARK HOUSE,HORSESHOE HILL,UPSHIRE ESSEX,EN9 3SL,10/09/2003,,,,,21750,26750,PETROL FILLING STATION AND PREMISES,10722,"£10,722.75",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MALTHURST LTD,,,,ATM AT SPITAL GARAGE,BRIMSTAGE ROAD,WIRRAL,MERSEYSIDE,CH63 3EL,000612000001B6,C/O MUA PROPERTY SERVICES LTD,WARLIES PARK HOUSE,HORSESHOE HILL,UPSHIRE ESSEX,EN9 3SL,01/04/2010,,,,,900,,Site of Automatic Teller Machine and Premises,432,£432.00,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,STANTON ROAD PRIMARY SCHOOL,FAO THE GOVERNORS,,,STANTON ROAD PRIMARY SCHOOL,STANTON ROAD,WIRRAL,MERSEYSIDE,CH63 3HW,000678600031A7,C/O THE ACCOUNTANCY DIVISION,CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2000,,,,,23750,22500,SCHOOL AND PREMISES,11708,"£11,708.75",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,UKRC C/O UNILEVER R & D PORT ,SUNLIGHT,UNILEVER RESEARCH LABS,,QUARRY ROAD EAST,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 3JR,66430001104,MAIL POINT 13599,"OMEGA HOUSE, EMERALD WAY","STONE BUSINESS PARK, STONE",STAFFORDSHIRE,ST15 0SR,01/04/2000,,,,,1680000,1720000,LABORATORY AND PREMISES,828240,"£828,240.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,,,VODAFONE SITE,425 CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,000619700425A7,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,01/10/2000,,,,,6100,6000,COMMUNICATION STATION AND PREMISES,2928,"£2,928.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CURTIS CUP TRAVEL LTD,,,,9 CLAREMONT COURTYARD,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,61970000904,UNIT 9 CLAREMONT COURTYARD,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,23/10/2000,,,,,980,920,WORKSHOP AND PREMISES,470,£0.00,01/04/2005,01/04/2016,-£461.58,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,HUTCHISON 3G UK LTD,GVA GRIMLEY LTD,,,3G MAST CH0033 CLAREMONT FARM,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,000619700005B6,GVA-RATING.FID1601337,PO BOX 6079,WOLVERHAMPTON,,WV1 9AR,01/04/2006,Y,01/04/2010,,Land,2800,2000,COMMUNICATION STATION AND PREMISES,1380,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CLAIRE HOUSE CHILDRENS HOSPICE,,,,CLAIR HOUSE CHILDRENS HOSPICE,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,00061970001M4,,,,,,19/02/2010,,,,,102000,86000,HOSPICE AND PREMISES,50286,£0.00,,,£0.00,,£0.00,19/02/2010,80%,"-£39,331.20",20%,"-£9,832.80",,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EPC LTD,,,,2 CLAREMONT COURTYARD,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,0006197A000207,UNIT 2 CLAREMONT COURTYARD,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,01/04/2000,,,,,2700,2500,WORKSHOP OFFICE AND PREMISES,1296,£0.00,01/04/2005,01/04/2016,"-£1,271.70",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GORMAN CORY SHIPPING LTD,,,,1 & 3 CLAREMONT COURTYARD,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,0006197A0001B2,UNIT 1 & 3 CLAREMONT COURTYARD,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,01/04/2000,,,,,10500,10250,OFFICES AND PREMISES,5040,"£5,040.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GORMAN CORY SHIPPING LTD,,,,BARN LOFT CLAREMONT COURTYARD,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,0006197A0002A1,UNIT 1 & 3 CLAREMONT COURTYARD,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,01/04/2007,,,,,3550,3350,OFFICE AND PREMISES,1704,"£1,704.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TELEFONICA UK LIMITED,,,,MM02 (10596) TELECOM. STATION,AT CLAREMOUNT FARM,CLATTERBRIDGE ROAD,WIRRAL,CH63 4JB,000619700003B1,C/O CLUTTONS LLP ,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,25/10/2002,,,,,6000,6100,COMMUNICATION STATION AND PREMISES,2880,"£2,880.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL TACHOGRAPH LTD,,,,7 CLAREMONT COURTYARD,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,0006197A000705,,,,,,18/05/2011,,,,,2025,1900,OFFICES AND PREMISES,972,£0.00,18/05/2011,01/04/2016,-£953.78,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WYRE CHEMICALS LTD,,,,15 & 16 CLAREMONT COURTYARD,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,0006197A0015A5,UNITS 15 & 16 CLAREMONT COURTYARD,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JB,01/04/2000,,,,,4450,4150,OFFICE AND PREMISES,2136,£0.00,01/04/2005,01/04/2016,"-£2,095.95",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GROVE HOUSE SPECIALISTS LTD,T/A WIRRAL SPORTS MEDICINE ,,,THE GROVE,WILLASTON ROAD,WIRRAL,MERSEYSIDE,CH63 4JE,69210020104,THE GROVE,WILLASTON ROAD,WIRRAL,MERSEYSIDE,CH63 4JE,01/04/2004,,,,,6800,5700,SURGERY AND PREMISES,3264,£435.20,01/04/2005,01/04/2016,"-£2,775.76",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TRANMERE ROVERS FC LTD,,,,SPORTSGROUND & PAVILION AT,WELLINGTON SCHOOL WILLASTON RD,WIRRAL,MERSEYSIDE,CH63 4JE,69210021501,BOROUGH ROAD,BIRKENHEAD,MERSEYSIDE,,CH42 0HD,01/04/2000,,,,,2425,2350,SPORTS GROUND AND PREMISES,1164,"£1,164.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,INTEGRATED DIGITAL SERVICES LTD,,IDS (GRD & FIRST FLOOR) AT,,GRANGE FARM RABY MERE ROAD,WIRRAL,MERSEYSIDE,,CH63 4JH,000668400002D6,IDS (GRD & FIRST FLOOR) AT,GRANGE FARM RABY MERE ROAD,WIRRAL,MERSEYSIDE,CH63 4JH,01/04/2004,,,,,15000,11500,OFFICES AND PREMISES,7200,"£7,200.00",01/04/2005,01/04/2016,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THREE SHIRES LTD,,,,GRANGE COURT FARM OFFICE,RABY MERE ROAD,WIRRAL,MERSEYSIDE,CH63 4JH,000668400002EB,GRANGE COURT FARM OFFICE,RABY MERE ROAD,WIRRAL,MERSEYSIDE,CH63 4JH,19/03/2010,,,,,1650,1225,OFFICES AND PREMISES,792,£792.00,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,AGRID FENCING LTD,,,,AGRID FENCING AT ACORN LODGE,RABY MERE ROAD,WIRRAL,MERSEYSIDE,CH63 4JQ,6840000101,,,,,,01/04/2008,,,,,10500,9400,"WORKSHOP, OFFICE AND PREMISES",5040,"£3,780.95",01/04/2008,01/04/2016,"-£1,235.45",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ORANGE PCS LTD,,,,ORANGE MAST MER66 AT BANK FARM,RABY MERE ROAD,WIRRAL,MERSEYSIDE,CH63 4JQ,000668400001B3,C/O GVA (BUSINESS RATES TM),PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,B2 2UY,01/04/2000,Y,03/02/2015,,Telecommunication Masts,6300,6300,COMMUNICATION STATION AND PREMISES,2613,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,UNITED UTILITIES WATER PLC,OPERATIONS FINANCE,,,SEWAGE DISPOSAL WORKS,RABY ROAD,WIRRAL,MERSEYSIDE,CH63 4JR,66810015004,1ST FLOOR GRASMERE HOUSE,LINGLEY MERE BUSINESS PARK,LINGLEY GREEN AVENUE,WARRINGTON ,WA5 3LP,01/04/2000,,,,,20750,15000,SEWAGE TREATMENT WORKS AND PREMISES,10229,"£10,229.75",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CROFT EQUESTRIAN SERVICES LTD,,,,WOODVILLE,RABY ROAD,WIRRAL,MERSEYSIDE,CH63 4JR,66810021109,,,,,,01/04/2011,,,,,7500,1525,KENNELS CATTERY AND PREMISES,3600,£900.00,01/04/2011,01/04/2016,"-£2,649.38",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CHESHIRE AND WIRRAL PARTNERSHIP,NHS FOUNDATION TRUST,,,SPRINGVIEW PSYCHIATRIC BLOCK,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL,CH63 4JY,000619700001B4,REDESMERE,COUNTESS OF CHESTER HEALTH PARK,LIVERPOOL ROAD,CHESTER,CH2 1BQ,01/04/2015,,,,,130000,,Hospital and Premises,64090,"£64,090.00",,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CLATTERBRIDGE CENTRE FOR,ONCOLOGY,,,CANCER RESEARCH TRUST CLAT HOSP,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JY,61970000209,,,,,,01/04/2010,,,,,15250,18500,HOSPITAL AND PREMISES,7320,"£7,320.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CHILDREN FIRST WIRRAL LTD,T/A NYEHOME NURSERIES (WIRRAL),,,NYEHOME CRECHE CLATTERBRIDGE HOSP.,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JY,000619700001F2,BARONY COURT,BARONY ROAD,NANTWICH,CHESHIRE,CW5 5RD,01/04/2000,,,,,14250,14250,DAY NURSERY AND PREMISES,6840,"£6,840.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CLATTERBRIDGE CENTRE FOR ONCOLOG,,,,MRCRO CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JY,000619700001C9,CLATTERBRIDGE ROAD,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 4JY,01/04/2000,,,,,270000,287500,HOSPITAL AND PREMISES,133110,"£133,110.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ST JOHNS HOSPICE,,,,ST JOHNS HOSPICE,MOUNT ROAD,WIRRAL,MERSEYSIDE,CH63 4JY,000619700003A7,FAO ADMINISTRATOR,MOUNT ROAD,WIRRAL,MERSEYSIDE,CH63 6JE,01/04/2000,,,,,59500,51500,HOSPITAL AND PREMISES,29333,£0.00,,,£0.00,,£0.00,01/04/2000,80%,"-£22,943.20",20%,"-£5,735.80",,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL HOSPITAL TRUST,,,,WIRRAL HOSPITAL TRUST,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL,CH63 4JY,000619700001AA,FINANCE DEPARTMENT,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL,CH63 4JY,01/04/2015,,,,,580000,,Hospital and Premises,285940,"£285,940.00",,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL POST GRADUATE CENTRE TRUS,,,,CLATTERBRIDGE POST GRAD MED CENTRE,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JY,000619700001D3,FINANCE DEPARTMENT,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL MERSEYSIDE,CH63 4JY,01/04/2000,,,,,22500,21000,UNIVERSITY AND PREMISES,11092,£0.00,,,£0.00,,£0.00,01/04/2001,80%,"-£8,676.00",20%,"-£2,169.00",,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BANK MACHINE & CARDPOINT,SEVICES T/A CASHZONE,,,"ATM SITE AT 3-5, TOWN LANE",BEBINGTON,WIRRAL,MERSEYSIDE,CH63 5JB,00068540003C3,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,01/04/2010,,,,,900,,SITE OF ATM,432,£432.00,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EVERY LESSON COUNTS,TUTORING LTD,,,9A TOWN LANE,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 5JB,000685400009AA,,,,,,06/02/2015,,,,,3850,3650,SHOP AND PREMISES,1848,£0.00,06/02/2015,01/04/2016,-£268.28,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARTIN MCCOLL LTD,,,,3-5 TOWN LANE,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 5JB,000685400003B1,ASHWELLS ROAD,BRENTWOOD,ESSEX,,CM15 9ST,28/02/2011,,,,,9400,,SHOP AND PREMISES,4512,"£4,512.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,REGENERATION DIRECTORATE,,,,BEBINGTON CEMETERY REGISTRAR,LODGE TOWN LANE,WIRRAL,MERSEYSIDE,CH63 5JF,000685400081B7,C/O THE ACCOUNTANCY DIVISION,MUNICIPAL BLDG CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2000,,,,,7200,6800,CEMETERY AND PREMISES,3456,"£3,456.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BROADWAY SA LTD,,,,100 KINGS LANE,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 5LX,0006460001000A,2 BROADWAY,BEBINGTON,WIRRAL,,CH63 5NH,07/03/2014,,,,,7400,6200,SURGERY AND PREMISES,3552,"£3,552.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BANK MACHINE LTD & CARDPOINT,SERVICES LTD T/A CASHZONE,,,ATM SITE AT 5-7 BROADWAY,HIGHER BEBINGTON,WIRRAL,MERSEYSIDE,CH63 5ND,000612200005B2,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,01/12/2012,,,,,550,,SITE OF ATM,264,£264.00,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LLANGRO LTD,T/A CASH FOR CLOTHES,,,9 BROADWAY,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 5ND,61220000903,9 GREERS ROAD,DUNGANNON,CO TYRONE,,BT70 1DR,27/07/2012,,,,,6000,5600,SHOP AND PREMISES,2880,"£2,880.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LIFE CHOICE LTD,,,,15B BROADWAY,WIRRAL,MERSEYSIDE,,CH63 5ND,000612200015BB,CLIFFORD HOUSE,BROADWAY,BEBINGTON,,CH63 5ND,01/10/2001,,,,,4300,3350,OFFICES AND PREMISES,2064,£0.00,01/04/2005,01/04/2016,"-£2,025.30",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TELEFONICA UK LTD,,,,TELEFONICA O2 (36646) BEHIND SHOPS,BROADWAY,BEBINGTON,WIRRAL,CH63 5ND,000612200017A1,C/O CLUTTONS LLP ,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,01/04/2010,,,,,4450,,Communication Station and Premises,2136,"£2,136.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MIKROBIL LTD,T/A BROADWAY TRAVEL,,,10 BROADWAY,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 5NH,61220001003,10 BROADWAY,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 5NH,01/04/2000,,,,,4800,4500,SHOP AND PREMISES,2304,£0.00,01/04/2007,01/04/2016,"-£2,260.80",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GORGEMEAD LTD,T/A COHENS CHEMIST,,,4 BROADWAY,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 5NH,61220000405,PO BOX 2076,LYNSTOCK HOUSE LYNSTOCK WAY,LOSTOCK,BOLTON,BL6 4SA,01/07/2005,,,,,4500,4250,SHOP AND PREMISES,2160,£660.00,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BROADWAY SA LTD,,,,2 BROADWAY,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 5NH,61220000208,2 BROADWAY,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 5NH,01/09/2004,,,,,2500,2150,SURGERY AND PREMISES,1200,"£1,200.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MOBILE BROADBAND NETWORK LTD,,,,T-MOBILE (76262) STREETWORKS SITE,AT LEVER CAUSEWAY,WIRRAL,MERSEYSIDE,CH63 5RE,65450076262,GVA-RATING.FID1601337,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA,01/04/2010,,,,,5100,,Communication Station and Premises,2448,"£2,448.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BALFOUR BEATTY MOTT MACDONALD,AREA 10 ASC,M53 MOTORWAY MAINTENANCE DEPOT,,MOUNT ROAD,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 6HB,0006545000010B,FAO KATH MCNICHOLLS,SPENCER HOUSE,35 DEWHURST ROAD,"BIRCHWOOD, WARRINGTON",WA3 7PG,04/11/2012,,,,,25000,21750,OFFICES AND PREMISES,12325,"£12,325.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MERSEYSIDE WASTE DISPOSAL,AUTHORITY,,,REFUSE CENTRE,MOUNT ROAD,WIRRAL,MERSEYSIDE,CH63 6HB,65450021906,7TH FLOOR,NO. 1 MANN ISLAND,LIVERPOOL,,L3 1BP,01/06/2009,,,,,24000,20500,CIVIC AMENITY SITE AND PREMISES,11832,"£11,832.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GREGORYS FARM LTD,,,,BRIMSTAGE MAIZE MAZE,BRIMSTAGE ROAD,WIRRAL,MERSEYSIDE,CH63 6HD,000810900001A1,LEY FARM,STATION ROAD,BARNSTON,WIRRAL,CH61 1DG,01/04/2005,Y,01/04/2014,,Land,3500,1750,MAIZE MAZE AND PREMISES,1725,£0.00,,,£0.00,,-£36.10,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,JACK & JILL DAY NURSERY,,,,BRIMSTAGE VILLAGE HALL,BRIMSTAGE ROAD,WIRRAL,MERSEYSIDE,CH63 6HD,61200022109,,,,,,01/02/2010,,,,,9800,8200,DAY NURSERY AND PREMISES,4704,"£4,704.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,JACK & JILL DAY NURSERY,,,,OLD HOME FARM,BRIMSTAGE ROAD,WIRRAL,MERSEYSIDE,CH63 6HD,000612000228A9,BRIMSTAGE VILLAGE HALL,BRIMSTAGE ROAD,WIRRAL,MERSEYSIDE,CH63 6HD,01/04/2010,,,,,9000,7200,DAY NURSERY AND PREMISES,4320,"£4,320.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
