Newcastle City Council Invoices over £500 paid in July 2011,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,18 July 2011,PROSPECT BUILDERS,5168061,Capital,2N101,Capital Grants               K,"3,756.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,27 July 2011,PROSPECT BUILDERS,5181530,Capital,2N101,Capital Grants               K,"4,460.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,01 July 2011,PROSPECT BUILDERS,5153187,Capital,2N101,Capital Grants               K,"3,634.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,26 July 2011,Redacted Personal Data,5179949,Capital,2N101,Capital Grants               K,536.74
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,26 July 2011,Redacted Personal Data,5179956,Capital,2N101,Capital Grants               K,"1,263.63"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,26 July 2011,Redacted Personal Data,5179954,Capital,2N101,Capital Grants               K,"1,529.73"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,26 July 2011,Redacted Personal Data,5179955,Capital,2N101,Capital Grants               K,"1,268.82"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt   ,Capital Expenditure,01 July 2011,STANNAH LIFT SERVICES LTD,5153190,Capital,2N101,Capital Grants               K,"3,645.00"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt    ,Premises,12 July 2011,SODEXO PRESTIGE,5162976,Revenue,1E506,SF - Premier League SUP CENT E,574.95
Environment & Regeneration,E&R Parking Services    ,Premises,28 July 2011,FENKLE STREET LLP,5183257,Revenue,1V112,Fenkle Street Multi Storey   K,"86,256.64"
Environment & Regeneration,E&R Parking Services    ,Premises,18 July 2011,N POWER NORTHERN LTD,5156180,Revenue,1V108,Manors Multi Storey          K,"1,412.32"
Environment & Regeneration,E&R Parking Services    ,Premises,18 July 2011,N POWER NORTHERN LTD,5156173,Revenue,1V109,Eldon Square Multi Storey    K,"1,374.64"
Environment & Regeneration,E&R Parking Services    ,Premises,18 July 2011,N POWER NORTHERN LTD,5156174,Revenue,1V112,Fenkle Street Multi Storey   K,694.26
Environment & Regeneration,E&R Parking Services    ,Premises,18 July 2011,N POWER NORTHERN LTD,5156172,Revenue,1V114,Eldon Gardens Multi Storey   K,"2,346.28"
Environment & Regeneration,E&R Parking Services    ,Premises,18 July 2011,N POWER NORTHERN LTD,5156183,Revenue,1V132,Quayside MSCP Running Costs  K,"2,400.78"
Environment & Regeneration,E&R Parking Services    ,Premises,05 July 2011,N POWER NORTHERN LTD,5156181,Revenue,1V204,Car Parking Infrastructure   K,"1,030.01"
Environment & Regeneration,E&R Parking Services    ,Premises,08 July 2011,NEXUS,5160622,Revenue,1V204,Car Parking Infrastructure   K,"2,225.00"
Environment & Regeneration,E&R Parking Services    ,Premises,28 July 2011,PEER GROUP PLC,5183258,Revenue,1V114,Eldon Gardens Multi Storey   K,"11,207.00"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165023,Revenue,1V307,Vehicle Salary Sacrifice     K,"5,284.88"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165024,Revenue,1V307,Vehicle Salary Sacrifice     K,"3,457.35"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165025,Revenue,1V307,Vehicle Salary Sacrifice     K,"3,078.60"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165026,Revenue,1V307,Vehicle Salary Sacrifice     K,"4,298.50"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165027,Revenue,1V307,Vehicle Salary Sacrifice     K,"2,288.36"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165028,Revenue,1V307,Vehicle Salary Sacrifice     K,"2,504.84"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165029,Revenue,1V307,Vehicle Salary Sacrifice     K,"2,640.23"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165030,Revenue,1V307,Vehicle Salary Sacrifice     K,"2,806.63"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165031,Revenue,1V307,Vehicle Salary Sacrifice     K,"2,846.90"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165032,Revenue,1V307,Vehicle Salary Sacrifice     K,"2,728.23"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165033,Revenue,1V307,Vehicle Salary Sacrifice     K,"4,038.90"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165034,Revenue,1V307,Vehicle Salary Sacrifice     K,"3,878.30"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165035,Revenue,1V307,Vehicle Salary Sacrifice     K,"2,580.41"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165036,Revenue,1V307,Vehicle Salary Sacrifice     K,"5,821.23"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165037,Revenue,1V307,Vehicle Salary Sacrifice     K,"3,930.67"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165038,Revenue,1V307,Vehicle Salary Sacrifice     K,"4,145.73"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165039,Revenue,1V307,Vehicle Salary Sacrifice     K,"5,261.00"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165040,Revenue,1V307,Vehicle Salary Sacrifice     K,"2,123.35"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165041,Revenue,1V307,Vehicle Salary Sacrifice     K,"3,215.11"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165043,Revenue,1V307,Vehicle Salary Sacrifice     K,"3,743.27"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165044,Revenue,1V307,Vehicle Salary Sacrifice     K,"2,865.25"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165045,Revenue,1V307,Vehicle Salary Sacrifice     K,"4,038.90"
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,14 July 2011,NORTHUMBRIA HEALTHCARE NHS TRUST,5165046,Revenue,1V307,Vehicle Salary Sacrifice     K,"4,609.19"
Environment & Regeneration,E&R Parking Services       ,Employees,25 July 2011,AGAR TRAINING SOLUTIONS,5178176,Revenue,1V205,Car Parking Management       K,575.00
Environment & Regeneration,E&R Parking Services       ,Premises,25 July 2011,CONVEY BROTHERS,5178179,Revenue,1V204,Car Parking Infrastructure   K,651.00
Environment & Regeneration,E&R Parking Services       ,Premises,21 July 2011,INITIAL WASHROOM SOLUTIONS,5173641,Revenue,1V204,Car Parking Infrastructure   K,652.09
Environment & Regeneration,E&R Parking Services       ,Premises,14 July 2011,INITIAL WASHROOM SOLUTIONS,5165145,Revenue,1V204,Car Parking Infrastructure   K,652.09
Environment & Regeneration,E&R Parking Services       ,Premises,25 July 2011,KONE PLC,5178175,Revenue,1V204,Car Parking Infrastructure   K,"2,589.88"
Environment & Regeneration,E&R Parking Services       ,Premises,21 July 2011,KONE PLC,5173637,Revenue,1V204,Car Parking Infrastructure   K,"1,731.80"
Environment & Regeneration,E&R Parking Services       ,Premises,06 July 2011,KONE PLC,5158850,Revenue,1V204,Car Parking Infrastructure   K,"4,897.92"
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,21 July 2011,BUNZL CLEANING & HYGIENE SUPPLIES,5172414,Revenue,1V204,Car Parking Infrastructure   K,947.00
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,25 July 2011,CALE BRIPARC LTD,5177415,Revenue,1V204,Car Parking Infrastructure   K,"3,103.80"
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,29 July 2011,CROSSLING LTD,5184444,Revenue,1V105,Supervision & Enforcement    K,"1,508.00"
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,25 July 2011,CROSSLING LTD,5175793,Revenue,1V105,Supervision & Enforcement    K,541.45
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,21 July 2011,CROSSLING LTD,5160455,Revenue,1V105,Supervision & Enforcement    K,"1,540.00"
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,19 July 2011,CROSSLING LTD,5168615,Revenue,1V105,Supervision & Enforcement    K,672.00
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,07 July 2011,CROSSLING LTD,5159750,Revenue,1V105,Supervision & Enforcement    K,"1,209.00"
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,25 July 2011,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,5176716,Revenue,1V205,Car Parking Management       K,"11,245.56"
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,19 July 2011,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,5168749,Revenue,1V205,Car Parking Management       K,865.89
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,01 July 2011,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,5153579,Revenue,1V205,Car Parking Management       K,"6,308.12"
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,29 July 2011,OCS GROUP UK LTD,5180218,Revenue,1V119,Kingston Park                K,"2,609.28"
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,15 July 2011,ROYAL MAIL GROUP PLC,5166744,Revenue,1V205,Car Parking Management       K,"1,500.00"
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,14 July 2011,TRANSCOMM UK LTD,5165139,Revenue,1V204,Car Parking Infrastructure   K,800.00
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,14 July 2011,VERRUS (UK) LTD,5165140,Revenue,1V213,Car Parking Mobile Phone PmntK,"3,824.76"
Environment & Regeneration,E&R Parking Services       ,Transport,25 July 2011,EDINBURGH BICYCLE COOPERATIVE,5178086,Revenue,1V303,Cycle To Work Scheme         K,795.79
Environment & Regeneration,E&R Parking Services       ,Transport,25 July 2011,EDINBURGH BICYCLE COOPERATIVE,5178087,Revenue,1V303,Cycle To Work Scheme         K,464.11
Environment & Regeneration,E&R Parking Services       ,Transport,25 July 2011,EDINBURGH BICYCLE COOPERATIVE,5178213,Revenue,1V303,Cycle To Work Scheme         K,795.78
Environment & Regeneration,E&R Parking Services       ,Transport,25 July 2011,EDINBURGH BICYCLE COOPERATIVE,5178214,Revenue,1V303,Cycle To Work Scheme         K,426.61
Environment & Regeneration,E&R Parking Services       ,Transport,25 July 2011,EDINBURGH BICYCLE COOPERATIVE,5178439,Revenue,1V303,Cycle To Work Scheme         K,709.01
Environment & Regeneration,E&R Parking Services       ,Transport,25 July 2011,EDINBURGH BICYCLE COOPERATIVE,5178440,Revenue,1V303,Cycle To Work Scheme         K,593.26
Environment & Regeneration,E&R Parking Services       ,Transport,11 July 2011,EDINBURGH BICYCLE COOPERATIVE,5161457,Revenue,1V303,Cycle To Work Scheme         K,548.24
Environment & Regeneration,E&R Parking Services       ,Transport,13 July 2011,EDINBURGH BICYCLE COOPERATIVE,5163517,Revenue,1V303,Cycle To Work Scheme         K,529.98
Environment & Regeneration,E&R Parking Services       ,Transport,13 July 2011,EDINBURGH BICYCLE COOPERATIVE,5163613,Revenue,1V303,Cycle To Work Scheme         K,723.26
Environment & Regeneration,E&R Parking Services       ,Transport,13 July 2011,EDINBURGH BICYCLE COOPERATIVE,5164070,Revenue,1V303,Cycle To Work Scheme         K,419.12
Environment & Regeneration,E&R Parking Services       ,Transport,14 July 2011,EDINBURGH BICYCLE COOPERATIVE,5164628,Revenue,1V303,Cycle To Work Scheme         K,466.66
Environment & Regeneration,E&R Parking Services       ,Transport,27 July 2011,EDINBURGH BICYCLE COOPERATIVE,5181640,Revenue,1V303,Cycle To Work Scheme         K,423.70
Environment & Regeneration,E&R Parking Services       ,Transport,27 July 2011,EDINBURGH BICYCLE COOPERATIVE,5181680,Revenue,1V303,Cycle To Work Scheme         K,499.99
Environment & Regeneration,E&R Parking Services       ,Transport,27 July 2011,EDINBURGH BICYCLE COOPERATIVE,5181718,Revenue,1V303,Cycle To Work Scheme         K,449.99
Environment & Regeneration,E&R Parking Services       ,Transport,27 July 2011,EDINBURGH BICYCLE COOPERATIVE,5181815,Revenue,1V303,Cycle To Work Scheme         K,605.04
Environment & Regeneration,E&R Parking Services       ,Transport,26 July 2011,GO NORTH EAST,5177403,Revenue,1V301,Travel Office Travel Passes  K,500.65
Environment & Regeneration,E&R Parking Services       ,Transport,26 July 2011,GO NORTH EAST,5177404,Revenue,1V301,Travel Office Travel Passes  K,500.65
Environment & Regeneration,E&R Parking Services       ,Transport,26 July 2011,GO NORTH EAST,5178612,Revenue,1V301,Travel Office Travel Passes  K,500.65
Environment & Regeneration,E&R Parking Services       ,Transport,27 July 2011,GO NORTH EAST,5181667,Revenue,1V301,Travel Office Travel Passes  K,628.15
Environment & Regeneration,E&R Parking Services       ,Transport,27 July 2011,NETWORK TICKETING LTD,5166596,Revenue,1V301,Travel Office Travel Passes  K,567.00
Environment & Regeneration,E&R Parking Services       ,Transport,04 July 2011,THE TRAVEL BUREAU,5155383,Revenue,1V304,Travel Office Train Tickets  K,"14,102.79"
Environment & Regeneration,E&R Parking Services       ,Transport,04 July 2011,THE TRAVEL BUREAU,5155379,Revenue,1V305,Travel Office Plane Tickets  K,"6,237.31"
Environment & Regeneration,E&R Plan & House Strat     ,Supplies & Services,22 July 2011,CPC LTD,5175070,Revenue,1V681,LDF - Housing                K,"17,992.00"
Environment & Regeneration,E&R Plan & House Strat     ,Supplies & Services,21 July 2011,LIMEHOUSE SOFTWARE LTD,5162510,Revenue,1V686,LDF - Project Support        K,"7,111.75"
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,25 July 2011,D&P TROPHIES,5177235,Revenue,1KLK0,SPORTS DEV CENTRAL           K,423.33
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,12 July 2011,FIRST STORAGE CENTRES LTD,5162803,Revenue,1KLBA,R & D Assistants             K,624.20
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,18 July 2011,FOUNDRY MEDIA,5167269,Revenue,1KLEI,Streetgames                  K,"5,000.00"
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,18 July 2011,FOUNDRY MEDIA,5167270,Revenue,1KLHB,Fusion                       K,"8,500.00"
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,11 July 2011,NE MUSIC FACTORY C.I.C. G13,5162057,Revenue,1KLAD,Community Sport              K,"5,000.00"
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,22 July 2011,NEWCASTLE UNITED FOUNDATION,5174912,Revenue,1KLCC,Comm Spt Network UK Spt UnltdK,"2,000.00"
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,27 July 2011,Redacted Personal Data,5181652,Revenue,1KLFA,Getting Ncle Active - Staff  K,540.00
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,14 July 2011,TRADE SECRET,5165684,Revenue,1KLHB,Fusion                       K,600.00
Environment & Regeneration,E&R Resilience Planning    ,Employees,06 July 2011,SKILLS 2 SHARE,5139119,Revenue,1D507,Resilience Planning          K,610.00
Environment & Regeneration,E&R Trans Strategy         ,Capital Expenditure,08 July 2011,BENFIELD MOTORS GROUP,5160726,Capital,2DP02,Devt Capital CC              K,"1,275.00"
Environment & Regeneration,E&R Trans Strategy         ,Capital Expenditure,26 July 2011,CLEAR CHANNEL UK LTD,5177643,Capital,2DP02,Devt Capital CC              K,420.00
